gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.046155690105868515,-0.029995757210554315,-0.038286647497059206,-0.00003570169543904932,NaN,NaN,262.1772,245.05560000000003,-0.9488913867468304,0,0.005396088426861093,0,6777.62,6120.8,7820.64,6120.8,(((x)*((9)*(x)))*((7)-((x)+(1)))),((0)+(0)),ReplaceBranchXR|AddTreeWithSub|SkipD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|MutateNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,SkipD,ReplaceBranchR,0,0,1,1,4
1,x*x*x*x,25,-10,-0.03691053914520978,-0.009996961181544896,-0.03551642922493792,0.000012874134100119293,472.7493,378.0444,686.0759999999999,244.7532,-0.6968051235132662,0.00007188602797028318,0.13036099152785716,0.00003594301398514159,28290.32,6120.6900000000005,46394.88,6120.36,((((x)*(x))*((x)-(5)))+((x)*((6)*(x)))),((0)+((3)-(x))),ReplaceBranchXR|AddTreeWithMult|DeleteMaliciousR|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|MutateNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,ReplaceBranchXR,ReplaceBranchR,1,1,2,2,4
2,x*x*x*x,25,-10,-0.03775808848516534,0.000001421649660125382,-0.03542404914390276,0.000017906156058033173,343.05729999999994,244.8233,700.212,244.7224,-0.7061821984054372,0.0008953078029016587,0.12642297596265223,0.00044765390145082935,15949.289999999999,6119.43,44960,6115.32,((((x)+(5))*((9)+(7)))*((x)*((x)*(x)))),((7)+(0)),ReplaceBranchXR|AddTreeWithMult|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|MultXD|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,ReplaceBranchXR,ReplaceBranchR,2,2,3,3,4
3,x*x*x*x,25,-10,-0.03191590095174725,-0.0000018416318958072637,-0.014097513099891877,0.000017906156058033173,1487.4252,244.84330000000003,4965.184,244.7224,0.5454545454545454,0,0.7424800189922452,0,91235,6120.8,336644,6120.8,((((x)*(8))*((4)+(3)))*((x)*((x)*(x)))),(0),ReplaceBranchXR|AddTreeWithMult|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|MultXD|DeleteNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,SkipD,ReplaceBranchR,3,3,4,4,4
4,x*x*x*x,25,-10,-0.03111010907982489,0.0000009966017514052532,-0.010465311499014631,0.000007972814011242026,1738.7613999999996,244.8259,6033.1192,244.7832,0.5967741935483871,0.00039864070056210124,0.7506607595894254,0.00019932035028105062,107268.13999999998,6120.1900000000005,379489.6,6118.36,((((x)*(x))*((x)+(0)))*((7)*((9)*(x)))),((3)-((0)-(0))),ReplaceBranchXR|AddTreeWithMult|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|SubXD|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,AddTreeWithMult,ReplaceBranchR,4,4,5,5,4
5,x*x*x*x,25,-10,-0.031166390487934702,0.000004786955953470239,-0.009336370996308147,0.000019147823813880955,1781.062,244.80270000000002,6409.520800000001,244.7148,0.6376811594202899,0.0010194745784864367,0.7985508238206365,0.0005097372892432184,110245.5,6119.24,422335.2,6114.56,((((x)*(x))*((x)*(8)))+((2)*((7)*(x)))),((8)+(0)),ReplaceBranchXR|AddTreeWithMult|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|SubXD|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,ReplaceBranchXR,ReplaceBranchR,5,5,6,6,4
6,x*x*x*x,25,-10,-0.0277992014356727,0.000005522153966801903,-0.0031336244591984295,0.000022088615867207614,2384.7207999999996,244.7982,7712.3112,244.6968,0.5967741935483871,0.0022088615867207613,0.7227426724503175,0.0011044307933603806,116566.69999999998,6117.42,379489.6,6107.28,((((x)*(9))*((0)+(7)))*((x)*((x)*(x)))),((0)+((6)*(3))),ReplaceBranchXR|AddTreeWithMult|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|SubXD|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,ReplaceBranchXR,ReplaceBranchR,6,6,7,7,4
7,x*x*x*x,25,-10,-0.02368393118956618,0.0000016174356293295142,-0.00911482552940576,0.000006469742517318057,2740.4391000000005,244.82209999999998,5701.0664,244.7924,0.5406264867646872,0.0006469742517318057,0.500733002904294,0.00032348712586590284,149353.80000000002,6119.8099999999995,333105.84,6116.84,((((8)*(5))*((8)+(7)))*((x)*((x)*(x)))),((5)+(0)),MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|SubXD|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,MultXD,ReplaceBranchR,7,7,8,8,4
8,x*x*x*x,25,-10,-0.022920421180106763,0,0.0007988126246163374,0,5112.6668,244.832,13288.2544,244.832,0.7388577129164641,0,0.9098244346490552,0,299127.36,6120.8,585964.08,6120.8,((((9)+(x))*((8)*(x)))*((8)*((x)*(x)))),(0),ReplaceBranchXR|AddTreeWithMult|MultXD|SkipD|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|SubXD|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,ReplaceBranchXR,ReplaceBranchR,8,8,9,9,4
9,x*x*x*x,25,-10,-0.029052489693722875,0,-0.008545143718036203,0,2057.5977000000003,244.832,6342.8607999999995,244.832,0.6179713163417201,0,0.7293877639964484,0,122462.38,6120.8,400545.84,6120.8,((((x)*(9))*((8)*(4)))+((6)*((x)*(x)))),(0),ReplaceBranchXR|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|AddTreeWithAdd|AddToLeafR|AddXD|SkipD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateTerminalR|SubXD|FellTreeD|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR,AddTreeWithAdd,ReplaceBranchR,9,9,10,10,4
