A,P,AFinal,PFinal,AGen,PGen,count,run
AddToLeafR,FellTreeD,AddTreeWithSub,FellTreeD,0,0,0,3
AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,1,3
AddXD,AddTreeWithAdd,FellTreeD,AddTreeWithAdd,0,0,2,3
SubXD,SkipD,AddTreeWithMult,SkipD,0,0,3,3
AddRandomSubTreeR,DeleteNonTerminalR,FellTreeD,DeleteNonTerminalR,0,0,4,3
,AddXD,,AddXD,0,0,5,3
,AddTreeWithMult,,AddTreeWithMult,0,0,6,3
,AddTreeWithDiv,,AddTreeWithDiv,0,0,7,3
,MutateTerminalR,,MutateTerminalR,0,0,8,3
,AddTreeWithSub,,AddTreeWithSub,0,0,9,3
,AddTreeWithAdd,,AddTreeWithAdd,0,0,10,3
,SubXD,,SubXD,0,0,11,3
,AddTreeWithSub,,AddTreeWithSub,0,0,12,3
,AddTreeWithMult,,AddTreeWithMult,0,0,13,3
,AddTreeWithAdd,,AddTreeWithAdd,0,0,14,3
,FellTreeD,,FellTreeD,0,0,15,3
,MultXD,,MultXD,0,0,16,3
,AddXD,,AddXD,0,0,17,3
,MultXD,,MultXD,0,0,18,3
,AddTreeWithDiv,,AddTreeWithDiv,0,0,19,3
