gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
141,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)-(6))+((2)+((8)*(8))))*(((5)-(8))*((3)*((6)*(8)))))*((((0)+(4))+((9)+(6)))-(((x)/(x))*((x)+((x)+(x)))))),(((x)*((1)*(x)))*((2)-((x)*(x)))),0.08914125006247085,0.0002046125656773961,-0.8359376672587504,-0.1077606102201205,0.579850528430115,0.2771674304035114,0.002293111473567517,0.002297640060394562,0.3492622830274823,-0.12358431661140103,-0.26570965709073535,-0.41409038005251997,-0.7078485172048113,0.008259481576356757,0.8889187356029418,0.7666382404888548,36518.95835388525,771.915446134607,831937.6816253159,149.39886954800636,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,1,11,0
142,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((4)+(1))*((2)*(8)))*((5)*((2)*(6)))),((((6)-((0)*(x)))-(((0)-(x))*((x)-(3))))+(((x)+((3)-(x)))*((x)-((x)/((0)-(4)))))),0.25533743985536383,0.000017430714378251047,-0.9414114396637616,-0.17878477520118297,0.054878330227796646,0.3198301117422918,0.000003199281077368639,0.001456629082153689,0.8456917548785404,0.22371759094708793,2.2314676473792265,-0.3559599652312788,-0.9347468523134498,-0.09146833343731137,-0.5197285546365628,0.8650046818119718,NaN,3678.9512712423966,4919.538568018572,86.42439092769021,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,3,2,0
143,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((8)/(1)),((((4)-(x))*((x)*((1)*(4))))-((6)*((x)+((x)-(x))))),-0.0020374584563215546,-0.00000022305310524483057,-0.9436531338534704,-0.4487278190265953,0.007812116071036408,0.46538746054666125,0.000004713921050918303,0.00254247515774943,0.05622095874204858,-0.007829348087282204,-0.27329023852343326,-0.589479904242137,-0.9384819034970212,-0.34695576944872203,-0.9373996397085084,0.8613583442322446,630.1449967496505,8502.572703515922,641.2308909866676,88.75878673248198,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,2,2,0
144,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((7)*(9)))-((0)*(x))),(((((x)+(2))*((x)-(3)))/(((8)+(2))+((6)-(0))))-(((2)-((1)+(9)))+((6)-((x)*((x)*(x)))))),-0.14803791104135544,-0.00001885933842895677,-0.9357088611863992,-0.24300527436193214,0.03425561788958025,0.343940532655335,0.00000444373546141773,0.003652235843798556,0.862236147861171,-0.1151676094908644,0.1785064409676269,0.8334605998758571,-0.9301624175569316,-0.09569204840973311,-0.698957335809164,0.8043386188146804,715.3635379381376,2401.489863467711,3083.654069804559,125.26297892389789,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,SubXD,0,0,2,1,0
145,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((7)*((8)*(9)))*((8)*(x))),((((x)+(3))-((6)+(x)))-((2)-((6)*((x)*(x))))),0.007260372964919418,0.00000414421755718066,-0.9036575045996024,-0.08188046968303545,0.28527619232488277,0.2670238767102884,0.00032450465178313407,0.0010040291084346315,0.6258714732468895,0.03623047329764502,0.3223174735284928,0.3575746518764742,-0.8528544799700658,-0.0013332630678584544,0.5498127780649207,0.8088004252403622,1664.7755693804665,1217.4164635099619,22753.3024355196,122.40651761877533,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,ReplaceBranchR,0,0,8,3,0
146,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)+(0))*((x)*(x))),(((x)+(0))/((1)/(9))),0.18777152695434607,0.000002566447131609,-0.9373726719958314,-0.6277428397349708,0.002884407549172064,0.503955331356969,0.00000005370867215548687,0.003478249675294016,-0.4289252048081503,0.01431017167187707,2.206591738949007,-0.41435271208932845,-0.9367770303027725,-0.48416959567171436,-0.920051834810861,0.07377034044034662,647.6084322998098,16201.490951722917,818.9287243439173,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,1,4,0
147,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(2))*((x)+(5)))*(((0)*(x))*((3)*(x))))-(((5)+((7)*(x)))/(((x)+(x))/((1)/((3)*(x)))))),((((9)*(9))-((0)*(x)))/((3)/((1)+(3)))),-0.08167242784251992,-0.00006301211700096092,-0.9258639661244863,-0.16914510895562068,0.34687628688381295,0.296654269685723,0.0003970861998828597,0.0014990372180388768,0.7734552070098264,-0.24711007488422698,-0.262689882488234,-0.424972913210826,-0.871279987239385,-0.08906183779942892,0.8733056366785107,0.5892321546922037,4145.201584012601,NaN,80850.05318905006,262.9747558649351,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,1,5,0
148,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((7)-(0))-((1)*((1)+(x))))*(((x)+(5))+((2)*((x)*(3)))))+((((0)*(8))*((4)*(x)))/(((x)/(1))/((4)/((4)*(x)))))),((0)+(x)),-0.07128314655721503,-0.0000006108419035228725,-0.941789205337065,0.00406521251730821,0.28643552573796704,0.003951964437054963,0.0002736672199954649,0.0000002683250007901639,1.6491244865833377,0.08061363968259821,2.1901653162013157,0.1327810921824537,-0.8886976641762938,0.005417596056779608,0.889376481887431,0.008255384467473688,14459.88076739443,636.7345152553119,867784.2231057627,634.9177549537858,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,3,2,0
149,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)/(8))-((7)*(x)))*(((8)+(9))+((2)*((x)/(x)))))+(((x)+((3)*(6)))/(((x)/(x))+((x)/((x)-(x)))))),((x)*((9)-(0))),0.049899057242577045,0.0000071681262957891,-0.963157725138082,-0.0934764082073962,0.02876170764094109,0.1758075503333001,0.000016588675748533655,0.0012439842963968288,-0.26701080282624634,-0.2411989755727463,-0.2627602900271935,-0.17709707978328293,-0.954544475463282,-0.030259830478942845,-0.9179304479891565,0.07377034044034662,NaN,1643.5335708056664,840.658611447999,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,SubXD,0,0,7,7,0
150,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)+(0)),((8)*((8)*(x))),0.07738602119618894,0.000000008603191723951748,-0.937499229985186,0.0011224000757628283,0.00007968872778793783,0.09411635812704885,0.0000000002668499247594361,0.00004631557734171147,-0.3928015919117838,0.47753060142355547,0.12977649661174118,0.23421615842706434,-0.9374690783164032,0.02093792795752695,-0.9373864210134779,0.4734744704442924,640.519614243179,627.1031773700913,641.3662933318386,337.0831582199792,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,2,1,0
151,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(1))-((7)*(9)))-((x)/((5)+(x)))),((9)/((1)*(x))),0.030609887879012906,0.00000191027572097388,-0.9433115636508067,-0.0485528763076883,0.011587759588842408,0.010176419866374624,0.000004374449254484916,0.0008903182000584191,-0.5795936446970239,-0.755150750757469,0.49652284472253827,0.4646034717526111,-0.9395521542496783,0.003539400949282996,-0.909536179913337,0.07377034044034662,619.1821549942686,637.9019476548833,926.6431644501687,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,4,3,0
152,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((8)-(8)))*((8)*((7)*(x))))-(((6)-(x))*((x)*((6)+(x))))),((((x)/(6))*((8)+(3)))/((7)*((x)*((x)-(0))))),-0.18926935405848777,-0.0006929051684878172,-0.6467961018501434,-0.46462020082587185,0.6099903794443268,0.48010248155644053,0.0024094609314419227,0.005562462715123186,-0.0794215807808817,-0.0878382931364175,-0.1665590855848773,0.07697231720240216,-0.5316421973337362,-0.28369107680192873,0.9928213717931815,0.7907641071333487,34555.51892094443,10170.744283822802,1426908.5566467657,133.95342034028727,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,SubXD,0,0,1,3,0
153,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*(8))*((8)*((8)*(3))))-((4)-((x)+((1)*(6))))),((((0)+((7)*(6)))*((7)+((2)/(3))))-(((x)+(0))-((3)/((1)*((3)*(x)))))),0.08213889804121124,0.0001602026838896875,-0.8642986471819817,-0.22959978144334167,0.4434545236861808,0.34269338367860486,0.0011917597718560382,0.0031919281675315166,0.5031343037479825,-0.25911647399817617,-0.12277341581541634,0.06956948633408233,-0.7774813681374939,-0.11355928656538908,0.9408593755653302,0.5994461551128468,5446.425049333275,4168.692755263152,173201.519449808,256.4357234219008,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,3,1,0
154,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)+(2))+((4)*((9)+(7))))*(((x)*((x)+(2)))*((x)-((1)+(4)))))*((((x)*(9))*((x)*(1)))+(((8)*(6))+((5)*((x)*((x)*(x))))))),(((((5)+(1))/((x)-(x)))+(((8)*(3))-((5)*((x)*(2)))))*(((x)/((6)+(0)))+(((0)+(2))-((9)*((3)+(2)))))),-0.004153352742828236,-0.00001922348376175359,-0.5166366886891556,-0.24182128214752585,0.856239128148997,0.3377838359111728,0.008408980116912119,0.002547553014474548,0.08004831146180545,0.07982420592268798,-0.16919282147605053,-0.7176098760125758,-0.30919474567703364,-0.12433902169267738,0.9998505534923161,0.5981177313235763,NaN,NaN,68541220.34730795,257.28618415211406,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,1,1,0
155,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*((7)*(9))),((((6)+((0)-(7)))*(((3)*(5))*((6)*(5))))-(((7)*((1)+(2)))-((x)*((x)/((6)+(5)))))),0.09113305528610265,0.000001756943673717125,-0.9375551068271604,-0.25361589427350756,0.0037021527763062027,0.3845655255281734,0.00000013135951438570356,0.002829451681587768,-0.7129080064666907,-0.7261977339310625,0.26148269555752934,0.08978448200435407,-0.9369412368960917,-0.16980267023526746,-0.9115868944179907,0.5837322672890563,645.9264237674379,4964.211890216915,905.637191275967,266.49579959717653,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,2,4,0
156,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)-(8))*((x)*(9))),((0)+((x)*(9))),-0.18516236611953354,-0.00000015163890897623494,-0.938565561423588,0.0003767035425685638,0.005418783072575757,0.015490000114180244,0.0000003108529293391753,0.0000021575501248127715,-0.2636740270845638,0.15295333029580088,0.35035659968933075,0.35488279834465875,-0.9373614189417412,0.003963536280470423,-0.898961078295879,0.07377034044034662,641.6223957034799,637.6721129791422,1034.966531933387,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,5,4,0
157,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((6)-(x)))*((x)+((6)+(0))))*(((x)*(x))/((x)*((x)*(x))))),((x)*((9)-(x))),0.1507936119069656,0.000013476860458182793,-0.8487006536060338,-0.006586679443776673,0.4933962519735484,0.024073118978533675,0.0015391293707371072,0.0000051896306492177924,0.3123195686329425,0.1731245544523651,0.024031939767789723,-0.014126422681815853,-0.7542410653908949,-0.0008375287995876662,0.8351928264302917,0.0656359193027019,5614.524198674029,640.8218929828122,142251.5580323776,598.1825715355545,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,1,4,0
158,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((6)/(2))*((x)*(1)))+(((0)+(2))*((x)*(9))))+(((0)*((x)*(x)))+((2)*((6)-((x)+(x)))))),(((((2)+(5))+((x)-(7)))*(((6)*(0))+((9)+((5)*(3)))))*(((7)+((0)/(x)))+(((0)-(4))*((5)-((0)+(x)))))),-0.14999236120997125,-0.00008910196548350517,-0.9243151389763009,-0.06439134056437532,0.38408170237689343,0.1375956892848033,0.0003945241088934537,0.0008944637341850828,0.7280759290344662,0.012771152398999747,-0.12993984391575397,-0.13356197947429393,-0.8622196940498196,-0.005150578171063333,0.9436630038753605,0.5749723207589048,NaN,1135.4845775942945,181820.94747531763,272.1039425579048,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithSub,0,0,1,3,0
159,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)*(x))+((6)*(8)))-((1)/((3)*((x)+(x))))),NaN,0,-0.9374999999999999,-0.09973911686974979,0,0.24596097119751992,0,0.0026572367690994077,NaN,-0.5195306525231282,NaN,0.134752339025912,-0.9374999999999999,0.009329648693489092,-0.9374999999999999,0.8215878629401677,640.2028758309526,1624.373120074257,640.2028758309526,114.21996322885069,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,1,3,0
160,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)*(8))*((9)+(9)))*((7)+((0)+((0)-(x))))),(((((5)+(8))/((2)-(x)))-(((2)-(x))+((0)+((3)-(1)))))*(((9)+((x)*(x)))*(((x)-(2))+((x)-((x)+(x)))))),-0.09646728355699508,-0.000022252731341811587,-0.9372866939117618,-0.1415979597292116,0.06773711412257548,0.27466851395824554,0.00001846718704749756,0.002881414934281034,-6.21312685094103,-0.8627188347008627,47.275292780075986,1.337946766807447,-0.9288738237404468,-0.02852790079502531,-0.3986048511969753,0.6427255001189894,728.5629214116044,1678.3091808731028,6160.238460391682,228.72816228488833,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,7,1,0
161,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)*(8))*((9)*(9)))/((x)+((9)/(x)))),((((2)*(x))+((8)/(8)))*((x)-((x)-((x)*(x))))),-0.13911741728131016,-0.000018088606953429502,-0.9480192704267014,-0.1503382753669808,0.021073745212099506,0.21412063140468407,0.000007485541393000496,0.0022585203871972608,0.33507991977992546,-0.11810948442328711,-0.519739025576667,0.05718766954204657,-0.9421970880986001,-0.044366639410014695,-0.8603949061434327,0.7666382404888548,592.0894468908707,NaN,1430.00932108199,149.39886954800636,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,2,1,0
162,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((6)/((1)-(x))),(((x)*((2)*(x)))*((x)-(x))),-0.12271402178815673,-0.000014119631666223176,-0.9431434429509834,-0.21716170562146528,0.010985072470797445,0.42252228502009576,0.000004967234863900044,0.0026652850333776525,-0.5314685843295786,0.1621404689802919,0.2958491669685843,0.11495929890292489,-0.9393345126440604,-0.07536303165412321,-0.9369089809956059,0.8068452588949324,621.4115115033408,NaN,646.2568288914933,123.65822073584738,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,2,4,0
