gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
94,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*((x)*(x)))*((x)*((x)-(x)))),((((0)+(x))+((1)/((5)+(x))))+(((4)*(x))*((x)*((x)/(x))))),-0.018497704658264624,-0.00005664783641697058,-0.7634845450582484,-0.4225728518073404,0.43888443838966795,0.4639668649713951,0.0020199727359422517,0.004642858679663981,-0.10196931424555286,-0.2019165060825075,-0.38732296727615756,0.8422608276545303,-0.6662248934264754,-0.2611495511682838,0.6709306088528753,0.6293048911923815,4178.492405066281,NaN,31127.921006531888,192.5553190355667,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,7,4
95,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((0)+(x)),NaN,0,-0.9374999999999999,0.008255384467473688,0,0,0,0,NaN,NaN,NaN,NaN,-0.9374999999999999,0.008255384467473688,-0.9374999999999999,0.008255384467473688,640.2028758309526,634.9177549537858,640.2028758309526,634.9177549537858,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,1,4
96,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((2)/(2)))-((6)+(x))),((((6)*(8))-((3)+((8)-(0))))*((7)*((x)-((5)-(x))))),0.6318873863922974,0.00021562692826930437,-0.9483177888300877,-0.05599467601264421,0.010896760111194484,0.04093437337792669,0.00003832823795671552,0.0030381398828904856,-0.5128199029645422,-2.289086057321603,-1.0217855244993745,8.482016166066062,-0.9400676491665355,0.006468099336693759,-0.9354279358520977,0.2650914249660253,613.9018137422968,636.0691781074295,661.4275386532441,470.49058320957806,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,5,4
97,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)-(7))-((1)*(7)))-((x)*((9)*((7)-(x))))),(((x)+((7)-(9)))*((x)*(x))),0.1245866865583614,0.000002737986670673009,-0.9386178375421035,0.01255942937478009,0.008868901915604306,0.16474721991807945,0.0000012868275603639655,0.00037531768931808803,-0.7617841961306565,0.4612289085045615,0.88936909225986,0.12854729381946495,-0.9362178703675822,0.06288742006723637,-0.8684962440833374,0.6146295576030923,653.3360450767436,604.1886063714162,1347.0253235267044,246.7152654827468,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,4,2,4
98,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)-(x))/((8)/(x)))-((x)*((x)+(x)))),(((4)/((2)*(6)))*((8)*((x)+(x)))),-0.10797418132404209,-0.00001759237969463567,-0.9483691645121801,-0.1760720547092037,0.01530825937079751,0.3134076305094371,0.000010781871543226263,0.0024621538492332964,-0.47240516488457956,-0.5316310367907089,-0.18283239056383094,-0.4081815427059734,-0.9416881973702044,-0.08769290468827967,-0.9283416343043259,0.5923420024265753,NaN,NaN,734.014268731466,260.983822401994,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,1,4
99,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)/((6)*(7)))*((5)-((x)-(x)))),((((x)*(3))/((9)/(x)))*((5)+((0)+((1)*(x))))),-0.08084714567123341,-0.00001577031950646902,-0.9481447593919775,-0.16120443169270857,0.013414213569135193,0.43706458309324003,0.000011377279105048363,0.003344361297426697,0.14108858575546834,-0.2439922189347078,-0.5994819336387014,-0.18286989975451817,-0.9400013596752673,-0.04732190574050936,-0.9364655713775732,0.888908390613038,NaN,NaN,650.7987826936645,7.889866919029694,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,1,4
100,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(0)))*(((0)*(x))-((4)/(9))))*(((x)*((3)-(x)))+(((9)+(5))+((x)-((x)-(x)))))),((0)*(x)),NaN,0,-0.950931141906867,0,0.4013762368619182,0,0.0005312360710567158,0,1.3409129298873275,NaN,1.3054643554463943,NaN,-0.876868093305726,0,0.9866740945498783,0,15116.228205034973,640.2028758309526,768671.6712523071,640.2028758309526,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,1,4
101,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)*(x))+((7)*(9)))*((8)/((x)/((x)/(x))))),(((x)*((2)*(x)))+((x)-((0)*(x)))),0.030556869022029313,0.0000016288607102285636,-0.944458025368567,-0.010428031875457355,0.010976131549001676,0.19250808123030416,0.000005836298235371458,0.00048686966263060036,-0.2640495423803673,-0.3438492658659551,-0.4167740768470174,-0.42687483642934776,-0.9393873996943874,0.03561685068939009,-0.9356779766334693,0.8088004252403622,620.8697764359238,627.7511189405327,658.8663094162991,122.40651761877533,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,3,4
102,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((x)*((x)*(x))),NaN,0,-0.9374999999999999,-0.1270686378618893,0,0.21562337532897197,0,0.0018316337086178485,NaN,-0.38929330817597146,NaN,0.35085320533558795,-0.9374999999999999,-0.039069452145688854,-0.9374999999999999,0.6005462915314183,640.2028758309526,2141.140500722913,640.2028758309526,255.73141292292496,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,1,4
103,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*((9)+(x))),((((x)*(0))/((6)*((8)+(1))))*(((2)*(x))-((x)*((x)-(x))))),0.0188084396553637,0.0000001656153291614145,-0.9381155709088105,-0.3280279421742418,0.0008802531439026415,0.44865494043830784,0.000000019801555960249182,0.003915580983476282,-0.4776516145462219,-0.7348711646833566,-0.35965365067307564,1.8598649992336402,-0.9378563570250649,-0.16826632078989961,-0.9365592832512548,0.7742214570785138,636.5526231546473,10115.671700496448,649.8388689171768,144.54407247925764,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,3,4
104,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(x))+((3)*(8)))/((x)/((x)/((x)+(x))))),((((x)+(0))/((7)+((x)+(x))))*((x)*((x)/((x)/(x))))),0.1881134096093033,0.000030613692327172086,-0.9512350276475738,-0.229173588169643,0.01820812088820999,0.29382444643617367,0.000010405356099655862,0.00254527650333852,-0.26803813904616486,0.34404285081437125,-0.5680505182237408,-0.42281443799555785,-0.9438491221918428,-0.09362930734793758,-0.9352173948401825,0.013106314811536807,NaN,NaN,663.5841620341797,630.8798753488508,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,7,3,4
105,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((6)-(x))+((5)*(x)))*(((5)+(5))*((5)*(5))))*(((x)*((8)+(1)))+(((5)*(8))/((1)+((x)+(x)))))),(((((x)*(2))*((x)*(x)))*(((x)+(8))/((3)*(3))))-(((8)+((6)*(9)))+((4)-((0)/((x)/(x)))))),-0.2122199645232841,-0.0002728477399205774,-0.9106758186353474,-0.17567284365627733,0.4011144807225784,0.22285871684448758,0.0007253584690487051,0.0022788490581119353,0.4448868358929568,0.10870176468183848,-0.30692125043159235,0.15261845903345117,-0.842100454847339,-0.04930165705215876,0.9994846405734661,0.3296238552998047,NaN,NaN,19875926.364998642,405.7293868249296,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,3,4,4
106,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((5)/(7))*((4)-(x)))*((7)*((7)+(x)))),((((x)*(9))*((0)+((6)+(1))))*((2)+((0)+((0)-(3))))),0.020036484919975943,0.000002065927625803803,-0.9443653154993381,-0.1609281655743815,0.008680371875083586,0.23889374884905773,0.0000053174326394800335,0.0019993330329627526,0.11945344850162588,0.1599492909239321,-0.27825286292879303,-0.07180138105670197,-0.9383917121539421,-0.05782679160466432,-0.9094457525325235,0.5359327944591871,631.0688488650788,1713.236083853773,927.5694343581808,297.0971595660622,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,9,4
107,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((3)*(x)))+((x)-((6)/(8))))/(((3)-(3))+((8)*((x)+(x))))),((9)*(x)),-0.11574960254470017,-0.0000004461004650067513,-0.9452799269993118,0.0005555332839046582,0.09926187756668804,0.013042066203186145,0.000010126592523741016,0.0000014667733139500975,1.7552917179112861,-0.07925016299203522,5.013841299598639,0.23971877099963912,-0.9325976250465315,0.003014611745496101,-0.1662490738603514,0.07377034044034662,690.419108528747,638.2761153528294,8540.315850261171,592.9748917300143,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,3,1,4
108,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((6)*(x))*((x)*(9)))+(((0)+(8))+((7)+((x)*(x)))))/((((1)*(2))*((7)+(4)))-(((8)/(7))-((0)/((3)+(x)))))),(((((5)+((1)*(4)))-((8)+((8)+(0))))*(((1)*((5)*(x)))*((x)-((5)+(5)))))*((((3)/(5))*((1)/((9)/(8))))*(((x)*((x)+(x)))/((6)/((8)/((5)/(x))))))),-0.27419113323626887,-0.00041405072679835203,-0.9289890161463359,-0.31788383966721173,0.4108431043464157,0.40341771686149636,0.0006483434200350725,0.003517184754455747,0.7610547781327179,0.28903406819230876,-0.1533662567659695,0.5068017249091983,-0.8552147143936446,-0.15684013144968087,0.9437606032060408,0.6157673597250405,NaN,NaN,182136.48433717754,245.986841292149,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,4,11,4
109,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)+((1)*(x)))*(((8)+(9))-((3)*(4))))+(((x)/(2))/((7)*((x)/((x)-(0)))))),(((x)*(x))*((x)*(2))),-0.045132060964990235,-0.000007155585864759687,-0.9598621320838832,-0.021848105890698633,0.17462398804592524,0.2082721909705498,0.00003407839184634187,0.0007376340744753429,1.7258756503946038,-1.051271912678516,6.156015335217493,2.626526264269176,-0.9345681065124712,0.030329415592623022,0.42167732295024746,0.7986383143367062,743.8419389553835,643.689326070884,19273.435808703704,128.91233024380907,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,5,3,4
110,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)-(9))*((9)/((8)-(3))))-((6)*((9)*((x)*(x))))),(((x)*(x))-((0)*(x))),0.1271921422845945,0.00002356140220941693,-0.9465697056161124,0.0014389074857343552,0.3483196247843274,0.11081831950371641,0.0005292525169914733,0.00006483638160059936,1.2662672488855689,0.23611019121443774,1.4824039236639144,0.3596261082601382,-0.8760321207358379,0.024607623974461226,0.8026214896782622,0.6005462915314183,2408.4514574773693,626.002360168018,51896.46024077386,255.73141292292496,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,3,9,4
111,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(4))*((9)-((1)*(x))))/((1)-((x)*((x)+(x))))),(((((9)-(8))+((0)+(2)))+(((4)-(x))+((1)-(5))))-(((x)*((x)+(x)))*((x)/((8)-((9)+(x)))))),-0.0038517540241512897,-0.0000005844486425099323,-0.9381084179800407,-0.2128089159409089,0.13338713600465685,0.34281194022993655,0.000008558244559745276,0.0026902393812245984,2.6083940962625127,-0.018608239880945447,10.506188200856315,-0.4776979568263102,-0.9232717935826205,-0.11135635000833763,0.12317579865502999,0.8107434526223308,788.7153594524358,4646.645920727399,11682.211779263183,121.16258590102072,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,1,4
112,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)-((x)*(8))),(0),NaN,0,-0.9375048873498634,0,0.0008456032918066743,0,0.0000000034880765941695144,0,-0.36324297205498546,NaN,0.7300752136148145,NaN,-0.937345872645885,0,-0.9333436436121894,0,641.7816402365299,640.2028758309526,682.7774568302293,640.2028758309526,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,6,1,4
113,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((5)*(9))*((x)*((x)+(4))))-(((9)*((8)*(x)))+((9)+((4)/(3)))))-((((x)*(0))+((x)*(x)))-(((x)-(6))-((2)-((x)+((1)/(3))))))),((9)*(x)),0.07397436800030566,0.000003645788629133365,-0.9100316600400085,0.0008316972071608713,0.42187075403284774,0.019627385073623653,0.0009456972546432206,0.000002568433447921459,0.20649098141276753,0.749498263789222,-0.565873468512212,0.5797343569582449,-0.8371402790970346,0.005350600818487617,0.9714595038591276,0.07377034044034662,9182.812090988904,636.7851333779529,358902.17054167035,592.9748917300143,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,16,4
114,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(0)),((x)*((9)+(x))),-0.07534132679883665,-0.000000004620537893070765,-0.9378454019807406,0.024626009446444275,0.0002588749813786794,0.02408501091302042,0.0000000007226092795665157,0.000005204931400013156,-0.252183471931149,0.5687725044545608,0.2884384572588852,0.6726073888538715,-0.9377821664612906,0.03190834719023109,-0.9374999999999999,0.08188780654933482,637.312575351252,619.7750601967541,640.2028758309526,587.7780665825798,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,3,3,4
115,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((4)-(3)))*(((x)+(0))/((1)/(5))))-(((7)*(x))*((6)*((3)/((2)+(5)))))),((((6)+((9)/(9)))+(((1)+(6))-((0)-(0))))*(((x)-(8))*((x)+((x)-((1)/(x)))))),-0.15166292768164688,-0.00003304402261261237,-0.9573438011430664,-0.19038627830197527,0.08907622259676841,0.2938124064576861,0.000017795031654075602,0.002667645927938058,0.7902079594448718,-0.7315970658191531,1.2408704349381332,1.7851633203136354,-0.942865554836769,-0.09366654844069572,-0.27482475975721826,0.10786366654118126,NaN,NaN,7428.148388557293,563.4755097005802,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,4,4
116,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((7)-(0))*((8)*(x)))*((x)-((x)+((x)-(x))))),(((((0)-((6)/(3)))*((0)*((6)+(5))))-(((x)*((x)*(4)))+((5)-((x)+(9)))))*((((1)-(x))+((7)*((x)-(x))))-(((x)-(x))*((x)/((8)/((x)+(x))))))),0.18822392308628988,0.000051310398226234305,-0.9410223257925521,-0.21650940883242337,0.04747386650746342,0.3424995448244284,0.000029403497274922763,0.0025273310889662214,0.4790682110159,0.1322498123337529,0.014773031093061384,-0.040470760297585784,-0.9271729385215117,-0.09474123379148013,-0.7288674816401142,0.9432473995192536,NaN,NaN,2777.2770877646003,36.33317803865894,AddToLeafX|SkipD|MultXD|AddRandomSubTreeR|SkipD|AddXD|MutateTerminalR|DeleteTerminalR|MutateTerminalR|MutateTerminalR|MutateTerminalR|MultXD|DivXD|SubXD|AddToLeafR|MutateTerminalR,AddRandomSubTreeR|AddTreeWithAdd|AddXD|SkipD|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|MultXD|FellTreeD|DeleteTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,1,2,4
