gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(7))-((1)-((3)*(0))))+(((2)*(5))*((9)+((1)*(x)))))*((((x)*(2))+((x)-(x)))*(((1)+(7))+((x)*((x)*(x)))))),(((9)*(9))+((0)*(x))),0.019007994211353095,0.00039513033980408504,-0.9199697273494172,-0.14163230095047152,0.8324603188555162,0.08411208329382028,0.01222842471196038,0.03533764957852463,5.745045673222293,-1.3644024032881086,36.30169096796357,1.5464082636500218,-0.16742246745704759,0.04250917031789421,0.9999774085865956,0.555261194414619,11619186.400588073,613.0027979254005,453413242.8951607,284.7230623293839,MutateTerminalR|AddTreeWithSub|AddXD|AddTreeWithMult|AddXD|DeleteNonTerminalR|SubXD|AddTreeWithMult|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|DivXD|SkipD|DeleteTerminalR|DeleteNonTerminalR,AddToLeafR|AddTreeWithMult|AddToLeafX|DivXD|SkipD|AddToLeafX|AddTreeWithSub|AddTreeWithDiv|MutateTerminalR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SubXD|AddRandomSubTreeR|AddTreeWithSub|DeleteTerminalR,DeleteNonTerminalR,AddTreeWithSub,0,0,1,1,3
1,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((7)-(x))*((x)+((x)*(1))))+(((7)*(7))-((x)*((x)-(5))))),(((0)+(9))+((9)*(x))),0.008772548752492691,0.00006432296176143561,-0.9112215153761439,-0.0881574003504372,0.4460240260293791,0.053531306290750404,0.0050352360634559265,0.01067728044213857,2.8805177306254186,-0.3216266263544586,7.557518451027494,-1.485512927745092,-0.629600051965631,0.04231936107294292,0.8077616599532399,0.146159335596295,5014.002294487254,613.3147090920961,53284.09520600142,546.6312488526632,MutateTerminalR|AddTreeWithSub|AddXD|AddTreeWithMult|AddXD|DeleteNonTerminalR|SubXD|AddTreeWithMult|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|DivXD|SkipD|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DeleteNonTerminalR,DeleteTerminalR,0,0,2,2,3
2,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((4)+(x))*((5)*(3)))*((7)*((x)*((8)*(7))))),(((x)+(x))+((x)*(8))),-0.008779560447972862,-0.000014933275245197219,-0.9201511672147258,-0.010990073267153228,0.49997859145820656,0.04943675901753034,0.002118605966700373,0.0013655713674546063,3.2884690534383427,-0.8599194976270439,10.942507168435213,0.4127056934770512,-0.7024235021652034,0.045873084446371795,0.9608167897844087,0.19346726402324552,8134.232891510677,610.932174375603,261419.26495903512,516.3445770241246,ReplaceBranchR|MultXD|AddToLeafR|DivXD|SubXD|DivXD|DeleteTerminalR|AddToLeafX|SubXD|SubXD|AddTreeWithDiv|AddToLeafX|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithDiv|DivXD,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,3,3,3
3,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((9)*(9)))+(((2)*(0))*((3)*(5))))-(((0)*((0)-(3)))-((x)*((2)*((9)+(0)))))),((x)*(8)),0.14944251711732867,0.00034214147274121934,-0.9245375434583202,-0.23276206172429065,0.4198804506491055,0.1757783899139602,0.0008224143448711818,0.006373418199957405,2.198159810044605,0.49838664626256424,4.2100462303615345,-0.3043843430775217,-0.8177293531623531,-0.02930873097035874,0.9965374477367885,0.0656359193027019,NaN,1642.8975023956432,2958293.5461008125,598.1825715355545,ReplaceBranchR|MultXD|AddToLeafR|DivXD|SubXD|DivXD|DeleteTerminalR|AddToLeafX|SubXD|SubXD|AddTreeWithDiv|AddToLeafX|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithDiv|DivXD,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,4,4,3
4,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((1)+(x))*((x)*(x)))+(((4)*(1))-((x)*((8)+(0)))))*((((x)*(x))*((1)-(0)))-(((x)+(1))*((5)+((5)-(8)))))),((x)*(9)),0.08607869145083889,0.00013641851975332742,-0.9383240702318734,-0.2048496744282193,0.35520171300355713,0.12649646607222503,0.00029145222374979385,0.008617632699117441,3.1833537736707394,0.1705511717028872,13.35051625868297,-0.9640663693564684,-0.8521439860225355,-0.009665709063830796,0.9945166692701283,0.07377034044034662,NaN,1138.098799163427,1868070.0687070927,592.9748917300143,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,5,5,3
5,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)*(0)),((x)*(9)),-0.04143481302445999,-0.0000329422410614443,-0.9420008987352073,-0.11828527651427323,0,0.02386570061489619,0.00002383222106550659,0.02652228858645129,-0.4223111829005265,-1.2406212701152484,-1.4534659206386549,-0.010015271860019936,-0.9374999999999999,0.005371369040241673,-0.9374999999999999,0.07377034044034662,640.2028758309526,636.790265171475,640.2028758309526,592.9748917300143,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,AddToLeafR,0,0,1,6,3
6,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)/((x)/(x))),((((2)*(0))-((1)-((x)*(4))))*((5)-((8)*((5)*(5))))),-0.6557441127395927,-0.0001873779775114346,-0.9394326862342552,-0.3385718436551524,0,0.3185592145563212,0.000009697532188885856,0.008419902525599167,-1.2749102956447451,0.6895095234616729,0.17860764623737468,-0.2654946001031573,-0.9375000953070715,-0.10394044376864409,-0.9375000953070713,0.4664705962031958,640.2018995771741,NaN,640.2018995771741,341.5670586510876,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,2,1,3
7,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((4)+(4))*((x)/(3))),NaN,0,-0.9374999999999999,-0.09282539828680172,0,0.17539227445259656,0,0.0012939876028515301,NaN,-0.999643751288868,NaN,1.687595705713607,-0.9374999999999999,-0.0311777464690638,-0.9374999999999999,0.02198349310746325,640.2028758309526,1644.1145674716317,640.2028758309526,626.1289803227447,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SubXD,0,0,1,2,3
8,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)+(8)),((0)+((9)*(x))),-0.18875584725656872,-0.00000001064309171975293,-0.9377209423165247,0.00021857732261186535,0.0002854530648291598,0.017205292928687544,0.0000000018830963859287267,0.0000016883490263134674,-0.20199556932122872,0.17611795439595437,-0.3404544212783316,-0.01604008685281455,-0.9376240581086592,0.0035239628355617845,-0.9373039749891824,0.07377034044034662,638.9321181040117,637.9619523339202,642.2108082415167,592.9748917300143,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,AddToLeafR,0,0,4,2,3
9,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)*((7)*(9))),(0),NaN,0,-0.9374188428932706,0,0.00393606521760127,0,0.00000017438541776485102,0,-0.7584711683728481,NaN,1.2525534560358236,NaN,-0.9364144136905608,0,-0.9198859182502928,0,651.3228034672038,640.2028758309526,820.6282484914972,640.2028758309526,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,10,1,3
10,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((8)*((9)-(x))),((((x)*(0))+((x)*(x)))-((3)+((x)+((x)+(x))))),-0.3274329513021821,-0.0000009238911329553608,-0.9370938941069968,0.012652884159251945,0.0006983063137612824,0.11099947166131537,0.000000031323636858197906,0.0002541702126581676,-0.6485745262674565,0.0036886072250063556,0.6796755274714807,0.31220566792304405,-0.9367704669486159,0.050137892565742304,-0.9357449053790955,0.6245122408940362,647.6756623511101,608.3150536040955,658.1807418094887,240.388343218958,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,2,4,3
11,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((1)+(x))*((x)*(1)))-((x)*((7)-((x)-(x))))),((((x)*(6))+((8)*((7)+(x))))+(((9)/(1))-((0)+((3)-(x))))),0.05139560848484738,0.000004103186137798,-0.9344882540363616,-0.14591397372439568,0.03611412220887062,0.2113443716567343,0.000003864502494407232,0.0016492892240543484,0.525892721227377,-0.4903563158476343,0.20719952667613972,0.41277253769887867,-0.9293827002903671,-0.054732679931167455,-0.671057987394991,0.5918998462400016,723.3503737203728,1680.3386558854638,3369.4339592215715,261.2668920642049,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,AddToLeafR,0,0,12,1,3
12,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((6)+(6)))*(((x)+(6))-((3)*(5))))*(((x)/((3)-(4)))-(((x)*(5))+((x)-((x)/(x)))))),(0),NaN,0,-0.9511758840525129,0,0.05293943244709647,0,0.000012360854894602304,0,0.35336791820774316,NaN,0.6967131402742344,NaN,-0.9393824710853854,0,-0.5560069334055066,0,620.9202613904353,640.2028758309526,4547.930209324774,640.2028758309526,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,1,1,3
13,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+(9))*((x)*(6)))*((x)/((x)-((x)/(x))))),(((((0)+(2))+((2)/(2)))*(((1)-(0))+((6)*(6))))-(((4)+((x)*(3)))+((6)-((6)/((1)/(4)))))),0.03399216425332128,0.0000067565213613883675,-0.9503827493233201,-0.28261594517084637,0.01836396476453153,0.3659932541681876,0.0000106118836712499,0.003723027074626702,0.18566475668660848,-0.0122452642023616,-0.20974845186759072,-0.9022719923478255,-0.9433538619351088,-0.15636363242687693,-0.9366670671988463,0.4968281791130007,NaN,NaN,648.7348114257132,322.13204676895396,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SubXD,0,0,2,4,3
14,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((7)*(9)))*((x)*((2)+(2))))+(((0)-(x))/((3)*((1)-(0))))),(((x)*((x)*(7)))-((x)+((0)/(x)))),0.2022812605541954,0.000074036328380313,-0.9584395630117266,-0.1824605015845434,0.1501008625284342,0.2938065055941863,0.00006792099789652793,0.0019723064063954248,1.2450532731458333,-0.4352279028080916,1.9963982695890707,0.7049295524674006,-0.931125425214581,-0.09368518477725352,0.02024333908125625,0.057679756433669675,NaN,NaN,10454.887853163335,603.2761298848884,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,2,4,3
15,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),(((x)*((8)*(9)))-((x)+(x))),0.020142175259045478,0.00000015776662054922848,-0.9384995148494049,-0.16555595013976876,0.0008921119616452979,0.3039827747248592,0.00000002340240234976838,0.0026215434661178393,0.04496821160934049,-0.0691654353474699,-0.2779039085189021,-0.7227428544743151,-0.9381802115451604,-0.0749358283567491,-0.9361150957943566,0.5163035069400439,633.2353016327904,3640.0655527921963,654.3887903142052,309.6638858863303,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,4,6,3
16,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((2)*(7))*((5)*(x)))*(((6)*(9))/((3)*(1))))/(((3)*((x)/(8)))-((9)+((x)+((x)-(x)))))),(0),NaN,0,-0.9516985367805879,0,0.2518039787531628,0,0.00009739965885689982,0,1.5443519735389164,NaN,2.3548195361241517,NaN,-0.9174354596872494,0,0.9494548292011098,0,3700.2060856152093,640.2028758309526,202655.28538920605,640.2028758309526,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,1,1,3
17,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))-((7)-(0)))/(((1)*(6))-((1)+((0)/(3)))))*(((8)+((5)+(x)))/(((x)-(x))*((x)-((x)/(x)))))),(((x)*((x)*(x)))+((x)*((8)+(x)))),0.14189572992214677,0.000024069480934046036,-0.9793792585127967,-0.2435169786176712,0.03139594939087907,0.34590981811452925,0.000012548721489245232,0.002292953861651737,0.04914610428787507,-0.13450316465360368,-0.22241360947647193,0.5854604456083563,-0.9716459548939216,-0.10979437111170529,-0.9369863531382454,0.6732554070623479,NaN,NaN,645.4642869998634,209.18282806089883,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,1,1,3
18,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)-(9))*((x)*((5)-(0))))*((x)*((8)*((x)-(x))))),(((x)*(x))*((x)-(x))),-0.12979478038312398,-0.00013176998738983133,-0.8878764539209989,-0.07341158236543147,0.4413182007885457,0.25042693080118655,0.0009601015305167545,0.0010734983738047797,0.5160596201740392,-0.36584476576256647,-0.26452692278630696,-0.3666150023731687,-0.805979874583358,-0.013475564714327348,0.9553553593952704,0.5922655005379325,NaN,NaN,229439.54469218155,261.03279913110964,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,2,5,3
19,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(x)))+(((x)*(x))-((9)*(4))))*(((5)/(4))+((1)+((7)-((0)*(1)))))),(((((x)+(x))-((x)*(8)))*(((0)-(5))-((5)*((8)*(x)))))*(((x)-((7)/(2)))*(((x)+(0))-((1)*((9)-(x)))))),-0.06501467349847284,-0.00005657782230121852,-0.9426521673124236,-0.19633074656801125,0.2989800187674091,0.35859443813997555,0.0003139157525432466,0.0024124402921473285,1.0154789597808749,-0.3481756009519804,0.22345193066612667,0.13530919847228118,-0.8971002260826691,-0.10009710895340132,0.5615524811201129,0.636333318038316,NaN,116436.79967425475,23362.536158179024,232.8204556357705,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,5,3,3
20,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)+((4)+(x)))*(((4)*(8))+((3)*(0))))*(((3)*((5)*(7)))*((0)+((5)-((x)-(x)))))),((((5)*(4))*((x)*(5)))-((x)+((3)-((0)*(8))))),-0.04088314010297501,-0.000022943766766542692,-0.9394349539268975,-0.1344168506531539,0.33854177492060034,0.2520630581182792,0.00014062697537637857,0.0022396095570375663,2.1881142921734535,-0.5465759910412993,7.542564470354153,-0.6552896728248352,-0.8819808342096672,-0.05649982071579816,0.940848147761419,0.5877395339972022,NaN,NaN,173168.64351061237,263.9303359263998,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SubXD,0,0,5,7,3
21,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)-((9)/(x))),((x)*((x)*(x))),0.13692248872153254,0.000016521599175122732,-0.9483938504549767,-0.07725603596584962,0.01690669703123794,0.14212377328787737,0.000011484273392749697,0.0012678009475076961,-0.6620010673963145,-0.19120590640787158,0.4530883911351209,-0.3972401940528423,-0.9423791297987483,0.0014395302945531103,-0.9374225966886687,0.6005462915314183,NaN,1131.43994472656,640.9957369911633,255.73141292292496,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,ReplaceBranchXR,0,0,1,2,3
22,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(9))+((x)*((8)*(8))))*(((x)*(x))-((0)+((x)+(x))))),(((9)*(6))/((2)/(x))),0.19447105741330586,0.00030125828122920577,-0.8368364525770493,-0.14024070203006167,0.4653543983752085,0.2707587547080442,0.0015997218296309277,0.0015001115867275066,0.15466674239558725,-0.28273795686454634,-0.4513681563588845,-0.24779342456512676,-0.7499915925442571,-0.0773219498457106,0.9582635289387823,0.19510724245448455,7675.981872056241,3149.5925555875856,245426.73956000712,501.4159672589438,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SkipD,0,0,8,6,3
23,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+(x)),((((x)*(8))/((7)-(2)))-((0)*((x)+((x)*(x))))),NaN,0,-0.9380159615292172,-0.06984686796535813,0,0.19340209904651862,0,0.0008088270866131245,NaN,-0.20030494645524413,NaN,-0.8589761100637299,-0.9380159615292172,-0.02144861578531354,-0.9380159615292172,0.914250312011044,634.9177549537858,1638.0301188874528,634.9177549537858,54.89719685213649,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithMult|DivXD|AddToLeafR|SkipD|SkipD|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|AddToLeafX|ReplaceBranchXR|SubXD|AddTreeWithDiv|DeleteTerminalR,DivXD,SubXD,0,0,1,2,3
