gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(5)))/(((1)*(2))+((6)+((5)*(8)))))+((((7)-(0))*((9)+(9)))*(((x)*(x))*((x)+((x)*(x)))))),((8)*((8)*(x))),-0.1165022820610272,-0.0015110324545142178,-0.9214713350692999,-0.16570232838253635,0.6687440478781471,0.121135624252171,0.004125352244439413,0.04077722645188636,3.591331624153957,-1.4947911495285682,14.60763126423607,1.8671667662463967,-0.5771030430712709,0.05850858691251795,0.9999901859886853,0.4734744704442924,NaN,603.7701540398659,1043736927.2163688,337.0831582199792,AddTreeWithDiv|SkipD|FellTreeD|ReplaceBranchR|AddTreeWithMult|SkipD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR|DivXD|MutateNonTerminalR|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd,DivXD|DivXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithAdd|SubXD|DeleteTerminalR|MultXD|ReplaceBranchXR|AddTreeWithAdd|AddToLeafX|AddTreeWithAdd|MultXD|AddToLeafX|AddTreeWithAdd|MultXD,AddTreeWithDiv,AddTreeWithAdd,0,0,1,1,2
1,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)*(5)))/(((4)/(3))-((7)+(0))))*(((4)-((2)*(x)))+((x)*((6)+((x)*(x)))))),((x)*(9)),0.30379643404977985,0.0007640584658819026,-0.9173075909375064,-0.06587517931414238,0.4127675139332146,0.02038635021415683,0.001167631854479161,0.005417287767711349,1.3311824953816032,-1.0933741379962574,1.2609098938319536,0.9389037874920505,-0.8140020944259135,0.01825492263033303,0.9352386184897041,0.07377034044034662,4728.712886368987,628.5208269253257,158169.04726880736,592.9748917300143,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,MultXD|AddTreeWithAdd|DivXD|AddTreeWithAdd|AddTreeWithSub|AddToLeafX|DeleteNonTerminalR|MultXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddRandomSubTreeR|SkipD|DeleteTerminalR,DeleteNonTerminalR,MultXD,0,0,2,2,2
2,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(2))+((6)*(8)))+(((3)+(x))+((9)*((x)+(2)))))*((((6)-(4))*((6)*(7)))-(((x)/(x))*((x)*((x)-(x)))))),((x)*(9)),0.15271929008667798,0.001903967961278716,-0.8486829216104479,-0.07017617012626612,0.6673855678321162,0.025219617085468667,0.014787063534018218,0.01051113321281543,0.9032537754843831,-1.848483795126073,-0.5079742962934475,4.778764644870696,-0.5641181870209818,0.022815213296389428,0.8920093232035663,0.07377034044034662,37499.72419227238,625.6013157262913,1153709.710306412,592.9748917300143,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|DeleteNonTerminalR|AddRandomSubTreeR|AddXD|DeleteNonTerminalR|SkipD|MultXD|AddTreeWithAdd|AddTreeWithSub|MutateTerminalR|DeleteNonTerminalR|AddToLeafX|AddTreeWithAdd|AddTreeWithDiv,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,FellTreeD,0,0,3,3,2
3,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(0)))*(((9)+(0))*((7)-((4)/(6)))))*((((2)-(5))-((1)*(x)))+(((9)-(0))+((x)*((x)+(x)))))),(((0)+(x))*((x)*(x))),0.03609279159037792,0.00009568141090388041,-0.9409511283255749,0.00410343038938147,0.5746336066080582,0.12209375586462745,0.003293215706363174,0.0021339980383347484,4.402507525890982,-4.229619228281449,18.283266802643947,17.571802876087467,-0.6632855298143596,0.04252649390809074,0.9950445294203304,0.6005462915314183,44392.290062755914,613.0109275546722,2067058.1831964238,255.73141292292496,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,4,1,2
4,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)-(8))*((x)+(x))),((x)/(1)),0.1298370194397759,0.000042596099867492406,-0.9475702123289944,-0.09176774415261998,0.0014414918645184337,0.1753908451863019,0.0000995694924396534,0.001080976631421358,-0.18202621478484127,-0.38262469601738835,-1.7306361173008764,-0.389955702409837,-0.9374310853220342,-0.031137378295332408,-0.9325060381057036,0.008255384467473688,640.9087858312832,1644.0877021626131,691.3572560952518,634.9177549537858,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,FellTreeD,0,0,1,1,2
5,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((4)*((6)*(8)))/((x)*(x))),(((9)+(0))*((x)-(x))),0.053027772685000904,0.000000003832673010621844,-0.9375625233020738,-0.007761445682760695,0.0010324240086127818,0.010880893942675747,0.00000001283853430217743,0.00000040689403130915466,-0.4481269892000739,0.16318943884280343,0.30368697413712686,0.2654916246944752,-0.9373134279028532,-0.0061975900282951,-0.9327124883822968,0.0656359193027019,642.1139797212435,644.2162954860437,689.2425351225954,598.1825715355545,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,1,2
6,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((2)/(3))+((1)+((x)*(5))))-((3)*((x)*((x)-(x))))),NaN,0,-0.9374999999999999,-0.1348799863276692,0,0.2541945033452609,0,0.003155471024023129,NaN,0.32516495296607656,NaN,-0.3786238045965802,-0.9374999999999999,0.017338164101912856,-0.9374999999999999,0.8087440733530981,640.2028758309526,1141.150022638492,640.2028758309526,122.44259425906037,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,FellTreeD,0,0,1,1,2
7,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)*((3)*(7)))*((8)/(x))),((((9)*(x))*((3)+(1)))*((8)-((7)+(x)))),0.09445477548570028,0.000008584657400281404,-0.9436130059766066,-0.1138103871846153,0.013420662553786962,0.2913146397454581,0.000003941344093929272,0.00209581885687392,-0.4964732072917513,-0.31422264221131097,-0.06942232350381428,0.4740333348206809,-0.9402109075165648,-0.012904030454785557,-0.9283346066970442,0.5927027621551031,612.4343832194886,2619.3295787326665,734.0862542417387,260.7528629863065,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,4,4,2
8,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)-(9))-((4)*(x))),(0),NaN,0,-0.937452461325482,0,0.0022651276632641923,0,0.00000009596172379199413,0,0.1306109714091977,NaN,-0.28736842991817957,NaN,-0.9368152287469879,0,-0.9293830314629569,0,647.2171562383883,640.2028758309526,723.3469814380617,640.2028758309526,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,FellTreeD,0,0,1,1,2
9,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*(9))*((x)*(x))),((x)*(9)),0.11711999611137316,0.0000025085211812677173,-0.914499595677778,0.015780284915125273,0.08092315912762289,0.023845445791702852,0.00005798147535164034,0.00000791196184834842,0.2129790096237082,-0.08463921256808503,-0.6243528810214389,0.4932681357148221,-0.8963484760896875,0.022547983064103223,-0.6209773059187492,0.07377034044034662,1061.7280590662845,625.77239728951,3882.4227000961937,592.9748917300143,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,FellTreeD,0,0,10,3,2
10,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)+(9))*((x)+(0)))+(((x)*(x))*((0)+(8))))-(((0)*((x)*(3)))*(((x)*(x))+((5)+((x)+(x)))))),(((((4)-(1))+((0)*((x)*(0))))+(((x)+(2))-((0)*((2)-(8)))))*((((9)+(x))-((3)-(0)))+(((8)/(8))+((x)*((x)-((6)+(7))))))),0.0035251644671498404,0.000007121248925967753,-0.9098255981788528,-0.3988413454936468,0.5189522986705226,0.48340508927010933,0.0009737148846893488,0.004191039531281907,1.0344517152007702,-0.43524554607437066,1.4403510383137257,0.04391359779637671,-0.7979654480578664,-0.27584945123765503,0.9932449679029716,0.8063937847097729,NaN,NaN,1516387.467322492,123.94725580754995,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,1,2
11,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)*(7)))+(((2)*(x))-((2)*((5)*(9)))))*((((8)*(8))*((0)+(x)))-(((x)-(5))-((1)-((x)/(x)))))),((((2)*(6))+((3)+((5)-(6))))+(((x)*(x))*((6)/((6)*(x))))),0.1328190454712852,0.00015922403951348164,-0.9318875647712974,-0.22524273557968397,0.41119463723238375,0.3794415789069231,0.0005958064535544718,0.0024120780854322873,1.2576793713886836,-0.42739613976996055,1.804399803239137,-0.50092032883133,-0.8457105547449357,-0.1452071733770921,0.8548482125938461,0.7116434868959295,NaN,NaN,204176.22294857903,184.60666895381172,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,2,5,2
12,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)*(8))*((9)-((0)*(x))))-((x)+((x)*((x)-(x))))),((((x)-((0)-(8)))+(((3)+(x))+((1)*(0))))*(((0)-((x)*(x)))-((x)-((x)+((x)-(x)))))),-0.06536600683942059,-0.000007261455438781719,-0.929742271121292,-0.012264508990499818,0.20324181722392848,0.07800606135181834,0.00010241581402944783,0.00012049705198053474,1.6781383222864505,-0.17469585090898584,2.368205450348442,-0.6487551454231615,-0.8922386200270054,0.010128828010873447,0.4792915568086537,0.6030160060983971,1174.435733206424,633.7812803720394,19671.74941607606,254.1502945546635,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,FellTreeD,0,0,13,3,2
13,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((8)/((5)*(8))),((((2)+(6))/((5)/(2)))*((x)-((x)*((x)*(x))))),0.09013951398293689,0.000010646770015574495,-0.9438447492435296,-0.23535117232727581,0.01092800217820095,0.42890653610447627,0.000004521656634583456,0.0030853734755150854,-0.4261961479317469,-0.050650291159181494,-0.10026920500554182,-0.15545839214458912,-0.9396553366267992,-0.11300719265600667,-0.9373348283334425,0.960215286962553,618.1252325211832,NaN,641.8947698459269,25.470287700682825,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,1,2
14,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+((x)*(x))),((((2)*(x))*((x)*((x)-(1))))+((5)*((2)-((5)-(x))))),-0.06134182086354174,-0.00000015438352272401115,-0.9384905400869499,-0.00797491977691215,0.0007094270321726303,0.11312571522988178,0.000000021945088192392437,0.00028863649065975007,0.23612242221456986,-0.4448602919724511,0.024107772385299153,0.222845442803695,-0.9380748863166648,0.03222402576076482,-0.9361150957943566,0.7307883135125502,634.3141738596782,620.3003797396689,654.3887903142052,172.35009589656616,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,2,2
15,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((x)-(9))),(((x)*(x))*((x)+(6))),-0.04376226941068579,-0.00000014658868632892472,-0.9376483258122661,-0.003859407990436214,0.0015081932675509438,0.20684009817577,0.000000019609825883554184,0.0005721731806410123,-0.5913150170749327,-0.45065394534047415,0.22212523825595376,0.5770137450647006,-0.9374027785808489,0.05801278194393417,-0.9314678582779189,0.6494415797587318,641.1987387450796,656.4051585399236,701.9915874772922,224.4285087852155,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,2,4,2
16,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)+(4))*((5)-(4)))+(((5)*(4))+((x)*((x)+(4)))))*(((x)/((8)-(9)))*(((0)-(x))+((5)+((x)+(8)))))),(((x)*((x)*(x)))-((8)+((1)*(7)))),0.029633728765067625,0.000027378229904599896,-0.9515955460618848,-0.09910543645524036,0.3370711038448127,0.2761302209780705,0.000385491084749728,0.0022142354043447146,0.9675206248533406,-0.33327443416897623,-0.06818884999451935,0.5607400010126748,-0.8955260051535838,0.022237630446462806,0.9037524758559928,0.6024596206287834,NaN,2102.897752544618,106426.07282000445,254.50649413238074,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,5,2,2
17,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(8))*((9)*(x)))*(((9)*(5))*((x)+(2))))*(((8)*((1)/(x)))*((7)-((0)+((x)+(x)))))),(((x)*(4))*((7)*(4))),0.12637579159607865,0.00003002507234373537,-0.9537444578333634,-0.08768102995349017,0.2168264239255127,0.24101012377860206,0.00003499960126667742,0.0016127878774268459,1.8878954076333598,-1.0205274811028153,5.451536339590515,1.812466139815419,-0.9288721377421983,-0.024214616299419612,0.7643094980180951,0.5821963863577168,NaN,NaN,43460.580410158684,267.47907498635396,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,3,2
18,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((x)*((9)+(0))),NaN,0,-0.9374999999999999,0.0002565456434716901,0,0.017117714334224755,0,0.000002143049925831386,NaN,0.5498433561450071,NaN,0.7573582985424308,-0.9374999999999999,0.005053692446258389,-0.9374999999999999,0.07377034044034662,640.2028758309526,636.977261179852,640.2028758309526,592.9748917300143,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,1,2
19,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)*(7))*((9)*(x)))*((8)/((x)/((7)*(1))))),NaN,0,-0.9374999999999999,-0.20617096282372888,0,0.31530499958105285,0,0.00219907819223296,NaN,-0.3659080327014445,NaN,0.14671340959805512,-0.9374999999999999,-0.107890130815426,-0.9374999999999999,0.4646759936146644,640.2028758309526,4153.1065746041195,640.2028758309526,309.66186756238204,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,2,2
20,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(x)))-(((5)*(x))+((7)*(x))))*(((x)+((x)+(7)))-((x)/((x)*((x)*(x)))))),((0)-(x)),NaN,0,-0.9228395381807345,-0.008201043805592516,0.33003396354771225,0,0.0003985052789938394,0,0.7174185624333852,NaN,0.5079997605222974,NaN,-0.8598697765954186,-0.008201043805592516,0.8989554749071049,-0.008201043805592516,140756.82948914947,645.4966219035456,8825945.374288654,645.4966219035456,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,2,1,2
21,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(4))*((9)*((2)+(9))))+(((6)*(2))*((x)*((x)/(x))))),((x)*(9)),0.1616424907650583,0.0000027695406629932374,-0.9247762056329537,0.0005795681771862168,0.25061547446253113,0.018224755287036674,0.00015125249278361187,0.0000019408942932278255,0.9548422825462008,0.5592706074818157,0.4550692850489382,0.7657112272203332,-0.8838771327425012,0.005060191824471393,0.6430982266893597,0.07377034044034662,1490.5350851032563,636.9710342017984,35885.004969655805,592.9748917300143,AddToLeafR|SubXD|AddTreeWithAdd|MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddXD|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|MutateTerminalR|AddXD,AddTreeWithDiv|AddRandomSubTreeR|AddToLeafX|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|SubXD|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,ReplaceBranchXR,0,0,1,2,2
