gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
37,-0.9675520359397224,0.3037953969175963,-0.9314440471560078,0.5838518836690132,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,31,36,17526.36781746032,0,((((((((5)*((x)*(5)))*(((6)*(5))*(((x)+(1))+(2))))*((x)+((9)-(0))))-(x))/(x))+(x))/(x)),(((((((((((((6)*(1))/((2)/(0)))*(4))*((6)*(5)))+(((9)-((8)/(3)))+((6)-((5)-(8)))))+(((2)*((1)*(4)))-(((9)-(x))/(((9)-(6))+((x)/(x))))))/(x))+(x))/(5))+((7)*(0)))-(x))/(x)),5*x*x*x+2*x+7,1
38,-0.974644372427119,0.3446076313500292,-0.9739428693490849,0.44192708653992585,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,37,36,1930.1028503716302,0,((((((((2)-(4))*((x)*(x)))*((2)*(((8)+(9))+((6)+((7)*((8)-((1)-(4))))))))-((x)+(2)))/(x))+(x))/(x)),(((((((((9)+(5))/((6)*(((3)/(1))+(((0)*(0))/((2)-((1)/((4)-(4))))))))/((3)/(3)))+(x))/(1))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
39,-0.9739955326103686,0.3539635171173736,-0.9682191728660868,0.5829287229250554,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,37,37,4653.541603284832,0,((((((((((4)*(7))+(4))*((3)*(9)))*((x)*((4)*(5))))+(((1)-((x)-(6)))*((7)*((5)-(0)))))-(x))/(x))+(x))/(x)),((((((((((3)*(3))*(((6)-(1))+((7)-(((0)-(1))/(0)))))+(((7)-((x)/((1)/((5)/(5)))))-(((9)*((3)*(5)))-((5)+((x)/(x))))))/(x))+(x))/(x))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
40,-0.9730386446060836,0.33224207846091525,-0.9685659045438286,0.5825069740879848,AddTreeWithAdd,AddTreeWithDiv,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,39,37,4111.794015652557,0,((((((((5)*(((6)*(4))*((1)-(5))))*((x)*(((x)+((0)+(3)))+((5)+(7)))))+((2)*(((x)*(8))+(7))))-(x))/(x))+(x))/(x)),(((((((((((5)*(5))-((9)*(((x)*(7))*(9))))-(((0)-(6))*(((7)-(0))*((6)+(3)))))+((((0)+(6))*((9)-(5)))-((((3)/(0))+((7)-(x)))-(((1)/(1))+((x)/(x))))))/(x))+((2)/(4)))/(x))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
41,-0.9521772536706475,0.4169493231403701,-0.8473910525129181,0.8610912427130802,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,40,37,48415.275,0,((((((((5)*(((9)*(8))+(4)))*(((2)-(7))-(9)))+((((7)-(x))-(x))*((x)+(7))))-(x))*((5)*(6)))+(x))/(x)),(((((((((((9)-((5)+(5)))*(((1)/(2))*(2)))*(((0)-(8))*((6)+((3)+(2)))))*((((3)*(9))+(((5)/(1))+((2)/(4))))*((((7)-(3))/(0))-((9)+((x)/(5))))))/(x))+((3)*(8)))/(x))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
42,-0.9691979251515573,0.3925595340166563,-0.9468577416529836,0.5843224761955924,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,41,40,14894.833333333332,0,((((((((5)*(x))*((x)*(x)))*((2)*(((((8)*(5))*((1)-(3)))+(x))+((4)-((4)*(9))))))-(x))/((6)-(3)))+(x))/(x)),((((((((((((4)-((0)+(8)))*(9))+((7)-((8)/(5))))*(((4)+(x))-(((4)*(9))-(8))))*((((6)/(8))+((4)-(1)))+(((0)+(7))*((3)+((0)*(4))))))/(x))+(x))/(x))+((9)/(0)))-(x))/(x)),5*x*x*x+2*x+7,1
43,-0.9730852181124646,0.1667421148166852,-0.9585881348244172,0.4439889049122491,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,41,42,8300.0125,0,(((((((((3)+((x)*((8)*(8))))*(x))*((x)*(x)))+(((7)*(9))*(((4)-(5))+((9)+(2)))))-(x))/((4)-(2)))+(x))/(x)),(((((((((1)/((7)/(0)))+((4)/(1)))/((0)-(9)))+(x))/(x))+(x))-((4)+(5)))/(x)),5*x*x*x+2*x+7,1
44,-0.9764607327423555,0.460752226392038,-0.9746361600806758,0.5830337540728241,AddTreeWithAdd,AddTreeWithDiv,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,41,42,1663.3744727891158,0,(((((((((5)+((1)+((3)*(6))))*(x))*(((6)+(7))*((2)-(5))))+(((4)-(1))-((1)*(x))))-(x))/((8)-(1)))+(x))/(x)),(((((((((((7)*(2))+((1)*((6)-(9))))-(((8)*(x))*((9)-((2)+((5)/((x)/(2)))))))+((((((7)-(5))/(6))*(1))+((9)-(4)))-(((x)/(5))-(((2)+(x))+((x)/(x))))))/(x))+(x))/(0))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
45,-0.9737868893143431,0.38042126082908573,-0.9719764111508095,0.722047872194698,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,41,44,2649.7253968253963,0,((((((((5)*((5)+(3)))*(((5)*(1))*(x)))*(((3)+(7))*(((8)-(8))+((((2)+(7))*(0))+(4)))))-((x)*(0)))/(x))+(x))/(x)),(((((((((((5)*(2))-((0)*((2)/(0))))*((((7)-(1))+(8))+((4)-((2)*(2)))))+(((5)+((8)+(1)))-((((6)/(0))+((2)+(2)))/(((2)/((3)+(5)))+((x)/(x))))))/(x))+(x))/(x))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
46,-0.974512495402655,0.43106659510608525,-0.9702496794175057,0.7100203469365578,AddTreeWithAdd,AddTreeWithDiv,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,45,44,3272.5,0,(((((((((5)+((1)-(x)))*(x))*(((7)+(1))*(((5)-(6))+(((4)*(5))*(5)))))+((1)-(1)))*(x))/(x))+(x))/(x)),((((((3)-((x)/(x)))/((3)/((9)+(1))))+((4)/((5)-(5))))-(x))/(x)),5*x*x*x+2*x+7,1
47,-0.9682010010656863,0.4318164115598124,-0.9344421764960638,0.6983640808172606,AddTreeWithAdd,AddTreeWithDiv,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,45,44,16405.840436507937,0,((((((((5)*(x))*(((7)*(7))*((9)+(((3)-(9))-((8)-(2))))))*(((0)-(8))*((x)+(7))))-(x))/(x))+(x))/(x)),(((((((((3)*(0))*(((0)-((((3)-(4))-(7))*(x)))+(((7)-(x))/((x)+(((6)/(7))/((3)/(8)))))))/((2)*(0)))+(x))/((0)/(9)))+(6))-(x))/(x)),5*x*x*x+2*x+7,1
48,-0.9688724887773095,0.30429626746163313,-0.9541623745309225,0.5832098697232891,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,47,44,9176.860714285714,0,(((((((((9)*(x))*(x))*((((8)-(6))+((9)+((3)-((0)+(3)))))*(x)))+((5)*(9)))-(x))*((1)-(3)))+(x))/(x)),((((((2)-((5)/((3)*((x)*(1)))))/((2)/((0)/(6))))+(x))-(x))/(x)),5*x*x*x+2*x+7,1
49,-0.9758877168306724,0.27161430723371804,-0.9724177583581781,0.5835165777947745,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,48,44,2158.568344671202,0,((((((((1)+(8))*(((0)+(5))*((6)*((7)*(3)))))+((2)*(((8)-(4))+(5))))-(x))/(x))+(x))/(x)),((((((((7)+((6)+(0)))/((7)/(0)))+(1))/(x))+((7)/(0)))-(x))/(x)),5*x*x*x+2*x+7,1
50,-0.9755123480982979,0.5835165777947745,-0.9749794271435417,0.5835165777947745,AddTreeWithAdd,DivXD,AddTreeWithAdd|AddTreeWithAdd|SubXD|ReplaceBranchR|AddTreeWithAdd|DivXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|AddToLeafR|ReplaceBranchR|DivXD,AddTreeWithSub|DivXD|AddXD|ReplaceBranchR|DivXD|AddXD|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddToLeafR|SubXD|DivXD|AddToLeafR,48,44,1547.982979261149,0,((((((((4)-(9))*((x)*(x)))+(((((2)-(9))*(2))+(7))*(((1)*(7))+(3))))-((8)+(9)))/(x))+(x))/(x)),((((7)+((6)+(0)))/((7)/((0)+(1))))/(((x)+(7))/((0)-((x)/(x))))),5*x*x*x+2*x+7,1
