generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,0.9876133957508083,0.012386604249191819,0.9999999998860852,0.059856331013317894,0.9999999998860852,0.059856331013317894,StrategyAddTreeWithMult,StrategyAddSubX,1,1,(((1)0((0)0(0)))*((((8)-((x)-(3)))*((9)*(x)))*((x)*((x)+(x))))),((((1)0(x))-((6)*((x)+(8))))*((((0)+(5))-(5))*(((4)+(2))-((3)-(4))))),10000*x*x*x,4
2,0.9932260552284234,0.006773944771576381,0.9999999999898861,0.03637670298651086,0.9999999999898861,0.03637670298651086,StrategyAddTreeWithAdd,StrategyReplaceBranch,2,2,(((1)0((0)0(((x)-(3))*(2))))*((((8)+(x))+(7))*((x)*(x)))),(((x)+(6))*((x)+((2)*(((4)-(9))*(x))))),10000*x*x*x,4
3,0.9923640654404159,0.007635934559584117,0.9999999999865395,0.06823515383478625,0.9999999999865395,0.06823515383478625,StrategyMutateTerminal,StrategySkip,3,3,((((0)+(4))0((0)0(6)))*(((x)+(5))*((x)*((5)+((x)+(4)))))),((((1)0((x)*(5)))-(((4)+(0))0((0)*(x))))*(((4)*(x))*((3)-((x)-(x))))),10000*x*x*x,4
4,0.9944030483470754,0.005596951652924564,0.9999999999529283,0.03330629014496722,0.9999999999529283,0.03330629014496722,StrategyAddAddX,StrategyAddRandomSubTreeX,4,4,(((((x)-(x))+((x)+(2)))0((0)0((7)+(1))))*((x)*((x)*(x)))),(((x)+(7))*((x)*((x)+((x)+(6))))),10000*x*x*x,4
5,0.99666039268752,0.0033396073124799313,0.9999999999027281,0.0288464610691505,0.9999999999027281,0.0288464610691505,StrategySkip,StrategyReplaceBranchX,5,5,(((1)0((0)0(0)))*((x)*(((x)+((x)+(6)))*((4)+(2))))),((((1)0(0))0((0)*((x)*(0))))+((x)*(8))),10000*x*x*x,4
6,0.9994196344904788,0.0005803655095212699,0.9999999998759681,0.009551030316159522,0.9999999998759681,0.009551030316159522,StrategyMutateTerminal,StrategyAddSubX,6,6,(((1)0(((7)+(5))0(0)))*((x)*((((8)+(1))+(0))*((4)+(2))))),(((x)-(2))+(6)),10000*x*x*x,4
7,0.9989787613684823,0.0010212386315179452,0.9999999999399609,0.013376693065199582,0.9999999999399609,0.013376693065199582,StrategyAddTreeWithAdd,StrategyAddRandomSubTree,7,7,(((((x)+(4))+(x))0((0)0((x)+(7))))*((7)*((8)*(x)))),((((1)0(x))-((x)*(7)))+(((x)+(8))*((8)*((2)-((x)-(9)))))),10000*x*x*x,4
8,0.9999660326609193,0.00003396733908085381,0.9999999999496755,0.0006400001844073226,0.9999999999496755,0.0006400001844073226,StrategyAddAddX,StrategyReplaceBranchX,8,8,((((x)-(9))0((8)0((x)+(x))))*(((x)+(x))*((x)*(x)))),((((x)+(4))0((0)*((9)+(7))))*((((x)+((x)*(0)))+(x))+((x)+((2)+(0))))),10000*x*x*x,4
9,0.9998631649495703,0.0001368350504297496,0.9999999999229257,0.0033534104315487276,0.9999999999229257,0.0033534104315487276,StrategyAddTreeWithAdd,StrategyAddTreeWithAdd,9,9,(((1)0((0)0(((1)-(2))+(0))))*((x)*((1)*(x)))),(((x)-(0))*(((x)*(x))-((4)*((x)+(2))))),10000*x*x*x,4
10,0.9987626425787474,0.0012373574212525878,0.9999999998961455,0.0267237477611069,0.9999999998961455,0.0267237477611069,StrategyAddAddX,StrategyReplaceBranch,10,10,(((1)0((0)0(0)))*((x)*((1)*(((x)+((x)+(5)))+(7))))),(((x)-(8))*((7)*((3)-(8)))),10000*x*x*x,4
11,0.9999555886817785,0.000044411318221493493,0.9999999999329691,0.0003633835972731925,0.9999999999329691,0.0003633835972731925,StrategyAddToLeaf,StrategyReplaceBranchX,11,11,((((8)+(3))0((0)0(0)))*((x)*((((x)+(9))-(8))*(x)))),((x)+(4)),10000*x*x*x,4
12,0.9997088800996209,0.00029111990037915914,0.999999999902852,0.0033771334137843723,0.999999999902852,0.0033771334137843723,StrategyAddAddX,StrategyReplaceBranch,12,12,((((x)+(6))0((2)0(0)))*((x)*((x)*(((x)+(9))-(1))))),((((x)-(6))0((0)*((x)+(8))))*((((x)-(x))-((0)+(7)))*((7)+((x)+(5))))),10000*x*x*x,4
13,0.9994192095337446,0.0005807904662554037,0.999999999926403,0.01669347340118843,0.999999999926403,0.01669347340118843,StrategyMutateTerminal,StrategyReplaceBranch,13,13,((((8)+(4))0((0)0((x)+(8))))*(((x)-(4))*((6)*(x)))),((((6)0(x))-((4)*(2)))*(((x)*((x)+(8)))+((0)*((x)*(x))))),10000*x*x*x,4
14,0.9985551743756811,0.0014448256243190442,0.9999999998828493,0.026633413556254468,0.9999999998828493,0.026633413556254468,StrategyAddSubX,StrategyAddTreeWithAdd,14,14,(((1)0(((2)+(6))0(0)))*((x)*((((x)+(5))+(3))*((x)-(4))))),(((x)*(9))*(((x)*(6))-((5)*(6)))),10000*x*x*x,4
15,0.9989655380441118,0.0010344619558882635,0.9999999999865596,0.02359666024544913,0.9999999999865596,0.02359666024544913,StrategyAddSubX,StrategyReplaceBranchX,15,15,((((x)+(6))0((7)0((6)+(5))))*((1)*(((x)-(x))*(x)))),((((x)+(5))+((5)-(((x)+(4))0(0))))*((1)-((x)+(6)))),10000*x*x*x,4
16,0.9997394645436725,0.00026053545632761583,0.9999999998427695,0.006656713481076411,0.9999999998427695,0.006656713481076411,StrategyAddAddX,StrategySkip,16,16,((((x)+(3))0((x)0((x)+(4))))*((x)*(((0)+(8))*((x)-(6))))),(((x)+(1))+(((3)*(6))*((6)-((8)*(x))))),10000*x*x*x,4
17,0.999095912280506,0.0009040877194943648,0.9999999998526453,0.023286860527106698,0.9999999998526453,0.023286860527106698,StrategyAddSubX,StrategyReplaceBranchX,17,17,((((x)+(3))0(((x)-(7))0(0)))*((x)*(((x)+(x))*((9)+(9))))),((((x)+(6))0((0)*((x)-(0))))*(((x)-(7))+((x)+(6)))),10000*x*x*x,4
18,0.998204178100156,0.0017958218998440076,0.9999999999496119,0.05282452931877811,0.9999999999496119,0.05282452931877811,StrategyAddAddX,StrategyAddRandomSubTreeX,18,18,(((1)0((0)0(1)))*((((x)+((x)-(4)))+(4))*((x)*((x)+(4))))),(((x)*(7))-(((x)*(1))*((x)*(8)))),10000*x*x*x,4
19,0.9979432618897675,0.0020567381102327437,0.9999999998860883,0.03346461484576931,0.9999999998860883,0.03346461484576931,StrategyAddSubX,StrategySkip,19,19,((((x)-(0))0(((x)+(0))0(0)))*((x)*((x)*((8)+((x)+(9)))))),((((x)-(6))+((x)-((x)+(4))))+(((9)0(0))*((x)*((1)*(x))))),10000*x*x*x,4
20,0.9982004850799006,0.0017995149200992677,0.9999999999264131,0.030104382257315227,0.9999999999264131,0.030104382257315227,StrategyAddSubX,StrategyAddTreeWithAdd,20,20,(((1)0((((x)-(5))+((x)+((x)+(8))))0(7)))*((x)*((x)*(x)))),((((1)0(7))-(((x)-(5))0((0)*((x)*((x)*(1))))))*(((6)*(x))+((x)-((2)+(6))))),10000*x*x*x,4
21,0.9991970493653334,0.0008029506346665178,0.9999999999667111,0.01684084213531528,0.9999999999667111,0.01684084213531528,StrategyAddSubX,StrategySkip,21,21,((((5)+(9))0(((x)+(7))0(0)))*((x)*((x)*(((x)-(9))+(x))))),(((((x)-(6))+(5))0((5)-(((3)+((x)-(0)))-(x))))-((x)*(7))),10000*x*x*x,4
22,0.9984205432753437,0.0015794567246562021,0.9999999999531396,0.016730632264054517,0.9999999999531396,0.016730632264054517,StrategyAddAddX,StrategySkip,22,22,((((x)+(1))0((0)0((7)+(2))))*(((x)-(0))*(((7)-(1))*(x)))),((x)-((x)*(0))),10000*x*x*x,4
