gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
60,x*x*x*x,25,-10,-0.03950299348124428,0.01199655273820416,-0.03949983662266371,0.013148888100528411,243.36620000000002,239.96490000000003,244.912,230.09040000000002,-0.9874959155665927,0.34565042851541355,0.000002042216703690425,0.022588410575870882,6122.3,5865.48,6122.8,5607.2,(((0)*(0))*((x)-(x))),((((4)*(x))+((1)*(5)))-((3)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,54,55,61,61,4
61,x*x*x*x,25,-10,-0.03949989788916482,0.011173329350038279,-0.03949983662266371,0.012135015030714942,244.882,247.01919999999998,244.912,238.7784,-0.9874959155665927,0.29922325746401035,0.000002042216703690425,0.0061725064522755385,6122.3,6048.92,6122.8,6005.04,(((0)*(0))*((0)-(x))),(((x)+(2))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,MutateTerminalR,54,61,62,62,4
62,x*x*x*x,25,-10,-0.03950019401058685,0.008853367359746473,-0.03949983662266371,0.012080960472020468,244.737,335.58660000000003,244.912,239.2416,-0.9874959155665927,0.31179864443490124,0.000002042216703690425,0.004518636325268897,6122.3,6019.219999999999,6122.8,5897.28,(((0)*(0))*((0)-(x))),((((x)*(6))-((4)+(x)))-((0)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,MultXD,54,61,63,63,4
63,x*x*x*x,25,-10,-0.03949992852241537,0.011997346285266169,-0.03949983662266371,0.013052542151352766,244.86700000000002,239.95809999999997,244.912,230.916,-0.9874959155665927,0.34400731930466616,0.000002042216703690425,0.023930578836162574,6122.3,5926.6,6122.8,5621.28,(((0)*(0))*((x)-(x))),((x)*((9)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|ReplaceBranchR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,63,63,64,64,4
64,x*x*x*x,25,-10,-0.03949989788916482,0.01201115167018317,-0.03949983662266371,0.013500942920626625,244.882,239.8398,244.912,227.07359999999997,-0.9874959155665927,0.35028100901842896,0.000002042216703690425,0.030579005322344734,6122.3,5951.58,6122.8,5567.52,(((0)*(0))*((x)-(x))),(((x)*(9))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchXR,63,64,65,65,4
65,x*x*x*x,25,-10,-0.03949992852241537,0.01230097139496238,-0.039499877466997776,0.013752497339283383,244.86700000000002,237.3563,244.892,224.918,-0.9874959155665927,0.38792314730100647,0,0.04205610635122734,6122.8,5748.68,6122.8,5244.96,(((0)*(0))*((0)-(x))),(((6)+((9)*(x)))+((0)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,64,65,66,66,4
66,x*x*x*x,25,-10,-0.03950641664488302,0.011132756891269711,-0.03949983662266371,0.012925948055342909,241.69,247.5586,244.912,232.00080000000003,-0.9874959155665927,0.34400731930466616,0.000002042216703690425,0.02573520482629371,6122.3,5943.46,6122.8,5621.28,(((0)*(0))*((0)-(x))),(((x)*(8))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,64,66,67,67,4
67,x*x*x*x,25,-10,-0.03949993873349889,0.012777694792464107,-0.03949983662266371,0.015370166364807591,244.862,233.2712,244.912,211.05599999999998,-0.9874959155665927,0.47474653173254666,0.000002358148727238434,0.08419999632300582,6121.8,5531.86,6122.8,4500.96,(((x)*(0))*((0)-(x))),(((9)+((1)*(x)))*((3)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,64,67,68,68,4
68,x*x*x*x,25,-10,-0.04962490810024834,0.00603291819930168,-0.04962487746699778,0.012467464570457644,NaN,NaN,183.68400000000003,235.9296,-0.9874959155665927,0.3311238493567601,0.000002042216703690425,0.02077954738848017,6122.3,5955.389999999999,6122.8,5731.68,((0)*((0)-(x))),(((x)*(6))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteNonTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteNonTerminalR,ReplaceBranchXR,67,67,69,69,4
69,x*x*x*x,25,-10,-0.039499938733498885,0.011788748436245498,-0.039499877466997776,0.012604421457512558,244.862,241.74559999999997,244.892,234.75599999999997,-0.9874959155665927,0.3248221520996322,0.000002042216703690425,0.016294199919925787,6122.3,5980.040000000001,6122.8,5785.68,(((0)*(0))*((x)-(x))),(((9)+((0)*(x)))-((9)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,69,67,70,70,4
70,x*x*x*x,25,-10,-0.03949989788916482,0.013021978919655695,-0.03949983662266371,0.01935465952163116,244.882,231.17790000000002,244.912,176.9124,-0.9874959155665927,0.9934649065481637,0.000002042216703690425,0.3516909123853253,6122.3,4575.92,6122.8,56,(((x)*(0))*((0)-(x))),(((x)*((x)*(x)))*((1)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,69,70,71,71,4
71,x*x*x*x,25,-10,-0.03949985704483074,0.011621590081595311,-0.03949983662266371,0.011889295516925897,244.90200000000002,243.17799999999997,244.912,240.884,-0.9874959155665927,0.2989991971170903,0,0.005933147339135875,6122.8,6065.88,6122.8,6006.96,(((x)*(0))*((0)-(x))),(((x)+(1))+((x)*(x))),MultXD|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,71,71,72,72,4
72,x*x*x*x,25,-10,-0.03949992852241537,0.01151907080306963,-0.039499877466997776,0.012591304591369945,244.86700000000002,244.05650000000003,244.892,234.8684,-0.9874959155665927,0.3377989805254216,0.000002042216703690425,0.025670849653039,6122.3,6004.41,6122.8,5674.48,(((0)*(0))*((x)-(x))),(((x)*((x)*(8)))-((0)/((1)+(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SkipD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|AddTreeWithDiv|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,71,72,73,73,4
73,x*x*x*x,25,-10,-0.039499969366749446,0.012256200169912433,-0.03949991831133185,0.01418404690329929,244.847,237.73995000000002,244.872,221.22,-0.9874959155665927,0.5461097522265996,0.000002358148727238434,0.12332057668794054,6121.8,5454.98,6122.8,3889.44,(((x)*(x))*((0)-(x))),(((x)+((1)*(x)))*((6)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|MutateNonTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,SubXD,ReplaceBranchR,73,73,74,74,4
74,x*x*x*x,25,-10,-0.039499959155665926,0.011617360942547195,-0.03949983662266371,0.011854472804675397,244.852,243.21424000000002,244.912,241.18240000000003,-0.9874959155665927,0.2996713781578506,0.000002358148727238434,0.005732769930705537,6121.8,6044.02,6122.8,6001.2,(((0)*(0))*((0)-(x))),(((x)+(4))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SkipD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,71,73,75,75,4
75,x*x*x*x,25,-10,-0.03949992852241537,-0.0007748018778921167,-0.039499877466997776,0.011986668409358256,244.86700000000002,384.8941,244.892,240.0496,-0.9874959155665927,0.3064118602610304,0.000002042216703690425,0.0031176804747248448,6122.3,6096.860000000001,6122.8,5943.44,(((0)*(0))*((0)-(x))),(((x)-((8)*(0)))-((x)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|DeleteMaliciousR,DeleteTerminalR,MultXD,75,74,76,76,4
76,x*x*x*x,25,-10,-0.03949992852241537,0.01241088933286032,-0.039499877466997776,0.0156778759079112,244.86700000000002,236.41440000000003,244.892,208.41920000000002,-0.9874959155665927,0.45446907033627726,0.000002042216703690425,0.07528210016627772,6122.3,5595.0599999999995,6122.8,4674.72,(((0)*(0))*((0)-(x))),(((x)+((6)*(4)))*((6)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,75,75,77,77,4
77,x*x*x*x,25,-10,-0.03949992341687361,0.013732541964635811,-0.03949983662266371,0.019637769105812504,244.86950000000002,225.08900000000003,244.912,174.4864,-0.9874959155665927,0.9373564613402543,0.000002042216703690425,0.3226937213692193,6122.3,4684.32,6122.8,536.8,(((0)*(0))*((x)-(x))),(((x)*((x)*(x)))-((1)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|AddTreeWithMult|ReplaceBranchXR,DeleteTerminalR,AddXD,76,77,78,78,4
78,x*x*x*x,25,-10,-0.03949991831133185,0.012137103926657584,-0.039499877466997776,0.013357357581641992,244.872,238.76050000000004,244.892,228.30399999999997,-0.9874959155665927,0.3691020781597178,0,0.039519039847554616,6122.8,5796.18,6122.8,5406.24,(((x)*(0))*((0)-(x))),(((6)+((0)*(x)))+((x)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|AddTreeWithMult|ReplaceBranchXR,DeleteTerminalR,MutateTerminalR,78,77,79,79,4
79,x*x*x*x,25,-10,-0.03949992852241537,0.011631159325578358,-0.03949983662266371,0.012154573631831509,244.86700000000002,243.09599999999998,244.912,238.61079999999998,-0.9874959155665927,0.34400731930466616,0.000002042216703690425,0.027434698710488647,6122.3,5971.5,6122.8,5621.28,(((x)*(x))*((0)-(x))),(((x)*(8))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|AddTreeWithSub,DeleteTerminalR,ReplaceBranchR,76,79,80,80,4
80,x*x*x*x,25,-10,-0.03949992852241537,0.011862069850813155,-0.03949983662266371,0.01234647198312079,244.86700000000002,241.11729999999997,244.912,236.9664,-0.9874959155665927,0.32305767686763637,0.000002358148727238434,0.01757775340463209,6121.8,5944.66,6122.8,5800.8,(((0)*(0))*((0)-(x))),((x)*((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DeleteTerminalR,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchXR,76,80,81,81,4
81,x*x*x*x,25,-10,-0.03949991831133185,0.01177194391022649,-0.03949983662266371,0.013438206023488997,244.872,241.88960000000003,244.912,227.6112,-0.9874959155665927,0.34400731930466616,0.000002042216703690425,0.027594132827309714,6122.3,5965.79,6122.8,5621.28,(((x)*(0))*((0)-(x))),(((x)*(8))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|AddTreeWithSub,DeleteTerminalR,MutateTerminalR,80,79,82,82,4
82,x*x*x*x,25,-10,-0.03949767187295779,0.01179680060496294,-0.03949763102862371,0.012846033198274738,245.972,241.6766,245.99200000000002,232.68560000000002,-0.9873856358645929,0.34400731930466616,0,0.022322371117581695,6176.8,5902.58,6176.8,5621.28,(((0)*((0)*(0)))-((x)*(x))),(((x)*(8))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,80,80,83,83,4
83,x*x*x*x,25,-10,-0.03949542543458372,0.011421371155964675,-0.03949542543458372,0.012005900255802233,247.072,244.8937,247.072,239.88479999999998,-0.9873856358645929,0.29754280486210966,0,0.004946348214629074,6176.8,6071.950000000001,6176.8,6019.44,(((0)*((0)*(x)))-((x)*(x))),(((x)-(5))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,80,83,84,84,4
84,x*x*x*x,25,-10,-0.03949542543458372,0.011736070915099806,-0.03949542543458372,0.012403794088541184,247.072,242.19699999999997,247.072,236.47519999999997,-0.9873856358645929,0.3375655843307132,0,0.02525466883440571,6176.8,5999.7699999999995,6176.8,5676.48,(((x)*((0)*(0)))-((x)*(x))),((x)*((8)*(x))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|AddRandomSubTreeR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchR,80,84,85,85,4
85,x*x*x*x,25,-10,-0.04202696134492223,0.01172554474671845,-0.03949542543458372,0.012346285266165023,231.63,242.2872,247.072,236.968,-0.9873856358645929,0.35028100901842896,0,0.039019466307415894,6176.8,5977.64,6176.8,5567.52,(((0)*((x)*(0)))-((x)*(x))),(((x)*(9))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,MultXD,MultXD,80,84,86,86,4
86,x*x*x*x,25,-10,-0.03949542543458372,0.011924176578225072,-0.03949542543458372,0.013366039920085145,247.072,240.5851,247.072,228.2296,-0.9873856358645929,0.37630935265231447,0,0.04336171632916453,6176.8,5862.719999999999,6176.8,5344.48,(((0)*((x)*(x)))-((x)*(x))),((((x)*(2))*((7)-(x)))-((4)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|MutateTerminalR|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,80,86,87,87,4
87,x*x*x*x,25,-10,-0.047090033165599274,0.011566076796683911,-0.03949542543458372,0.01195744720578076,200.746,243.65369999999996,247.072,240.3,-0.9873856358645929,0.30718673562746235,0,0.00988622788941574,6176.8,5987.4,6176.8,5936.8,(((x)*((0)*(0)))-((x)*(x))),(((x)+((9)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|MutateNonTerminalR,DeleteMaliciousR,AddXD,80,87,88,88,4
88,x*x*x*x,25,-10,-0.039496569075937786,0.008780962359760072,-0.039496569075937786,0.012558862520305471,246.512,396.76279999999997,246.512,235.1464,-0.9873856358645929,0.35028100901842896,0,0.03933636099154173,6176.8,5871.52,6176.8,5567.52,(((x)*((0)*(0)))*((2)-((x)*(x)))),((((x)*(9))-((x)+(0)))+((x)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|MutateTerminalR|MultXD|ReplaceBranchXR,DeleteTerminalR,ReplaceBranchXR,80,88,89,89,4
89,x*x*x*x,25,-10,-0.03949542543458372,0.012094777526747204,-0.03949542543458372,0.012710756763821725,247.072,239.1232,247.072,233.8448,-0.9873856358645929,0.3565546987321919,0,0.027831983329787837,6176.8,5732.88,6176.8,5513.76,(((0)*((x)*(x)))-((x)*(x))),(((x)*((9)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|MutateTerminalR|MultXD|ReplaceBranchXR,SubXD,AddXD,88,88,90,90,4
90,x*x*x*x,25,-10,-0.039495504059926814,0.006364585861792112,-0.03949542543458372,0.014752600033609054,247.03350000000003,305.875,247.072,216.34799999999998,-0.9873856358645929,0.30636518102208865,0,0.007196517239697657,6176.8,6022.98,6176.8,5943.84,(((0)*((0)*(0)))-((x)*(x))),((((x)+(6))-((3)-(2)))+((x)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,88,89,91,91,4
91,x*x*x*x,25,-10,-0.03949542543458372,0.011816032451406918,-0.03949542543458372,0.012674533674402974,247.072,241.5118,247.072,234.1552,-0.9873856358645929,0.3565546987321919,0,0.030566203915618706,6176.8,5901.72,6176.8,5513.76,(((x)*((0)*(0)))-((x)*(x))),(((x)*((9)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|FellTreeD|ReplaceBranchXR,DeleteTerminalR,AddXD,88,91,92,92,4
92,x*x*x*x,25,-10,-0.03949664831394589,0.011909729353772618,-0.039496569075937786,0.012687417144350881,246.4732,240.7089,246.512,234.04480000000004,-0.9873856358645929,0.3375655843307132,0,0.022831319002986544,6176.8,5949.07,6176.8,5676.48,((0)-((x)*(x))),((((x)*(x))+((6)-(x)))*((x)+((x)+((x)*(x))))),DeleteTerminalR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,90,92,93,93,4
93,x*x*x*x,25,-10,-0.03949542543458372,0.012527867505648192,-0.03949542543458372,0.017758369587542247,247.072,235.41200000000003,247.072,190.5912,-0.9873856358645929,0.5788225628769349,0,0.13779941912546945,6176.8,5380.18,6176.8,3609.12,((0)-((x)*(x))),((((x)*(x))*((9)-(x)))*((x)+((x)+((x)*(x))))),DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,MultXD,AddXD,92,92,94,94,4
94,x*x*x*x,25,-10,-0.03824599725526075,0.011825076553951867,-0.03449771271729186,0.012708329443396758,858.872,241.43430000000004,2694.2719999999995,233.86559999999997,-0.48761436413540715,0.3375655843307132,0.24988563586459286,0.02006866812842956,67356.79999999999,5933.5199999999995,250896.8,5676.48,((((x)*(6))*((7)*(x)))*((x)-((x)*(x)))),((x)*((8)*(x))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|SubXD|DeleteTerminalR,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,94,94,95,95,4
95,x*x*x*x,25,-10,-0.038808575880603845,0.011271199126392233,-0.03674771271729185,0.01476072222118491,583.3975,249.02990000000003,1592.5279999999996,216.2784,-0.7126143641354071,0.540975035943014,0.13739087835404892,0.11418644249317075,39809.35,5311.360000000001,140722.4,3933.44,((((x)*(x))*((x)*(8)))*((3)-((x)*(x)))),((((9)-(2))*((x)*(6)))+((x)+((x)*(x)))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,95,94,96,96,4
96,x*x*x*x,25,-10,-0.039435733482551305,0.007557764691398251,-0.03924991831133186,0.01235226020874956,276.301,382.8453999999999,367.288,236.9168,-0.9626143641354071,0.3065705696734321,0.012385635864592903,0.008222272890072706,9209.2,6014.96,18306.4,5942.08,((((x)*(4))*((1)*(x)))*((x)-((x)*(x)))),(((x)+((6)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,96,95,97,97,4
97,x*x*x*x,25,-10,-0.037840890896614826,0.0017961331849738087,-0.03287728728270814,0.01353921989655881,1057.238,1470.8222,3487.7360000000003,226.74560000000002,-0.5126143641354071,0.3565546987321919,0.23738563586459296,0.029803724275421398,64296.4,5689.799999999999,238655.2,5513.76,((((x)*(x))*((x)*(5)))*((8)-((x)*(x)))),(((x)*((9)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,96,95,98,98,4
98,x*x*x*x,25,-10,-0.03918427329760815,0.004856393286197528,-0.038246242321265195,0.012232948074014604,399.432,436.4167,858.7520000000001,237.93919999999997,-0.8626143641354072,0.30677595832477556,0.06238563586459289,0.010481342199806417,21450.800000000003,6075.01,67272.8,5940.32,((((x)*(6))*((2)*(x)))*((x)-((x)*(x)))),(((x)+((7)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,98,97,99,99,4
99,x*x*x*x,25,-10,-0.038871569075937785,0.009483000321805525,-0.037000000000000005,0.012371492055193535,552.5520000000001,263.19939999999997,1468.9919999999997,236.75199999999998,-0.8626143641354072,0.30677595832477556,0.06238563586459289,0.010481342199806417,21450.800000000003,6075.01,67272.8,5940.32,((((x)*(6))*((2)*(x)))*((x)-((x)*(x)))),(((x)+((7)+(x)))+((x)*(x))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|SubXD|MultXD,ReplaceBranchR|AddXD|AddXD|MultXD|ReplaceBranchXR,DeleteTerminalR,AddXD,98,97,99,99,4
