generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,-0.776937668628765,0.03683439184589964,0.07106122485299274,0.18639412282064455,0.07106122485299274,0.18639412282064455,StrategyMutateTerminal,StrategyReplaceBranchX,1,1,((((x)*(((x)*((x)-(9)))-(5)))*(x))*((x)*(x))),((((x)+(1))+((x)-(6)))*((x)+((2)+((x)*(8))))),5*x*x*x,2
2,-0.6032214151750445,0.05358219123367556,0.3692844928422288,0.17269037839421206,0.3692844928422288,0.17269037839421206,StrategyAddAddX,StrategyReplaceBranch,2,2,((((x)-(9))*(x))*((x)*((x)*((x)*((x)*((x)+(9))))))),((6)+(5)),5*x*x*x,2
3,-0.3758225364001809,0.07708483727366197,0.5065659167143532,0.1944212582301579,0.5065659167143532,0.1944212582301579,StrategyMutateTerminal,StrategyReplaceBranchX,3,3,(((((x)*((x)*(4)))*(6))*(x))*(((x)*((x)*(x)))*(x))),((((1)*((x)+(1)))*((1)*(x)))-((5)*(((4)+(9))*(x)))),5*x*x*x,2
4,-0.1247802184129235,0.07782237022494146,0.49719254306514055,0.1731276727392129,0.49719254306514055,0.1731276727392129,StrategyAddToLeaf,StrategyAddTreeWithAdd,4,4,(((((x)*(x))+(3))*(((x)*((x)*(9)))*(x)))*((x)*(x))),(((((4)*(9))-(5))+((7)-(0)))*((x)*((4)+((9)*(x))))),5*x*x*x,2
5,0.0691561699190531,0.09336903449435624,0.6115355483473475,0.17618095033539283,0.6115355483473475,0.17618095033539283,StrategyAddSubX,StrategyMutateNonTerminal,5,5,((((x)-(3))*((x)*(x)))*((x)*(((x)*((x)*(x)))+(0)))),((((x)-(3))*((x)*(8)))*(((2)*(2))+((3)-(2)))),5*x*x*x,2
6,0.24471994876061587,0.12060036051526034,0.5931747290415725,0.18819012686604863,0.5931747290415725,0.18819012686604863,StrategyAddMultX,StrategyMutateNonTerminal,6,6,(((((x)*(3))*(x))*(x))*(((x)*((x)*((x)*(6))))*(x))),(((x)-(3))+((1)*(4))),5*x*x*x,2
7,0.36612678917027514,0.13065132627406753,0.684279070785104,0.17265080093085114,0.684279070785104,0.17265080093085114,StrategyAddAddX,StrategyMutateTerminal,7,7,((((x)+(x))*((x)*(x)))*((x)*((x)*((x)*((x)*(x)))))),((8)-(8)),5*x*x*x,2
8,0.48134001407612365,0.14182282689169798,0.7382220807610202,0.18020441987041985,0.7382220807610202,0.18020441987041985,StrategyAddAddX,StrategyMutateNonTerminal,8,8,((((x)*((x)+(2)))*((x)*(8)))*((x)*((x)*((x)+(7))))),((((6)-(3))*((5)*(9)))-((4)-((9)*(x)))),5*x*x*x,2
9,0.5011257568564976,0.14463686538308643,0.7228204298556357,0.17525977684863744,0.7228204298556357,0.17525977684863744,StrategyAddAddX,StrategyMutateNonTerminal,9,9,(((((x)*(x))*(3))*((x)*(x)))*(((x)*((x)+(8)))*(x))),((5)*(1)),5*x*x*x,2
10,0.5111330779199149,0.14926510462946518,0.7776674452656595,0.1748044908738304,0.7776674452656595,0.1748044908738304,StrategyAddAddX,StrategyReplaceBranch,10,10,((((((x)+(x))*((x)+(7)))*((x)*(8)))*(x))*((x)*(x))),((2)+(3)),5*x*x*x,2
