TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.9749101600784057,0.16940522140347902,-0.977515517804639,1,1
-0.9770565174779484,1,0.8995162929029483,1,2
-0.5497468147664162,0.1605528273719496,0.9126838726884653,0.31146797084278166,3
-0.5192731133616465,0.25008167265599474,0.7856008674024365,1,4
0.2966128958132267,1,0.43932697256713515,-0.15175685432153568,5
-0.9781345965370795,0.15251632223748163,0.8848563101920598,1,6
-0.9755390395295656,1,-0.7517069585102908,0.16539084471132812,7
-0.9761679189807253,1,0.8330340109337905,1,8
0.9536261832538406,0.6038876184253512,-0.8161924207775237,1,9
-0.9761679189807253,0.17047805727975604,-0.9764309049330284,1,10
