TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-1,0.841391702058151,0.5498310947443037,0.17584881224623128,1
-0.9731582816073179,0.1440403160429296,-0.7693057824240445,0.2598823913753675,2
-0.9751122999019928,1,0.9007336338997397,0.3448219536099314,3
-0.9827719699444626,0.1719640458818832,0.08802454974750108,0.17532844075232185,4
-0.7421848342952557,1,0.6753916430050398,0.22596847277030768,5
-0.9783338778177066,1,-0.13810029402156157,0.29853397582489377,6
-0.992077752368507,0.19274746814766416,0.18952015939525124,0.17265599477295,7
-0.9835527605357726,-0.9146803142784187,0.9293926301452872,0.19254905510629083,8
-1,0.16666666666666663,0.46114847023201777,0.17267456900886038,9
0.3458877581002751,0.2055972993575084,0.7750219208468172,0.17456972770595774,10
