A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,SubXD,0,0,0,3
MultXD,MultXD,MultXD,ReplaceBranchR,0,0,1,3
MutateTerminalR,MutateTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,2,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,MutateNonTerminalR,0,0,3,3
MultXD,MultXD,MultXD,ReplaceBranchR,0,0,4,3
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,AddXD,0,0,5,3
SubXD,SubXD,SubXD,SubXD,0,0,6,3
SkipD,SkipD,SkipD,AddXD,0,0,7,3
MutateTerminalR,MutateTerminalR,MutateTerminalR,ReplaceBranchXR,0,0,8,3
SubXD,SubXD,SubXD,ReplaceBranchXR,0,0,9,3
AddTreeWithSub,AddTreeWithSub,MultXD,ReplaceBranchXR,0,0,10,3
MultXD,MultXD,MultXD,SubXD,0,0,11,3
AddToLeafR,AddToLeafR,AddToLeafR,ReplaceBranchR,0,0,12,3
MultXD,MultXD,MultXD,MutateTerminalR,0,0,13,3
MultXD,MultXD,MultXD,ReplaceBranchXR,0,0,14,3
