gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,5*x*x*x+2*x+7,10,1,0.5711035512235103,-0.009871719469209178,0.9999618633884844,0.3026502782055869,NaN,NaN,3664017942.576,1067.2937492063488,0.9999141427994358,0.5508003920287488,0.5725028639820974,0.09754883314563563,NaN,NaN,534783334.4,687.5,(((((4)+(8))*((2)*((x)*(x))))*(((9)+(6))+((7)+((2)*(2)))))-((((6)+(7))*((6)+(3)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),(((((5)*(9))*((0)*((x)+(x))))-(((x)+(x))-((2)*((x)*(x)))))*((((2)*(8))-((x)-(x)))*(((x)-(x))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|MutateNonTerminalR|AddToLeafR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddTreeWithSub|ReplaceBranchXR|SkipD|DivXD,MultXD,ReplaceBranchR,21,19,22,22,0
22,5*x*x*x+2*x+7,10,1,0.5595523284378396,-0.013554112437285706,0.9999571955296905,0.2581707534108057,NaN,NaN,2660845025.9860005,1135.3696619047623,0.9999789207815691,0.7742567788304475,0.5456711126916628,0.1105622209357623,NaN,NaN,2178211689.9,345.5,(((((x)+(5))*((x)+((7)*(3))))-(((6)*(4))+((6)+((6)*(x)))))+((((2)*(x))+((7)*(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),(((((8)-(8))+((x)*(3)))*(((8)*(x))*((x)*(3))))-(((x)-((3)-(8)))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|AddRandomSubTreeR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddTreeWithSub|ReplaceBranchXR|SkipD|DivXD,MultXD,ReplaceBranchR,21,15,23,23,0
23,5*x*x*x+2*x+7,10,1,0.5482183827307305,-0.009881571182188431,0.999964591205674,0.3430284703100449,NaN,NaN,2958254291.46,1005.4949261904761,0.9998915284591229,0.9313697930440824,0.5615236047724443,0.13316504251328767,NaN,NaN,423290751,105.03853174603178,(((((2)+(3))*((5)*((x)*(x))))*(((x)+(9))+((3)*((x)+(5)))))-((((6)+(7))*((x)*(x)))*(((x)*(x))-((x)-((x)*(x)))))),(((((7)*(x))*((x)+((1)+(6))))+(((2)+((x)+(3)))+((8)-((2)*(x)))))*((((x)*(7))*((0)-(x)))-(((x)*(x))-((x)-((x)-((x)/(x))))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|AddToLeafR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,23,23,24,24,0
24,5*x*x*x+2*x+7,10,1,0.5660408183275605,-0.012157452205280578,0.9999631246699998,0.29159392148016783,NaN,NaN,6149458675.46,1084.2155031746026,0.9999697337214639,0.7042143090493302,0.556614708686414,0.1012135653108666,NaN,NaN,1517034872.5,452.7,(((((6)*(9))+((2)*((3)*(0))))-(((5)*(x))*((x)+((6)*(9)))))-((((3)+(7))*((x)*(x)))*(((x)*(x))-((x)-((x)*(x)))))),(((((4)*(0))+((x)*(8)))*(((1)+(1))*((x)*(x))))-(((x)-((x)*(x)))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|AddToLeafR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|DivXD,MultXD,ReplaceBranchR,20,24,25,25,0
25,5*x*x*x+2*x+7,10,1,0.5613093459746583,-0.011528652078631083,0.9999618027694411,0.21460327209180538,NaN,NaN,3474574736.5320005,1202.0496920634919,0.9999698167555905,0.8524011760862462,0.5809962231992766,0.12036252208289985,NaN,NaN,1521208236.5,225.9,(((((3)*(3))*((x)*((x)*(x))))+(((6)+(0))+((6)*((x)+(0)))))*((((8)*(3))*((7)*(x)))*(((7)-(2))*((x)-((x)-((x)*(x))))))),(((((0)*(3))*((6)*((x)+(8))))*(((x)-((x)+(3)))-((x)*((0)+(5)))))-((((x)+(7))*((x)*(x)))*(((x)*(x))-((1)-((x)-((x)/(x))))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,MutateTerminalR|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,25,24,26,26,0
26,5*x*x*x+2*x+7,10,1,0.552782658229236,-0.0070179924546560106,0.9999727002589683,0.18632431770922456,NaN,NaN,4430982570.952,1245.330631746032,0.9999972660110243,0.5083306109114668,0.6209966378472423,0.09899971126343364,NaN,NaN,16794142334.9,752.5,(((((2)*(9))+((4)*((x)*(8))))*(((6)*(5))-((1)+((6)+(2)))))*((((5)+(7))*((8)*(9)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((7)+((x)*(4)))*((x)+((0)+(8))))*(((x)*(x))*((1)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,MutateTerminalR|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|AddToLeafR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|DivXD,MultXD,ReplaceBranchR,26,26,27,27,0
27,5*x*x*x+2*x+7,10,1,0.5570919139473091,-0.005974220657558666,0.9999631033101416,0.2139973538059459,NaN,NaN,4044472454.612,1202.9770499999997,0.9999592997186804,0.31898072525318527,0.4560524805567283,0.04847212497391879,NaN,NaN,1128124880.5,1042.3,(((((5)*(4))*((8)*((5)*(2))))-(((x)*(x))+((2)*((5)+(5)))))+((((6)-(1))*((6)*(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((x)+(9))*((2)+((4)*(x))))*((x)-((x)-((x)/(x))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,MutateTerminalR|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,26,24,28,28,0
28,5*x*x*x+2*x+7,10,1,0.5340397518244928,-0.007878437751278689,0.9999598410108805,0.18946664748007438,NaN,NaN,5308046862.914,1240.5212960317456,0.9999705079535782,0.35683509383280704,0.5830135480132589,0.08274668965884732,NaN,NaN,1556860427.5,984.3638888888888,(((((5)*(9))+((7)*((x)*(4))))*(((4)*(8))+((2)*((6)-(2)))))+((((7)*(8))+((2)*(2)))-(((8)*(x))*((x)-((x)-((x)*(x))))))),(((((1)-(8))+((x)*(8)))+(((4)*(x))*((9)+((x)*(2)))))+((((7)-(0))*((2)*(2)))-(((x)-(6))+((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,MutateTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddToLeafR|AddXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|DivXD,MultXD,ReplaceBranchR,27,28,29,29,0
29,5*x*x*x+2*x+7,10,1,0.5593013385679335,-0.004807854623493419,0.9999640895603167,0.17037081667470427,NaN,NaN,3431311993.2299995,1269.7474650793656,0.9999956022150652,0.47239464227376676,0.41603143953416144,0.06658207647418965,NaN,NaN,10440483261.6,807.5,(((((9)*(5))*((8)+((9)*(x))))*(((5)+(6))-((0)*((x)+(2)))))*((((x)+(7))*((x)*(x)))*(((9)+(4))*((x)-((x)-((x)*(x))))))),(((((x)-(3))*((x)*(3)))*(((0)-(0))+((4)+(0))))*(((x)-((x)-(x)))*(((x)-(x))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,29,29,30,30,0
30,5*x*x*x+2*x+7,10,1,0.5423394724941015,-0.005578047534092847,0.9999556323861424,0.17306053266128416,NaN,NaN,3301935905.742,1265.6308547619046,0.999912230705983,0.5311989545900032,0.5433715970523629,0.07216984578074158,NaN,NaN,523132839.5,717.5,(((((7)*(7))*((x)*(6)))*(((4)+(5))+((2)*((3)-(7)))))+((((5)-(x))*((x)*(x)))*(((x)*(x))-((x)-((x)*(x)))))),(((((x)+(0))*((6)*((0)+(3))))+(((7)-(4))*((x)-((2)*(8)))))-((((4)-(4))*((x)*(x)))*(((4)-(x))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,30,30,31,31,0
31,5*x*x*x+2*x+7,10,1,0.5279188070934197,-0.004755217638933928,0.9999484984189319,0.23213818598549094,NaN,NaN,3745547891.652,1175.2125063492067,0.9999631425267526,0.13376855784238992,0.6379006201292039,0.02281482204301758,NaN,NaN,1245744647,1325.7672222222222,(((((5)*(6))*((9)+((8)*(5))))*(((5)*(x))+((8)-((5)*(5)))))*((((x)+(7))*((x)*(x)))*(((x)*(x))-((5)-((7)-((x)*(x))))))),(((((x)-(6))+((0)-(4)))-(((4)*(5))+((2)-((6)+(4)))))*((((x)*(5))+((1)+(7)))*(((7)+(2))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,MutateTerminalR|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|DivXD,MultXD,ReplaceBranchR,28,30,32,32,0
32,5*x*x*x+2*x+7,10,1,0.5658723468996499,-0.0032515003783558745,0.9999626154675315,0.1927909481510126,NaN,NaN,3349805361.452,1235.433453854875,0.9999948176571871,0.23200676197735987,0.2819030577282806,0.04243088061053172,NaN,NaN,8859892457.5,1175.4136507936507,(((((5)*(x))*((x)*((4)*(8))))*(((5)+(9))*((5)+((2)*(5)))))+((((5)-(7))+((8)*(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),(((((x)+(4))*((x)+(4)))+(((2)-(9))-((x)*((8)*(x)))))*((((x)*(x))-((x)-(2)))-(((3)-(x))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,32,32,33,33,0
33,5*x*x*x+2*x+7,10,1,0.55653063659921,-0.0050364729347320055,0.999955555336673,0.19900546973444716,NaN,NaN,3765965308.772001,1225.9221285714284,0.9999863490541951,0.6441032342371774,0.5129002102318849,0.09348042397117791,NaN,NaN,3363503207.5,544.7,(((((3)+(6))*((9)*((6)*(7))))*(((1)+(4))*((x)+((0)-(5)))))*((((x)+(7))*((x)*(x)))*(((x)*(x))-((x)-((x)*(x)))))),((((7)-((3)*(7)))+((9)*((x)-(3))))*(((x)*(7))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,33,32,34,34,0
34,5*x*x*x+2*x+7,10,1,0.5744040898227655,-0.0016765789262816458,0.9999611121713143,0.14817459539625508,NaN,NaN,2929701081.444,1303.7187817460317,0.9999350578902121,0.7442012414243712,0.5423748749689715,0.13098409882508802,NaN,NaN,707014295.5,391.5,(((((2)+(5))*((7)*((8)*(x))))*(((x)+(0))+((4)-((9)*(x)))))+((((7)*(x))+((5)*(2)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((x)*((4)*(6)))+((x)+((7)*(x))))*(((x)*(1))-((x)-((x)/(x))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,MutateTerminalR|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,34,30,35,35,0
35,5*x*x*x+2*x+7,10,1,0.5510991993253735,-0.002409111304970934,0.999943488376638,0.14568221230873812,NaN,NaN,2404840562.922,1307.5333740614765,0.9999713446954474,0.7761515844495264,0.5987765998324226,0.10959234229877618,NaN,NaN,1602321131,342.6,(((((9)-(2))*((1)*((5)+(7))))*(((3)*(x))*((6)*((x)*(1)))))+((((2)*(x))+((7)*(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),(((((0)*(2))-((x)*(1)))+(((5)*(6))*((x)-(2))))*(((x)*((x)*(5)))-(((2)-(x))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,32,35,36,36,0
36,5*x*x*x+2*x+7,10,1,0.5461964126004925,-0.0029278667689400678,0.9999626932043374,0.21565170008763604,NaN,NaN,2737257372.08,1200.4450730158726,0.9999328241639537,0.6883885596054821,0.4846450822143403,0.11088010670902292,NaN,NaN,683504705,476.92130952380955,(((((9)*(7))*((3)+((3)*(x))))*(((x)+(8))-((8)+((1)*(1)))))-((((6)+(7))*((x)+(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),(((((x)-(2))*((1)+(2)))-(((4)-(9))*((x)*(x))))*(((x)*((9)-(x)))-((x)-((x)/((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|DivXD|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,36,30,37,37,0
37,5*x*x*x+2*x+7,10,1,0.5621869644581396,-0.004862101415549401,0.9999632633818564,0.15562384159817816,NaN,NaN,2312013173.794,1292.3177104339884,0.9999708694553834,0.5338806179119802,0.5365260175836989,0.0801682621125465,NaN,NaN,1576180624.3,713.3957142857143,(((((6)+(6))-((4)*((2)*(7))))*(((7)*(x))*((x)+((x)*(x)))))+((((7)*(x))+((x)*(x)))+(((1)*(x))*((x)-((x)-((x)*(x))))))),((((x)+((3)+(x)))+(((1)*(6))-((5)+(x))))*(((x)*((5)+(4)))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|AddTreeWithAdd|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,32,36,38,38,0
38,5*x*x*x+2*x+7,10,1,0.5812001018697213,-0.0070768654113037965,0.9999455047053022,0.1290642667869718,NaN,NaN,3117872114.308,1332.9671396825395,0.9999956018893711,0.4203854949362953,0.40074800972968133,0.07223042075161033,NaN,NaN,10439710110.5,887.1,(((((x)*(7))*((x)*((x)*(x))))*(((x)+(0))+((4)-((8)*(x)))))+((((0)-(5))*((x)+(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((x)*((7)+(3)))*((x)*((8)+(2))))*(((x)*(4))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddTreeWithMult|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,37,36,39,39,0
39,5*x*x*x+2*x+7,10,1,0.5622427446612646,-0.00509417091217162,0.9999528351177726,0.14222652779722383,NaN,NaN,2896174979.2439995,1312.8222992063488,0.9999765318332705,0.6101834134503198,0.46291365728323236,0.08618946320142862,NaN,NaN,1956480049.3,596.6142857142856,(((((4)+(1))+((7)*(x)))*(((2)+(x))*((x)+((2)-(4)))))-((((3)*(x))*((x)*(8)))*(((x)*(x))-((x)-((x)*(x)))))),(((((x)-(1))*((9)*(4)))+(((x)*(4))*((x)+(5))))*(((x)-((2)*(2)))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,AddToLeafR|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,39,39,40,40,0
40,5*x*x*x+2*x+7,10,1,0.5585256753717398,-0.003875275838906022,0.999919330493223,0.12819157604891027,NaN,NaN,2103095719.1119998,1334.302792857143,0.9999596477053173,0.6366546880104541,0.6006982049364499,0.09548055562239094,NaN,NaN,1137853506.5,556.1,(((((5)*(x))*((x)*((7)+(8))))+(((4)+(6))-((4)*((x)+(7)))))*((((3)*(9))*((4)*(5)))*(((1)*(x))*((x)-((x)-((x)*(x))))))),(((((x)+(9))*((5)-(7)))*(((x)*(4))*((2)-(x))))-(((x)-((3)-(4)))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddRandomSubTreeR|MultXD|AddToLeafR|AddToLeafR|MultXD|AddTreeWithMult|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,38,40,41,41,0
41,5*x*x*x+2*x+7,10,1,0.5663838198619988,-0.00170259388122832,0.9999549108484551,0.21895049029521427,NaN,NaN,2721926578.9660006,1195.3962746031748,0.9999558828333915,0.6158771643253839,0.5973972610956929,0.09031310526768269,NaN,NaN,1040751334,587.9,(((((7)-(1))-((6)*((0)-(x))))*(((x)*(8))*((6)+((2)*(x)))))+((((2)+(4))*((x)+(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((x)*((5)*(3)))*(((x)-(3))*((9)-(2))))*(((3)*(2))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,40,40,42,42,0
42,5*x*x*x+2*x+7,10,1,0.579075252346065,-0.002082326502429198,0.9999488861730924,0.22211475967496877,NaN,NaN,3431433737.3780003,1190.55336031746,0.9999963064722526,0.8953936622018949,0.5346372897055228,0.1264331284151535,NaN,NaN,12431204837,160.1,(((((5)*(5))+((6)*((2)-(7))))*(((8)*(4))*((8)+((2)*(x)))))+((((7)*(x))*((8)+(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((5)-((4)+(x)))*(((8)-(5))*((x)+(4))))*(((x)*(x))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,42,40,43,43,0
43,5*x*x*x+2*x+7,10,1,0.569665464033146,-0.004177393503158157,0.9999535483074518,0.20624146538647412,NaN,NaN,1963469630.2400007,1214.8474372260014,0.9999783528783748,0.7643253838614832,0.5269299037333932,0.10813217347783195,NaN,NaN,2121067216,360.7,(((((5)*(8))*((x)+((4)*(x))))*(((3)*(x))+((8)-((x)*(4)))))-((((1)+(7))*((x)+(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),(((((x)*(4))*((3)+((6)+(x))))*(((0)+(8))+((4)*((x)*(7)))))-((((4)*(x))-((x)-(x)))*(((x)-(x))-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,43,42,44,44,0
44,5*x*x*x+2*x+7,10,1,0.6089204216572077,-0.004012490917962821,0.9999609294935512,0.25513706849613427,NaN,NaN,2874203648.868,1140.0127166666666,0.9999492138150913,0.6651421104214309,0.5072341133151002,0.093856760999391,NaN,NaN,904084449,512.5,(((((x)+(9))*((8)-((1)*(4))))*(((9)*(x))+((2)*((9)+(2)))))-((((5)*(5))*((x)+(x)))*(((x)*(x))*((x)-((x)-((x)*(x))))))),((((5)-((5)+(4)))*(((4)+(x))+((x)*(x))))*(((x)*((x)+(5)))-((x)-((x)-((x)/(x)))))),AddTreeWithAdd|MutateTerminalR|SkipD|MultXD|AddXD|MultXD|AddToLeafR|AddToLeafR|MultXD|MultXD|AddRandomSubTreeR|SubXD|AddTreeWithSub|SubXD|MultXD,SubXD|ReplaceBranchXR|SkipD|AddRandomSubTreeR|SubXD|ReplaceBranchR|ReplaceBranchR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|DivXD,MultXD,ReplaceBranchR,44,43,45,45,0
