gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,5*x*x*x+2*x+7,10,1,0.7540112118941383,-0.014350576632742234,0.9998350805434612,0.36360468049138417,42830612.652390525,NaN,528876113.6459999,974.0030365079365,0.9999540443760694,0.8803287648501632,0.28660639756757283,0.1322058617705987,45973278.563085064,NaN,999116018.3,183.15682539682538,(((((3)+(6))*((x)*((8)*(x))))*(((x)+(2))*((3)-((8)-(x)))))+((((7)*(3))-((8)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)-(0))*((6)*(x)))*(((x)*(x))-((2)-(x))))+(((2)*((x)-(4)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|AddXD|SkipD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,21,21,22,22,2
22,5*x*x*x+2*x+7,10,1,0.7691131735330498,-0.008190296460149222,0.9998061083495027,0.40404603330170125,42166660.90306921,NaN,421646049.32199997,912.107546031746,0.999877031918822,0.7194945110789606,0.2897926550889061,0.10141789317185118,43815844.91216832,NaN,373389578.5,429.31365079365077,(((((9)*(8))*((7)*((x)-(4))))*(((x)*(x))+((2)*((3)-(6)))))+((((6)+(1))*((0)-(4)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)+((8)*(2)))-((x)*((9)-(x))))-(((7)*((x)*(7)))+((2)*((x)+(x)))))+((((x)*(x))*((x)*((x)+(x))))-(((x)+((0)+(x)))+((x)-((x)/((x)-(x))))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|AddXD|SkipD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,17,22,23,23,2
23,5*x*x*x+2*x+7,10,1,0.7565606304415395,-0.015784403538467755,0.9998103546607199,0.41031020000725976,40896232.74313796,NaN,413166016.418,902.5202388888891,0.9995772391740301,0.5334857889578569,0.15942645875955105,0.08346246578134926,43709745.01841131,NaN,108607508.5,714,(((((4)*(8))*((x)*((x)*(x))))+(((2)*(x))+((4)+((5)-(7)))))*((((8)-(0))-((1)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),((((x)*((7)*(x)))*((4)+((7)*(6))))*(((x)-(1))+((x)-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,23,23,24,24,2
24,5*x*x*x+2*x+7,10,1,0.7559974280989225,-0.013769321775624097,0.9998111101493259,0.2671672941200874,42748222.32389885,NaN,517839853.35,1121.6004563492058,0.999877240620031,0.4348252205161712,0.3800209997561482,0.061730634052327094,44299376.66063485,NaN,374024372,865,(((((8)*(7))*((5)-((3)-(8))))*(((x)*(x))*((1)-((8)+(1)))))+((((4)*(x))+((7)*(9)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)*(5))*((9)-(0)))-(((7)-(7))+((2)*(x))))-(((5)*((x)*(4)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|AddXD|SkipD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,23,23,25,25,2
25,5*x*x*x+2*x+7,10,1,0.7442388599949306,-0.008159166906385186,0.9998829764021789,0.315192197798209,43603065.67763814,NaN,858948326.1220001,1048.0983412698415,0.9999593010104127,0.6798431885004901,0.19984996442476882,0.09582291537245233,44523300.551148884,NaN,1128160685.7,490,(((((8)*(x))-((0)*((x)*(x))))*(((3)-(5))+((4)*((9)+(2)))))*((((x)+(9))-((6)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),((((x)-((3)*(x)))-(((0)*(x))*((7)-(0))))*(((x)+(4))+((x)-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,25,23,26,26,2
26,5*x*x*x+2*x+7,10,1,0.750554698441847,-0.006454718487327364,0.9998918448703453,0.38192524748111156,43212137.58979078,NaN,581056505.4420002,945.9634087301586,0.9998713476554503,0.7257758902319503,0.3116212128954562,0.09860666325211913,44572126.83992116,NaN,356892057.9,419.7,(((((5)*(6))*((7)*((x)*(0))))-(((8)*(8))-((x)+((4)+(x)))))-((((9)*(x))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),((((x)-((1)+(x)))+(((2)*(x))+((x)*(8))))+(((9)*((x)-(0)))+((x)-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,26,26,27,27,2
27,5*x*x*x+2*x+7,10,1,0.7472654114539283,-0.007404790830814503,0.9998338299550165,0.36851632830852027,42967718.332103975,NaN,478342171.708,966.4857595238096,0.999846235162905,0.66187520418164,0.2953498563725234,0.1419236828099098,43407589.882352546,NaN,298605330.5,517.5,(((((8)*(x))*((5)-((7)*(8))))*(((6)-(1))*((x)+((8)-(0)))))*((((0)+(7))*((x)*(x)))*(((9)+(9))*((x)+((x)-(x)))))),((((x)*((x)*(x)))-(((3)*(x))*((5)+(x))))+(((8)+(x))+((x)-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|AddXD|SkipD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,27,27,28,28,2
28,5*x*x*x+2*x+7,10,1,0.743148927216975,-0.00763609740034164,0.9998588381123067,0.42744467209076803,43140120.912671395,NaN,453865425.5419999,876.2959293650795,0.9997937983531915,0.6111132371929497,0.38823235017915164,0.11073446551431126,44783246.385650724,NaN,222670384.6,595.1911904761904,(((((5)*(x))*((x)*((3)-(3))))*(((9)*(8))-((x)+((3)+(2)))))*((((x)+(7))-((8)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)+(4))*((6)*((x)-(3))))-(((x)-(6))+((9)*((x)+(x)))))-((((x)*(x))+((4)*(x)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,27,25,29,29,2
29,5*x*x*x+2*x+7,10,1,0.7343138741495485,-0.007961398996838474,0.9998543372675903,0.2674082284552718,43133017.25990238,NaN,467926270.53400004,1121.2317063492062,0.999930855780729,0.5512445097825692,0.19460555627246914,0.10119240370392181,43918029.48612903,NaN,664046835.5,686.8202777777777,(((((2)-(7))+((7)*((7)*(x))))*(((x)*(x))+((9)-((3)*(6)))))-((((2)+(7))*((5)*(7)))*(((x)*(x))*((x)+((x)-(x)))))),(((((5)*(8))*((5)*((x)*(x))))+(((x)-(7))+((x)+((x)+(x)))))*((((6)*(x))*((x)+(8)))+(((x)-(x))+((x)-((x)/((x)-(x))))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,27,29,30,30,2
30,5*x*x*x+2*x+7,10,1,0.7275535548483447,-0.00657531194987512,0.9997860754552927,0.29623532614613957,43090991.571198404,NaN,444632404.236,1077.1118333333334,0.9998066327773949,0.9413263639333551,0.2820272333347112,0.13307895259276864,42586837.81122167,NaN,237449756.9,89.8,(((((5)*(x))*((6)*((6)+(4))))*(((x)*(x))-((x)-((x)+(2)))))*((((x)+(8))*((1)-(5)))*(((x)*(x))*((x)+((x)-(x)))))),((((x)-((1)*(x)))*((6)*((x)*(x))))+(((x)-(0))+((x)-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,28,30,31,31,2
31,5*x*x*x+2*x+7,10,1,0.7524999214155941,-0.003389012688239438,0.9998613167298208,0.3800741929963754,43013599.880610965,NaN,472449268.9399998,948.7964476190477,0.9996164857477404,0.9216595883698138,0.3090813894500077,0.141987674338748,43618976.49818347,NaN,119721756.7,119.9,(((((5)*(x))*((5)-((8)-(9))))*(((6)*(6))-((6)+((2)*(x)))))+((((7)*(x))*((x)*(x)))*(((4)+(2))*((x)+((x)-(x)))))),((((x)-((3)*(x)))-(((x)+(x))*((x)*(x))))*(((3)*((x)+(6)))+((x)+((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|AddXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,31,31,32,32,2
32,5*x*x*x+2*x+7,10,1,0.756873002947685,-0.0024354240242190736,0.9998409988267806,0.3388936907225048,42943784.09706275,NaN,434675726.256,1011.8232063492064,0.9998534794626429,0.7796798431885005,0.10064859084979891,0.12858871357465626,43217944.205935486,NaN,313369039.1,337.2,(((((5)*(x))-((3)-((8)*(7))))*(((1)+(9))*((x)*((1)-(7)))))+((((2)*(x))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)-(7))+((5)*((x)+(7))))*(((2)*(x))*((x)+((x)-(8)))))+((((x)*(9))*((x)+(7)))*(((x)*(1))+((x)-((x)/((x)-(x))))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,32,30,33,33,2
33,5*x*x*x+2*x+7,10,1,0.7574667821606167,-0.007435812570004745,0.9998707450493406,0.27624593218317484,42641412.07994446,NaN,489489635.0300001,1107.705600793651,0.9998582757028114,0.6128716105847762,0.3015241636361431,0.12380175835144305,43064961.42505503,NaN,323974088.5,592.5,(((((5)-(5))-((6)+((7)*(7))))*(((x)*(x))*((x)+((2)*(1)))))+((((7)*(3))-((7)*(3)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)+(1))*((2)*((2)*(6))))*(((x)*(x))-((x)*((6)-(5)))))*((((x)*(x))+((5)*(x)))-(((9)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,27,30,34,34,2
34,5*x*x*x+2*x+7,10,1,0.7664524314113896,-0.009304592277441124,0.9998455885879836,0.34280072183071203,42343118.707162045,NaN,435843925.1600002,1005.8434952380954,0.999916312817047,0.5980300555374061,0.277144137460036,0.08440842538454725,43077909.438510604,NaN,548650323.5,615.215,(((((6)*(x))-((7)-((x)*(x))))*(((x)*(x))+((1)-((x)*(x)))))+((((7)*(8))*((9)+(0)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)+(1))*((9)*(x)))-(((1)-(3))*((6)*((x)*(2)))))+((((x)-(2))*((x)-(7)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,34,33,35,35,2
35,5*x*x*x+2*x+7,10,1,0.7498086762566778,-0.010277630184107479,0.9998713204859141,0.2998570728520093,41984762.64172309,NaN,506579860.8360001,1071.5687500000001,0.9999365104725817,0.5432865076772296,0.22797765301001177,0.07683551355766463,42489565.08055197,NaN,723190136.5,699,(((((8)*(x))*((x)*((2)+(8))))*(((x)*(5))+((4)-((6)*(3)))))-((((5)-(0))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)-(x))*((x)*(3)))+(((x)*(7))+((x)-((8)*(x)))))+(((5)*((x)*(2)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,27,33,36,36,2
36,5*x*x*x+2*x+7,10,1,0.7565498236407915,-0.005006071677762124,0.9998872890245358,0.35028587659391314,41701433.19961384,NaN,518283333.95599985,994.3874658730159,0.999904652833691,0.8201894805619079,0.3000437522497476,0.17454309392625827,39531777.11561814,NaN,481555999.8,275.2,(((((5)*(9))*((8)*((9)+(2))))*(((8)*(6))+((9)-((8)*(6)))))-((((9)-(7))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)*(5))*((x)*(6)))+(((1)+(5))*((x)-((4)*(x)))))*((((x)*(x))+((x)-(4)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,34,36,37,37,2
37,5*x*x*x+2*x+7,10,1,0.7790062130202585,-0.004769872181755822,0.9998679449020016,0.3368493333955601,41524145.95098608,NaN,499488165.8719999,1014.9520952380952,0.9999118315666365,0.7308813646334064,0.2001231465532597,0.11391533132079332,42377416.7979966,NaN,520764612.1,411.8860714285714,(((((4)*(8))*((x)*((9)*(x))))*(((x)+(0))-((6)*((1)-(3)))))+((((5)+(x))-((5)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)-(9))+((x)+(0)))+(((x)+(4))*((x)*(x))))*(((9)+((x)-(5)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,37,37,38,38,2
38,5*x*x*x+2*x+7,10,1,0.7562323831489671,-0.001104336612491789,0.9998755370889532,0.3420498561005585,41586902.342759795,NaN,568346385.0359999,1006.9926952380952,0.999905939270449,0.5148644233910487,0.268811326705295,0.08533304984860937,41680386.9679967,NaN,488142078.2,742.5,(((((5)*(x))*((6)*((9)*(x))))*(((x)+(7))-((5)-((9)*(2)))))-((((1)+(9))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),((((x)-((5)+(x)))*(((x)*(3))*((x)-(1))))*(((x)+((0)+(x)))+((x)-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,38,38,39,39,2
39,5*x*x*x+2*x+7,10,1,0.7644480268495559,-0.013607465397152655,0.9998601140604518,0.21143757460732304,41352329.00529677,NaN,467384202.508,1206.8947920634923,0.9996840786055722,0.4439339773805635,0.3010655099656576,0.10545734775590689,42176193.18259677,NaN,145336785.7,851.0590476190475,(((((5)*(4))+((8)-((5)-(5))))*(((8)*(4))*((7)*((x)+(4)))))-((((3)*(7))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((5)*(0))*((x)*((5)-(2))))*(((x)+((x)-(x)))+((x)+((8)*(x)))))+((((1)*(x))+((3)*(x)))-(((2)-(x))+((x)-((x)/((x)-(x))))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,ReplaceBranchXR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,38,39,40,40,2
40,5*x*x*x+2*x+7,10,1,0.7356963981123893,-0.007356145385447394,0.9998442098521323,0.29237327152139314,41503782.06792856,NaN,465836925.03399986,1083.0227079365081,0.9998824505328282,0.5217249264946096,0.3747771885122594,0.06335673194309197,41691909.73565539,NaN,390601515.3,732,(((((8)*(x))*((5)+((9)*(2))))-(((x)*(x))*((x)+((2)*(6)))))-((((5)-(5))+((7)*(x)))*(((x)*(x))*((x)+((x)-(x)))))),(((((x)*(4))*((x)+(8)))*(((x)+(8))+((2)*((x)*(2)))))-((((x)*(3))+((x)-(x)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,38,40,41,41,2
41,5*x*x*x+2*x+7,10,1,0.750974782744084,-0.003813608152450974,0.9998550499473481,0.3158084747696312,41744570.90340644,NaN,505466669.7319998,1047.1551293650796,0.9999192297257612,0.4054230643580529,0.14620162416478077,0.08276494382087259,42201961.27685409,NaN,568464084.5,910,(((((5)*(x))*((x)*((1)-(5))))-(((0)-(x))*((x)+((2)*(x)))))+((((4)*(x))*((x)*(1)))+(((9)*(6))*((x)+((x)-(x)))))),(((((x)*(x))*((x)+(8)))*(((9)-(2))+((x)+((9)*(7)))))*(((1)*((x)*(3)))+(((x)+(x))-((x)/((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,37,38,42,42,2
42,5*x*x*x+2*x+7,10,1,0.741948086416755,-0.005854551018330727,0.9998373785781577,0.37551046706388086,41511692.35968261,NaN,420811882.50399995,955.7812301587302,0.9999564972363614,0.66187520418164,0.28276759782331096,0.09893262364282444,41932612.789904006,NaN,1055450186.6,517.5,(((((9)*(x))*((5)*((7)-(8))))-(((8)*(9))*((x)+((2)*(5)))))-((((x)+(7))*((6)+(x)))*(((x)*(x))*((x)+((x)-(x)))))),((((x)*((4)*(x)))*(((8)-(9))*((3)+(x))))+(((7)*((x)-(3)))+((x)+((x)-((x)-(x)))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|ReplaceBranchXR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,42,42,43,43,2
43,5*x*x*x+2*x+7,10,1,0.7617173884047719,-0.007585465784567758,0.9998543344236475,0.4198715473208774,41467975.94428256,NaN,505651767.624,887.8865968253967,0.999922834939072,0.7617637663799048,0.3885819003877551,0.11047223628242302,38071703.92895161,NaN,595023180.8,364.6205555555556,(((((5)*(x))*((9)-((4)*(6))))-(((6)-(8))+((x)+((2)*(x)))))+((((7)*(9))*((7)*(9)))*(((x)*(x))*((x)+((x)-(x)))))),(((((3)*(x))-((4)*((x)-(3))))-(((x)-((2)+(5)))*((8)+((x)-(5)))))*((((x)*(x))*((x)+(1)))+(((x)-(x))+((x)-((x)/((x)-(x))))))),MultXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|AddTreeWithSub|AddTreeWithMult|MutateTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddXD|SubXD,AddXD|SubXD|AddXD|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|SubXD|ReplaceBranchXR|ReplaceBranchXR|DivXD|SubXD|ReplaceBranchXR|ReplaceBranchXR,MultXD,ReplaceBranchXR,40,38,44,44,2
