A,P,AFinal,PFinal,AGen,PGen,count,run
SubXD,SubXD,SubXD,AddTreeWithDiv,0,0,0,4
SubXD,SubXD,SubXD,AddTreeWithSub,0,0,1,4
ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,AddRandomSubTreeR,0,0,2,4
AddToLeafR,AddToLeafR,AddToLeafR,ReplaceBranchR,0,0,3,4
MutateTerminalR,MutateTerminalR,MutateTerminalR,MutateTerminalR,0,0,4,4
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,ReplaceBranchR,0,0,5,4
MultXD,MultXD,MultXD,MutateTerminalR,0,0,6,4
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,ReplaceBranchXR,0,0,7,4
SkipD,SkipD,SkipD,AddTreeWithMult,0,0,8,4
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,ReplaceBranchXR,0,0,9,4
AddXD,AddXD,AddXD,AddTreeWithSub,0,0,10,4
SubXD,SubXD,SubXD,MutateNonTerminalR,0,0,11,4
AddToLeafR,AddToLeafR,AddToLeafR,DivXD,0,0,12,4
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,ReplaceBranchR,0,0,13,4
AddToLeafR,AddToLeafR,AddToLeafR,ReplaceBranchR,0,0,14,4
