gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,5*x*x*x+2*x+100,10,1,-0.24061376453327465,-0.12461517444994849,-0.17969804361535188,0.0667842940188294,NaN,NaN,988.8067857142856,216.2756986604305,-0.4834777890213678,0.51967970434247,0.1533924081393237,0.18327641260046817,4246.3613888888885,1584.6799999999998,25157.214285714283,779.8,((((7)+((3)+(2)))/(((7)*(x))*((7)+(9))))*(((2)*(2))*((3)/((x)-((6)*(x)))))),((((8)-(0))*((5)-((5)*(x))))*((9)-((3)*((1)+(x))))),MutateTerminalR|AddTreeWithSub|AddTreeWithMult|AddToLeafR|SkipD|ReplaceBranchR|AddRandomSubTreeR|MultXD|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR,MutateTerminalR|AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|AddTreeWithMult|AddXD|AddToLeafR|AddTreeWithSub|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateNonTerminalR,AddTreeWithAdd,MutateTerminalR,0,0,1,1,4
1,5*x*x*x+2*x+100,10,1,-0.2357824238592461,-0.0726840799593778,-0.13261001162711378,0.031599367474350604,NaN,NaN,3284.8510796024966,273.3984269053918,-0.5485473770660096,0.4215583615645211,0.13181120623250664,0.1470853726861578,3766.6699999999996,1521.5601851851852,21988,939.1,((((5)*((9)+(x)))*(((x)+(6))*((4)+(x))))*(((2)-(8))-((8)*((1)+((1)*(x)))))),((((9)+((0)*(x)))-((0)*((7)+(7))))-(((2)+(x))-((8)*((6)*(1))))),MutateNonTerminalR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithSub,MutateTerminalR|AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateNonTerminalR,ReplaceBranchXR,MutateNonTerminalR,1,1,2,2,4
2,5*x*x*x+2*x+100,10,1,-0.16698868487338425,-0.004085356980587595,-0.006889851252591958,0.08007579646169112,5461.146524518062,2531.260087530216,46040.67700555555,194.69694444444445,0.9273826519011641,0.7400677548506314,0.7556765075109143,0.23406483619547047,89028.85,1469.4945024840956,670707.5,422,((((5)*((8)*(x)))-(((5)*(2))+((8)*(4))))-(((7)-((x)+(x)))-((3)*((x)-((8)*(8)))))),(((((8)-(5))*((x)+((2)*(x))))-(((2)-(x))-((x)-((x)*(x)))))+((((7)+(7))+((6)-(x)))+(((0)*(5))*((x)+((x)/((x)-(x))))))),MutateNonTerminalR|AddTreeWithSub|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithSub,AddXD|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithAdd|MutateNonTerminalR|MutateNonTerminalR|DivXD|DivXD|AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|MutateTerminalR|AddToLeafR|MutateNonTerminalR,AddTreeWithMult,AddTreeWithAdd,2,2,3,3,4
3,5*x*x*x+2*x+100,10,1,-0.19451390943349026,-0.018241662409372354,-0.06458569236151533,0.04950538421302203,1231.9532827757134,1403034.848926326,8385.409188095238,244.32800873015873,0.6602502171175854,0.06639975361872495,0.5113160873524606,0.0221254064486508,17865.769999999997,1589.3042301587302,143355.5,1515.7,(((((5)*(5))*((x)+(1)))*(((2)+(8))+((7)*((x)+(3)))))*((((x)+(3))-((7)-(x)))*(((x)+(6))-((7)+((x)-(x)))))),(((((3)*(6))-((3)-((x)-(7))))*(((x)-(4))-((5)*((9)-(3)))))+((((2)+(x))*((3)/(7)))-(((9)+(9))*((1)-((x)-(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|AddXD|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|DivXD|AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchR,SubXD,MutateNonTerminalR,3,2,4,4,4
4,5*x*x*x+2*x+100,10,1,-0.15682455253812752,-0.028690072192270558,0.01500093095718084,0.04630886711675168,16771.0438,1132.0762219199391,156528.626,249.5175542359536,0.9394369708662049,0.7284262396057899,0.7416230439986564,0.24759781655411442,100169.64,1549.4046251526252,804203.5,440.9,(((((2)+(9))*((8)*(x)))*(((6)*(x))*((5)+((7)-(6)))))+((((5)*(3))-((x)-(x)))+(((8)*(x))+((x)+((x)-(x)))))),(((((6)+(2))-((9)+((2)/(2))))-(((3)+((9)+(x)))*((x)-((1)*(x)))))+((((9)-(2))0((7)-((7)+(2))))-(((2)-(0))-((6)+((x)-((x)*(x))))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|AddXD|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|DivXD|AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,4,2,5,5,4
5,5*x*x*x+2*x+100,10,1,-0.14879517173977924,-0.005584138013157635,0.07205696214779629,0.019205485405331412,5965.9202000000005,558.4427220653106,47181.87,293.51989444444445,0.6304123476650833,0.24391746227286726,0.6324939751804328,0.08076257492856194,37217.22,1590.5682420634919,131782,1227.5,(((((9)*(6))*((x)*((x)*(x))))+(((7)*(8))*((4)-((7)+(4)))))-((((1)+(1))*((4)+(x)))-(((x)-(x))*((x)+((x)+((x)-(x))))))),(((((0)*(4))-((0)*((4)-(6))))-(((2)*(0))/((2)+((x)+(2)))))*((((7)+(x))*((9)*(7)))*(((0)+(8))*((x)-((0)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|AddXD|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,5,5,6,6,4
6,5*x*x*x+2*x+100,10,1,-0.15800518187838836,-0.03529772727085583,0.04970771309169379,0.029051424269533284,16020.444400000002,405.14259053051785,151912.88199999998,277.5350126984127,0.9056141234835859,0.16902967818890208,0.6201803573408956,0.06291135699104233,61505.31,1611.937503968254,516020,1349.0803174603175,(((((5)*(8))+((6)*(6)))*(((x)*(8))*((4)+((1)+(7)))))*(((9)-((x)-(7)))-(((5)*(7))*((x)+((x)-(x)))))),(((((2)*(5))+((2)*(8)))*(((1)*(9))*((x)*(3))))+(((6)+((8)+(8)))+((2)-((3)+((5)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,6,5,7,7,4
7,5*x*x*x+2*x+100,10,1,-0.15745727818280336,-0.0032185561329336736,0.025645095739408826,0.03555240001759866,4571.6014,55666.022838509234,33858.084,266.9806785714286,0.7947013949598676,0.1656155132209952,0.7933971580884992,0.0528511423882102,56102.36,1563.8265277777778,237239.8,1354.6232142857143,(((((7)+(x))*((x)*(x)))*(((6)*(x))+((2)*((3)-(5)))))+((((2)+(x))-((1)*(5)))-(((x)*(x))+((x)-((7)*(3)))))),((((5)*((3)*(x)))-(((1)*(0))+((7)/(5))))-(((4)+(5))*((4)-((0)*((6)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,7,5,8,8,4
8,5*x*x*x+2*x+100,10,1,-0.1488789083482154,-0.004458839041063066,0.04694007542814831,0.027291756493173183,54322.895399999994,835.167329126984,503546.342,280.39183333333335,0.9572750977549799,0.12251611988599967,0.841402740437965,0.041086393492129204,195653.11000000002,1593.8675515873015,1139967.5,1424.5950793650795,(((((5)*(8))+((2)*((5)*(4))))+(((x)*(x))*((5)+((5)+(2)))))*((((x)+(8))-((4)*(6)))+(((x)-(x))*((x)+((x)-(x)))))),((((4)*(9))*((x)*((7)-(2))))-((6)+((0)*((1)/(x))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,AddToLeafR,ReplaceBranchR,8,8,9,9,4
9,5*x*x*x+2*x+100,10,1,-0.14265760578313608,-0.023247763969679616,0.039656602082063966,0.009270663029609754,13427.8612,566.2007992328042,110144.162,309.64907857142856,0.986232300287085,0.06342130220325481,0.9045835216067418,0.022459421200303344,405302.81999999995,1598.1837182539682,3537628,1520.5355158730158,(((((8)*(4))*((x)*((5)*(x))))*(((x)+(2))*((x)+((9)+(0)))))*((((0)+(8))*((x)-(x)))+(((9)*(x))+((4)-((8)-(x)))))),((((6)*((6)*(5)))*(((0)+(x))*((3)+(3))))+(((2)-((x)*(x)))-((1)-((1)*((3)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,8,8,10,10,4
10,5*x*x*x+2*x+100,10,1,-0.14667512647232137,-0.009629644525424001,0.0992263145054433,0.030768273522323416,13896.739599999999,637.1064049319729,126698.36600000001,274.7477079365079,0.9895379424383843,0.4983061287342162,0.7203149326115565,0.21954920753793253,482400.07,1604.7883696145125,4655394,814.5,(((((5)*(7))-((2)-(x)))*(((4)*(9))*((7)*((8)*(7)))))+(((3)*((7)-(x)))-(((2)*(x))+((x)-((6)+(8)))))),(((((5)*(x))*((x)*((4)+(x))))*(((x)+(x))-((6)-((1)0(2)))))*((((9)-(x))-((6)-(4)))*(((4)+(6))+((2)+((1)-((x)/(x))))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,AddToLeafR,ReplaceBranchR,8,10,11,11,4
11,5*x*x*x+2*x+100,10,1,-0.1720073388227479,-0.01592815734529949,-0.05465365890503397,0.008025755642571169,2496.6768,354.9867908703164,18376.843999999997,311.6701857142857,0.9245216644751268,0.045661318628673196,0.6540324865921603,0.019325309959758726,73115.21,1603.9729126984125,645284.5,1549.368849206349,(((((5)*(6))*((7)*(8)))*(((x)*(3))+((7)+((2)*(9)))))+(((6)-((x)-(0)))+(((2)*(x))+((5)-((7)-(x)))))),(((((x)/(3))*((7)*(9)))-(((1)*(3))*((0)+((7)-(3)))))-(((x)-((9)+(x)))+(((3)+(1))+((0)*((2)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,11,9,12,12,4
12,5*x*x*x+2*x+100,10,1,-0.15276288375113137,-0.013813643879585417,0.033687582172337874,0.02258557178543319,11866.8008,9200.564729491844,95298.23800000001,288.03232420634924,0.8406729649451081,0.1345241761626117,0.7253269872242815,0.044670491677220335,52449.9,1602.2534294532627,305692,1405.1,(((((5)*(x))*((x)*((x)*(4))))*(((2)*(4))-((7)+((0)*(0)))))*((((5)+(x))+((3)-(x)))-(((x)*(x))+((4)+((6)-(x)))))),((((7)-((2)*(9)))-((6)*((5)*(3))))+(((1)0(0))-((4)*((4)/(x))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,AddToLeafR,ReplaceBranchR,11,12,13,13,4
13,5*x*x*x+2*x+100,10,1,-0.16167560493302383,-0.012857735282865627,0.019168530887135642,0.06416524655237313,329106.7850000001,417.4684636992945,3280052.3819999998,220.52772222222225,0.9996895246941798,0.7453033569448722,0.7742899131563116,0.23676695562865505,15713853.570000002,1490.583265873016,156872379.5,413.5,(((((x)+(x))*((4)*(3)))*(((x)*(x))*((x)*((2)*(5)))))+(((3)*((9)*(8)))-(((x)-(x))*((x)+((x)-(x)))))),(((((x)-(3))*((x)-(5)))+(((5)+(6))*((x)*(9))))0(((8)+((x)-(7)))+(((5)*(9))+((0)*((2)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,13,12,14,14,4
14,5*x*x*x+2*x+100,10,1,-0.15418447524028367,-0.014784393786873457,0.038328321253529765,0.05552857061381852,7025.991800000001,483.3608186463844,57729.238,234.5493656084656,0.8108771371213562,0.6557437634739759,0.688336199566119,0.20717829311519895,41306.81,1516.1113095238095,257531,558.9,(((((5)*(9))-((0)-(1)))*(((x)*(x))*((8)+((x)+(5)))))+((((2)*(6))*((9)-(1)))+(((5)-(x))*((x)+((x)-(x)))))),((((x)*((9)-(2)))*((7)*((x)*(7))))+(((1)+(7))-((1)0((1)+((4)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,11,14,15,15,4
15,5*x*x*x+2*x+100,10,1,-0.16539088074232808,-0.018496381163395956,-0.012916407961876784,0.052731116879561585,8075.882999999998,347.46009559082887,45087.2,239.09103174603177,0.9680204805496498,0.4399254012250623,0.8092451507871549,0.1366197457427797,303463.48,1534.894992063492,1523006,909.2811111111114,(((((5)*(7))*((6)*(4)))*(((x)*(x))+((7)+((1)-(x)))))*(((5)+((8)-(6)))+(((1)*(x))+((x)-((9)-(0)))))),(((((x)*(3))-((x)*(6)))+(((0)+(5))+((9)*(x))))*(((7)*((7)-(3)))-(((x)+(8))-((7)-((1)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,14,13,16,16,4
16,5*x*x*x+2*x+100,10,1,-0.15204742444782235,-0.007308632227418974,-0.0058175058766500665,0.020369421346199915,6250.896400000001,676.9375576984127,45350.94,291.6302444444445,0.8928803539204075,0.2626973861097669,0.8041069920095323,0.03031636847942878,88622.42000000001,1594.8460396825399,454678.5,1197.0107936507934,(((((5)*(x))*((7)-(4)))*(((2)*(4))+((2)*((x)+(1)))))*((((9)-(1))*((x)-(5)))+(((2)-(x))*((x)+((x)-(x)))))),(((((5)+(x))*((x)*(9)))*(((5)*(5))+((x)*(2))))*(((8)-((8)*(x)))+((7)-((5)*((8)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,13,14,17,17,4
17,5*x*x*x+2*x+100,10,1,-0.16721019177813215,-0.018160946164881453,-0.008887286968584075,0.011668063804928599,378003.50279999996,2815.063377010582,3773007.89,305.75689841269843,0.5931808405340728,0.09038125546902877,0.6302730480088287,0.03500304579125133,22060.27,1591.6409206349206,119721.5,1476.7660317460318,(((((5)*(x))*((x)*(1)))+(((0)+(8))-((4)-((1)*(2)))))+(((x)*((8)+(3)))-(((0)*(3))+((4)+((x)-(x)))))),((((x)+(8))*((5)*((1)+(9))))+(((3)+(9))*((x)-((4)/(x))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,AddToLeafR,ReplaceBranchR,17,16,18,18,4
18,5*x*x*x+2*x+100,10,1,-0.15017276928737114,-0.005070278582481555,0.06717265520580466,0.0195934845840605,11250.9072,626.3516736507937,95554.962,292.8899777777778,0.9879567055619374,0.06790429260709514,0.8459962257660867,0.024443287700696332,450243.02,1602.901853174603,4044159.2,1513.257380952381,(((((8)+(5))+((6)*(x)))*(((x)*(9))*((9)+((7)+(2)))))*((((6)*(9))*((x)*(x)))-(((x)*(x))+((7)*((9)-(x)))))),(((((x)+((x)*(3)))*((2)*((9)+(6))))-(((7)*((x)+(1)))+((x)+((7)*(4)))))-((((2)*(3))+((7)*((5)+(x))))-(((2)-(4))-((0)*((5)-((1)/(x))))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,AddToLeafR,ReplaceBranchR,18,18,19,19,4
19,5*x*x*x+2*x+100,10,1,-0.14933997938224064,-0.0006829764341447002,0.06700434667745281,0.034081604509168424,67114.13139999998,491.437406984127,653861.2579999999,269.36851507936507,0.9738691731086134,0.5425369205273732,0.7719578229357911,0.1838362026393216,225175.27999999997,1568.5528650793651,1863890.5,742.6913095238095,(((((1)-(7))+((6)*(9)))+(((8)*(6))*((x)*((x)*(9)))))+(((9)-((9)-(8)))-(((1)-(x))*((x)+((x)-(x)))))),((((0)-((6)*(x)))*(((x)*(2))-((4)*(3))))*(((9)+(0))-((7)+((1)+((2)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,AddToLeafR,ReplaceBranchR,18,19,20,20,4
20,5*x*x*x+2*x+100,10,1,-0.14633141936987545,-0.024324717192364134,0.09590644791782489,0.039544523833966394,32643.4804,1357.3670459589948,314335.25399999996,260.49946555555556,0.927028405809261,0.1732701492464352,0.6950687174846878,0.06462319587422458,81749.04000000001,1561.6270714285715,667451.5,1342.1959126984125,(((((5)*(6))+((x)*(x)))*(((6)*(2))*((3)+((8)+(8)))))+((((7)-(7))*((4)-(6)))-(((x)*(1))+((5)+((x)-(x)))))),((((8)+((9)*(5)))+((6)-((7)*(x))))*(((7)-(9))+((1)*((8)/(x))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,18,18,21,21,4
21,5*x*x*x+2*x+100,10,1,-0.157961952391313,-0.013028712984091457,0.03492188342140941,0.038692430619717354,5178.5142,1080.1250070873646,42533.047999999995,261.88283888888884,0.938419145305024,0.20253701829772042,0.6772547861361835,0.07054043945691647,90484.88,1597.0489255952382,790911.4,1294.6811507936509,(((((2)-(9))*((x)*(4)))*(((x)*(x))*((0)+((x)+(x)))))+(((9)*((7)-(x)))+(((x)*(x))+((5)-((0)-(x)))))),((((9)*(5))*((x)*((6)+(2))))*(((5)-(3))+((x)-((5)/(x))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,21,21,22,22,4
22,5*x*x*x+2*x+100,10,1,-0.1532215193235618,-0.01366014734127443,0.04226662823226053,0.032538006755930986,43592.62959999999,355.1243827918871,423001.756,271.87454603174604,0.9962452451238971,0.31634263129335494,0.7726613620692723,0.09909305442621835,1317142.3299999998,1563.3882561728394,12971552.5,1109.9177380952383,(((((5)*(8))+((5)*((x)*(8))))*(((7)*(9))+((2)*((7)+(3)))))+((((2)-(x))-((1)+(5)))-(((4)*(9))*((8)+((x)-(x)))))),(((((7)+(8))*((4)*(x)))+(((x)*(x))+((8)+((1)+(x)))))-(((8)+((2)*(5)))*(((x)-(6))+((x)+((2)/(x)))))),SubXD|SubXD|ReplaceBranchR|AddToLeafR|MutateTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|SkipD|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithSub|MutateNonTerminalR|DivXD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,22,21,23,23,4
