A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddRandomSubTreeR,0,0,0,3
SkipD,SkipD,SkipD,SkipD,0,0,1,3
ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,SubXD,0,0,2,3
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,MutateTerminalR,0,0,3,3
MultXD,MultXD,MultXD,MultXD,0,0,4,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,0,0,5,3
MutateTerminalR,MutateTerminalR,MutateTerminalR,DivXD,0,0,6,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddTreeWithDiv,0,0,7,3
AddToLeafR,AddToLeafR,AddToLeafR,AddRandomSubTreeR,0,0,8,3
AddXD,AddXD,AddXD,ReplaceBranchXR,0,0,9,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddRandomSubTreeR,0,0,10,3
MultXD,MultXD,MultXD,SkipD,0,0,11,3
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,MultXD,0,0,12,3
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,SkipD,0,0,13,3
ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,AddToLeafR,0,0,14,3
