A,P,AFinal,PFinal,AGen,PGen,count,run
MutateTerminalR,SubXD,MutateTerminalR,SubXD,0,0,0,1
DeleteNonTerminalR,MutateTerminalR,DeleteNonTerminalR,MutateTerminalR,0,0,1,1
MultXD,ReplaceBranchXR,MultXD,MultXD,0,0,2,1
AddTreeWithDiv,AddXD,SubXD,AddXD,0,0,3,1
AddTreeWithDiv,AddTreeWithMult,AddTreeWithDiv,AddXD,0,0,4,1
ReplaceBranchXR,,ReplaceBranchXR,,0,0,5,1
MutateTerminalR,,MutateTerminalR,,0,0,6,1
FellTreeD,,FellTreeD,,0,0,7,1
MutateNonTerminalR,,MutateNonTerminalR,,0,0,8,1
DeleteTerminalR,,MultXD,,0,0,9,1
ReplaceBranchR,,AddTreeWithMult,,0,0,10,1
AddXD,,AddXD,,0,0,11,1
AddXD,,AddXD,,0,0,12,1
DeleteMaliciousR,,ReplaceBranchR,,0,0,13,1
AddToLeafR,,MutateTerminalR,,0,0,14,1
AddTreeWithMult,,AddTreeWithMult,,0,0,15,1
AddTreeWithMult,,AddTreeWithAdd,,0,0,16,1
SkipD,,SkipD,,0,0,17,1
AddTreeWithSub,,AddTreeWithSub,,0,0,18,1
AddTreeWithMult,,AddXD,,0,0,19,1
