A,P,AFinal,PFinal,AGen,PGen,count,run
MutateNonTerminalR,DivXD,MutateTerminalR,MultXD,0,0,0,2
MutateTerminalR,AddTreeWithDiv,MutateTerminalR,DivXD,0,0,1,2
MutateNonTerminalR,MutateNonTerminalR,SubXD,AddToLeafR,0,0,2,2
SkipD,ReplaceBranchXR,SkipD,FellTreeD,0,0,3,2
MutateNonTerminalR,SubXD,MutateNonTerminalR,AddToLeafR,0,0,4,2
DeleteMaliciousR,,DeleteMaliciousR,,0,0,5,2
AddTreeWithDiv,,AddTreeWithAdd,,0,0,6,2
AddRandomSubTreeR,,AddRandomSubTreeR,,0,0,7,2
AddToLeafR,,AddToLeafR,,0,0,8,2
DeleteTerminalR,,DeleteTerminalR,,0,0,9,2
DeleteTerminalR,,DeleteTerminalR,,0,0,10,2
FellTreeD,,FellTreeD,,0,0,11,2
MutateTerminalR,,MutateTerminalR,,0,0,12,2
SkipD,,DeleteTerminalR,,0,0,13,2
AddXD,,AddXD,,0,0,14,2
SkipD,,SkipD,,0,0,15,2
MutateNonTerminalR,,MutateNonTerminalR,,0,0,16,2
SkipD,,SkipD,,0,0,17,2
AddToLeafR,,DeleteMaliciousR,,0,0,18,2
SubXD,,SubXD,,0,0,19,2
