gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.0461999975198577,-0.02500075813052969,-0.03839991245665667,-0.02000032940067585,NaN,NaN,8451.5904,6666.085599999999,-0.96,0.000034267614926763815,0,0.00005063956823992631,211278.2,211276.64,211278.2,211270.96,(0),((5)+((8)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,DeleteNonTerminalR|AddToLeafR|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,AddXD,0,0,1,1,3
1,x*x*x*x*3*x+1,25,-10,-0.0384,-0.014999750991448431,-0.0384,0.0000006363839884955952,8451.128,7112.2413916666665,8451.128,8450.993546666667,-0.96,-0.000018591255385241728,0,1.1546868645237491,211278.2,122025.102,211278.2,211282.128,(0),(((4)*((3)/(5)))-((8)+(9))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,DeleteMaliciousR|SubXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithDiv,FellTreeD,SubXD,0,0,2,2,3
2,x*x*x*x*3*x+1,25,-10,-0.0384,-0.004999759920071736,-0.0384,0.000000549042301263973,8451.128,8004.799277777778,8451.128,8451.011999999999,-0.96,0.00003275302421173981,0,1.000015871648801,211278.2,166645.37,211278.2,211271.28,(0),(((0)/(3))+((5)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,DeleteNonTerminalR|AddToLeafR|MutateTerminalR|AddXD|AddTreeWithDiv,FellTreeD,AddTreeWithDiv,1,2,3,3,3
3,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000022389529866701966,-0.0384,0.0000022302348278267017,8451.128,8451.080699999999,8451.128,8450.6568,-0.96,0.00017947899972648766,0,0.00008819624522323504,211278.2,211268.22999999998,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,DeleteMaliciousR|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,DeleteMaliciousR,1,1,4,4,3
4,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000011856405463209269,-0.0384,0.000004797466089735914,8451.128,8450.8775,8451.128,8450.1144,-0.96,0.000209013518668767,0,0.00008616964891152684,211278.2,211259.57,211278.2,211234.04,(0),((7)*(x)),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,DeleteMaliciousR|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,DeleteMaliciousR,3,1,5,5,3
5,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000018293415979517923,-0.0384,0.000004818291712065772,8451.128,8450.7415,8451.128,8450.11,-0.96,0.00014956583310538342,0,0.00006400480607406856,211278.2,211265.30000000002,211278.2,211246.6,(0),((x)*((x)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,DeleteMaliciousR|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,AddXD,3,1,6,6,3
6,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000004595837324510949,-0.0384,0.0000008860355682711357,8451.128,8451.0309,8451.128,8450.9408,-0.96,0.00003256370037232737,0,0.00001546701612138273,211278.2,211273.11,211278.2,211271.32,(0),((5)-((1)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|DeleteNonTerminalR,AddTreeWithDiv|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,AddTreeWithDiv,5,6,7,7,3
7,x*x*x*x*3*x+1,25,-10,-0.0384,0.000000499341755744255,-0.0384,0.000001124583605883973,8451.128,8451.0225,8451.128,8450.890399999998,-0.96,0.000034078291087351375,0,0.00001749171958105198,211278.2,211274.28,211278.2,211271,((0)*(x)),((9)+((3)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|MultXD,DeleteMaliciousR|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,DeleteMaliciousR,6,7,8,8,3
8,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000038574917050344904,-0.0384,0.000001120797129095724,8451.128,8451.046499999999,8451.128,8450.891200000002,-0.96,0.00003691814867798695,0,0.000016846187287350126,211278.2,211272.99,211278.2,211270.4,((0)*(x)),((9)*((3)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|FellTreeD|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|MultXD,DeleteMaliciousR|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,AddXD,6,8,9,9,3
9,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000007634483822770658,-0.0384,0.0000017304198918798,8451.128,8450.966699999999,8451.128,8450.7624,-0.96,0.00005263202734605107,0,0.000018038084844559396,211278.2,211271.59,211278.2,211267.08,((0)*(x)),(((x)+(0))-((6)+(x))),ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR|MutateTerminalR|DivXD|MutateTerminalR|AddTreeWithSub|AddXD|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|SubXD|DeleteMaliciousR|AddToLeafR|DivXD|FellTreeD|MultXD,DeleteMaliciousR|SubXD|MutateTerminalR|AddXD|ReplaceBranchR,FellTreeD,AddXD,8,8,10,10,3
