A,P,AFinal,PFinal,AGen,PGen,count,run
MutateNonTerminalR,MultXD,MultXD,AddToLeafR,0,0,0,0
DeleteNonTerminalR,DeleteMaliciousR,MultXD,AddTreeWithAdd,0,0,1,0
AddRandomSubTreeR,AddTreeWithDiv,FellTreeD,DeleteMaliciousR,0,0,2,0
DeleteMaliciousR,AddTreeWithAdd,DeleteMaliciousR,ReplaceBranchXR,0,0,3,0
AddTreeWithDiv,MutateTerminalR,AddTreeWithDiv,AddXD,0,0,4,0
ReplaceBranchR,,AddRandomSubTreeR,,0,0,5,0
MutateTerminalR,,MutateTerminalR,,0,0,6,0
AddTreeWithDiv,,FellTreeD,,0,0,7,0
DeleteNonTerminalR,,DeleteNonTerminalR,,0,0,8,0
MutateNonTerminalR,,MutateNonTerminalR,,0,0,9,0
AddXD,,AddXD,,0,0,10,0
AddTreeWithMult,,ReplaceBranchR,,0,0,11,0
DeleteTerminalR,,DivXD,,0,0,12,0
AddTreeWithMult,,MutateTerminalR,,0,0,13,0
AddToLeafR,,FellTreeD,,0,0,14,0
AddTreeWithMult,,AddTreeWithMult,,0,0,15,0
ReplaceBranchR,,ReplaceBranchR,,0,0,16,0
ReplaceBranchXR,,ReplaceBranchXR,,0,0,17,0
AddRandomSubTreeR,,AddTreeWithAdd,,0,0,18,0
AddTreeWithDiv,,AddTreeWithSub,,0,0,19,0
