gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.04359804835520181,-0.04000034549762368,-0.03839160522950309,-0.020000749668966575,7405.045499999999,4880.977,8495.4688,6666.1744,-0.960001211672572,-2,0.000002983743708495634,0,211263.91999999998,32767,211271.8,32767,(((5)-(5))*((x)+(x))),((0)/(x)),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|AddTreeWithMult|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,ReplaceBranchXR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|DivXD,MultXD,ReplaceBranchXR,0,0,1,1,4
1,x*x*x*x*3*x+1,25,-10,-0.03840005297281025,-0.030010247778988832,-0.038399939416371404,-0.01999596077588696,8450.8482,5775.6355875,8451.448,6665.1626,-0.959990306619424,-2,0.0000042408540020799634,0,211295.8,32767,211329.4,32767,((((0)*(0))+((0)-(9)))+((0)*((x)+(x)))),((((0)-(0))-((x)*(6)))/((1)-((0)+((2)/(x))))),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|AddTreeWithMult|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,MutateTerminalR|DivXD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR,MultXD,MutateTerminalR,0,0,2,2,4
2,x*x*x*x*3*x+1,25,-10,-0.03840004433964318,0.0000016059440533666359,-0.03839983036583992,0.000009509736451750006,8450.8938,8450.7887,8452.024,8449.118800000002,-0.9599928056941037,0.00035782205641663844,0.000004202989234147747,0.00016783221105106207,211282.9,211255.16,211316.2,211202.6,((((0)+(5))-((8)-(x)))+((0)*((x)+(x)))),((x)*((x)+(8))),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|AddTreeWithMult|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,MultXD,SkipD,0,0,3,3,4
3,x*x*x*x*3*x+1,25,-10,-0.03839977886975561,0.00000098022878810588,-0.03839863626252022,0.0000036615230534927048,8452.296,8450.9209,8458.3312,8450.3544,-0.9598661253267019,0.00021923700599497242,0.00006961595336709861,0.00010378740242055067,211434.41999999998,211264.66,211985.32,211231.88,(((3)-((9)-(x)))*((x)*((x)+(x)))),((7)*((6)+(x))),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|DivXD|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|SkipD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,SkipD,DeleteTerminalR,2,0,4,4,4
4,x*x*x*x*3*x+1,25,-10,-0.03840006558177796,0.0000009168061729473129,-0.03839991518291996,0.0000039568682429141205,8450.7816,8450.9343,8451.576,8450.292,-0.9599963649822839,0.00029610248478071884,0.0000023201763323521327,0.00014182814585778666,211281.4,211260.57,211297.4,211215.64,(((0)-((4)+(0)))*((x)+(x))),(((x)*((2)-(8)))*((x)+(6))),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|DivXD|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|SkipD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,SkipD,DeleteTerminalR,2,0,5,5,4
5,x*x*x*x*3*x+1,25,-10,-0.04880005391942945,-0.009999960230880161,-0.038400000302918146,0.0000009144341441774914,NaN,NaN,8451.126400000001,8450.934799999999,-0.9600010677864541,0.000012116725719916543,0.0000006528131966267775,0.000006264631773652122,211270.06,211277.29,211272.56,211275.64,((4)-((7)+(x))),((6)*((3)+(6))),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|DivXD|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|SkipD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,AddRandomSubTreeR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithAdd|MutateTerminalR,SkipD,AddRandomSubTreeR,2,5,6,6,4
6,x*x*x*x*3*x+1,25,-10,-0.04100008326462456,0.0000009650786347494756,-0.038399987125978925,0.000004206775710891704,7922.4927,8450.924099999998,8451.196000000002,8450.2392,-0.9599987883274281,0.0001499444807842083,0.000001160088166113255,0.0000731133885564936,211276.6,211269.69,211284.6,211246.52,(((0)+((x)*(4)))-((6)+(x))),((5)*(x)),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|DivXD|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,AddRandomSubTreeR|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,SkipD,AddRandomSubTreeR,5,6,7,7,4
7,x*x*x*x*3*x+1,25,-10,-0.041000006209821936,0.00000012211578644612923,-0.038399928662777326,0.00000045627045289443857,7922.8997,8451.1022,8451.5048,8451.031599999998,-0.9599987883274281,0.0000200683269737237,0.000001211672571943545,0.000008360850278662077,211275,211276.41,211284.6,211273.96,(((0)-((0)+(0)))-((2)*((x)+(x)))),((x)-(8)),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|DivXD|SubXD|AddXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|DeleteNonTerminalR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,AddRandomSubTreeR|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,SkipD,AddRandomSubTreeR,7,7,8,8,4
8,x*x*x*x*3*x+1,25,-10,-0.0514000024801423,-0.010000246092145941,-0.038399963649822844,0.0000005263202734605107,NaN,NaN,8451.32,8451.016800000001,-0.9599927299645681,0.000031806405014815366,0.5200022479106893,0.000016509481704199943,158476.46000000002,211276.69,211316.6,211271.48,(((2)-((8)-(1)))*((x)+(x))),((x)+(2)),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|FellTreeD|MultXD|DivXD|SubXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|SkipD|ReplaceBranchR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,AddRandomSubTreeR|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,MultXD,DeleteNonTerminalR,8,8,9,9,4
9,x*x*x*x*3*x+1,25,-10,-0.06959996376341715,-0.024999155352222503,-0.04879987928712001,0.0000033302066790426037,NaN,NaN,NaN,8450.4244,-0.9599963649822839,0.0002150718815287253,0.6004460288561286,0.00010474993361179093,105647.1,211265.90000000002,211297.4,211232.76,(((0)+((0)-(4)))*((x)+(x))),((((9)-((1)-(0)))*((x)/((6)-(8))))*(((2)-(x))+((x)*((4)+(x))))),DivXD|MultXD|ReplaceBranchXR|SubXD|AddTreeWithDiv|AddTreeWithAdd|MultXD|DivXD|SubXD|AddXD|DeleteMaliciousR|AddTreeWithDiv|SkipD|DeleteNonTerminalR|SkipD|MultXD|SkipD|DeleteMaliciousR|AddTreeWithSub|AddXD,AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|SkipD|MutateTerminalR,MultXD,AddTreeWithMult,6,8,10,10,4
