gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
12,-0.8391817969486995,0.2813177265607566,-0.6648522135572776,0.5849291478905984,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|DivXD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,11,8,307665.2,0,(((((((7)+(7))*((x)*(x)))*((x)*(x)))+((2)*(((6)/(5))-(1))))+(x))*(x)),(((8)/(0))+((0)/((0)/(9)))),5*x*x*x+2*x+7,3
13,-0.900223517877817,0.32267828904106516,-0.531920528343424,0.5840197365502277,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,10,12,125173,0,((((((5)*(x))*((x)*(1)))*((x)*(((5)+(5))+((0)/(6)))))+(x))*(x)),(((((0)*((0)/((3)/(3))))+(7))+((6)+(8)))-(((x)/(0))/(2))),5*x*x*x+2*x+7,3
14,-0.9390954822669507,0.4245412660637294,-0.8670442665795491,0.5884144312558229,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,12,8,23214,0,(((((((x)+(1))*(x))*((x)*(x)))+(((8)/((1)+(2)))*((x)-(1))))+(x))*(x)),(((((5)/(2))/(3))/(0))+(8)),5*x*x*x+2*x+7,3
15,-0.9074844456504284,0.4268240019859781,-0.6680288923678002,0.5838223173017255,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,12,14,511624.1,0,((((((5)*(x))*(((x)-(4))*(x)))*((7)*(((6)+(4))+(1))))+(x))*(x)),(((7)/(2))-((9)/((0)/(2)))),5*x*x*x+2*x+7,3
16,-0.7989196620277829,0.380385827350933,-0.4145509642268008,0.5725652473774002,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,12,14,590184.8,0,((((((x)*(6))*(((3)+((9)+(x)))*(x)))*((2)*(((x)/(x))+(7))))+(x))*(x)),((((7)/((5)/(0)))/(3))-(7)),5*x*x*x+2*x+7,3
17,-0.7879571362810155,0.37842107951142295,-0.662183725482533,0.7223408420321195,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,16,16,1264463.4,0,(((((((x)-(1))*(x))*((x)*(9)))*((4)*((x)+(7))))+((8)+(3)))*(x)),(((6)/(9))-((((7)/(0))/(2))+(3))),5*x*x*x+2*x+7,3
18,-0.894030381707041,0.32632664258418753,-0.7814548034910205,0.5810923696132778,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,17,16,73272.8,0,((((((3)*((2)/(5)))*((x)*(8)))*(((4)+(8))*(((2)+(x))+(7))))+(x))*(x)),(((((0)/(0))/(8))-((5)/((8)/(9))))-((6)*(3))),5*x*x*x+2*x+7,3
19,-0.926226210480686,0.3999832736005007,-0.6985079522843041,0.5849342326256188,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,18,16,243533,0,((((((5)*((5)+(4)))*((x)*((0)+(1))))*((2)*((x)+((x)*(8)))))+(x))*(x)),((((((3)/(8))/(0))-((0)/(6)))+((7)*((x)+(1))))-(x)),5*x*x*x+2*x+7,3
20,-0.8965700060524405,0.32955218615615856,-0.6525741710803888,0.45340002402645324,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,19,18,27140022.4,0,(((((((x)*(7))*(x))*((x)*((6)+(x))))*((8)*(((6)/(1))+(7))))+(x))*(x)),((((x)/((9)/(8)))/(0))*(9)),5*x*x*x+2*x+7,3
21,-0.832602921372453,0.25861101875631287,-0.5960094754055735,0.3125027590462622,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,19,20,30178812,0,(((((((9)+(5))*(x))*((x)*(x)))*(((9)+(1))*(((x)*(x))+(7))))+(x))*(x)),(((((((9)/(1))*((8)/(0)))*(((x)+(x))+((5)/(6))))*((7)-(9)))+((x)+(x)))-((5)/(2))),5*x*x*x+2*x+7,3
22,-0.9072245837277193,0.45387714072336977,-0.7560971872847589,0.7230162619332825,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,19,21,99026,0,((((((5)*((2)+(x)))*((x)+(8)))*((2)*((x)+((5)+(0)))))+(x))*(x)),(((((5)/(8))/((0)/(7)))+(8))*(1)),5*x*x*x+2*x+7,3
23,-0.9496687607974769,0.4598403475956459,-0.8884741732912266,0.7238211913318087,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,22,22,21597,0,((((((5)*(x))*(((x)+(1))*((7)+(6))))+((4)*((((4)+(1))+(1))*(7))))+(x))*(x)),((((5)/(9))+(((4)/(0))/(8)))-((3)/(1))),5*x*x*x+2*x+7,3
24,-0.8992975965322936,0.39420970006126543,-0.6535861530391324,0.4568533153336594,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,18,21,454620.8000000001,0,(((((((x)*(1))*(x))*((x)*((0)+((5)+(4)))))*((2)*((x)+((9)/(7)))))+(x))*(x)),((((0)/(8))*((2)/((7)/(9))))-(((3)/(0))+(8))),5*x*x*x+2*x+7,3
25,-0.7788284212488601,0.3546018180872301,-0.3991755311383225,0.5797767311878249,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,18,24,600886.7,0,(((((((5)+((4)+(4)))*(x))*((x)*(x)))*((2)*((x)+((3)/(7)))))+((x)+(1)))*(x)),(((1)/(0))*((1)-((2)/((4)/(3))))),5*x*x*x+2*x+7,3
26,-0.8440235703808945,0.391214479658827,-0.6057655987816152,0.8610676711971225,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,24,21,6000958.3,0,((((((((x)*(7))/(x))*(x))*((x)*(x)))*(((6)+(x))*(((7)+(9))+(7))))+(x))*(x)),((1)*(((6)/(2))/((0)/(1)))),5*x*x*x+2*x+7,3
27,-0.8704365317085817,0.46877230369621553,-0.4943125819101593,0.5785024996405951,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,26,21,232588,0,((((((5)*(x))*(((7)/(x))*(x)))*(((1)+(7))*((x)+((6)+((x)-(0))))))+(x))*(x)),(((5)/((8)/(0)))+((7)/(0))),5*x*x*x+2*x+7,3
28,-0.7180844398242314,0.4147990540568311,-0.3047590622336425,0.5833855851075169,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,26,21,1075160.5,0,((((((5)*((x)*(6)))*((x)*(x)))*(((5)/((1)+(5)))*(((1)+(9))+(7))))+(x))*(x)),(((1)+(((1)/(0))*(((8)-(((8)/(5))/(8)))*(5))))-(x)),5*x*x*x+2*x+7,3
29,-0.8958294749771758,0.4310555427580911,-0.716606500775109,0.5799673287769498,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,28,28,140372.8,0,((((((x)+(0))*((x)*(x)))*(((6)+(2))*(((0)+(6))+(((3)+(1))/(4)))))+(x))*(x)),(((((4)/(2))-(x))-((5)*(3)))-(((3)/(9))/(0))),5*x*x*x+2*x+7,3
30,-0.8864213838086545,0.4205323912438228,-0.7156124166101518,0.5825295706870356,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,29,28,140414.6,0,(((((((7)+(2))*(x))*(((0)+(3))*(x)))*((x)+(9)))+(x))*(x)),(((6)/(2))+((((6)/(3))/(0))-(6))),5*x*x*x+2*x+7,3
31,-0.7939878391251117,0.4614171608503946,-0.49000899375235746,0.7220808939569148,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,30,30,135211.6,0,(((((((x)*(9))*((4)+(2)))*((x)*(x)))-((2)*((((2)+(6))/(5))+(7))))+(x))*(x)),(((((9)/(0))/(8))+(7))+((6)/(6))),5*x*x*x+2*x+7,3
32,-0.7441247063190918,0.35640883500745174,-0.48259755201425314,0.44965039385810107,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,29,31,2851985,0,((((((5)*(x))*(((6)+(3))*(x)))*(((x)+((1)+(0)))*((x)+((x)+(5)))))+(x))*(x)),(((3)/(0))*((7)/((3)/(2)))),5*x*x*x+2*x+7,3
33,-0.8913090054179614,0.42304847032660997,-0.7104269188712878,0.5869333401321858,SkipD,ReplaceBranchXR,SkipD|MutateNonTerminalR|SkipD|SkipD|SkipD|AddTreeWithAdd|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithAdd|MultXD|SkipD|ReplaceBranchXR,SubXD|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|MutateTerminalR,32,32,99999.5,0,((((((5)*((x)*(8)))*((x)*(x)))+((2)+(((8)+(5))+(7))))+((8)+(6)))*(x)),((((8)/(7))*(1))*(((6)/(0))*((6)+((2)/(0))))),5*x*x*x+2*x+7,3
