A,P,AFinal,PFinal,AGen,PGen,count,run
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,0,0
MutateTerminalR,ReplaceBranchXR,MutateTerminalR,FellTreeD,0,0,1,0
DeleteMaliciousR,SkipD,DeleteMaliciousR,SkipD,0,0,2,0
MutateTerminalR,MultXD,AddTreeWithAdd,MutateNonTerminalR,0,0,3,0
MultXD,AddTreeWithMult,MultXD,AddTreeWithMult,0,0,4,0
DeleteMaliciousR,,DeleteMaliciousR,,0,0,5,0
AddXD,,AddXD,,0,0,6,0
ReplaceBranchXR,,ReplaceBranchXR,,0,0,7,0
ReplaceBranchR,,ReplaceBranchR,,0,0,8,0
ReplaceBranchR,,ReplaceBranchR,,0,0,9,0
FellTreeD,,FellTreeD,,0,0,10,0
AddXD,,AddXD,,0,0,11,0
DeleteMaliciousR,,DeleteMaliciousR,,0,0,12,0
DeleteNonTerminalR,,DeleteNonTerminalR,,0,0,13,0
ReplaceBranchR,,ReplaceBranchR,,0,0,14,0
SubXD,,SubXD,,0,0,15,0
SubXD,,SubXD,,0,0,16,0
SubXD,,SubXD,,0,0,17,0
AddToLeafR,,AddToLeafR,,0,0,18,0
SkipD,,SkipD,,0,0,19,0
