gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.048800018345480034,-0.010000294039941873,-0.04879998591430635,0.000003523325826411363,NaN,NaN,6338.4204,8450.3836,-0.96,0.00017360996070594183,0,0.0000935662968540128,211278.2,211270.87,211278.2,211241.52,(0),(((0)+((7)*(x)))-((5)+(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddTreeWithAdd|DeleteNonTerminalR|SubXD|AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,0,0,1,1,2
1,x*x*x*x*3*x+1,25,-10,-0.03839996186877635,-0.000021457507910384993,-0.038399939416371404,0.00007291807829008444,8451.329407407406,8455.75104814815,8451.448,8435.722,-0.95999394163714,-0.00000321849491057987,0.00000436450308399328,0.000014438301746834948,211298.34074074074,211281.5,211310.2,211278.88,(((x)*((3)-(1)))*((8)*(1))),((0)-((1)+(2))),DeleteMaliciousR|MultXD|DivXD|MutateTerminalR|SubXD|AddXD|AddXD|DeleteNonTerminalR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|SkipD,MultXD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,1,1,2,2,2
2,x*x*x*x*3*x+1,25,-10,-0.038400549493511404,-0.000003741375405871039,-0.038399951305908515,0.000008193935839790447,8448.2256,8451.919399999999,8451.3852,8449.396799999999,-0.96,0.0004115900267988886,0,0.00022776880720888778,211278.2,211255.36,211278.2,211191.24,(0),((((x)+((2)-(0)))+((x)-((4)*(0))))+(((0)*(2))+((x)-((5)+(5))))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|FellTreeD,MultXD|AddTreeWithAdd|DeleteNonTerminalR|SubXD|AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,2,2,3,3,2
3,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0000006365838795637835,-0.0384,0.0000005149624044239513,8451.128,8451.2625,8451.128,8451.019199999999,-0.96,0.00003029181429992911,0,0.000028564005705989286,211278.2,211280.39,211278.2,211271.8,(0),((x)+((x)-(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddTreeWithAdd|DeleteNonTerminalR|SubXD|AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,3,3,4,4,2
4,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000005026775008699294,-0.0384,0.000008279131840276787,8451.128,8451.021799999999,8451.128,8449.378799999999,-0.96,0.00032715159443815996,0,0.00017328051102555666,211278.2,211263.84,211278.2,211209.08,(0),(((5)+(7))*((x)-(x))),AddTreeWithAdd|DeleteNonTerminalR|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddTreeWithAdd|DeleteNonTerminalR|SubXD|AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,4,4,5,5,2
5,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00999905384037671,-0.0384,0.000005628607023836701,8451.128,7558.3721,8451.128,8449.9388,-0.96,-0.000030290896733572532,0,1.1546830499218683,211278.2,122025.8,211278.2,211284.6,(0),(((0)*((7)/(1)))+((8)-(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddTreeWithDiv|DeleteMaliciousR|SubXD|AddTreeWithAdd,DeleteNonTerminalR,MultXD,5,5,6,6,2
6,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0000005471231928757353,-0.0384,0.000002145042782257822,8451.128,8451.2436,8451.128,8450.6748,-0.96,0.00012040996184179118,0,0.0000687499601972944,211278.2,211274.2,211278.2,211252.76,(0),(((3)+(2))*((x)-(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddRandomSubTreeR|DeleteNonTerminalR|SubXD|AddTreeWithAdd,DeleteNonTerminalR,AddRandomSubTreeR,6,6,7,7,2
7,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00000011784067103296486,-0.0384,0.0000031200568728833315,8451.128,8451.152900000001,8451.128,8450.4688,-0.96,0.0001499444807842083,0,0.00008642409028493179,211278.2,211273.79,211278.2,211246.52,(0),(((2)+(4))*((x)-(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|MultXD|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithAdd,DeleteNonTerminalR,MultXD,7,7,8,8,2
8,x*x*x*x*3*x+1,25,-10,-0.03840000605836286,-0.0000006952740646917826,-0.0384,0.000000007573160751354125,8451.096000000001,8451.2749,8451.128,8451.126400000001,-0.96,0.000003597152948147576,0,0.0000031547077538479593,211278.2,211279.86000000002,211278.2,211277.44,(0),((9)+((x)-(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|ReplaceBranchXR|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddRandomSubTreeR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,8,8,9,9,2
9,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000010557348594256764,-0.0384,0.000005554763008555441,8451.128,8451.1057,8451.128,8449.954399999999,-0.96,0.000209013518668767,0,0.00011972416379033566,211278.2,211271.96000000002,211278.2,211234.04,(0),(((3)+(5))*((x)-(x))),AddTreeWithAdd|DivXD|MultXD|DivXD|SkipD|SubXD|ReplaceBranchXR|DeleteTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|DeleteTerminalR|FellTreeD,MultXD|AddRandomSubTreeR|DeleteNonTerminalR|SubXD|SubXD,DeleteNonTerminalR,SubXD,9,9,10,10,2
