A,P,AFinal,PFinal,AGen,PGen,count,run
DeleteMaliciousR,AddXD,AddTreeWithAdd,MultXD,0,0,0,2
MultXD,ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchXR,0,0,1,2
DivXD,MultXD,AddToLeafR,MultXD,0,0,2,2
MutateTerminalR,SkipD,DivXD,SkipD,0,0,3,2
SubXD,MultXD,SkipD,MultXD,0,0,4,2
AddXD,,ReplaceBranchR,,0,0,5,2
AddXD,,DeleteTerminalR,,0,0,6,2
DeleteNonTerminalR,,DeleteTerminalR,,0,0,7,2
DeleteTerminalR,,AddTreeWithSub,,0,0,8,2
AddRandomSubTreeR,,AddRandomSubTreeR,,0,0,9,2
AddTreeWithDiv,,AddToLeafR,,0,0,10,2
DeleteNonTerminalR,,SkipD,,0,0,11,2
DeleteNonTerminalR,,DeleteNonTerminalR,,0,0,12,2
MutateNonTerminalR,,MutateNonTerminalR,,0,0,13,2
ReplaceBranchXR,,ReplaceBranchXR,,0,0,14,2
DeleteTerminalR,,DeleteMaliciousR,,0,0,15,2
AddTreeWithSub,,DeleteNonTerminalR,,0,0,16,2
AddTreeWithMult,,AddXD,,0,0,17,2
AddTreeWithMult,,DeleteTerminalR,,0,0,18,2
SkipD,,FellTreeD,,0,0,19,2
