gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.061800004924523415,-0.02499966623617935,-0.059200000016828784,-0.019998205210002735,NaN,NaN,4225.563911111111,NaN,-0.96,0.00017947899972648766,0,0.00008821656320153606,211278.2,211268.21000000002,211278.2,211240.28,(0),((x)*(6)),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|DeleteMaliciousR|ReplaceBranchR|AddRandomSubTreeR|MultXD|AddTreeWithMult|DeleteMaliciousR|FellTreeD,SubXD|SkipD|DeleteNonTerminalR|AddTreeWithMult|SkipD,ReplaceBranchR,SkipD,0,0,1,1,1
1,x*x*x*x*3*x+1,25,-10,-0.048799999999999996,-0.019999308021367086,-0.048799999999999996,0.000004909167154967212,NaN,NaN,NaN,8450.0908,-0.96,0.00023854803761118413,0,0.00011752858388240048,211278.2,211265.03999999998,211278.2,211227.8,(0),((x)*(8)),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SubXD|AddXD|SubXD|DivXD|ReplaceBranchR|AddTreeWithDiv|AddTreeWithMult|DeleteMaliciousR|FellTreeD,SubXD|SkipD|DeleteNonTerminalR|AddTreeWithMult|SkipD,ReplaceBranchR,SkipD,1,1,2,2,1
2,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000005461992765950286,-0.0384,0.00000161493234986163,8451.128,8451.0126,8451.128,8450.7868,-0.96,0.0001499444807842083,0,0.00006952147366885628,211278.2,211268.2,211278.2,211246.52,(0),((x)*(5)),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|DivXD|ReplaceBranchR|AddTreeWithDiv|AddTreeWithMult|DeleteMaliciousR|FellTreeD,SubXD|SkipD|DeleteNonTerminalR|AddTreeWithMult|SkipD,ReplaceBranchR,SkipD,2,2,3,3,1
3,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000007606085246865679,-0.0384,0.000004210562187678575,8451.128,8450.9673,8451.128,8450.2384,-0.96,0.0001499444807842083,0,0.00007090902351455756,211278.2,211268.99,211278.2,211246.52,(0),((5)*(x)),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|DivXD|ReplaceBranchR|AddTreeWithDiv|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|SkipD,ReplaceBranchR,ReplaceBranchR,3,3,4,4,1
4,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000015335230989297787,-0.0384,0.000008356754269965186,8451.128,8450.803999999998,8451.128,8449.3624,-0.96,0.00026808255655346347,0,0.00013175020227360594,211278.2,211263.31,211278.2,211221.56,(0),((9)*(x)),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|SkipD,ReplaceBranchR,DeleteNonTerminalR,4,4,5,5,1
5,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000010105159926596744,-0.0384,0.000003915216998253027,8451.128,8450.914499999999,8451.128,8450.3008,-0.96,0.00012040996184179118,0,0.00006209619905789771,211278.2,211267.06,211278.2,211252.76,(0),((x)*(4)),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|DivXD|AddRandomSubTreeR|MultXD|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|SkipD,MultXD,MutateTerminalR,5,5,6,6,1
6,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000010777261366462506,-0.0384,0.000004009878917939961,8451.128,8450.9003,8451.128,8450.2808,-0.96,0.00020712028027505589,0,0.00010504514971175894,211278.2,211267.7,211278.2,211234.44,(0),(((7)*(x))+((7)-(9))),AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|DivXD|AddRandomSubTreeR|MultXD|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|ReplaceBranchR|AddTreeWithSub|AddTreeWithMult|SkipD,MultXD,MutateTerminalR,6,6,7,7,1
7,x*x*x*x*3*x+1,25,-10,-0.0384,0.000000652279991921615,-0.0384,0.000002908014172785481,8451.128,8450.9902,8451.128,8450.5136,-0.96,0.0000904967952208247,0,0.0000494611021461664,211278.2,211268.13,211278.2,211259.08,(0),((3)*(x)),DeleteMaliciousR|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|DivXD|AddRandomSubTreeR|MultXD|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|SkipD,MultXD,MutateTerminalR,7,7,8,8,1
8,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000030954667497413174,-0.0384,0.0000021052810938392876,8451.128,8451.0626,8451.128,8450.683200000001,-0.96,0.00008860355682697582,0,0.000049623875786722774,211278.2,211273.18,211278.2,211259.48,(0),(((x)-(3))*((2)*(4))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|MultXD|SkipD|SkipD|AddTreeWithAdd|DivXD|AddRandomSubTreeR|MultXD|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|SkipD,ReplaceBranchR,MutateTerminalR,8,8,9,9,1
9,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00000039322789700537657,-0.0384,0.000020765038702527296,8451.128,8451.2115,8451.128,8446.740800000001,-0.96,0.0005929622649189497,0,0.00029497630346680953,211278.2,211246.40000000002,211278.2,211152.92,(0),((5)*((x)*(4))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|MutateNonTerminalR|DeleteTerminalR|SkipD|SkipD|AddTreeWithAdd|DivXD|AddRandomSubTreeR|MultXD|AddTreeWithMult|DeleteMaliciousR|FellTreeD,MutateTerminalR|ReplaceBranchR|SkipD|AddTreeWithMult|SkipD,ReplaceBranchR,SkipD,9,9,10,10,1
