A,P,AFinal,PFinal,AGen,PGen,count,run
SubXD,AddTreeWithAdd,ReplaceBranchR,AddTreeWithAdd,0,0,0,4
AddTreeWithAdd,AddTreeWithSub,AddTreeWithAdd,AddToLeafR,0,0,1,4
ReplaceBranchR,AddTreeWithAdd,FellTreeD,DeleteNonTerminalR,0,0,2,4
MutateNonTerminalR,AddRandomSubTreeR,AddTreeWithMult,AddTreeWithMult,0,0,3,4
AddTreeWithAdd,ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,0,0,4,4
DeleteTerminalR,,DeleteNonTerminalR,,0,0,5,4
AddXD,,AddXD,,0,0,6,4
SkipD,,SkipD,,0,0,7,4
DeleteTerminalR,,DeleteTerminalR,,0,0,8,4
ReplaceBranchR,,ReplaceBranchR,,0,0,9,4
MutateNonTerminalR,,MultXD,,0,0,10,4
MutateTerminalR,,AddTreeWithMult,,0,0,11,4
AddXD,,DeleteNonTerminalR,,0,0,12,4
AddTreeWithMult,,AddTreeWithMult,,0,0,13,4
SubXD,,SubXD,,0,0,14,4
MutateNonTerminalR,,MultXD,,0,0,15,4
ReplaceBranchXR,,ReplaceBranchXR,,0,0,16,4
AddTreeWithMult,,AddTreeWithMult,,0,0,17,4
AddRandomSubTreeR,,AddRandomSubTreeR,,0,0,18,4
AddRandomSubTreeR,,AddRandomSubTreeR,,0,0,19,4
