generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,0.9912443195298447,0.00875568047015529,0.9999999831923031,0.05997052757662982,0.9999999831923031,0.05997052757662982,StrategyAddSubX,StrategySkip,1,1,((((x)*(2))0((0)0((7)-(8))))*((5)*(((x)*((x)-(x)))*(x)))),((((x)-(7))0((x)*(((x)+(x))*((5)+(3)))))0(((0)*(x))*((2)+((0)+(2))))),10000*x*x*x,3
2,0.9883649116628547,0.011635088337145237,0.9999999999932866,0.039698168572111454,0.9999999999932866,0.039698168572111454,StrategyAddSubX,StrategyMutateTerminal,2,2,(((x)0((0)0(((x)+(5))-(4))))*(((0)-((x)-(1)))*((x)*(x)))),(((x)*((0)*(9)))+(4)),10000*x*x*x,3
3,0.9949412870681662,0.005058712931833762,0.9999999998862598,0.043156284372056646,0.9999999998862598,0.043156284372056646,StrategyAddTreeWithMult,StrategyAddAddX,3,3,((((3)*(4))0((0)0(0)))*(((x)*((x)+(0)))*(((1)+(6))*(x)))),(((((x)*(7))-(4))0(((2)+(8))0((0)*((x)+(3)))))*(((1)-(x))-((9)*((((x)*(0))+(4))-(5))))),10000*x*x*x,3
4,0.9947184882868387,0.005281511713161243,0.9999999999563723,0.03351209129599719,0.9999999999563723,0.03351209129599719,StrategyAddTreeWithSub,StrategyAddAddX,4,4,(((1)0(((((9)*((5)-(0)))*(6))+(0))0(0)))*((x)*((x)*(x)))),((((1)0(0))0((7)*((x)*(1))))*(((x)+((x)*((x)+(1))))*((x)+((1)*(x))))),10000*x*x*x,3
5,0.9972152049969518,0.002784795003048316,0.9999999999965795,0.030433703715325874,0.9999999999965795,0.030433703715325874,StrategyAddTreeWithMult,StrategyMutateNonTerminal,5,5,(((1)0((((5)*(8))*((x)-(0)))0((9)+(1))))*((7)*((x)*(x)))),((((((x)*(2))+(8))*((x)-(5)))+((9)0(((9)+(4))0(0))))*(((x)*(8))+((x)+((6)*(x))))),10000*x*x*x,3
6,0.9991644314774762,0.0008355685225237599,0.9999999999263864,0.020080190460331427,0.9999999999263864,0.020080190460331427,StrategyAddAddX,StrategyAddAddX,6,6,(((1)0(((x)+(1))0(0)))*((((2)*(6))+(7))*((x)*((2)*(6))))),((((1)0(0))0((0)-(((x)*(3))+((x)+(6)))))*((x)*(5))),10000*x*x*x,3
7,0.9986334901185231,0.0013665098814770688,0.9999999999827066,0.03398398484052302,0.9999999999827066,0.03398398484052302,StrategySkip,StrategyAddAddX,7,7,(((1)0((0)0((9)*(9))))*((x)*(((2)+(4))*((2)*((x)+(7)))))),(((((x)*(7))-(0))0((0)*((x)+(4))))*((((7)*(0))+(4))*((8)*((1)*(x))))),10000*x*x*x,3
8,0.9996500177775236,0.00034998222247661464,0.9999999999627606,0.003376563304095022,0.9999999999627606,0.003376563304095022,StrategyAddAddX,StrategyMutateNonTerminal,8,8,(((1)0(((0)*((3)*(9)))0(0)))*((x)*((x)*((9)+((x)+(1)))))),(((((x)-(1))+(x))+(((x)+(8))0((0)0((x)+(3)))))*(((0)*((x)+(0)))*((x)*((8)-(x))))),10000*x*x*x,3
9,0.9998623518763191,0.00013764812368121285,0.9999999999528145,0.0033433908494711396,0.9999999999528145,0.0033433908494711396,StrategyAddAddX,StrategyAddMultX,9,9,(((1)0((0)0((8)*(6))))*((x)*(((8)*(9))*(((x)+(5))+(0))))),((((3)*(4))0((0)+((1)*((x)*(1)))))0((((x)+(7))*(x))*((x)*((x)+(5))))),10000*x*x*x,3
10,0.9985479310107338,0.0014520689892663383,0.9999999998856459,0.033320329806576135,0.9999999998856459,0.033320329806576135,StrategyAddTreeWithMult,StrategyAddTreeWithMult,10,10,(((1)0(((2)*((1)*(3)))0(0)))*((x)*(((8)+((x)+(1)))*(x)))),((((1)0(7))*((x)0((4)*(5))))*((((3)*(9))*(0))*((9)+((4)*((x)+(2)))))),10000*x*x*x,3
