gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x,20,-10,0.7464682482583977,-0.45946209580096403,0.9999073485075535,0.5858507462686567,1860540.4484599996,192949.10405999998,23380885.594999995,13.874,0.9999878587575121,0.2537313432835821,0.6444792629530348,0.4588616995496092,6165928.669,1081.9920000000002,82775712.7,25,(((((9)+(3))*((3)-(3)))*(((6)-(x))*((x)*(8))))+(((6)*((4)-(x)))*((7)+((7)*((x)*(x)))))),(((5)+((9)+(8)))-((x)*(1))),AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,MultXD,SkipD,20,21,22,22,2
22,x*x,20,-10,0.7232750249098788,-0.43891212240995175,0.9999033169851095,0.6815522388059699,1496678.31868,164057.40664,16192325.334999993,10.668000000000001,0.9999817084435654,0.7910447761194029,0.6527651480528202,0.4407717305767597,4321196.195,386.089,54943383.5,7,(((((9)-(4))*((2)-(5)))*(((9)+(2))*((5)+(9))))*(((8)+((7)*(x)))*((5)*((7)+((4)*(x)))))),(((x)*((x)-(0)))+((1)*(7))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,MultXD,SkipD,22,22,23,23,2
23,x*x,20,-10,0.7518178956529595,-0.434717323783133,0.9998896312888398,0.6075223880597016,1522623.2358000001,269585.79074,15935550.810000004,13.147999999999998,0.9999824577356451,0.24179104477611946,0.688500924556676,0.43658107046817074,7379303.426,450.76,57290209.5,25.4,(((((8)-(3))+((3)+(8)))*(((x)-(4))*((0)+(4))))+(((1)*((x)*(8)))*((8)*((5)*((x)*(x)))))),(((3)*(2))+((7)+(8))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|MultXD|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,MultXD,SkipD,23,23,24,24,2
24,x*x,20,-10,0.7498631468986641,-0.4425516149412253,0.9999092771189574,0.6507462686567164,1699427.5325999996,864520.34326,21749920.162000004,11.7,0.9999937266537772,1,0.5377330700075199,0.4653354386504607,6372033.760999999,333.14,160201583.7,0,(((((8)*(0))+((9)*(x)))-(((4)-(2))+((7)+(5))))*(((x)*((x)*(x)))+((x)*((7)*((9)*(x)))))),(((x)+(0))*((3)*(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,24,21,25,25,2
25,x*x,20,-10,0.7429803136613538,-0.4277880167160265,0.9998968137216352,0.6983880597014924,1557680.590060001,56235.23722000001,19783917.228,10.104,0.9999947653204753,0.9104477611940298,0.6656943032291127,0.44809695996569054,6491281.184000001,1007.068,191988830.5,3,(((((x)*(7))*((4)-(7)))*(((x)*(2))+((8)+(2))))+(((6)-((1)+(9)))*((x)*((x)*((x)*(x)))))),(((x)*(x))+((3)*(1))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,24,21,26,26,2
26,x*x,20,-10,0.7359161115076139,-0.44051964248566444,0.9999099547265641,0.5998208955223883,1471692.2579799998,134505.61213999998,15930341.152999999,13.405999999999999,0.9999906125196075,0.5746268656716418,0.6442341584022393,0.46154519241987113,3694084.0990000004,1183.978,107057480.6,14.25,(((((5)*(1))+((8)*(x)))-(((4)*(9))-((x)*(x))))+(((9)+((0)+(8)))*((x)*((x)*((x)*(x)))))),((((x)*(x))-((7)*((4)*(6))))*((x)*((8)-((0)-(8))))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,26,26,27,27,2
27,x*x,20,-10,0.7314949699399331,-0.42746098376032843,0.9998985637095933,0.7492537313432835,1412530.1285800005,185383.54728,15366383.244999997,8.4,0.9999804967309901,1,0.6434174659650148,0.434932242691468,4467750.62,335.35299999999995,51529823,0,(((((8)*(5))+((5)*(8)))-(((1)-(x))+((7)+(x))))*(((5)*((7)+(0)))*((x)*((x)*((8)*(x)))))),((x)*(x)),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|SkipD,AddTreeWithAdd,SkipD,27,24,28,28,2
28,x*x,20,-10,0.7160912786835074,-0.4429175859326245,0.9998763553707475,0.6877611940298506,NaN,NaN,12998949.9594,10.460000000000003,0.9999866290604001,1,0.6431471426420436,1.186084500444635,4221485.482,NaN,75163005,0,(((((8)*(2))+((9)*(x)))*(((9)-(2))+((8)-(0))))+(((4)+((6)*(x)))*((x)*((x)+((x)*(x)))))),((x)*((x)-(0))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|SkipD,AddTreeWithAdd,SkipD,24,27,29,29,2
29,x*x,20,-10,0.7591560183514394,-0.43068081054723967,0.9998920649570607,0.6497313432835823,1456146.51274,242158.38913999998,15023925.972000001,11.734000000000004,0.9999917753867112,1,0.5887305005857119,0.430000087819801,6549346.681999999,861.153,122194195,0,(((((1)+(x))+((5)-(7)))*(((x)+(x))+((2)*(x))))*(((0)-((8)*(9)))*(((8)*(6))+((x)*((x)*(x)))))),(((x)*(1))*((x)+(0))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|AddTreeWithMult,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|SkipD,AddTreeWithAdd,SkipD,29,27,30,30,2
30,x*x,20,-10,0.7477243291027186,-0.4357587056140336,0.9999026151798404,0.5367761194029853,1352062.90366,130608.55122,14507525.65,15.517999999999999,0.9999881361201091,0.19402985074626866,0.7573246899893374,0.4393491198521995,4323370.9520000005,841.3620000000001,84710904.8,27,(((((7)+(6))+((0)*(x)))-(((5)+(9))-((6)+(7))))*(((x)*((7)*(6)))*((x)*((x)*((x)*(x)))))),(((x)+(1))*((7)+(8))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddToLeafR|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|AddTreeWithMult|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,30,29,31,31,2
31,x*x,20,-10,0.7442407783061056,-0.41494717351458726,0.9998938652592959,0.6423283582089552,1198594.95214,1066534.44206,12220121.226,11.982000000000001,0.9999582381485164,0.9701492537313433,0.6444392891892042,0.45401019131985243,1953548.708,461.176,24065025,1,(((((9)+(9))+((9)+(9)))+(((8)*(x))-((6)*(1))))+(((8)+((8)*(x)))*((x)*((6)-((x)*(x)))))),(((4)+((x)*(x)))-((0)*((6)-(3)))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,31,30,32,32,2
32,x*x,20,-10,0.7314014355833759,-0.41659869763002955,0.999889604413785,0.637731343283582,1239996.7678599998,286512.41832,13041505.190000003,12.136,0.99997367594247,0.8507462686567164,0.5940836297888152,0.45427171303345243,2193236.6339999996,308.47499999999997,38178005,5,(((((8)-(1))+((2)+(6)))*(((1)+(6))+((8)-(0))))*(((9)+((7)*(x)))*((7)*((6)*((x)*(x)))))),(((x)+(5))-((4)*(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|SubXD|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,31,32,33,33,2
33,x*x,20,-10,0.7649625801605634,-0.41102750002820165,0.9998933520323099,0.6067164179104478,1252294.24124,273315.64813999995,12786907.669999998,13.174999999999997,0.9999772233327578,0.5522388059701493,0.6437594494252576,0.4370080278352631,1953886.4119999998,394.355,44124102.5,15,(((((0)-(1))+((5)+(7)))-(((0)*(6))+((6)+(4))))+(((8)*((x)*(9)))*((x)*((x)*((x)*(x)))))),((x)*((3)+(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,32,29,34,34,2
34,x*x,20,-10,0.7405897192406989,-0.41872035531945295,0.9998972996803857,0.5109552238805969,1281621.3968600002,15086.946479999999,12871778.500000002,16.383,0.9999678564541011,0.2507462686567164,0.5951525469836352,0.4176084075092311,1930107.553,478.274,31265996.7,25.1,(((((8)-(1))+((0)+(2)))+(((7)+(2))+((6)*(x))))-(((3)*((8)*(x)))*((x)*((x)*((x)*(x)))))),(((9)+(5))+((1)+(9))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,32,29,35,35,2
35,x*x,20,-10,0.7466142936416168,-0.41942818432765017,0.9998844187788218,0.6447761194029851,1208456.43974,69206.44744,12631811.863999998,11.9,0.9999678693408953,1,0.5377296502049813,0.4366705677885913,2312141.18,270.027,31278536.7,0,(((((x)*(8))+((5)*(4)))+(((9)+(1))*((9)+(3))))+(((5)-((1)*(x)))*((x)*((x)-((2)*(x)))))),(((0)-((7)-(7)))+((x)*(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,35,35,36,36,2
36,x*x,20,-10,0.7688131400986826,-0.411129274102031,0.9999023183285779,0.6764179104477612,1315149.0941,115862.9507,14360647.143000001,10.84,0.9999739060908146,1,0.4709288594562172,0.4722167001601007,2338618.8060000003,391.17600000000004,38514735.1,0,(((((8)-(7))+((7)+(7)))+(((6)*(6))+((9)-(1))))+(((8)*((7)*(8)))*((x)*((x)*((x)*(x)))))),((x)*((1)*(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,36,36,37,37,2
37,x*x,20,-10,0.657113031651146,-0.4570404962980589,0.9998728349789263,0.6580597014925372,NaN,NaN,11594708.187888892,11.455000000000002,0.9999639954114893,0.8805970149253731,0.3885191044518083,1.486354237404552,2089670.5110000002,NaN,27913108.9,4,(((((6)+(3))-((0)+(4)))+(((9)*(4))+((3)+(6))))*(((6)*((x)*(x)))*((8)*((x)-((0)*(x)))))),((x)*((x)-(4))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,37,36,38,38,2
38,x*x,20,-10,0.7382977064283689,-0.4064955357213082,0.9998884556990736,0.6381791044776122,1242283.6671999998,14871372.915219996,12804817.173000004,12.120999999999999,0.9999647186096731,1,0.7271932149659771,0.46335630897896424,2756602.1939999997,355.417,28485272,0,(((((2)-(8))*((x)+(9)))+(((x)*(9))+((8)+(5))))+(((5)*((2)-(6)))*((x)*((x)*((x)*(x)))))),((((2)-((1)*(x)))*((x)+((3)*(0))))*(((6)*(9))+((5)-((2)+(8))))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,38,38,39,39,2
39,x*x,20,-10,0.7408207681725628,-0.5928502306602073,0.999886015687701,0.4905074626865673,1250640.56368,48447.01844142857,11371439.631000001,17.068,0.9999434989336112,0.8208955223880597,0.7934101749592722,2.489002362665662,2026798.48,35.69464285714285,17787274.9,6,(((((5)+(8))+((5)*(8)))+(((3)-(2))*((1)+(x))))*(((6)-((1)*(1)))+((8)*((x)*((x)*(x)))))),((((x)*(4))*((x)+(x)))+((6)/((1)*(5)))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|DivXD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,39,38,40,40,2
40,x*x,20,-10,0.7476877469582619,-0.41741509476664,0.999899376092538,0.5217910447761194,1278536.89836,225044.87732,14041257.979999997,16.020000000000003,0.9999860872319482,0.40298507462686567,0.595325070522803,0.4055613662989881,3530518.4439999997,670.78,72235805,20,(((((8)+(4))-((7)+(8)))*(((8)+(9))+((7)*(8))))+(((7)*((7)*(9)))*((9)-((2)*((7)*(x)))))),(((x)+(x))-((5)*(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,40,40,41,41,2
41,x*x,20,-10,0.7501951721570983,-0.42708836626010105,0.9998825193817967,0.5681791044776121,1261398.2261400002,346915.5441400001,12954850.487,14.465999999999998,0.9999785338995115,0.24179104477611946,0.6441438881840756,0.41847623826705355,2761764.6769999997,480.574,46818005,25.4,(((((7)+(4))+((1)*(9)))+(((1)*(7))+((3)*(x))))*(((9)+((8)*(3)))-((0)-((6)*((8)*(9)))))),((((7)-((9)+(6)))+(((1)+(0))+((8)*(7))))-(((4)+((5)*(8)))+((x)*((5)*((1)*(0)))))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,40,41,42,42,2
42,x*x,20,-10,0.7099681683389462,-0.44670733675114077,0.9998946311840409,0.541582089552239,NaN,NaN,13197605.184999997,15.357000000000005,0.9999778191673342,0.2537313432835821,0.7597475787705621,0.43795499907319435,2324975.87,483.5290000000001,45309390.1,25,(((((6)+(4))*((2)-(8)))+(((x)*(9))+((6)+(8))))-(((0)+((5)*(x)))*((x)*((8)*((x)*(x)))))),(((6)*((4)+(0)))-((x)-(3))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,38,41,43,43,2
43,x*x,20,-10,0.7611611867903436,-0.40394259746468175,0.9998930203544214,0.7601791044776119,1273237.64618,39157.1894,13699508.230999999,8.034,0.999968710981738,0.6716417910447762,0.5378208470348714,0.4159540744713132,2700676.7189999996,259.06299999999993,32119895.6,11,(((((x)*(5))*((x)-(6)))*(((3)+(1))-((0)+(7))))+(((8)+((8)+(9)))*((x)*((x)*((x)*(x)))))),(((7)+(4))+((x)*(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,43,41,44,44,2
44,x*x,20,-10,0.7634817449337353,-0.4197945455055493,0.9999084079745728,0.7077014925373135,1276807.1054800001,565696.2390000001,14329181.344,9.792,0.9999739707864423,0.2537313432835821,0.5374224139270745,0.4078249961027816,2010423.3979999998,770.755,38610463.5,25,(((((x)+(4))+((7)+(8)))+(((8)*(0))+((x)-(8))))*(((7)-((7)*(x)))*((x)*((x)*((x)*(x)))))),((((1)+((1)*(2)))-(((x)-(6))+((1)*(2))))+(((5)-(6))-((3)+((2)+((8)+(9)))))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,44,44,45,45,2
45,x*x,20,-10,0.735513961120862,-0.38884004751317314,0.9999060989696733,0.6670447761194032,1293121.6820399999,116071.29483999999,14065918.631999996,11.153999999999998,0.9999659536295209,0.7014925373134329,0.7248815460717994,0.42386357240982964,2176981.9080000003,334.155,29518565,10,(((((x)+(x))*((4)*(3)))+(((4)-(0))-((4)+(8))))+(((8)+((8)*(x)))*((x)*((8)*((x)*(x)))))),(((x)*(2))+((x)*(1))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,41,45,46,46,2
46,x*x,20,-10,0.7410793447192571,-0.40492375152635673,0.9998784479711467,0.6622686567164183,1144841.5935199994,36274.98592,10984155.822000002,11.314,0.999958264744417,0.7432835820895521,0.6406140623872648,0.4711869851506648,1934935.5539999998,365.765,24080360.5,8.6,(((((7)+(7))+((9)-(x)))+(((7)*(x))*((5)+(5))))*(((x)-((1)+(2)))*((x)*((x)*((x)*(x)))))),(((x)*((x)-(x)))+((1)-(9))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,44,45,47,47,2
47,x*x,20,-10,0.7297093608967983,-0.38583751606665345,0.9998847054795676,0.6983283582089552,1253250.7620600006,45549.44795999999,13688071.892,10.106,0.9999603683244105,0.7014925373134329,0.6439312322485707,0.4555741843849378,2333048.1689999998,317.726,25358503.9,10,(((((5)+(4))*((7)+(8)))+(((x)+(9))+((1)*(7))))-(((8)-((7)*(9)))*((x)*((x)*((x)*(x)))))),((x)*((2)+(x))),AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|MultXD|AddTreeWithSub|MutateTerminalR,SkipD|SkipD|ReplaceBranchR|ReplaceBranchR|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddTreeWithAdd,SkipD,47,45,48,48,2
