A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,SkipD,0,0,0,2
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,SkipD,0,0,1,2
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,ReplaceBranchR,0,0,2,2
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,ReplaceBranchR,0,0,3,2
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,SkipD,0,0,4,2
MultXD,MultXD,MultXD,SkipD,0,0,5,2
MultXD,MultXD,MultXD,MutateNonTerminalR,0,0,6,2
MultXD,MultXD,MultXD,ReplaceBranchR,0,0,7,2
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,MutateNonTerminalR,0,0,8,2
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddTreeWithSub,0,0,9,2
AddToLeafR,AddToLeafR,AddToLeafR,SkipD,0,0,10,2
SkipD,SkipD,SkipD,ReplaceBranchXR,0,0,11,2
MultXD,MultXD,MultXD,AddTreeWithMult,0,0,12,2
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,ReplaceBranchXR,0,0,13,2
MutateTerminalR,MutateTerminalR,MutateTerminalR,AddRandomSubTreeR,0,0,14,2
