A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,ReplaceBranchR,0,0,0,3
AddToLeafR,AddToLeafR,AddToLeafR,ReplaceBranchXR,0,0,1,3
MultXD,MultXD,MultXD,AddTreeWithAdd,0,0,2,3
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,MultXD,0,0,3,3
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,ReplaceBranchXR,0,0,4,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,SubXD,0,0,5,3
MultXD,MultXD,MultXD,MutateNonTerminalR,0,0,6,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,SubXD,0,0,7,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,ReplaceBranchXR,0,0,8,3
MutateTerminalR,MutateTerminalR,MutateTerminalR,ReplaceBranchR,0,0,9,3
SkipD,SkipD,SkipD,ReplaceBranchR,0,0,10,3
AddToLeafR,AddToLeafR,AddToLeafR,ReplaceBranchXR,0,0,11,3
AddToLeafR,AddToLeafR,AddToLeafR,ReplaceBranchR,0,0,12,3
AddToLeafR,AddToLeafR,SubXD,MutateTerminalR,0,0,13,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,MutateNonTerminalR,0,0,14,3
