generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,-0.90881300468561,0.07862333865676939,-0.20486690606618627,0.1621571523828203,-0.20486690606618627,0.1621571523828203,StrategyMultXD,StrategyDivXD,1,1,((((((((5)*(x))*((x)*(x)))-(((4)/(4))-(3)))*(x))*(x))*(x))*(x)),(((((((5)*((x)-(5)))*((6)*((3)*(x))))/(((x)-(x))-(((7)*(3))-((3)/(x)))))/(x))+((7)*(x)))+(x)),5*x*x*x,1
2,-0.79774794682924,0.1172824365008993,0.7271684033320076,0.1667034070772294,0.7271684033320076,0.1667034070772294,StrategyAddXD,StrategySkipD,2,2,(((((((((3)-((x)+(8)))*(x))*((x)*((x)+((0)*(4)))))-(x))*(x))*(x))+(x))*(x)),((((((1)*(1))-(9))*(x))-(x))+((3)-(7))),5*x*x*x,1
3,-0.5908851900216118,0.12667465326065266,0.7714641426320541,0.18290182285363962,0.7714641426320541,0.18290182285363962,StrategyMultXD,StrategyMultXD,3,3,(((((((((1)-((x)+(x)))*(x))*((x)*(x)))-(x))*(x))*(x))+(x))*(x)),(((((((4)*(3))+((x)-(3)))*(((x)*(2))-((x)-(5))))/(x))*(5))+(x)),5*x*x*x,1
4,-0.1677056990649658,0.11994354020775205,0.8632386329525219,0.17765653771131698,0.8632386329525219,0.17765653771131698,StrategyMutateNonTerminalR,StrategyAddTreeWithAdd,4,4,((((((((((4)*(5))+(8))*(x))*((x)*(x)))*((9)*(6)))*(x))*(x))*(x))*(x)),((4)*(6)),5*x*x*x,1
5,0.32019270757040863,0.13277014191665756,0.9799323153927325,0.17860551403773414,0.9799323153927325,0.17860551403773414,StrategyAddToLeafR,StrategyReplaceBranchR,5,5,(((((((((5)*(x))*(((x)*(8))*(x)))*(x))*(x))*(x))*(x))*(x))*(x)),((1)-(6)),5*x*x*x,1
6,0.5538542869348212,0.14233235764657168,0.9937812315118567,0.17941938626378862,0.9937812315118567,0.17941938626378862,StrategyMutateNonTerminalR,StrategyReplaceBranchR,6,6,(((((((((x)+(4))*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x)),(((((x)*(9))/(x))/(x))/(x)),5*x*x*x,1
7,0.7569775604434825,0.14931809522395878,0.993385994087238,0.17356028711820617,0.993385994087238,0.17356028711820617,StrategySkipD,StrategyDivXD,7,7,((((((((((x)+((6)+(6)))*(x))*((x)*(x)))-(x))*(x))+(x))*(x))*(x))*(x)),((x)+(5)),5*x*x*x,1
8,0.830780428369321,0.1539612824491977,0.9982955604521865,0.17506304174705345,0.9982955604521865,0.17506304174705345,StrategySkipD,StrategyMutateNonTerminalR,8,8,(((((((((((6)*(7))*(x))*((x)*(x)))*(x))-(x))*(x))*(x))*(x))*(x))*(x)),((((x)-(0))+(4))-(x)),5*x*x*x,1
9,0.9011053068937832,0.16145054549202562,0.9999866457403317,0.1782093450805491,0.9999866457403317,0.1782093450805491,StrategySubXD,StrategyAddToLeafR,9,9,(((((((((((7)+(5))*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(4)),5*x*x*x,1
10,0.9326981046430269,0.1622370117469982,0.9999995917442067,0.1776764796008666,0.9999995917442067,0.1776764796008666,StrategyMutateNonTerminalR,StrategyDivXD,10,10,(((((((((((5)*(x))*((x)*(x)))*(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((x)+(x))/(x))-(x))/(x)),5*x*x*x,1
11,0.9648162133060147,0.16109817939797597,0.9999999341833652,0.18004876806246656,0.9999999341833652,0.18004876806246656,StrategySkipD,StrategyAddTreeWithAdd,11,11,(((((((((((5)*(x))*((x)*(x)))*(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(7)),5*x*x*x,1
12,0.9839646784752493,0.16412659770869695,0.999999700946072,0.1895300793803591,0.999999700946072,0.1895300793803591,StrategySkipD,StrategyReplaceBranchR,12,12,((((((((((((x)+(6))*(x))*((x)*(x)))+(x))-(x))*(x))+(x))*(x))*(x))*(x))*(x)),(((x)*(7))/(x)),5*x*x*x,1
13,0.9954509383550411,0.1620836295388087,0.9999999929777704,0.18233161114665605,0.9999999929777704,0.18233161114665605,StrategyAddTreeWithAdd,StrategyReplaceBranchXR,13,13,((((((((((((x)+(9))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((9)+(x))-(x))/(x))-(x))/(x)),5*x*x*x,1
14,0.9973473451160164,0.16277571238317176,0.9999999919259605,0.17493865581420917,0.9999999919259605,0.17493865581420917,StrategyAddTreeWithAdd,StrategyReplaceBranchR,14,14,((((((((((((7)+(x))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((x)+(1))/(x)),5*x*x*x,1
15,0.991053556921694,0.16256247889803116,0.9999999928573287,0.17498732241164622,0.9999999928573287,0.17498732241164622,StrategyMultXD,StrategyReplaceBranchXR,15,15,((((((((((((9)+(x))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((x)-(2))*((3)+(5)))/(x))-(x))/(x))-(x))/(x)),5*x*x*x,1
16,0.9992089598900519,0.16346874020315674,0.9999999938737584,0.17384032432514704,0.9999999938737584,0.17384032432514704,StrategyAddTreeWithAdd,StrategyReplaceBranchXR,16,16,((((((((((((9)+(x))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((x)-(9))/(x))/(x))/(x)),5*x*x*x,1
17,0.9952596219973684,0.1641562152356074,0.9999999933345987,0.18151018623268567,0.9999999933345987,0.18151018623268567,StrategyAddTreeWithAdd,StrategyDivXD,17,17,((((((((((((6)+(x))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((9)+(7)),5*x*x*x,1
18,0.996049646858241,0.16296999799454237,0.9999999944010447,0.17448126174754897,0.9999999944010447,0.17448126174754897,StrategySkipD,StrategyReplaceBranchXR,18,18,((((((((((((6)+(x))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(4)),5*x*x*x,1
19,0.9938771889940833,0.16349873976919635,0.9999999936808937,0.17465656216121783,0.9999999936808937,0.17465656216121783,StrategySubXD,StrategyReplaceBranchXR,19,19,((((((((((((9)+(x))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((x)*(2))/(x)),5*x*x*x,1
20,0.9942723377272422,0.16467728102755325,0.99999999456561,0.17567653510955694,0.99999999456561,0.17567653510955694,StrategyAddTreeWithAdd,StrategyDivXD,20,20,((((((((((((x)+(4))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((x)*(3))/(x)),5*x*x*x,1
21,0.9920951073075167,0.1646845827308085,0.9999999938038081,0.17522690667715057,0.9999999938038081,0.17522690667715057,StrategyAddTreeWithAdd,StrategyDivXD,21,21,((((((((((((7)+(7))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((x)*(9))*(((x)-(4))-((9)*(3))))*(((x)*(x))*((x)*((9)*(4)))))-(x))/(x))/(x))/(x)),5*x*x*x,1
22,0.9934824346771627,0.16479343661343107,0.999999993989087,0.17459753763062089,0.999999993989087,0.17459753763062089,StrategyAddTreeWithAdd,StrategyReplaceBranchXR,22,22,((((((((((((x)+(4))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((x)-(8))/(x))/(x))/(x))/(x))/(x)),5*x*x*x,1
23,0.992297449066834,0.16559225471867323,0.999999994555979,0.17465309275668997,0.999999994555979,0.17465309275668997,StrategyAddTreeWithAdd,StrategyReplaceBranchR,23,23,((((((((((((7)+(9))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)*(7)),5*x*x*x,1
24,0.9793476492772533,0.16493448688108966,0.9999999940929412,0.1744517720577149,0.9999999940929412,0.1744517720577149,StrategyAddTreeWithAdd,StrategyReplaceBranchR,24,24,((((((((((((x)+(5))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(9)),5*x*x*x,1
25,0.9893340466315307,0.16612875148274445,0.9999999938821936,0.1774028636738133,0.9999999938821936,0.1774028636738133,StrategyAddTreeWithAdd,StrategyDivXD,25,25,((((((((((((x)+(6))*(x))*((x)*(x)))-(x))-(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(2)),5*x*x*x,1
