gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
41,x*x*x*x*3*x+1,25,-10,-0.014863654056288091,0.011428571428571425,0.008295238973042289,0.011428571428571425,570816.4900000001,8451.128,1708723.8688000003,8451.128,0.9632436266027286,0.28571428571428564,0.9015633282126103,0,48098853.940000005,211278.2,143701745.08,211278.2,((((x)*((x)*(x)))*((x)*((6)+(7))))*(((x)*(x))+((1)+((2)+((4)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddXD,MultXD,41,41,42,42,3
42,x*x*x*x*3*x+1,25,-10,-0.017874732941304497,0.011428571428571425,0.0016476169928911078,0.011428571428571425,285432.8262,8451.128,646839.7264,8451.128,0.8353653989751322,0.28571428571428564,0.8686857356042791,0,18843202.22,211278.2,32082897.32,211278.2,((((x)*((x)*(x)))*((x)*((4)*(5))))+(((4)*(x))+((1)+((5)-((0)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddXD,MultXD,42,42,43,43,3
43,x*x*x*x*3*x+1,25,-10,-0.02300631610091507,0.011428571428571425,-0.0024235900186968472,0.011428571428571425,410014.8653,8451.128,1463319.3592,8451.128,0.9614017117297308,0.28571428571428564,0.807524642425746,0,38044536.5,211278.2,136844280.84,211278.2,((((x)*((5)+(7)))*((x)*((x)*(3))))*(((9)*(6))*((x)+((1)+((x)*(x)))))),(0),AddXD|DivXD|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddTreeWithAdd,MultXD,43,43,44,44,3
44,x*x*x*x*3*x+1,25,-10,-0.024945850275731887,0.011428571428571425,0.0037901734905561447,0.011428571428571425,224579.98899999997,8451.128,510685.31559999986,8451.128,0.8560463114331838,0.28571428571428564,0.9372593423640226,0,15613940.24,211278.2,36692043.48,211278.2,((((x)*((x)*(9)))+((7)*((x)*(3))))*(((7)*(8))+((1)+((x)*((4)*(6)))))),(0),AddRandomSubTreeR|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddRandomSubTreeR,MultXD,44,44,45,45,3
45,x*x*x*x*3*x+1,25,-10,-0.012810844183053014,0.011428571428571425,0.01263865237871419,0.011428571428571425,331022.05282499996,8451.128,1014922.4016,8451.128,0.9327506227942509,0.28571428571428564,0.8014564731329472,0,21368404.619999997,211278.2,78542809.16,211278.2,((((x)+((6)*(x)))*((x)*((x)*(7))))*(((9)*(x))+((1)+((x)*(x))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|ReplaceBranchXR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddXD,MultXD,45,45,46,46,3
46,x*x*x*x*3*x+1,25,-10,-0.02027560945848851,0.011428571428571425,0.008730495837166652,0.011428571428571425,265891.3945,8451.128,826171.6467999999,8451.128,0.8437992323463547,0.28571428571428564,0.8975063503507436,0,13259965.09,211278.2,33815166.72,211278.2,((((3)*((6)*(x)))*((x)*((x)*(3))))*(((x)+(8))*((x)+((5)+((6)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddXD,MultXD,46,46,47,47,3
47,x*x*x*x*3*x+1,25,-10,-0.01634705082357219,0.011428571428571425,0.0004155424397648422,0.011428571428571425,166663.9488,8451.128,364920.99559999997,8451.128,0.7759563339127876,0.28571428571428564,0.39183778285830456,0,10582306.73,211278.2,23575560.48,211278.2,((((7)+((7)*(x)))*((x)*((x)*(3))))*(((x)+(7))+((0)*((x)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddTreeWithAdd,MultXD,47,47,48,48,3
48,x*x*x*x*3*x+1,25,-10,-0.02276766413309158,0.011428571428571425,0.022259762375026887,0.011428571428571425,622329.6878,8451.128,2454090.324,8451.128,0.971841520115825,0.28571428571428564,0.9668039830267223,0,47046365.94,211278.2,187579550.52,211278.2,((((x)*((x)*(5)))*((8)*((x)*(9))))*(((5)+(2))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|MutateTerminalR|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddTreeWithMult,MultXD,48,48,49,49,3
49,x*x*x*x*3*x+1,25,-10,-0.02003860235451417,0.011428571428571425,0.0065425549112765055,0.011428571428571425,482162.3839,8451.128,1749509.1296,8451.128,0.9671422727224885,0.28571428571428564,0.7961240684192529,0,43185220.5,211278.2,160752292.92,211278.2,((((x)*((x)*(x)))*((5)*((2)+(4))))*(((8)*(9))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddTreeWithAdd,MultXD,49,49,50,50,3
50,x*x*x*x*3*x+1,25,-10,-0.02805339902865592,0.011428571428571425,-0.0014542998603410417,0.011428571428571425,225661.9661,8451.128,693479.7964,8451.128,0.8826338944004485,0.28571428571428564,0.8680504791223517,0,13150382.290000001,211278.2,45004091.88,211278.2,((((x)*((x)*(6)))*((8)+((8)*(x))))*(((3)*(x))+((8)+((9)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddTreeWithAdd,MultXD,50,50,51,51,3
51,x*x*x*x*3*x+1,25,-10,-0.025658070030769156,0.011428571428571425,-0.0013354153826538096,0.011428571428571425,136433.46749999997,8451.128,446944.7512,8451.128,0.8447202909247579,0.28571428571428564,0.8957647618750857,0,8716288.639999999,211278.2,34015745.08,211278.2,((((x)*((x)*(9)))*((9)*((x)*(3))))*(((x)+(x))+((0)+((0)-((2)*(x)))))),(0),FellTreeD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|ReplaceBranchXR|AddToLeafR|FellTreeD,FellTreeD,AddXD,51,51,52,52,3
52,x*x*x*x*3*x+1,25,-10,-0.00799877912626794,0.011428571428571425,0.018132922731871066,0.011428571428571425,477932.44369999995,8451.128,1376270.8279999997,8451.128,0.9483494908278567,0.28571428571428564,0.8431642642551449,0,31569864.56,211278.2,102263367.48,211278.2,((((x)*((9)*(x)))*((x)*((x)*(7))))+(((5)*(x))+((1)*((2)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,AddXD,MultXD,52,52,53,53,3
53,x*x*x*x*3*x+1,25,-10,-0.013514844014902381,0.011428571428571425,0.01889647186073333,0.011428571428571425,410389.9199999999,8451.128,1364430.3952,8451.128,0.9419953046439736,0.28571428571428564,0.9509968571645208,0,22923669.419999998,211278.2,91060817.88,211278.2,((((x)*((x)*(x)))*((x)*((6)*(3))))*(((9)-(5))*((9)+((9)*(x))))),(0),MultXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,MultXD,MultXD,53,53,54,54,3
54,x*x*x*x*3*x+1,25,-10,-0.01447359746840795,0.011428571428571425,0.027881868189800273,0.011428571428571425,522601.9319,8451.128,1883231.8680000005,8451.128,0.9596306888200696,0.28571428571428564,0.9849114240391925,0,35073118.86,211278.2,130840850.28,211278.2,((((x)*((9)*(6)))+((8)*((x)*(x))))*(((3)*(x))+((6)*((8)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddToLeafR|FellTreeD,MultXD,MultXD,54,54,55,55,3
55,x*x*x*x*3*x+1,25,-10,-0.0325269979080367,0.011428571428571425,-0.003963317699862288,0.011428571428571425,429211.0998,8451.128,1590841.6404000001,8451.128,0.9578866078130617,0.28571428571428564,0.9028497038897934,0,31994048.980000004,211278.2,125422216.68,211278.2,((((x)*((x)*(x)))*((8)*((6)*(9))))+(((3)*(x))+((3)*((9)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddRandomSubTreeR,MultXD,55,55,56,56,3
56,x*x*x*x*3*x+1,25,-10,-0.019225330030050364,0.011428571428571425,0.008533754104703617,0.011428571428571425,157385.24169999998,8451.128,446362.9064,8451.128,0.6564258566419067,0.28571428571428564,0.668154224861703,0,6680838.05,211278.2,15373552.12,211278.2,((((x)*((x)*(x)))*((7)-((x)+(1))))*(((x)*(3))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,56,56,57,57,3
57,x*x*x*x*3*x+1,25,-10,-0.009254716173212408,0.011428571428571425,0.02589139863187855,0.011428571428571425,2019010.7929999998,8451.128,7465794.682400001,8451.128,0.9922900153322202,0.28571428571428564,1.0307026596257547,0,179800679.42,211278.2,685079831.88,211278.2,((((x)*((x)*(x)))*((7)*((8)*(x))))*(((8)*(x))+((4)+((8)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,57,57,58,58,3
58,x*x*x*x*3*x+1,25,-10,-0.006048703018257901,0.011428571428571425,0.03464005785659835,0.011428571428571425,504588.5322,8451.128,1644683.9655999998,8451.128,0.8999960707701143,0.28571428571428564,0.5383452166843921,0,18782853.28,211278.2,52817474.68,211278.2,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((5)*(9))*((6)+((2)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|FellTreeD,AddTreeWithAdd,MutateNonTerminalR,58,58,59,59,3
59,x*x*x*x*3*x+1,25,-10,-0.015601846792335559,0.011428571428571425,0.01641080016949956,0.011428571428571425,237964.98360000004,8451.128,730828.9903999999,8451.128,0.7973173279303889,0.28571428571428564,0.5925107927624401,0,9540357.379999999,211278.2,26060219.88,211278.2,((((3)*((8)*(x)))*((x)*((x)*(4))))+(((0)*(x))+((4)*((9)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,MultXD,59,59,60,60,3
60,x*x*x*x*3*x+1,25,-10,-0.007769561546044717,0.011428571428571425,0.030736885520264528,0.011428571428571425,573575.911,8451.128,1962738.1184,8451.128,0.94361954438514,0.28571428571428564,0.9485046246099266,0,25383734.599999998,211278.2,93684148.92,211278.2,((((x)*((9)+(5)))*((x)*((6)*(x))))*(((9)+(6))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,60,60,61,61,3
61,x*x*x*x*3*x+1,25,-10,0.0004588734634021763,0.0024606475904601077,0.029046777459436367,0.011443480680922118,517882.1759999999,272915.19260000007,1122012.8272000002,8446.718,0.8857969729685377,0.28571428571428564,0.8872984782498365,0,23360982.3,211278.2,46250569.16,211278.2,((((x)*((x)*(x)))*((x)*((7)*(9))))+(((x)*(1))+((3)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,61,61,62,62,3
62,x*x*x*x*3*x+1,25,-10,-0.007520461113868473,0.011428571428571425,0.022427005659694185,0.011428571428571425,593987.9878,8451.128,1897718.5528,8451.128,0.9422738919147786,0.28571428571428564,0.6138438352979297,0,26160017.36,211278.2,91500279.08,211278.2,((((x)*((x)*(x)))*((x)*((2)*(6))))*(((9)*(x))+((1)+((5)+((3)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,MultXD,MultXD,62,62,63,63,3
63,x*x*x*x*3*x+1,25,-10,-0.023080336936364087,0.011428571428571425,0.010031943640024974,0.011428571428571425,302832.6234,8451.128,1118121.3728,8451.128,0.9413095532153697,0.28571428571428564,0.9387583639516396,0,22753225.56,211278.2,89996844.28,211278.2,((((x)*((x)*(x)))*((x)*((9)*(6))))*(((x)+(6))+((8)+((5)+((5)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,63,63,64,64,3
64,x*x*x*x*3*x+1,25,-10,-0.025313450063578293,0.011428571428571425,-0.0007381379261054754,0.011428571428571425,221811.2338,8451.128,595883.6036,8451.128,0.8212341177564495,0.28571428571428564,0.6188180816744417,0,12180975.54,211278.2,29546773.32,211278.2,((((3)+((9)*(x)))*((x)*((8)*(3))))*(((3)*(x))+((9)*((6)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|SkipD|FellTreeD,AddRandomSubTreeR,MultXD,64,64,65,65,3
65,x*x*x*x*3*x+1,25,-10,-0.018041497325566168,0.011428571428571425,0.005767964252087751,0.011428571428571425,151702.579,8451.128,360301.24240000005,8451.128,0.5232704953726031,0.28571428571428564,0.35406391238826557,0,7935674.34,211278.2,11079563.88,211278.2,((((x)*((6)*(6)))*((x)*((x)*(3))))*(((8)-(2))+((8)+((3)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,MultXD,MultXD,65,65,66,66,3
66,x*x*x*x*3*x+1,25,-10,-0.00909445858002606,0.011428571428571425,0.0285137084879392,0.011428571428571425,276453.8918,8451.128,779737.6744,8451.128,0.7662658482110194,0.28571428571428564,0.8252238652394414,0,8077305.839999999,211278.2,22598131.08,211278.2,((((x)*((x)*(9)))*((x)*((x)*(3))))*(((x)+(1))*((0)+((x)*(x))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,MultXD,66,66,67,67,3
67,x*x*x*x*3*x+1,25,-10,-0.012094423999607891,0.011428571428571425,0.0233537329595368,0.011428571428571425,237934.32619999998,8451.128,663490.4048,8451.128,0.8114519081105951,0.28571428571428564,0.756055193227371,0,8885245,211278.2,28013834.28,211278.2,((((9)*((9)*(3)))*((x)*((x)*(5))))+(((1)*(3))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,MultXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,MultXD,MultXD,67,67,68,68,3
68,x*x*x*x*3*x+1,25,-10,-0.002426689683028133,0.011428571428571425,0.03031025640990903,0.011428571428571425,481722.0034,8451.128,1138777.772,8451.128,0.9058911003286123,0.28571428571428564,0.8744832473854153,0,26386483.58,211278.2,56125988.28,211278.2,((((x)*((x)*(x)))*((9)*((1)+(6))))*(((6)+(6))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,68,68,69,69,3
69,x*x*x*x*3*x+1,25,-10,-0.007453124252805969,0.011428571428571425,0.021687573639695062,0.011428571428571425,243562.0093,8451.128,524526.4064,8451.128,0.7427961551279588,0.28571428571428564,0.7961486492910146,0,11423275.69,211278.2,20536065.48,211278.2,((((x)*((7)*(9)))*((x)*((1)+(8))))+(((8)*(3))*((x)+((1)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|ReplaceBranchR|MultXD|MutateNonTerminalR|FellTreeD,AddRandomSubTreeR,AddXD,69,69,70,70,3
70,x*x*x*x*3*x+1,25,-10,-0.016804769935640968,0.011428571428571425,0.019731713408794975,0.011428571428571425,1020634.0292333334,8451.128,3817133.5733333337,8451.128,0.9785613155666323,0.28571428571428564,0.9204489947390297,0,62404581.82000001,211278.2,246374959.08,211278.2,((((x)*((x)*(x)))*((x)*((9)*(8))))*(((x)*(4))+((1)+((x)*(x))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithAdd,MultXD,70,70,71,71,3
71,x*x*x*x*3*x+1,25,-10,-0.015663527475497704,0.011428571428571425,0.013234153873949266,0.011428571428571425,319085.47131249995,8451.128,850554.8668000001,8451.128,0.8940776938352504,0.28571428571428564,0.9294271357735429,0,20368483.38,211278.2,49866314.2,211278.2,((((x)*((8)*(x)))*((x)*((x)*(3))))*(((4)*(x))+((1)+((x)*((5)+(2)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|AddTreeWithMult|FellTreeD,AddTreeWithMult,MultXD,71,71,72,72,3
72,x*x*x*x*3*x+1,25,-10,-0.018242200888554456,0.011428571428571425,0.016696295902328094,0.011428571428571425,176533.6739,8451.128,545907.1159999999,8451.128,0.7524380174552351,0.28571428571428564,0.6076775799227807,0,7544105.619999999,211278.2,21335889.08,211278.2,((((x)*((3)+(5)))*((x)*((x)*(x))))*(((3)*(x))+((1)+((x)*((x)+(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddXD,AddXD|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR,AddXD,MultXD,72,72,73,73,3
73,x*x*x*x*3*x+1,25,-10,-0.021836101298091545,0.011428571428571425,0.0017315373015372782,0.011428571428571425,240040.66989999998,8451.128,796441.6423999999,8451.128,0.9201317292976169,0.28571428571428564,0.8317380816957621,0,17862786.34,211278.2,66133333.72,211278.2,((((x)*((x)*(x)))*((x)*((4)+(4))))*(((x)*(9))+((1)+((x)*((5)+(8)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddRandomSubTreeR,AddXD|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,73,73,74,74,3
74,x*x*x*x*3*x+1,25,-10,-0.009256728918387752,0.011428571428571425,0.018232402103579574,0.011428571428571425,332981.9163,8451.128,788701.9608,8451.128,0.8261492974539781,0.28571428571428564,0.8423543349756359,0,15925025.7,211278.2,30382132.04,211278.2,((((x)*((9)*(4)))+((x)*((x)*(x))))*(((3)*(x))+((1)+((x)*((x)+(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddXD,AddXD|MultXD|MultXD|AddTreeWithMult|FellTreeD,AddXD,MultXD,74,74,75,75,3
75,x*x*x*x*3*x+1,25,-10,-0.011807406837472443,-0.001279535946545206,0.023984862245316853,-0.0011300104536164346,260753.22239999994,1572254.0052,778190.8376000001,105410.0616,0.848087454863456,0.28571428571428564,0.7185785750927961,0,10760625.739999998,211278.2,34769709.08,211278.2,((((x)*((x)*(x)))*((x)*((5)+(8))))*(((3)*(x))+((1)+((x)*((x)+(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithAdd|AddXD,AddToLeafR|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,75,75,76,76,3
76,x*x*x*x*3*x+1,25,-10,-0.03252186729440692,-0.008927529384443498,-0.008174084123726052,-0.0014244032520597028,NaN,NaN,243188.24719999998,7102714.4032000005,0.677298634544682,0.28571428571428564,0.6629215651777695,0,5562325.359999999,211278.2,16367935.08,211278.2,((((x)*((x)*(5)))*((5)*((x)*(3))))*(((7)*(5))+((1)+((x)/((1)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,76,76,77,77,3
77,x*x*x*x*3*x+1,25,-10,-0.033978834430439135,0.011428571428571425,-0.006535372109276592,0.011428571428571425,61511.328266666664,8451.128,189950.76933333333,8451.128,0.39024509063808044,0.28571428571428564,0.9799119179959714,0,2271387.1066666665,211278.2,8662423.08,211278.2,((((x)*((6)/(1)))*((x)*((x)*(x))))*(((3)*(7))-((0)+((x)*(x))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|MultXD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,MultXD,77,77,78,78,3
78,x*x*x*x*3*x+1,25,-10,-0.042264462174789914,0.011428571428571425,-0.022475710153867245,0.011428571428571425,40787.8838,8451.128,145098.5448,8451.128,0.6171145035167875,0.28571428571428564,0.7885592459702785,0,3607225.22,211278.2,13795129.48,211278.2,((((x)*((x)*(x)))*((x)*((2)+(2))))*(((x)+(8))*((5)+((x)*(x))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,FellTreeD,78,78,79,79,3
79,x*x*x*x*3*x+1,25,-10,-0.03681901664311347,0.011428571428571425,-0.007858470114324273,0.011428571428571425,112753.28162500002,8451.128,395117.34719999996,8451.128,0.835365633793968,0.28571428571428564,1.177893183141229,0,8126362.27,211278.2,32082943.08,211278.2,((((x)*(x))*((x)*((x)*(9))))*(((4)*(x))+((1)+((x)*(x))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddXD,FellTreeD,79,79,80,80,3
80,x*x*x*x*3*x+1,25,-10,-0.04041156427729297,0.011428571428571425,-0.007219079351080782,0.011428571428571425,73038.1298047619,8451.128,262717.12291428563,8451.128,0.650828249191995,0.28571428571428564,1.0899690504557429,0,4292321.504285715,211278.2,15127097.16,211278.2,((((x)*((x)*(x)))*((8)*((9)*(3))))*(((x)+(1))/((7)-((0)+((x)*(x)))))),(0),AddXD|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,MultXD,FellTreeD,80,80,81,81,3
81,x*x*x*x*3*x+1,25,-10,-0.025993106264253222,0.011428571428571425,0.00940291956443881,0.011428571428571425,588589.1606999999,8451.128,2266545.9612000003,8451.128,0.9745676259613966,0.28571428571428564,0.9732570000736614,0,52033810.06999999,211278.2,207686273.88,211278.2,((((x)*((x)*(x)))*((8)*((3)*(3))))*(((x)+(5))*((8)*((x)/((1)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,FellTreeD,81,81,82,82,3
82,x*x*x*x*3*x+1,25,-10,-0.021691823014157688,0.011428571428571425,0.01750347915087352,0.011428571428571425,351142.1138666667,8451.128,1321487.3768,8451.128,0.9515693115731564,0.28571428571428564,0.9563890469490999,0,27419219.613333333,211278.2,109062149.88,211278.2,((((x)*((5)*(2)))*((x)*((x)*(x))))*(((3)*(x))+((6)*((7)/((1)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddXD,AddToLeafR|AddTreeWithAdd|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,AddToLeafR,82,82,83,83,3
83,x*x*x*x*3*x+1,25,-10,-0.032981118180619114,0.011428571428571425,-0.007281423715054026,0.011428571428571425,108570.87832,8451.128,405988.3392000001,8451.128,0.8348430696057694,0.28571428571428564,1.1732309325952868,0,8238699.77,211278.2,31981431.16,211278.2,((((x)*((x)*(x)))*((8)*((2)*(7))))*(((3)*(9))/((7)*((x)+((1)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,FellTreeD,83,83,84,84,3
84,x*x*x*x*3*x+1,25,-10,-0.02225247653860009,0.011428571428571425,0.026987234426928658,0.011428571428571425,359670.4429857143,8451.128,1160601.8443428574,8451.128,0.911385923118906,0.28571428571428564,0.8826518437600654,0,15820591.46,211278.2,59606274.6,211278.2,((((x)*(x))*((x)*((2)*(9))))*(((x)*(3))*((5)+((x)*(x))))),(0),AddTreeWithMult|MutateNonTerminalR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,FellTreeD,84,84,85,85,3
85,x*x*x*x*3*x+1,25,-10,-0.028166092061927037,0.011428571428571425,0.0099549208602074,0.011428571428571425,130322.53709999999,8451.128,482305.56560000003,8451.128,0.7346973147127287,0.28571428571428564,0.8064935076269357,0,5482444.84,211278.2,19909165.24,211278.2,((((x)*((x)*(x)))*((9)*((3)*(5))))*(((8)/(3))+((1)*((x)+((1)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,FellTreeD,85,85,86,86,3
86,x*x*x*x*3*x+1,25,-10,-0.035128784268108955,0.011428571428571425,-0.009459280670989854,0.011428571428571425,70070.52817428572,8451.128,176573.5270171429,8451.128,0.3858608818079454,0.28571428571428564,0.6888429333768499,0,4200072.220000001,211278.2,8600583.88,211278.2,((((x)*((9)/(9)))*((x)*((x)*(3))))*(((6)*(9))*((9)+((0)-((9)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,FellTreeD,86,86,87,87,3
87,x*x*x*x*3*x+1,25,-10,-0.03283849597121228,0.011428571428571425,-0.007483967847226678,0.011428571428571425,81163.40126,8451.128,239455.75560000003,8451.128,0.6600899820142695,0.28571428571428564,0.7367944460167257,0,4781160.6,211278.2,15539274.28,211278.2,((((x)*((x)*(6)))*((5)*((x)/(5))))/(((4)*(3))*((x)+((3)*((9)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddTreeWithDiv,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithDiv,FellTreeD,87,87,88,88,3
