A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,MutateTerminalR,MultXD,MutateTerminalR,0,0,0,7
SubXD,DivXD,SubXD,DivXD,0,0,1,7
MultXD,AddToLeafR,MultXD,AddToLeafR,0,0,2,7
MultXD,MultXD,MultXD,MultXD,0,0,3,7
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,4,7
MultXD,MultXD,MultXD,MultXD,0,0,5,7
MultXD,MultXD,MultXD,MultXD,0,0,6,7
AddXD,DeleteNonTerminalR,AddXD,DeleteNonTerminalR,0,0,7,7
MultXD,DivXD,MultXD,DivXD,0,0,8,7
MultXD,DivXD,MultXD,DivXD,0,0,9,7
MultXD,SkipD,MultXD,SkipD,0,0,10,7
MultXD,DeleteTerminalR,MultXD,DeleteTerminalR,0,0,11,7
MultXD,ReplaceBranchR,MultXD,ReplaceBranchR,0,0,12,7
MultXD,FellTreeD,MultXD,FellTreeD,0,0,13,7
MultXD,AddXD,MultXD,AddXD,0,0,14,7
