gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),20,-10,0.014848273748393093,-0.007552636423103729,0.019999585814219865,0.02,23610.826020000004,0.24452,241437.55,0,0.9999999960607003,1,0.000056494626273986614,0,1121000515.4415,0,63463056453.8,0,(((((x)*(8))+((0)*(x)))*(((8)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((x)/((0)/(0))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddRandomSubTreeR|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,ReplaceBranchXR|DeleteNonTerminalR|ReplaceBranchXR|AddXD|FellTreeD|MutateNonTerminalR|AddTreeWithDiv|MutateTerminalR|DivXD|MultXD|FellTreeD|AddTreeWithSub|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,21,20,22,22,8
22,(x),20,-10,0.019971993409538227,0.012625907540015252,0.01999763780669596,0.02,7834.7238,0.04043211904761905,42333.538,0,0.9999999881488781,1,0.000058377764423081367,0,751887243.5505,0,21095049363.5,0,(((((9)*(8))*((4)+(x)))*(((x)+(x))*((5)*(6))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(0))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddRandomSubTreeR|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithSub|AddToLeafR|AddTreeWithMult|SkipD|DivXD|AddTreeWithSub|MutateTerminalR|DivXD|AddToLeafR|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,22,21,23,23,8
23,(x),20,-10,0.019974015706749594,-0.0018895823291342662,0.019999229935191345,0.02,15277.66925,0.12186000000000002,129859.2,0,0.999999997844996,1,0.00004383600380891558,0,1749803246.2155,0,116009068656.3,0,(((((x)*(9))*((8)+(5)))*(((x)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(x))/((0)/(5))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddToLeafR|AddXD|MultXD|AddXD|AddRandomSubTreeR|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,ReplaceBranchXR|DeleteNonTerminalR|ReplaceBranchXR|AddXD|FellTreeD|SubXD|DivXD|MutateTerminalR|AddTreeWithAdd|ReplaceBranchXR|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR,MultXD,ReplaceBranchXR,23,22,24,24,8
24,(x),20,-10,0.019968705615070314,0,0.019999989629169657,0,319170.84558,0.1,9642429.457999999,0.1,0.9999999807747849,1,0.0014629278033647334,0,703434187.1345001,0,13003755673.35,0,(((((2)*(6))*((x)*(2)))-(((x)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(0))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddToLeafR|AddXD|MultXD|AddXD|AddTreeWithSub|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,ReplaceBranchXR|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithSub|MutateTerminalR|DivXD|ReplaceBranchXR|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteNonTerminalR,24,23,25,25,8
25,(x),20,-10,0.01991654980601186,0.02,0.019999323137574118,0.02,18123.01738,0,147740.51,0,0.9999999946236854,1,0.00004767010233582703,0,1082966024.6244998,0,46500254461,0,(((((4)*(x))*((x)+(2)))-(((8)*(9))*((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((7)/(0)),AddRandomSubTreeR|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|MultXD|MultXD|AddXD|AddTreeWithSub|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|DeleteMaliciousR|SkipD|AddTreeWithSub|FellTreeD|DivXD|MutateNonTerminalR|FellTreeD|MultXD|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR,MultXD,FellTreeD,25,24,26,26,8
26,(x),20,-10,0.019960276075560345,0,0.019999952585602044,0,203183.4652,0.1,2109064.004,0.1,0.9999999887703487,1,0.00002671283509503861,0,1729087884.57,0,22262490070.8,0,(((((9)*(4))+((9)*(7)))*(((6)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((3)/((0)/(x))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddXD|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithDiv|AddTreeWithSub|DeleteNonTerminalR|AddTreeWithSub|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithSub|FellTreeD|DivXD|ReplaceBranchXR|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithSub,26,25,27,27,8
27,(x),20,-10,0.01997746089380533,0.015608252344904826,0.019999915102547845,0.02,82206.89383999999,2.0155097172759726,1177891.65,0,0.9999999993159678,1,0.00005981682435240138,0,11364340643.69,0,365479881017,0,(((((6)*(x))+((0)*(9)))*(((9)*(7))*((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(x))),ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|MultXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|FellTreeD|AddXD|FellTreeD|DeleteMaliciousR|AddTreeWithSub|DeleteMaliciousR|DivXD|ReplaceBranchXR|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,FellTreeD,27,26,28,28,8
28,(x),20,-10,-0.019600000000000006,0,-0.0196,0,0.1,0.1,0.1,0.1,0.9999999992197012,1,0.00003700460311769762,0,5095053796.0234995,0,320390090893.3,0,(((((x)*(8))*((9)*(7)))*(((x)+(x))*((9)*(6))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((3)/((0)/(0))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddToLeafR|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithDiv|AddTreeWithSub|DeleteNonTerminalR|AddTreeWithSub|FellTreeD|DivXD|AddTreeWithSub|MutateTerminalR|DivXD|FellTreeD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,28,27,29,29,8
29,(x),20,-10,0.017572593339465686,0.0015878700958459689,0.019999975213824118,0.02,334287.92090657935,0.22699821991671798,4034506.995714286,0,0.9999999948052152,1,0.000044715967333382864,0,2800695762.6540003,0,48125188448,0,(((((x)*(9))+((7)*(7)))*(((4)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((2)/((0)/(0))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|SubXD|FellTreeD|AddXD|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithAdd|DivXD|ReplaceBranchXR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,29,28,30,30,8
30,(x),20,-10,0.015763117884007603,0.0060338365104686984,0.01999995265513506,0.02,76562.54443999998,1027.7742771071428,2112161.48,0,0.9999999951210633,1,0.000026734203196455862,0,2260876348.6745,0,51240672904.5,0,(((((x)*(8))+((5)*(9)))*(((9)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((8)/(0))/((8)/(4))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|MultXD|FellTreeD|AddXD|DeleteMaliciousR|SubXD|SkipD|MutateTerminalR|DivXD|AddToLeafR|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR,MultXD,FellTreeD,30,29,31,31,8
31,(x),20,-10,0.011223419210969605,0.009125380197500513,0.019999977188189844,0.02,148935.53295,0.47192790464180606,4383694.206,0,0.9999999934479883,1,0.000026740541300050527,0,2269790670.1295,0,38156220025.8,0,(((((8)+(7))*((3)*(8)))*(((9)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((3)/(0)),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithSub|MutateTerminalR|DivXD|ReplaceBranchXR|FellTreeD|DivXD|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR,MultXD,DeleteNonTerminalR,31,31,32,32,8
32,(x),20,-10,0.019930593652923115,0.010728448003618964,0.019999932908870116,0.02,138359.95241,6.7842315397723,1490510,0,0.9999999957703725,1,0.001463872892226532,0,3155282224.5875,0,59106859381.5,0,(((((x)+(8))*((5)*(4)))-(((x)+(5))*((x)+((x)*(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((4)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|MultXD|AddTreeWithSub|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|SubXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateNonTerminalR|AddTreeWithSub|MutateTerminalR|DivXD|AddToLeafR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,FellTreeD,31,31,33,33,8
33,(x),20,-10,0.01999929820360955,0.0035210662924576924,0.019999804238374656,0.02,222918.04128000003,0.8081102038975314,510825.346,0,0.9999999964983312,1,0.00003219881000696657,0,2664756961.615,0,71394529993.8,0,(((((x)*(9))*((x)*(3)))+(((5)*(x))+((x)*(x))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((x)/((0)/(0))),ReplaceBranchXR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,SkipD|SubXD|FellTreeD|AddXD|FellTreeD|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|DivXD|ReplaceBranchXR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,32,32,34,34,8
34,(x),20,-10,0.006758783413038957,0,0.019999988193141496,0,165564.47869999998,0.1,8469653.462000001,0.1,0.9999999891944753,1,0.00003696405540584526,0,1167847685.1775,0,23136312796,0,(((((8)+(5))+((8)*(x)))*(((3)*(9))*((x)+((x)*(x)))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((1)/(0)),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithDiv|AddTreeWithSub|ReplaceBranchXR|AddXD|FellTreeD|AddTreeWithSub|AddTreeWithDiv|MutateTerminalR|DivXD|DivXD|FellTreeD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR,MultXD,AddTreeWithDiv,34,33,35,35,8
35,(x),20,-10,0.019996498273082083,0,0.019999974264757917,0.02,550730.505,0.1,3885722.142,0,0.9999999914309509,1,0.000044748190604613926,0,1306769515.7055,0,29174765778.2,0,(((((x)+(x))+((9)*(7)))*(((9)*(7))*((x)+((x)*(x)))))+(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((1)/(9))/((2)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|AddTreeWithMult|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|AddTreeWithSub|FellTreeD|AddXD|FellTreeD|SubXD|SkipD|MutateTerminalR|DivXD|ReplaceBranchXR|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR,MultXD,FellTreeD,35,34,36,36,8
36,(x),20,-10,0.019971838606302642,0.007582821071362002,0.01999996464443203,0.02,296655.93851,0.06208673809523809,2828408.812,0,0.9999999947608442,1,0.0000002799439420352927,0,3812260154.407,0,47717611220.8,0,(((((x)+(7))+((9)*(3)))*(((x)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((3)/(0))/((4)/(4))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|FellTreeD|AddXD|FellTreeD|SubXD|SkipD|MutateTerminalR|DivXD|ReplaceBranchXR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR,MultXD,FellTreeD,36,35,37,37,8
37,(x),20,-10,0.010171735315285181,0.015490195126861126,0.019999962205521724,0.02,231652.82277,0.02454351388888889,2645889.15,0,0.9999999958168466,1,0.00000039712690026639397,0,3875108999.9634995,0,59763526736,0,(((((x)+(5))*((8)*(8)))+(((6)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(x))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|FellTreeD|AddXD|AddTreeWithMult|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithSub|MutateTerminalR|DivXD|ReplaceBranchXR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,MutateTerminalR,37,34,38,38,8
38,(x),20,-10,0.015199344943294744,0.013822131270265681,0.019999982060353992,0.02,423674.2066686832,0.04589113911011827,5574246,0,0.9999999971138689,1,0.0000003124327394345989,0,4097380687.7805004,0,86621151361,0,(((((x)+(9))*((9)*(5)))+(((5)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((1)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddXD|FellTreeD|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithAdd|DivXD|DivXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,38,37,39,39,8
39,(x),20,-10,0.019599543798334673,0.006024797674802287,0.01999998789370868,0.02,668491.4396991315,0.09162531947397015,8260167.988,0,0.9999999981992672,1,0.00000035096900704422425,0,5694538748.4825,0,138832373632,0,(((((x)+(9))*((9)*(8)))+(((8)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteMaliciousR|SubXD|AddTreeWithSub|MutateTerminalR|DivXD|AddTreeWithSub|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,FellTreeD,39,37,40,40,8
40,(x),20,-10,0.019999535218448824,0.015466087385808592,0.019999798953634084,0.02,260187.00191999998,0.02276720564058957,497397.7,0,0.999999997454788,1,0.0000002346666948633529,0,5637074039.7109995,0,98223645199,0,(((((x)+(6))*((9)*(8)))+(((9)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|DeleteMaliciousR|AddXD|MultXD|MultXD|MultXD|AddToLeafR|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteMaliciousR|SubXD|AddTreeWithSub|MutateTerminalR|DivXD|AddTreeWithSub|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,MutateTerminalR,40,37,41,41,8
41,(x),20,-10,0.019707217098521447,0.018201031667251864,0.019707217098521447,0.02,341.55,0.009882387845458456,341.55,0,0.9999999983123056,1,0.0000021228066382400813,0,6137878421.811999,0,148131076075,0,(((((x)+(8))*((x)*(x)))+(((x)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((2)/((0)/(4))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteMaliciousR|AddTreeWithSub|AddTreeWithSub|AddTreeWithDiv|DivXD|AddTreeWithSub|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithSub,41,40,42,42,8
42,(x),20,-10,0.01999967115780645,0.008125270086111039,0.019999988992390805,0.02,885604.7837,0.06025097619047618,9084624.847000001,0,0.9999999995006851,1,0.00000461219371753475,0,7652337846.877,0,500686035346.3,0,(((((x)+(9))*((x)*(7)))*(((8)*(x))*((x)+(x))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((6)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,ReplaceBranchXR|AddTreeWithSub|FellTreeD|AddXD|FellTreeD|DeleteTerminalR|SkipD|AddRandomSubTreeR|DivXD|AddToLeafR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,FellTreeD,42,41,43,43,8
43,(x),20,-10,0.01999957512379745,0.013274005502221293,0.019999575123797454,0.02,235362.676,0.059719070733549214,235362.676,0,0.9999999976828764,1,0.00000015714841277872396,0,6542809973.3925,0,107892390064,0,(((((x)+(9))*((8)*(9)))+(((5)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((6)/((0)/(8))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddToLeafR|DeleteNonTerminalR|AddXD|FellTreeD|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithAdd|DivXD|DivXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,42,42,44,44,8
44,(x),20,-10,0.019707217098521447,0.013001985487042953,0.019707217098521447,0.02,341.55,0.040784574682119726,341.55,0,0.9999999961994316,1,0.0000003467643101121739,0,5611556872.9625,0,65779634652,0,(((((x)+(8))*((8)+(3)))*(((7)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((6)/(1))/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,DeleteMaliciousR|AddToLeafR|FellTreeD|AddXD|DeleteMaliciousR|SubXD|AddTreeWithSub|MutateTerminalR|DivXD|AddToLeafR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR,MultXD,AddTreeWithDiv,44,43,45,45,8
45,(x),20,-10,-0.019600000000000006,0,-0.0196,0.02,0.1,0.1,0.1,0,0.9999999995761795,1,0.000002122147017720559,0,49741393998.804,0,589872283633.8,0,(((((x)+(7))+((8)*(5)))*(((8)*(x))*((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,SkipD|AddToLeafR|FellTreeD|AddXD|FellTreeD|SubXD|AddTreeWithDiv|AddTreeWithAdd|DivXD|DivXD|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,43,44,46,46,8
46,(x),20,-10,-0.019600000000000006,0.005980375746401926,-0.0196,0.02,0.1,0.14802799453498994,0.1,0,0.9999999977511798,1,0.0000001872562475561857,0,5635496117.355,0,111169399540.8,0,(((((x)+(8))*((x)+(x)))*(((7)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((2)/((0)/(x))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,ReplaceBranchXR|DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithDiv|AddTreeWithAdd|DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,46,45,47,47,8
47,(x),20,-10,-0.019600000000000006,0.009896859132103074,-0.0196,0.02,0.1,9.069164664047843,0.1,0,0.9999999975460432,1,0.00000013162640641352927,0,5360527355.1815,0,101876282148,0,(((((x)+(7))*((9)+(8)))*(((8)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)/(x))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|AddXD|FellTreeD|AddXD|FellTreeD|SubXD|AddTreeWithDiv|FellTreeD|DivXD|ReplaceBranchXR|FellTreeD|DivXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,FellTreeD,47,44,48,48,8
48,(x),20,-10,0.019999770624964455,0,0.019999977597013878,0,749331.0207400001,0.1,4463690.664,0.1,0.9999999993500308,1,0.000000015338230214923882,0,34038283901.954002,0,384633632653,0,(((((x)+(7))*((7)*(5)))+(((3)*(x))+((x)*((x)*(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((5)/(0))/((9)/(5))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,SkipD|AddToLeafR|FellTreeD|AddXD|FellTreeD|SubXD|AddTreeWithSub|MutateTerminalR|DivXD|AddToLeafR|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR,MultXD,FellTreeD,47,46,49,49,8
49,(x),20,-10,0.01999999549253433,0.02,0.01999999966292016,0.02,46060932.5488,0,296665620.426,0,0.9999999947694725,1,0.0000001989569866177801,0,5070455011.7595005,0,47796326467.3,0,(((((x)+(8))*((3)+(3)))*(((x)*(x))+((x)*((x)+(x)))))*(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((6)/((0)/(0))),AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithAdd|AddXD|MultXD|AddXD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD,MutateTerminalR|AddTreeWithSub|DeleteNonTerminalR|AddXD|FellTreeD|DeleteNonTerminalR|AddTreeWithSub|MutateTerminalR|DivXD|AddTreeWithSub|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithSub,49,48,49,49,8
