A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,MutateTerminalR,AddRandomSubTreeR,MutateTerminalR,0,0,0,8
AddRandomSubTreeR,AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,0,0,1,8
MultXD,DeleteNonTerminalR,MultXD,DeleteNonTerminalR,0,0,2,8
AddTreeWithAdd,AddXD,AddTreeWithAdd,AddXD,0,0,3,8
AddXD,FellTreeD,AddXD,FellTreeD,0,0,4,8
MultXD,DeleteNonTerminalR,MultXD,DeleteNonTerminalR,0,0,5,8
MultXD,AddTreeWithSub,AddXD,AddTreeWithSub,0,0,6,8
MultXD,MutateTerminalR,MultXD,MutateTerminalR,0,0,7,8
MultXD,DivXD,MultXD,DivXD,0,0,8,8
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,9,8
AddXD,FellTreeD,AddXD,FellTreeD,0,0,10,8
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,11,8
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,12,8
MultXD,DeleteTerminalR,MultXD,DeleteTerminalR,0,0,13,8
MultXD,DeleteTerminalR,MultXD,DeleteTerminalR,0,0,14,8
