A,P,AEquation,PEquation,AGen,PGen,ARun,PRun,count,run
MultXD,SubXD,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,0,0
SubXD,SubXD,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,1,0
MultXD,AddRandomSubTreeR,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,2,0
MultXD,ReplaceBranchR,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,3,0
MultXD,MutateNonTerminalR,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,4,0
MultXD,FellTreeD,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,5,0
MultXD,FellTreeD,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,6,0
AddXD,AddTreeWithDiv,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,7,0
MultXD,AddTreeWithDiv,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,8,0
MultXD,AddTreeWithDiv,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,9,0
MultXD,DeleteTerminalR,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,10,0
MultXD,DivXD,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,11,0
MultXD,DeleteMaliciousR,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,12,0
MultXD,MultXD,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,13,0
MultXD,DeleteMaliciousR,(((((x)*(x))-((x)*(x)))*(((x)*(x))*((x)*(x))))+(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),(((0)/((0)/(8)))/((6)/((x)*(0)))),0,0,7,0,14,0
