A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,0,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,0,0,1,3
AddXD,SkipD,AddXD,SkipD,0,0,2,3
MultXD,DivXD,MultXD,DivXD,0,0,3,3
MultXD,DeleteNonTerminalR,MultXD,DeleteNonTerminalR,0,0,4,3
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,5,3
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,6,3
MultXD,MutateNonTerminalR,MultXD,MutateNonTerminalR,0,0,7,3
MultXD,AddXD,MultXD,AddXD,0,0,8,3
AddXD,DeleteTerminalR,AddXD,DeleteTerminalR,0,0,9,3
MultXD,ReplaceBranchXR,MultXD,ReplaceBranchXR,0,0,10,3
MultXD,FellTreeD,MultXD,FellTreeD,0,0,11,3
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,12,3
MultXD,FellTreeD,AddXD,FellTreeD,0,0,13,3
MultXD,AddXD,MultXD,AddXD,0,0,14,3
