gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),20,-10,0.019966179653679653,0.0007451059400999858,0.019966179653679653,0.02,2956.8,0.09743180952380952,2956.8,0,0.9999999971504822,1,0.00000006075464055581775,0,24354242614.311,0,87734139965.8,0,((((x)*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)-((x)*(x)))*((x)*((x)*((x)*(x)))))),((4)/(0)),AddToLeafR|MutateNonTerminalR|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|SubXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|FellTreeD|AddXD|ReplaceBranchXR|MutateNonTerminalR|DivXD|DeleteTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,21,20,22,22,4
22,(x),20,-10,0.019999539528273953,0.006376301211295566,0.01999995458532801,0.02,543780.51786,0.09694875396825395,2201931.57,0,0.9999999996777045,1,0.000000007236562369657791,0,168352139751.457,0,775685682520.2,0,((((x)*((9)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((1)/((x)/(0))),SkipD|DivXD|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithSub|SubXD|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|DeleteMaliciousR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|DeleteTerminalR,MultXD,DivXD,22,21,23,23,4
23,(x),20,-10,0.019966179653679653,-0.006504979839969949,0.019966179653679653,0.02,2956.8,0.2588,2956.8,0,0.9999999996986219,1,0.0000000065134374084277005,0,210272428592.105,0,829522508072,0,((((x)*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((3)/(0)),SkipD|MutateNonTerminalR|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|MutateNonTerminalR|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteNonTerminalR|SubXD|AddToLeafR|AddToLeafR|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,23,23,24,24,4
24,(x),20,-10,-0.02,0.0016534122269369802,-0.02,0.0022063492063492058,0,0.09173412698412697,0,0.08896825396825397,0.9999999996986219,1,0.000000005163853462845892,0,260345674685.75595,0,829522508072,0,((((x)*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((1)/(0)),DeleteMaliciousR|MutateNonTerminalR|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithSub|DeleteMaliciousR|FellTreeD|AddToLeafR|AddXD|ReplaceBranchXR|DeleteMaliciousR|FellTreeD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,24,23,25,25,4
25,(x),20,-10,-0.019600000000000006,0.0018137180575200382,-0.0196,0.0022063492063492058,0.1,0.09093190476190476,0.1,0.08896825396825397,0.9999999996986219,1,0.000000005626281391229402,0,216587568184.78897,0,829522508072,0,((((x)*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((2)/(0)),DeleteMaliciousR|MutateNonTerminalR|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteMaliciousR|DeleteMaliciousR|FellTreeD|FellTreeD|FellTreeD|ReplaceBranchXR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,25,24,26,26,4
26,(x),20,-10,0.018800226187123865,-0.0026239708617834343,0.01999999418681933,0.02,2742588.0975013548,0.1277,17202286.61,0,0.9999999997932859,1,0.33946428324569006,0,245298774097.145,0,1209399950586.7,0,(((((x)*(6))+((8)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((2)/(0)),DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithAdd|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithSub|SubXD|AddRandomSubTreeR|FellTreeD|AddXD|ReplaceBranchXR|DeleteMaliciousR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|DivXD|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,26,26,27,27,4
27,(x),20,-10,0.019999995418871767,-0.0011112937080949375,0.01999999541887176,0.0011515873015873054,21828683.84,0.1062164650793651,21828683.84,0.09424206349206347,0.9999999996986219,1,0.000000003836871164010268,0,201342832134.76,0,829522508072,0,((((x)*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((5)/(0)),DeleteMaliciousR|MutateNonTerminalR|ReplaceBranchXR|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|FellTreeD|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,27,27,28,28,4
28,(x),20,-10,-0.019600000000000006,0.0041615744082723494,-0.0196,0.02,0.1,0.08195999999999999,0.1,0,0.999999998243942,1,0.0000000034702892403463206,0,100479194761.863,0,142364319620,0,(((((x)*(9))/((x)-(x)))*(((x)+(x))*((x)*(x))))*(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),((x)/((0)/(x))),ReplaceBranchXR|DivXD|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithSub|SubXD|AddToLeafR|AddToLeafR|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|DeleteTerminalR,MultXD,DivXD,27,27,29,29,4
29,(x),20,-10,-0.019600000000000006,-0.0003366559029279899,-0.0196,0.02,0.1,1609.6436379885997,0.1,0,0.999999997542825,1,0,0,101742853817.5,0,101742853817.5,0,(((((x)+(x))/((x)-(x)))*(((x)+(x))*((x)*(x))))*(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),((1)/((x)/(0))),AddXD|DivXD|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithSub|FellTreeD|FellTreeD|MutateTerminalR|DivXD|DivXD|DeleteTerminalR,MultXD,DivXD,29,27,30,30,4
30,(x),20,-10,-0.019600000000000006,-0.0021650350710975983,-0.0196,0.02,0.1,0.12222000000000001,0.1,0,0.999999997542825,1,0,0,101742853817.5,0,101742853817.5,0,(((((x)+(x))/((x)-(x)))*(((x)+(x))*((x)*(x))))*(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),((6)/(0)),AddXD|DivXD|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteMaliciousR|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,29,28,31,31,4
31,(x),20,-10,-0.0081800008830206,0.015015722222222224,0.019999999486464855,0.02,17271331.8879,0.025696388888888887,194728639.35,0,0.999999997542825,1,0,0,101742853817.5,0,101742853817.5,0,(((((x)+(x))/((x)-(x)))*(((x)+(x))*((x)*(x))))*(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),((2)/((0)/(x))),AddXD|DivXD|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|ReplaceBranchXR,DeleteTerminalR|DeleteMaliciousR|FellTreeD|FellTreeD|AddXD|ReplaceBranchXR|DeleteMaliciousR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|DeleteTerminalR,MultXD,FellTreeD,31,30,32,32,4
32,(x),20,-10,-0.019600000000000006,-0.0019443644011766386,-0.0196,0.02,0.1,0.12109999999999997,0.1,0,0.9999999996156023,1,0.2785964820536138,0,159160053885.68298,0,650368077557.5,0,(((((8)*(8))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((1)/((0)/(x))),DeleteNonTerminalR|AddToLeafR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|FellTreeD|AddXD|ReplaceBranchXR|DeleteMaliciousR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|DeleteTerminalR,MultXD,FellTreeD,32,30,33,33,4
33,(x),20,-10,-0.005828001084748562,0.009307742997621219,0.019999999486464855,0.02,19254200.2615,0.07008859523809524,194728639.35,0,0.999999997542825,1,0,0,101742853817.5,0,101742853817.5,0,(((((x)+(x))/((x)-(x)))*(((x)+(x))*((x)*(x))))*(((x)*((x)*(x)))*(((x)*(x))*((x)*((x)*(x)))))),((0)/(0)),AddXD|DivXD|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddTreeWithMult|SubXD|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithSub|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|DivXD|MutateTerminalR|DeleteTerminalR,MultXD,MutateNonTerminalR,32,32,34,34,4
34,(x),20,-10,-0.009700001079613212,0.0020983736846290177,0.019999999486464855,0.02,11953169.2596,0.09167154220583061,194728639.35,0,0.9999999997157548,1,0.0000000012144499368217918,0,540777256654.5439,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((6)/(0)),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|AddXD|ReplaceBranchXR|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,33,32,35,35,4
35,(x),20,-10,-0.019600000000000006,-0.0002633497461392643,-0.0196,0.02,0.1,0.12400464285714285,0.1,0,0.9999999997157548,1,0.0000000012262840769077437,0,493510477386.992,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((5)/(0)),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithSub|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateNonTerminalR|FellTreeD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,35,34,36,36,4
36,(x),20,-10,-0.008116001054857977,0.01090448680881831,0.019999999486464855,0.02,21491314.384499997,0.04967662698412698,194728639.35,0,0.9999999997157548,1,0.0000000012144499368217918,0,540777256654.544,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((4)/(0)),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|AddXD|ReplaceBranchXR|MultXD|MultXD|MultXD|MultXD,AddTreeWithSub|DeleteMaliciousR|FellTreeD|FellTreeD|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,33,34,37,37,4
37,(x),20,-10,0.019965128725492304,-0.0009772386187256632,0.019999999274314215,0.02,9567460.516239999,0.16057904761904762,137800686.96,0,0.9999999997157548,1,0.0000000012017484809855174,0,564410646288.32,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((6)/(0)),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,37,36,38,38,4
38,(x),20,-10,0.01920779716541511,0.004533515258108943,0.01999999987712461,0.02,112202842.76216002,21879450.185368355,813832618.61,0,0.9999999997157548,1,0.0000000011843473639388519,0,588044035922.096,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((7)/((0)/(x))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|DivXD,AddTreeWithSub|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|SkipD|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteTerminalR,MultXD,AddTreeWithDiv,37,37,39,39,4
39,(x),20,-10,-0.0009880002544272522,0.0006997547798317822,0.01999999945866542,0.02,86822460.4535,0.11102590343915346,184728639.15,0,0.9999999997157548,1,0.000000001196479279678476,0,572288442832.912,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((7)/(0)),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|DeleteMaliciousR|DivXD|MultXD|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,DeleteMaliciousR,38,38,40,40,4
40,(x),20,-10,-0.019600000000000006,-0.0019246070897494206,-0.0196,0.02,0.1,0.12005999999999999,0.1,0,0.9999999997157548,1,0.000000001190681494917607,0,580166239377.504,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((0)/((0)/(x))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|AddToLeafR|AddTreeWithDiv|MultXD|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|SkipD|DeleteMaliciousR|DivXD|DivXD|DeleteTerminalR,MultXD,DivXD,40,39,41,41,4
41,(x),20,-10,-0.019600000000000006,-0.0014282879285975297,-0.0196,0.02,0.1,0.11776,0.1,0,0.9999999997157548,1,0.0000000012064960243997672,0,556532849743.728,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((9)/(0)),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|FellTreeD|AddTreeWithDiv|ReplaceBranchXR|DivXD|FellTreeD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,FellTreeD,41,40,42,42,4
42,(x),20,-10,-0.004948001186534066,-0.0024378354397653697,0.019999999486464855,0.02,33571606.4147,0.12226,194728639.35,0,0.9999999997157548,1,0.0000000011534594522094642,0,619555222100.464,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((2)/((0)/(x))),AddXD|MutateNonTerminalR|SubXD|AddTreeWithSub|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|AddTreeWithDiv|DivXD|DeleteTerminalR,MultXD,MutateNonTerminalR,41,41,43,43,4
43,(x),20,-10,-0.019600000000000006,0,-0.0196,0.02,0.1,0.1,0.1,0,0.9999999999661788,1,0.000000005370710377478675,0,819301126777.42,0,7391811116988,0,(((((x)*(9))*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((1)/((0)/(x))),AddXD|MutateNonTerminalR|AddToLeafR|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|DeleteTerminalR,MultXD,DivXD,41,42,44,44,4
44,(x),20,-10,-0.019600000000000006,-0.000631125999502589,-0.0196,0.0004788127942696789,0.1,0.10339489980549406,0.1,0.0976059360286516,0.9999999999661788,1,0.000000007208987174210066,0,1140230125460.552,0,7391811116988,0,(((((x)*(9))*((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((9)/(0)),AddXD|MutateNonTerminalR|AddTreeWithMult|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DivXD|ReplaceBranchXR|FellTreeD|AddXD|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR,MultXD,ReplaceBranchXR,44,43,45,45,4
45,(x),20,-10,0.015271262537942065,0.0009635713645076215,0.01999999986280971,0.02,46906899.41548,0.095649709388344,728914556.9,0,0.9999999997157548,1,0.000000001177468231031716,0,595921832466.688,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((2)/((0)/(x))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|DivXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteTerminalR,MultXD,AddTreeWithDiv,44,44,46,46,4
46,(x),20,-10,0.016551288998847512,0.011200000000000002,0.01999999973456847,0.02,48894335.21782,0.044000000000000004,376744993.16,0,0.9999999997157548,1,0.000000001190681494917607,0,580166239377.504,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((5)/((0)/(0))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|ReplaceBranchR|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DivXD|SkipD|FellTreeD|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|MutateTerminalR|AddTreeWithDiv|DivXD|DeleteTerminalR,MultXD,DivXD,46,45,47,47,4
47,(x),20,-10,-0.019600000000000006,-0.005889326900694987,-0.0196,0.02,0.1,0.1700429910241874,0.1,0,0.9999999997157548,1,0.000000001177468231031716,0,595921832466.688,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((x)/((0)/(x))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteMaliciousR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteTerminalR,MultXD,AddTreeWithDiv,47,46,48,48,4
48,(x),20,-10,-0.019600000000000006,-0.003458315853073213,-0.0196,0.02,0.1,0.13282,0.1,0,0.9999999997157548,1,0.0000000011534594522094642,0,619555222100.4639,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((0)/((x)/(0))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|DivXD|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|DivXD|DivXD|DeleteTerminalR,MultXD,DivXD,48,47,49,49,4
49,(x),20,-10,0.019999999970323895,0.02,0.01999999997032389,0.02,3369714144.542001,0,3369714144.5420003,0,0.9999999997157548,1,0.0000000011534594522094642,0,619555222100.4639,0,879522508072,0,(((((x)*(x))-((x)*(x)))+(((x)*(x))*((x)*(x))))*(((x)*((x)*(x)))*((x)*((x)*((x)*(x)))))),((3)/((0)/(x))),AddXD|MutateNonTerminalR|SubXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DeleteNonTerminalR|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|ReplaceBranchXR|MutateNonTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|AddTreeWithAdd,MultXD,AddTreeWithDiv,48,48,49,49,4
