A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,SubXD,MultXD,SubXD,0,0,0,0
SkipD,SubXD,SkipD,SubXD,0,0,1,0
MultXD,AddRandomSubTreeR,MultXD,AddRandomSubTreeR,0,0,2,0
AddXD,ReplaceBranchR,AddXD,ReplaceBranchR,0,0,3,0
MultXD,MutateNonTerminalR,MultXD,MutateNonTerminalR,0,0,4,0
MultXD,FellTreeD,MultXD,FellTreeD,0,0,5,0
SubXD,FellTreeD,SubXD,FellTreeD,0,0,6,0
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,7,0
SubXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,8,0
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,9,0
MultXD,DeleteTerminalR,AddXD,DeleteTerminalR,0,0,10,0
MultXD,DivXD,MultXD,DivXD,0,0,11,0
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,12,0
MultXD,MultXD,MultXD,MultXD,0,0,13,0
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,14,0
