gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.05974953609199856,-0.022801559918054597,-0.05974687099725526,0.011591785387531044,NaN,NaN,NaN,243.4334,-0.9871870997255261,0.2974681180798029,0.00017886094944690112,0.0055984659161807705,6145.3059047619045,6091.72,6274.0160000000005,6020.08,((((9)/(1))/((5)-(4)))*((x)*((x)+((7)+(x))))),(((9)+((x)+(6)))+((9)*((x)+(x)))),AddTreeWithSub|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddXD|MutateTerminalR,AddTreeWithDiv,AddRandomSubTreeR,0,0,1,1,3
1,x*x*x*x,25,-10,-0.0622851504262787,-0.01711284475396484,-0.05975014315939094,0.01174795078141046,NaN,NaN,NaN,242.0952,-0.9875040844334074,0.2991252310622328,0.0002549531056116737,0.00012185024142010082,6054.916,6117.749761904762,6118.8,6005.88,(((2)/((2)*(9)))-((9)*((0)+(x)))),((((2)/(2))*((6)/((1)-(9))))*((0)-((2)*((4)*(x))))),AddTreeWithSub|DeleteNonTerminalR|AddToLeafR|SubXD|AddTreeWithSub,MutateNonTerminalR|FellTreeD|AddTreeWithDiv|AddXD|MutateTerminalR,AddTreeWithSub,AddTreeWithDiv,1,1,2,2,3
2,x*x*x*x,25,-10,-0.049631534616934606,-0.012643432568775315,-0.03949993791661221,0.011485566779319233,NaN,NaN,244.86239999999998,244.3436,-0.9874937916612208,0.28781018354276755,0.00011740523193764868,0.0007719582275236155,6093.44,6111.606428571429,6123.84,6102.84,(((4)-((8)*(5)))/((8)*((x)+(x)))),(((4)/(4))+((x)*(9))),AddTreeWithSub|DeleteNonTerminalR|AddToLeafR|AddTreeWithDiv|AddXD,MutateNonTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR,AddXD,MutateNonTerminalR,2,2,3,3,3
3,x*x*x*x,25,-10,-0.0420308882292529,-0.023725860671845976,-0.039488333133649925,0.012968693234711217,NaN,NaN,250.54484444444444,231.63451142857141,-0.9875040844334074,0.357944906494816,0,0.2511087053052407,6118.8,7062.801519252713,6118.8,5501.847142857143,((((4)/(7))-((4)*(3)))*((x)*((0)+(x)))),((((0)+(9))/((7)/((3)+(7))))*(((x)*(x))+((x)*((x)+(x))))),AddTreeWithSub|DeleteNonTerminalR|AddToLeafR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|AddTreeWithDiv|AddXD|SkipD,AddTreeWithSub,MutateNonTerminalR,3,3,4,4,3
4,x*x*x*x,25,-10,-0.052159652877619485,-0.04668422551417296,-0.03950001701847253,0.011657111685757613,NaN,NaN,244.82366666666664,242.87361111134075,-0.9874945540887902,0.2968659558974551,0.000007781552354520362,1.319702086111329,6118.018333333333,19443.63,6123.466666666666,6025.24,(((x)/(6))-((5)+(x))),((((x)-(4))/((4)+(2)))+((x)*((x)+(x)))),AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddXD,ReplaceBranchXR|MultXD|AddTreeWithDiv|AddXD|SkipD,AddTreeWithSub,MultXD,4,4,5,5,3
5,x*x*x*x,25,-10,-0.04203409777491738,-0.02970640111252688,-0.03950042845706443,0.013352689657747822,228.13554714285718,721.7162628571427,244.62219999999996,228.34400000000002,-0.9875057998954384,0.36724424444983855,0.0000016985888125548038,1.1482474024102995,6117.285714285714,12735.76657142857,6117.96,5422.16,(((4)/(2))-((1)+(x))),((((2)*(6))*((x)+(9)))/((5)*((x)+(x)))),AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|AddTreeWithDiv|AddXD|SkipD,AddTreeWithSub,AddXD,5,5,6,6,3
6,x*x*x*x,25,-10,-0.0470941794968931,-0.021415231898291268,-0.03949666791922624,0.024252198592154155,NaN,NaN,246.4636,134.9448,-0.987160992027186,0.38297514797318755,0.00017463329269667575,1.1434558363438188,6158.5599999999995,NaN,6286.8,5287.36,(((x)*((x)*(8)))/((2)-((7)+(x)))),((((7)+(8))*((2)/(6)))+((x)*((x)+(x)))),AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|MutateNonTerminalR|AddXD|SkipD,AddTreeWithSub,MutateNonTerminalR,6,6,7,7,3
7,x*x*x*x,25,-10,-0.04459369020535364,-0.022278197955760522,-0.039499991899207075,0.015472572835172498,NaN,NaN,244.83596666666668,210.17846666666665,-0.9874892783623056,0.468438999570551,0.000018950125137419923,1.1694935195146343,6117.053928571429,12494.5425,6126.05,4555.01,(((3)/(4))-((8)+(x))),((((9)-(8))+((5)/((8)/(2))))*(((x)*(7))+((x)*((x)+(x))))),AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|AddTreeWithDiv|AddXD|SkipD,AddTreeWithSub,AddXD,7,7,8,8,3
8,x*x*x*x,25,-10,-0.04709600480011691,-0.005825042007682557,-0.03950006476096081,0.011994603879978343,NaN,NaN,244.8002888888889,239.9816,-0.9874968232184609,0.2942145751255672,0.0000036306074732705973,0.03723599254252702,6119.688888888889,6285.342046783626,6122.355555555555,6047.96,(((4)/(9))-((4)+(x))),((((x)-(9))/((1)+(9)))+((x)*((x)+(x)))),AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|AddTreeWithDiv|AddXD|SkipD,AddXD,SkipD,8,8,9,9,3
9,x*x*x*x,25,-10,-0.0470978202400013,-0.027177351721275715,-0.03949995652995874,-0.006726864920467062,NaN,NaN,244.8532857142857,471.00451272727275,-0.9874970825475662,0.7410842653621376,0.000006883069380513242,0.21353167012562016,6117.517142857143,4932.616,6122.228571428573,2218.68,(((4)/(7))-((4)+(x))),((((x)+(6))/((1)*((x)*(7))))+((1)+((x)*((x)+(x))))),AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddXD,MutateNonTerminalR|MultXD|AddTreeWithDiv|AddXD|SkipD,AddTreeWithSub,MultXD,9,9,10,10,3
