TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.13459653707938582,0.12181793033325719,0.7837714886354646,0.1690456777015499,1
-0.9297941849068931,0.16505965641527015,0.34942242909214566,0.21396420922719508,2
-0.9843760209082,0.16355996535510683,0.9750967279777196,1,3
-0.9924077098987258,0.16723504065195222,0.8818298651177281,0.1898627284793751,4
-0.8820075138843515,0.16734172611615658,0.9457055117330904,0.4272568877273221,5
-0.9771643720539506,0.1670418771096255,-0.6691440705651748,0.09458389294227243,6
-0.9752695197647827,0.16763790588165456,0.19274126447679157,0.16818795222452113,7
-0.9926117894478929,0.23302929097516525,0.9516612631033549,0.1497146750638257,8
-0.9820524338451486,1,0.7944154339540273,0.1693711878291513,9
-0.9797880594576935,0.1663853918960457,0.7442812054622403,1,10
