gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.04776918953845147,-0.02565795086406475,-0.044437259310236454,-0.01998545343349091,11783.040471428572,6409.012423809525,29382.146,6662.942628571428,-0.5250493046608689,-2,0.22167595373919857,0,754522.92,32767,2508668.2,32767,((((x)*(x))*((8)-((0)*(x))))*(((2)*(6))*((1)-((5)*(x))))),(((1)*((4)/(x)))/((x)-(x))),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,AddToLeafR|DivXD|ReplaceBranchR|DivXD|SubXD,AddToLeafR,DivXD,0,0,1,1,1
1,x*x*x*x*3*x+1,25,-10,-0.021358915338663364,-0.04,0.006387225065591668,-0.04,223292.4082,4880.904,733721.3496,4880.904,0.9066001609822361,-2,0.9172513939226875,0,14440083.9,32767,56552078.2,32767,((((x)*((x)*(x)))*((x)*((0)*(x))))-(((5)*(8))*((4)*((5)*(x))))),(((((x)*(0))-((8)+(1)))*(((1)+(3))*((8)*(9))))*(((x)*((3)*(x)))+(((2)-(3))/((x)/((x)-(x)))))),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,AddToLeafR|DivXD|ReplaceBranchR|DivXD|SubXD,AddToLeafR,DivXD,1,1,2,2,1
2,x*x*x*x*3*x+1,25,-10,-0.02150534374726592,0,0.0023881797833621068,0,132212.12219999998,8451.128,341300.22320000007,8451.128,0.5011484016739842,0,0.7027081717991784,0,5990070,211278.2,10588229.08,211278.2,((((x)*((x)*(9)))*((4)-((0)*(x))))*(((3)*(x))+((x)-((5)-((5)*(x)))))),(0),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddToLeafR,MutateTerminalR,2,2,3,3,1
3,x*x*x*x*3*x+1,25,-10,-0.02241154964286656,0,0.006327298968743771,0,146284.36800000002,8451.128,458230.56720000005,8451.128,0.712034002250498,0,0.7261205752653762,0,5785476.399999999,211278.2,18342287.08,211278.2,((((x)*((x)*(x)))*((6)+((4)*(x))))+(((x)+(1))*((x)+((1)*(x))))),(0),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddToLeafR,FellTreeD,3,3,4,4,1
4,x*x*x*x*3*x+1,25,-10,-0.028552830629384074,0,-0.008844968582298303,0,73662.7212,8451.128,217356.62480000005,8451.128,0.5851177232755751,0,0.7206259169562015,0,4270155.9,211278.2,12731213.88,211278.2,((((x)*((8)*(4)))*((3)+((3)*(x))))*(((2)-(x))*((x)+((1)*(x))))),(0),DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithSub,DeleteNonTerminalR,4,4,5,5,1
5,x*x*x*x*3*x+1,25,-10,-0.024265914155128306,-0.00000007572724183393133,-0.002881596464088011,0,110945.12980000001,8451.144000000002,307262.24079999997,8451.128,0.7395830852769598,0,0.8120155264683213,0,6328185.92,211278.2,20282687.88,211278.2,((((x)*((x)*(x)))*((x)*((3)*(5))))*(((4)-(8))*((8)+((1)*(x))))),(0),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddToLeafR,DeleteNonTerminalR,5,5,6,6,1
6,x*x*x*x*3*x+1,25,-10,-0.016344728621501076,0,0.01809178857480132,0,279847.33679999993,8451.128,757718.2415999998,8451.128,0.820888045612164,0,0.997754926596877,0,14184757.76,211278.2,29489684.36,211278.2,((((x)*((x)*(8)))*((5)-((7)*(2))))-(((6)*(8))*((3)*((x)+((1)*(x)))))),(0),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddToLeafR,FellTreeD,6,6,7,7,1
7,x*x*x*x*3*x+1,25,-10,-0.01140070130831847,0,0.02575245284721418,0,1144708.3569999998,8451.128,4284566.7696,8451.128,0.9808080833838196,0,0.8452241139290795,0,73051919.74,211278.2,275217692.2,211278.2,((((x)*((x)*(x)))*((9)*((6)*(3))))-(((9)*(x))-((0)*((x)+((1)*(x)))))),(0),FellTreeD|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,FellTreeD,MutateNonTerminalR,7,7,8,8,1
8,x*x*x*x*3*x+1,25,-10,-0.027152073381587972,0,-0.00037575538469789336,0,78293.3612,8451.128,251018.24079999997,8451.128,0.5732912459088889,0,0.7689999974695032,0,3234614.9400000004,211278.2,12378361,211278.2,((((0)-((3)*(x)))*((x)*((x)*(5))))*(((5)-(0))*((x)+((9)*((2)*(x)))))),(0),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddToLeafR,MutateTerminalR,8,8,9,9,1
9,x*x*x*x*3*x+1,25,-10,-0.025918456461534265,0,0.004057791253970753,0,1027901.4096000001,8451.128,4046804.5919999997,8451.128,0.9861801062393798,0,0.9112793692625722,0,96237952.34,211278.2,382199392.52,211278.2,((((x)*((x)*(x)))*((0)-((5)*(x))))*(((8)*(2))-((x)*((x)+((1)*(x)))))),(0),AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|MultXD,FellTreeD|MultXD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddToLeafR,MultXD,9,9,10,10,1
