gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
63,x*x*x*x*3*x+1,25,-10,-0.038399955660356824,0.0011537468283088484,-0.03839994774662034,0.007615646100733537,8451.3622,8207.370900000002,8451.404,6842.108,-0.9599984096797494,0.35334947003524264,0.0000002300628729297257,0.17539613771771106,211284.85,192204.68,211286.6,136623.16,((0)-((8)-(x))),((((4)*(x))*((7)*(x)))*((x)*((5)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|MultXD|AddTreeWithMult|AddTreeWithMult|SubXD,FellTreeD,AddTreeWithMult,63,63,64,64,3
64,x*x*x*x*3*x+1,25,-10,-0.038399953180214524,-0.0049902370075918,-0.038399947670890805,0.000049190119946121125,8451.3753,8002.787300000001,8451.4044,8440.735200000001,-0.9599986747331244,0.0002442277527923175,0.00000009506495255234745,1.0000400806980565,211284.53,166637.7,211285.2,211226.6,((0)-((3)-(x))),((((x)/(6))*((9)+(3)))-((x)*((x)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|MultXD|AddTreeWithMult|AddTreeWithDiv|SubXD,DeleteMaliciousR,SubXD,64,64,65,65,3
65,x*x*x*x*3*x+1,25,-10,-0.03839995903032116,-0.0000009049408333874581,-0.038399948352456616,0.000007429067457034334,8451.3444,8451.3193,8451.4008,8449.558400000002,-0.9599986217224493,0.0002181010629587733,0.00000011786834544732013,0.00012995146807109252,211284.73,211272.53999999998,211285.48,211232.12,((0)-((4)-(x))),((((x)*(8))-((4)-(5)))-((5)*((7)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|SubXD,FellTreeD|AddToLeafR|AddTreeWithSub|AddTreeWithMult|SubXD,ReplaceBranchR,FellTreeD,65,65,66,66,3
66,x*x*x*x*3*x+1,25,-10,-0.038399952176798174,-0.000006714277524764442,-0.038399939416371404,0.000006580896656638799,8451.3806,8452.5478,8451.447999999999,8449.7376,-0.959997576654856,0.0001499444807842083,0.0000005886154995753854,0.00009505702899416935,211286.48,211276.28,211291,211246.52,((0)-((x)-(x))),((((6)-(0))*((0)*(8)))*((0)+((x)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,FellTreeD,AddTreeWithMult,66,66,67,67,3
67,x*x*x*x*3*x+1,25,-10,-0.038399965353737395,0.00006602278870471731,-0.03839996092355955,0.0005470076895941945,8451.311,8437.180400000001,8451.3344,8335.5572,-0.9599985157010993,0.027351236426663993,0.00000020007508303157705,0.013733210061384416,211284.56,209851.58,211286.04,205499.48,((0)-((6)-(x))),((((4)+(2))*((x)*(x)))*((5)*((8)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,DeleteMaliciousR,AddTreeWithMult,67,67,68,68,3
68,x*x*x*x*3*x+1,25,-10,-0.03839997037081914,0.00003729245905922049,-0.03839995956042791,0.0002534459305314068,8451.2845,8443.249399999999,8451.3416,8397.580399999999,-0.9599985157010993,0.010334052448383292,0.00000015475221461146077,0.005176214496337028,211284.83000000002,210704.05,211286.04,209094.84,((0)-((6)-(x))),((((7)*(x))*((9)*(2)))+((9)*((4)-(x)))),FellTreeD|DivXD|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,SubXD,AddTreeWithMult,68,68,69,69,3
69,x*x*x*x*3*x+1,25,-10,-0.03839995194960957,-0.000008012855057826126,-0.03839993790178069,0.00023685927989583195,8451.381800000001,8453.0517,8451.456,8401.0848,-0.959997576654856,0.02216944294300128,0.0000006058362860827948,0.011440684542086759,211286.2,210215.82,211291,206594.28,((0)-((x)-(x))),((((x)*(8))*((6)+(0)))*((4)*((x)-(x)))),MutateTerminalR|DivXD|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|SubXD,MutateTerminalR,AddToLeafR,69,69,70,70,3
70,x*x*x*x*3*x+1,25,-10,-0.046199964691103955,-0.005628438596084993,-0.03839994865537476,0.000050358251986726666,NaN,NaN,8451.3992,8440.4884,-0.9599984626904242,0.0025127059961700007,0.00000021970268190323017,0.0013417035465499547,211284.66,211169.91999999998,211286.32,210747.32,((0)-((7)-(x))),((((8)*(x))*((1)+(4)))*((2)+((2)-(x)))),FellTreeD|DivXD|ReplaceBranchR|DeleteMaliciousR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,70,70,71,71,3
71,x*x*x*x*3*x+1,25,-10,-0.03839997455487599,0.000006349726225603827,-0.0383999383561579,0.00041577787012574125,8451.2624,8450.051400000002,8451.4536,8363.2832,-0.959997576654856,0.01903689069672127,0.0000009386262779934036,0.00923209826243661,211284.67,210132.91,211291,207256.12,((0)-((x)-(x))),((((9)*(8))*((5)-(2)))*((x)+((x)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,71,71,72,72,3
72,x*x*x*x*3*x+1,25,-10,-0.038399956436584566,0.000006665978412077457,-0.03839994698932497,0.00004015180082361081,8451.358100000001,8449.7202,8451.408000000001,8442.6448,-0.9599986747331244,0.001756925229389552,0.00000013412183261486022,0.000934736179541276,211284.41999999998,211200.82,211285.2,210907,((5)-((8)-(x))),((((5)+(2))*((4)*(6)))*((x)-((x)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,72,72,73,73,3
73,x*x*x*x*3*x+1,25,-10,-0.038399960355588035,0.000008194749935442506,-0.038399948579645224,0.00005361651131068167,8451.3374,8449.396700000001,8451.3996,8439.8,-0.9599986747331244,0.001649010640946502,0.00000010930616961927254,0.0008475757668829935,211284.5,211185.25,211285.2,210929.8,((1)-((4)-(x))),((((7)*(8))*((x)+(3)))+((5)+((x)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,73,73,74,74,3
74,x*x*x*x*3*x+1,25,-10,-0.03839995846234964,-0.0000007850181044696457,-0.038399942824200506,0.0000039985194875779695,8451.3474,8451.2939,8451.429999999998,8450.2832,-0.9599976599573454,0.00009466191968693409,0.0000006567982076516987,0.00006491252195419989,211285.36000000002,211276.95,211290.56,211258.2,((3)-((x)-(x))),((((2)*(6))+((4)+(x)))*((4)*((1)-(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,74,74,75,75,3
75,x*x*x*x*3*x+1,25,-10,-0.038127177475006886,0.0008082385849470325,-0.03708762622930335,0.004799478609786558,9892.164299999999,8297.089100000001,15383.027200000002,7437.102800000001,-0.8287662276562371,0.46143615384833836,0.06998294642126306,0.22946541906523635,355366.61,186496.58000000002,904449.08,113786.8,((((7)+(4))*((x)*((x)*(5))))*(((3)*(x))+((1)*((x)-(x))))),((((5)-((4)*(x)))*(((2)+(6))*((8)*(3))))*(((x)*((x)+(1)))*((0)*((x)-((x)-(x)))))),MultXD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,75,75,76,76,3
76,x*x*x*x*3*x+1,25,-10,-0.03815455512210915,0.0007253547183879594,-0.03691229334592968,0.0031412005592626213,9747.5568,8297.8802,16309.127599999998,7787.460800000001,-0.8109510058302276,0.14254949161816033,0.07450774724491292,0.071029354735598,408228.66000000003,203668.84,998548.28,181160.6,((((x)*(5))+((2)*((x)*(x))))*(((3)*(1))+((8)*((x)-(x))))),((((x)*(1))*((6)*(9)))*((x)*((x)-(x)))),MultXD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|SubXD,ReplaceBranchR,AddTreeWithMult,76,76,77,77,3
77,x*x*x*x*3*x+1,25,-10,-0.03845143697740704,-0.0006967052444179345,-0.038397008304690214,0.00021003965387815927,8179.4402,8658.877199999999,8466.93,8406.751199999999,-0.9599987125978923,0.0012131871627077803,0.00000040548316629736367,0.0002172667066299203,211283.05,211273.15,211285,211021.88,((5)-((7)-(x))),((((6)*(0))*((4)*(6)))+((7)*((x)-(x)))),FellTreeD|AddToLeafR|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddToLeafR,ReplaceBranchR,AddToLeafR,77,77,78,78,3
78,x*x*x*x*3*x+1,25,-10,-0.03839997879572999,0.00002043211293474305,-0.03839995009423594,0.00016945241499974199,8451.24,8446.811599999999,8451.3916,8415.326399999998,-0.9599987504626601,0.008489659605203101,0.0000006402132432584691,0.004224326760693352,211282.69,210823.28,211284.8,209484.52,((7)-((8)-(x))),(((6)*((2)*(x)))*((x)*((6)*(1)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR,ReplaceBranchR,AddTreeWithMult,78,78,79,79,3
79,x*x*x*x*3*x+1,25,-10,-0.03840000291558712,-0.00017571243922961737,-0.03839995100299037,0.00035110106011884137,8451.112599999999,8492.078500000001,8451.3868,8376.948,-0.9599987883274281,0.001183652643765501,0.0000001135943035190934,0.000519729845572678,211284.3,211187.91,211284.6,211028.12,((((x)*(x))*((0)*(3)))*((x)+((8)*((6)-(x))))),(((7)*((6)+(6)))-((8)*(x))),DeleteNonTerminalR|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult|DeleteMaliciousR,ReplaceBranchR,MutateNonTerminalR,79,79,80,80,3
80,x*x*x*x*3*x+1,25,-10,-0.03840084500909228,0.00027512823228194235,-0.0383999487311043,0.002041244198407599,8446.6647,8393.0034,8451.398799999999,8019.8576,-0.9599983566690743,0.061734717543031,0.00000029675769513909326,0.03041409982875602,211284.53,207865.15999999997,211286.88,198235,((0)-((9)-(x))),(((9)*((x)*(8)))*((8)*(x))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,DeleteNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult|ReplaceBranchR,ReplaceBranchR,AddToLeafR,80,80,81,81,3
81,x*x*x*x*3*x+1,25,-10,-0.03840136691812028,0.00001602288736074493,-0.0383999519117448,0.00010905053147935083,8443.908,8447.7432,8451.382000000001,8428.088,-0.9599986747331244,0.0047823201825840204,0.00000014545526052330457,0.002389961766856269,211284.35,211025.22,211285.2,210267.8,((2)-((5)-(x))),((((1)*(2))-((9)*(3)))*((0)-((8)*(x)))),FellTreeD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,DeleteNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult|ReplaceBranchR,ReplaceBranchR,DeleteNonTerminalR,81,81,82,82,3
82,x*x*x*x*3*x+1,25,-10,-0.03839865890565141,-0.000929427255628292,-0.03839469711498867,0.00003879434792610137,8458.2116,8755.9846,8479.1376,8442.9316,-0.959473210203419,0.0011948227502884931,0.00026403082949178017,0.0004211621999643986,211968.96000000002,211156.88999999998,214060.68,211025.76,((((4)+(2))*((x)*(x)))*((3)*((2)-((8)-(x))))),(((9)-((2)+(9)))*((x)*(x))),DeleteNonTerminalR|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,ReplaceBranchR,AddToLeafR,82,82,83,83,3
83,x*x*x*x*3*x+1,25,-10,-0.03839561800507577,-0.0012227660498641093,-0.03837078824033904,0.0014971653488149758,8474.2735,9301.161100000001,8605.4232,8134.8096000000005,-0.9587219883546907,0.10451849741241646,0.0006384252335397232,0.05226053432278206,212970.40000000002,205757.97,218028.6,189195.72,((((x)*(4))*((x)*(x)))*((5)-((8)-(x)))),(((6)*((x)*(4)))*((x)*((9)*(5)))),DeleteNonTerminalR|AddTreeWithAdd|ReplaceBranchR|AddTreeWithDiv|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult|AddTreeWithMult,DeleteNonTerminalR,AddTreeWithMult,83,83,84,84,3
84,x*x*x*x*3*x+1,25,-10,-0.03784678114448154,0.0004850910538851379,-0.03616620808015214,0.0018962202442088232,11373.2051,8348.639000000001,20249.916400000002,8050.4980000000005,-0.7366250412962625,0.18796127570189458,0.11168469521557164,0.09325745459936664,506264.37999999995,201119.08,1391134.68,171566.08,((((x)*(6))*((9)*((x)*(x))))*(((3)*(x))+((9)+((1)-(x))))),((((x)*(6))*((9)*(x)))*((x)+((2)-((9)*(x))))),AddToLeafR|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,ReplaceBranchR,MutateNonTerminalR,84,84,85,85,3
85,x*x*x*x*3*x+1,25,-10,-0.038404719370005995,-0.0006801173948361341,-0.0383469073098881,0.004818946772549183,8426.200499999999,9049.1672,8731.5612,7432.9896,-0.9570195883910408,0.13663955864826574,0.0015709944196039016,0.06769185967145996,214670.24,203859.75999999998,227020.6,182409.24,((((x)*(x))*((x)*((7)+(0))))*(((3)-(4))*((1)*((4)-(x))))),((((3)*(4))*((2)+(x)))*((3)*((6)+((x)*(x))))),AddToLeafR|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,ReplaceBranchR,MutateNonTerminalR,85,85,86,86,3
86,x*x*x*x*3*x+1,25,-10,-0.0488218977632335,-0.004830940475980112,-0.048782475125214046,0.009648779665862356,NaN,NaN,6430.9116,6412.5512,-0.958255146058609,0.025058524731846478,0.001140544409210456,0.012269503970088531,212266.30000000002,209869.83000000002,220494.44,205983.88,((((x)*(2))+((7)*((x)-(2))))*((x)*((5)-((7)-(x))))),((((7)+(2))*((6)*((4)-(7))))*(((3)-(5))+((9)-((x)*(x))))),AddToLeafR|AddTreeWithMult|AddTreeWithSub|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,SubXD,MultXD,86,86,87,87,3
87,x*x*x*x*3*x+1,25,-10,-0.03802148234886515,-0.002004208675933543,-0.036393638794726575,0.003120378723408286,10450.4412,39982.041000000005,19048.637600000002,7791.86,-0.8109510058302276,0.12679244711475207,0.07448180067863958,0.06013504117513798,408434.77,202873.88,998548.28,184489.72,((((x)*((x)*(x)))*((x)*((3)*(5))))*(((9)+(7))+((9)+((2)-(x))))),((((x)*(5))+((9)-((2)*(x))))*(((0)+(4))-((9)-((1)*(x))))),AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,SkipD,87,87,88,88,3
88,x*x*x*x*3*x+1,25,-10,-0.038404488281327656,-0.00028615727355046206,-0.03825703248134451,0.000650387971877841,8427.4211,8529.6961,9206.276000000002,8313.7152,-0.9515937337595645,0.02727323500484205,0.004202473013901474,0.014765299206605884,222383.81,208601.47999999998,255679.72,205515.96,((((0)-(9))-((2)*((x)*(x))))*((x)*((4)+((x)-(x))))),((((x)*(7))-((0)*(x)))*((3)*((7)*(x)))),AddToLeafR|AddTreeWithAdd|AddXD|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,AddToLeafR,88,88,89,89,3
89,x*x*x*x*3*x+1,25,-10,-0.03842617144598923,0.0014418096008437986,-0.03785755281898464,0.009899629966555946,8312.891599999999,8146.580299999999,11316.3096,6359.552,-0.9118668220384307,0.3476667256725967,0.029012835134561335,0.1736713671274304,241703.8,192863.08,465515.48,137823.8,((((x)*((7)-(1)))*((7)+((x)*(x))))*(((x)-(0))*((x)+((1)-(x))))),((((x)*((x)*(x)))*((7)*((2)+(8))))+(((x)*(7))+((9)+((2)-((x)*(x)))))),AddToLeafR|AddTreeWithAdd|SubXD|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,SubXD,MutateNonTerminalR,89,89,90,90,3
90,x*x*x*x*3*x+1,25,-10,-0.037982353882227315,-0.008295232386574198,-0.036769518028835914,0.0017800151648395348,10657.116000000002,27109.532900000002,17063.2604,8075.049600000001,-0.8735269270563645,0.05591035894853332,0.041871043273786886,0.11913316238513656,337412.39,222652.44,668025.08,199465.56,((((x)*((x)*(x)))*((5)*((9)*(3))))*(((x)+(8))+((0)-((8)-(x))))),((((x)+((x)*(x)))*((5)+((9)+(0))))-(((5)*(6))+((1)-((x)*(x))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|AddTreeWithAdd|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddTreeWithAdd,MutateNonTerminalR,90,90,91,91,3
91,x*x*x*x*3*x+1,25,-10,-0.03678061448838545,-0.004077448614039699,-0.03236914604535631,0.006709659586270615,17004.6494,12216.402799999998,40305.8272,7033.5232000000005,-0.682391924959603,0.601797629854855,0.13187294714822098,0.3004863489253208,663604.3700000001,179360.35,1677591.56,84131.48,((((x)*(x))*((x)*((x)*(x))))+((8)*((9)*((2)-(x))))),((((x)+(x))*((x)*((x)*(x))))+(((8)*(9))*((0)+((7)*(x))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,MutateNonTerminalR,91,91,92,92,3
92,x*x*x*x*3*x+1,25,-10,-0.0377319638845844,-0.006144813537345266,-0.03585750647250876,0.0066925409247144295,11979.6647,24308.445300000003,21880.4644,7037.14,-0.7655796234538159,0.5737788375705586,0.09327410399911713,0.2718348877683624,576558.84,174023.6,1238197.88,90051.24,((((x)*((x)*(5)))*((6)*((x)-(6))))*(((7)+(4))*((x)+((1)-(x))))),((((x)+((0)*(x)))*((x)*((3)+(8))))*(((3)*(5))-((8)+((9)-((5)*(x)))))),AddToLeafR|AddTreeWithAdd|AddXD|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,MutateNonTerminalR,92,92,93,93,3
93,x*x*x*x*3*x+1,25,-10,-0.03806338906711625,-0.007041027764122814,-0.03685448149406801,0.00041898880244152335,10229.0918,614934.2221,16614.487200000003,8362.6048,-0.8625897191475504,0.01809443662431818,0.048955714524947444,0.009602613652092709,337967.1,209429.26,725794.92,207455.24,((((3)-(x))+((8)*((x)*(x))))*(((x)*(3))*((9)*((7)-(x))))),((((2)+((0)*(x)))*((3)+((0)*(7))))+(((4)*(2))+((4)+((0)*((8)*(x)))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|AddTreeWithAdd|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddTreeWithAdd,MutateNonTerminalR,93,93,94,94,3
94,x*x*x*x*3*x+1,25,-10,-0.0349888174549007,-0.00661129792953603,-0.024298779069492262,0.0018036257408478502,26468.840699999997,8893.021099999998,82933.1424,8070.0612,-0.2686263552037077,0.07820967804534495,0.34638148468936636,0.9996682157762857,1118860.6,166756.2,3863082.68,194754.2,((((x)*((x)*(x)))*((x)*((9)*(9))))-(((8)*(8))-((0)+((1)-(x))))),((((8)*((5)*(3)))+((9)*((3)*(8))))-(((5)+(0))+((1)*((0)*((4)*(x)))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,MutateNonTerminalR,94,94,95,95,3
95,x*x*x*x*3*x+1,25,-10,-0.042822708552041816,-0.006807034904816859,-0.034823232912813536,0.007917941368300185,11500.355450000001,10333.751,27343.450800000002,6778.239600000001,-0.7109758413314767,0.05786153043712036,0.1274508394215095,0.9956583308030625,517051.70000000007,168093.66999999998,1526612.6,199053.32,((((x)*((4)+(3)))*((2)-((7)*(x))))*(((8)*(8))*((x)+((1)-(x))))),((((x)*(x))*((3)*(x)))-((3)*((2)+((1)*(x))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,MutateNonTerminalR,95,95,96,96,3
96,x*x*x*x*3*x+1,25,-10,-0.038044672777409125,-0.003376275359069718,-0.036712144499527165,0.0013356626476371,10327.9504,11676.0157,17366.3048,8168.9316,-0.842482951861574,0.033517513875070966,0.058757299839226354,0.016758756937535483,366467.83999999997,209507.82,831997.96,204196.68,((((x)*((x)*(x)))*((2)*((1)*(x))))*(((5)+(2))*((x)+((1)-(x))))),((((1)-((1)+(7)))*((x)*((4)*(8))))+(((x)*(x))*((8)-((5)*(x))))),AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|ReplaceBranchR|SubXD,AddRandomSubTreeR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddTreeWithAdd,MultXD,96,96,97,97,3
97,x*x*x*x*3*x+1,25,-10,-0.03641395295870563,-0.00263996108829281,-0.030646127958303317,0.0017457702687735915,18941.339099999997,17431.756999999998,49406.731199999995,8082.284799999999,-0.33335375254048927,0.08641535189148725,0.31232500673130104,0.04802567561850935,1046771.0700000001,207957.13,3521195.48,193020.52,((((9)*((5)*(x)))*((2)+((3)*(7))))+(((5)*(3))*((8)*((9)-(x))))),((((x)*((5)-(9)))+((6)*((3)*(8))))*(((5)+(x))+((3)-((x)*(x))))),AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,MutateNonTerminalR,97,97,98,98,3
98,x*x*x*x*3*x+1,25,-10,-0.03787826340815096,-0.0014079227105418387,-0.03572427390994433,0.010130334317501759,11206.9172,16779.2518,22584.192800000004,6310.8092,-0.8282637621865389,0.5057116162481505,0.06747734743325313,0.23853175708834884,373653.56,177265.56,907103.08,104432.36,((((x)*((x)*(x)))*((3)+((9)*(x))))+(((1)*(x))+((9)-((5)-(x))))),((((x)-((8)-(4)))*(((2)+(7))*((x)*(3))))*(((x)+(x))+((4)+((7)+((5)*(x)))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,SubXD,AddToLeafR,98,98,99,99,3
99,x*x*x*x*3*x+1,25,-10,-0.037248913252763416,0.006439403592041207,-0.03323078458638894,0.02022846464992602,14531.116399999999,7090.6224,35754.691199999994,4177.2944,-0.8282637621865389,0.5057116162481505,0.06747734743325313,0.23853175708834884,373653.56,177265.56,907103.08,104432.36,((((x)*((x)*(x)))*((3)+((9)*(x))))+(((1)*(x))+((9)-((5)-(x))))),((((x)-((8)-(4)))*(((2)+(7))*((x)*(3))))*(((x)+(x))+((4)+((7)+((5)*(x)))))),AddToLeafR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|SubXD,MutateNonTerminalR|AddToLeafR|MultXD|SkipD|ReplaceBranchR,AddToLeafR,MutateNonTerminalR,99,99,99,99,3
