gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.04795249525980437,-0.015018144368786181,-0.03431275639417602,0.000008286704449394983,NaN,NaN,30039.764800000004,8449.377199999999,-0.551274624641823,0.0004748241891496945,0.21648300163257655,0.00024021395162012073,658934.2300000001,211253.97000000003,2370147.24,211177.88,((((x)*(x))*((x)*((x)*(3))))*(((x)*(5))-((4)-((x)*(x))))),((2)*((8)*(x))),SkipD|FellTreeD|SubXD|MutateNonTerminalR|MultXD,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,SubXD,SubXD,0,0,1,1,0
1,x*x*x*x*3*x+1,25,-10,-0.03564384065180412,-0.006549113010070772,-0.03054316252221005,0.0011118156061534043,23009.037650000002,9137.308733333333,49950.59,8216.2256,-0.40142916779866544,0,0.28267101496068103,0,923375.36,211278.2,3161624.2,211278.2,((((x)*(x))*((x)*((x)*(3))))*(((x)-(2))-((7)-((x)*(x))))),(0),SkipD|AddToLeafR|SubXD|SubXD|MultXD,ReplaceBranchR|DeleteNonTerminalR|SkipD|FellTreeD|SkipD,SubXD,SkipD,1,1,2,2,0
2,x*x*x*x*3*x+1,25,-10,-0.0281109554655498,-0.007632892857165812,0.0031048696355511574,0.00946403502687056,NaN,NaN,2162077.8,6451.5837147858365,0.973464560434234,0.9453545136223236,0.9718536507153639,0.4725927640249604,49881305.54,161318.2,199052854.84,11545.4,((((2)*((x)*(x)))*((x)*((x)*(1))))+(((8)*(x))+((1)*((x)*(x))))),((((x)*((x)*(x)))*(((x)*(3))*((x)+(9))))*(((9)+(2))+((4)+((8)-((0)-(x)))))),AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD,ReplaceBranchXR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,AddToLeafR,MutateNonTerminalR,2,2,3,3,0
3,x*x*x*x*3*x+1,25,-10,-0.01958396464387844,0.002433307732848902,0.010608774450946426,0.0032141110630438934,154602.581,7937.023500000001,447440.50560000003,7772.0564,0.6674894850680166,0.320891412365308,0.799859973364281,0.06342917424246415,6213636.4799999995,159855.91999999998,15885076.6,143480.84,((((x)*(2))*((9)*((x)*(4))))*(((x)*(3))*((x)+((1)*(x))))),((((x)*((7)*(6)))*((x)*((x)*(3))))+(((0)+(2))-((x)-((x)*((x)-(x)))))),SkipD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|MultXD,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,SkipD,SubXD,3,3,4,4,0
4,x*x*x*x*3*x+1,25,-10,-0.023267849887199547,-0.004808450296949145,0.0012384590831396414,0.00009008974896605904,379188.1810999999,166507.8038,1298237.7772,8432.094000000001,0.93700518964733,0.0007584313005318097,0.9131802766923247,0.00038532378701561167,26007948.519999996,211239.74,83847462.52,211117.96,((((x)*((x)*(6)))*((4)*((x)*(5))))+(((7)*(6))*((x)+((1)*(x))))),((((x)-(x))*((x)*((0)*(7))))-(((1)-(x))-((x)*((x)-(x))))),SkipD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|MultXD,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,SkipD,SubXD,4,4,5,5,0
5,x*x*x*x*3*x+1,25,-10,-0.01863776990520308,0.000014265829200204124,0.00807098677749826,0.00006327771078559905,197918.29599999997,8448.114,481239.7408,8437.7588,0.8038843310712521,0.006347649686527168,0.9393042322112816,0.0031820551584614823,12254743.68,210945.52000000002,26932855.64,209937.08,((((x)*((8)-(0)))*((x)*((x)*(4))))*(((1)-(x))*((x)+((1)+((x)*(x)))))),((((0)-((2)*(1)))*((2)-((7)+(4))))*(((x)*(3))*((x)+((0)-(x))))),AddXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|MultXD,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,MultXD,AddRandomSubTreeR,5,5,6,6,0
6,x*x*x*x*3*x+1,25,-10,-0.011629291769932083,-0.004180095024115081,0.025553858394354857,0.0001899372486134405,330066.0648,63683.177800000005,1022427.6103999999,8410.9984,0.9184442773114672,0.00015278433837470612,0.8981724260460364,0.000020778327458504167,17470663.62,211278.67,64764983.08,211245.92,((((x)*((1)*(8)))*((9)*((7)*(x))))*(((4)*(5))*((x)+((1)*(x))))),((((x)*((0)*(x)))*(((3)*(1))-((0)*(9))))-(((1)+(6))+((6)+((0)*((x)-(x)))))),SkipD|AddToLeafR|SubXD|AddRandomSubTreeR|MultXD,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,SkipD,SubXD,6,6,7,7,0
7,x*x*x*x*3*x+1,25,-10,-0.013192343837501053,-0.002203983303844557,0.01417427595773114,0.00022072887784920905,241308.20560000002,12864.3382,566131.7792,8404.4928,0.8042904876376659,0.010025265266364557,0.8115513804121401,0.005097403030655507,13152669.620000001,210773.85,26988749.48,209160.08,((((4)*((5)+(1)))*((x)*((x)*(x))))*(((x)+(4))*((x)+((1)+((x)*(x)))))),((((6)-(3))*((x)*((8)*(6))))*(((0)*(x))+((1)-((x)-(x))))),AddXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|MultXD,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,AddTreeWithMult,SubXD,7,7,8,8,0
8,x*x*x*x*3*x+1,25,-10,-0.021315489860249656,-0.0002790785064020492,0.01106178618165265,0.005353741181058909,1861451.1170999997,14221.6224,7319776.232800001,7319.9992,0.9925425970891353,0.00263235866265428,0.9216655324092438,0.0013596401338709493,177963238.70000002,211151.88,708283441.72,210722.04,((((x)*((x)*(8)))*((x)*((x)*(8))))*(((x)*(x))+((1)+((x)*(x))))),((((x)*((x)*(x)))+(((8)-(1))*((4)-(0))))*(((x)+(1))+((x)*((1)+((3)-(x)))))),AddXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR,SubXD|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR,AddToLeafR,SubXD,8,8,9,9,0
9,x*x*x*x*3*x+1,25,-10,-0.008415669851529257,-0.006382255752809559,0.019897147297215204,0.0023723488746117687,466452.7629999999,695186.4410999999,1295832.9584,7949.9024,0.9058911003286123,0.110237970599901,1.0516920536388183,0.055117631915391936,20330136.52,205455.05,56125988.28,187987.32,((((x)*((x)*(x)))*((9)*((7)*(3))))*(((5)-(1))*((x)+((1)+((x)*(x)))))),((((x)*((8)*(4)))*((7)+((5)*(x))))*(((3)*(8))*((3)+((0)-(x))))),AddXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|MultXD,SubXD|DeleteNonTerminalR|SkipD|DeleteNonTerminalR|MutateNonTerminalR,AddXD,DeleteNonTerminalR,9,9,10,10,0
