gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
31,x*x*x*x*3*x+1,25,-10,-0.038055183166081495,-0.00000007667416197841107,-0.03699860358522555,0.0000003786476787491139,10272.435,8451.144199999999,15853.240799999998,8451.047999999999,-0.8738160018402277,0.000028019928227393102,0.04406523666195997,0.00001600539324690371,322161.07999999996,211277.02000000002,666498.2,211272.28,((((1)-((7)*(x)))*((x)*((x)*(3))))*(((7)+(5))*((9)-((8)+(1))))),((2)-((4)-(x))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,31,31,32,32,2
32,x*x*x*x*3*x+1,25,-10,-0.038242387752262186,-0.00000018837226341966037,-0.037698094436624315,0.00000009844839647518287,9283.6288,8451.167800000001,12158.561599999999,8451.1072,-0.9213634724264028,0.0000015145907150240057,0.021386237646647512,0.000001167070090415638,308906.42000000004,211278.04,415354.6,211277.88,((((x)*((x)*(5)))+((2)*((x)*(2))))-(((6)-(4))*((4)*((x)+(0))))),((4)-((4)-(2))),AddTreeWithMult|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithMult,AddTreeWithSub,32,32,33,33,2
33,x*x*x*x*3*x+1,25,-10,-0.03701790552929739,0.00000002414135048844538,-0.034307460476281984,0.0000004259786385925809,15751.288799999998,8451.1229,30067.737600000004,8451.038,-0.7718719905792458,0.0000312384334967158,0.07892155019516411,0.000017399258985390392,654564.3999999999,211275.08000000002,1204961.88,211271.6,((((7)-((0)-(8)))*((x)*((2)+(5))))*(((x)*(4))*((6)*((x)+(0))))),((x)-((7)-(8))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,33,33,34,34,2
34,x*x*x*x*3*x+1,25,-10,-0.03824831131654851,-0.00000015334343386465818,-0.037569534613604245,0.0000006569537226289207,9252.3408,8451.1604,12837.608799999998,8450.9892,-0.8949768636802092,0.00002934519510300467,0.031856059166678524,0.000014960973853411082,302851.5,211276.68,554727.48,211272,((((x)*((x)*(5)))*((1)*((2)-(x))))-(((0)*(1))+((x)*((x)+(1))))),((7)-((8)-(x))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,34,34,35,35,2
35,x*x*x*x*3*x+1,25,-10,-0.03827427552866316,-0.00000029675680685134876,-0.03767973471943627,0.0000003048113813934155,9115.199,8451.190700000001,12255.5368,8451.0636,-0.932748787144154,0.0000240441276005584,0.012559395576209928,0.000018200825579419063,260231.12000000002,211278.37,355217.88,211273.12,((((3)+((4)-(4)))-((3)*((x)*(x))))*(((x)*(3))*((7)*((8)+(0))))),((x)-((9)-(4))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,35,35,36,36,2
36,x*x*x*x*3*x+1,25,-10,-0.035894182741049475,-0.0000002394848560171269,-0.027787426284396594,0.0000002423345143997084,21686.742000000002,8451.178600000001,64506.2648,8451.076799999999,-0.2532007940241824,0.0000200683269737237,0.3536134631058644,0.000010372571078883315,1142924.3,211277.13999999998,3944559.8,211273.96,((((x)*((x)*(5)))+((x)-((5)-(8))))*(((x)*(x))*((3)*((x)+(1))))),((0)-((8)-(x))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub,DeleteNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,36,36,37,37,2
37,x*x*x*x*3*x+1,25,-10,-0.03716869091084646,0.00000008946043921046164,-0.03531130575705397,0.0000010015231102879281,14954.847199999997,8451.1091,24765.472,8450.916400000002,-0.7307800388303195,0.000031806405014815366,0.11325057742966979,0.000012267149842090826,716188.2,211276.94,1422007.72,211271.48,((((x)*((x)*(x)))*((x)*((9)-(0))))*(((x)+(7))+((6)*((9)-(x))))),((2)-((0)-(x))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,37,37,38,38,2
38,x*x*x*x*3*x+1,25,-10,-0.03749328951117531,-0.0000005409774202751212,-0.034695145566367,0.000000017039217231261032,13240.332000000002,8451.2423,28020.002399999998,8451.1244,-0.7528251944592484,-0.0000018932348093663023,0.10630901245216146,0.0000012688381113185347,467129.92,211278.95,1305566.2,211278.6,((((x)*((0)-(x)))*((9)*((3)-(0))))*(((x)*(3))*((x)+((x)+(6))))),((0)-((2)-(0))),AddTreeWithSub|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,38,38,39,39,2
39,x*x*x*x*3*x+1,25,-10,-0.036669110433542124,-0.000000040228588499842166,-0.03233222441311976,0.000000723217066409499,17593.608799999998,8451.1365,40500.8456,8450.9752,-0.45929312158092983,0.00003256370037232737,0.24490611726491343,0.000016083519073381044,991154.24,211276.33000000002,2855989.4,211271.32,((((5)+((3)*(x)))*((1)-((x)*(4))))-(((8)*(x))*((x)*((x)+((7)+(1)))))),((x)-((2)-(6))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|SkipD|AddTreeWithSub,AddTreeWithSub,FellTreeD,39,39,40,40,2
40,x*x*x*x*3*x+1,25,-10,-0.03635594053716853,-0.00000011595704406011476,-0.03073083871407462,0.0000001400996411390318,19247.7581,8451.152500000002,48959.2928,8451.098399999999,-0.46942626357096945,0.0000034078291087351373,0.24250694808850937,0.0000030153398713674637,881904.41,211277.94,2802466.6,211277.48,((((x)*((x)*(8)))*((x)*((x)*(4))))-(((7)*(1))+((7)+((9)-((0)+(1)))))),((9)-((9)-(8))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,40,40,41,41,2
41,x*x*x*x*3*x+1,25,-10,-0.032806016030049484,-0.00000010506846092411314,-0.023500433911307465,0.0000005641850413361108,37998.2996,8451.1502,87149.96560000001,8451.008800000001,-0.2640356004547559,0.0000034078291087351373,0.351434676568473,0.00000390147068434371,1758391.3,211278.32,3887330.84,211277.48,((((x)*((x)*(x)))*((x)*((6)-(3))))+(((x)-(2))+((0)*((6)*((9)+(1)))))),((1)-((2)-(9))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|DeleteNonTerminalR,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithAdd,FellTreeD,41,41,42,42,2
42,x*x*x*x*3*x+1,25,-10,-0.03644129285463432,-0.00000031994741151523975,-0.03254324294697702,0.000000425978983048127,18796.931,8451.1956,39386.2552,8451.038,-0.5379593729973088,0.000022718860724946833,0.20165616336218747,0.00001204700222933222,846929.88,211277.1,2440477.8,211273.4,((((8)-((1)+(7)))*((x)*((x)*(x))))*(((8)*(2))*((x)+((x)+((6)-(8)))))),((1)-((7)-(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,42,42,43,43,2
43,x*x*x*x*3*x+1,25,-10,-0.03315312898169607,-0.00000003549463024424945,-0.01717030515444711,0.00000042408540019983405,36203.3826,8451.1355,120739.49279999999,8451.0384,0.05257000557449449,0.0000312384334967158,0.5035661374968251,0.0000161768491391954,1577826.3399999999,211276.69,5575034.6,211271.6,((((x)*((1)-(7)))*((x)*((x)*(9))))*(((x)*(8))-((2)+((7)+((8)+(x)))))),((x)-((0)-(1))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,43,43,44,44,2
44,x*x*x*x*3*x+1,25,-10,-0.03642736876781419,-0.000000049695493367566636,-0.03332696155116808,0.00000043923130734869665,18870.477399999996,8451.138500000001,35246.688799999996,8451.0352,-0.6665086696119145,0.000031806405014815366,0.11489211742895646,0.000016772345109422794,901984.3799999999,211276.66,1761486.2,211271.48,((((x)*((0)-(6)))*((x)*((7)*(7))))+(((6)-(0))*((1)+((7)*((x)+(1)))))),((3)-((1)-(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|FellTreeD,MutateNonTerminalR|SubXD|MultXD|AddTreeWithSub|AddTreeWithSub,AddTreeWithAdd,AddTreeWithSub,44,44,45,45,2
45,x*x*x*x*3*x+1,25,-10,-0.0364653348618078,-0.0000001377200745820164,-0.03287273412969251,0.0000010318149245897858,18669.942199999998,8451.1571,37645.8976,8450.91,-0.6872839923853952,0.000033131671890426934,0.11687343179854387,0.000017287300278545514,749132.0599999999,211276.42,1651751.88,211271.2,((((x)*((6)+(8)))-((1)*((9)+(8))))*(((x)*(3))*((x)-((x)+((x)*(5)))))),((9)-((2)-(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|FellTreeD|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,FellTreeD,45,45,46,46,2
46,x*x*x*x*3*x+1,25,-10,-0.03250460804758844,-0.00000003785672876614438,-0.023218273536976364,0.0000006437017796992008,39590.323,8451.136,88640.32399999998,8450.992,-0.3263597361204327,0.00003237437653305268,0.31717314137746244,0.000021262420402715177,1754620.04,211275.28999999998,3558137.56,211271.36,((((x)*((x)*(x)))*((8)-((0)*(5))))+(((5)*(5))*((x)-((9)+((x)+(x)))))),((x)-((1)-(4))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,46,46,47,47,2
47,x*x*x*x*3*x+1,25,-10,-0.03488663924626393,-0.0000002077726806930511,-0.02800754205592437,0.0000006569537226289204,27008.541400000002,8451.171900000001,63343.623199999995,8450.9892,-0.6022811629406157,0.00003256370037232737,0.18174448457914602,0.000024141073341228837,1003792.78,211278.06,2100733,211271.32,((((9)+((6)*(x)))*((x)*((x)-(1))))+(((x)*(8))*((3)*((x)+((1)-(1)))))),((5)-((1)-(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,47,47,48,48,2
48,x*x*x*x*3*x+1,25,-10,-0.0354320442714866,-0.00000006673494179004785,-0.026959203703931595,0.00000012874021077566298,24127.736599999997,8451.1421,68880.8992,8451.1008,-0.22429507256309453,0.000003597152948147576,0.365539239930468,0.000004989893898353411,1209814.82,211278.16,4097238.52,211277.44,((((x)*((3)*(9)))*((x)*((5)-(9))))-(((9)*(7))+((9)*((x)+((1)+(4)))))),((0)-((0)-(9))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,48,48,49,49,2
49,x*x*x*x*3*x+1,25,-10,-0.03698634647587872,-0.00000018410583379233487,-0.03370581536571213,0.0000008140925093095616,15917.9823,8451.1669,33245.6,8450.956,-0.6982329383722504,0.0000312384334967158,0.12637941072498976,0.00003162252159359322,595873.68,211278.12,1593920.04,211271.6,((((x)*((x)*(9)))-((3)*((7)*(6))))-(((1)*(x))+((9)*((x)+((x)+(6)))))),((9)-((8)-(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,ReplaceBranchR,AddTreeWithSub,49,49,50,50,2
50,x*x*x*x*3*x+1,25,-10,-0.035537622035780314,-0.00000019972891098634,-0.030677109971591957,0.000000761081834285099,23570.0796,8451.1702,49243.085600000006,8450.9672,-0.6931146516772672,0.0000200683269737237,0.13828037671075066,0.000009635696896520731,844928.84,211276.98,1620954.6,211273.96,((((x)*((x)*(x)))*((6)*((x)+(1))))-(((4)-(3))*((3)*((x)+((3)+(6)))))),((x)-(8)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithSub,DeleteMaliciousR,50,50,51,51,2
51,x*x*x*x*3*x+1,25,-10,-0.036507746090226056,-0.00000019405171183531147,-0.03206456139819442,0.00000008708897507406212,18445.928,8451.169000000002,41914.6296,8451.1096,-0.6142072016895259,0.0000034078291087351373,0.16410257907469977,0.0000036560332905577514,814953.62,211278.17,2037740.2,211277.48,((((x)*((x)*(6)))*((9)*((x)*(7))))-(((7)+(3))*((x)+((6)+((x)-(8)))))),((8)-(0)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|FellTreeD,AddTreeWithSub,DeleteMaliciousR,51,51,52,52,2
52,x*x*x*x*3*x+1,25,-10,-0.03630779879798294,-0.00000015902731222377655,-0.030609925302279174,0.000000560398564547862,19502.0406,8451.161600000001,49597.952000000005,8451.0096,-0.5079048496248075,0.0000026505337512231347,0.22407334142006516,0.000003240232232733136,833643.46,211278.47,2599224.44,211277.64,((((x)*((5)+(x)))-((6)*((x)*(x))))*(((0)+(4))-((8)*((x)+((x)*(8)))))),((9)-(5)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithSub,DeleteMaliciousR,52,52,53,53,2
53,x*x*x*x*3*x+1,25,-10,-0.03603067152219207,-0.00000003170961672805226,-0.02955389207215888,0.00000029723842782105047,20965.8144,8451.1347,55175.872,8451.065200000001,-0.42374401145030577,0.0000200683269737237,0.2720027083753885,0.000011460983679993113,889763.28,211277.32,3043758.2,211273.96,((((x)*((x)*(x)))*((3)+((9)-(5))))*(((7)+(2))*((0)-((9)*((9)+(1)))))),((x)-(8)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithSub,DeleteMaliciousR,53,53,54,54,2
54,x*x*x*x*3*x+1,25,-10,-0.03785720749230162,-0.0000000766731603845225,-0.03676655026405942,0.0000002972384278182955,11318.1336,8451.144199999999,17078.935999999998,8451.065200000001,-0.8686114289122115,0.000021393593849335266,0.04361652752169579,0.00001135416429665706,362786.8,211277.12,693988.52,211273.68,((((x)*((x)*(2)))-((5)+((x)*(x))))*(((3)*(x))+((0)*((4)-((5)+(x)))))),((x)-(7)),AddTreeWithSub|DivXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithSub,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithSub,DeleteMaliciousR,54,54,55,55,2
55,x*x*x*x*3*x+1,25,-10,-0.03683557851212288,-0.0000002129849154035821,-0.033590823700694154,0.0000000833024893249428,16714.3319,8451.172999999999,33852.9808,8451.1104,-0.6499635684135894,0.0000030291814300480114,0.14830708523141992,0.0000023462649821235932,700280.54,211278.28999999998,1848876.68,211277.56,((((x)*((x)*(9)))+((1)+((3)+(0))))*(((x)*(x))*((3)*((6)-((x)+(1)))))),((9)-(3)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,55,55,56,56,2
56,x*x*x*x*3*x+1,25,-10,-0.0361664211073362,-0.00000025794891604321895,-0.028951098750368002,0.0000000302918859873767,20248.7912,8451.1825,58359.7992,8451.1216,-0.5675027825871293,0.0000034078291087351373,0.2043424659338877,0.000004443711282921641,667822.8999999999,211278.37,2284430.84,211277.48,((((x)*((x)*(x)))*((9)+((5)-(x))))+(((8)*(3))*((8)+((9)*((x)+(1)))))),((8)-(0)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,FellTreeD,56,56,57,57,2
57,x*x*x*x*3*x+1,25,-10,-0.03582250814329164,-0.000000042597520657988185,-0.028986981979210347,0.00000012495373399016924,22065.324,8451.136999999999,58170.265600000006,8451.1016,-0.3786620976513431,0.00000321850526946045,0.28157332145446107,0.0000018224978076857273,1071774.06,211278.08000000002,3281878.84,211277.52,((((x)*((x)*(x)))+((x)*((4)*(x))))*(((2)-(3))+((0)*((3)*((x)+(1)))))),((8)-(1)),AddTreeWithSub|AddTreeWithAdd|MutateTerminalR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,57,57,58,58,2
58,x*x*x*x*3*x+1,25,-10,-0.038108709218461725,-0.0000002470613333644206,-0.03675543544009746,0.00000007194305896295152,9989.712800000001,8451.1802,17137.644,8451.1128,-0.8762791352822961,0.000002839857590635573,0.044351549229421305,0.000003899548719463375,303304.44,211278.22999999998,653488.04,211277.6,((((x)*((x)*(x)))*((x)*((2)+(x))))*(((6)*(5))-((4)*((5)+((0)+(1)))))),((8)-(3)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,58,58,59,59,2
59,x*x*x*x*3*x+1,25,-10,-0.03138800445384163,0.000000031713563095006225,-0.014507179152409337,0.00000039190034750660707,243269.93200000003,8451.1213,925778.9688000001,8451.0452,0.9408942056499107,0.00003029181429992911,0.8951138427470828,0.000016449028832767907,22969924.720000003,211276.96000000002,89364419.48,211271.8,((((x)+((6)*(x)))*((x)*((x)*(9))))+(((4)*(x))+((1)-((x)*((6)*(x)))))),((x)-(0)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,AddTreeWithAdd|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,59,59,60,60,2
60,x*x*x*x*3*x+1,25,-10,-0.03461564015515084,-0.000000035969183848609856,-0.023062893792695886,0.000000602049809211711,35854.0634,8451.135600000001,119117.5008,8451.0008,0.5194406089639345,0.000028019928227393102,0.7396002223129332,0.000014985208677900775,2907226.58,211276.95,10991263.72,211272.28,((((x)-((1)+(2)))*((x)*((7)*(5))))+(((2)*(x))*((5)*((x)*((x)+(1)))))),((x)-(2)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,60,60,61,61,2
61,x*x*x*x*3*x+1,25,-10,-0.030833595483056257,-0.004999912908317105,-0.016227379468175245,0.0000012552170550510051,50219.3228,8004.8315999999995,132777.0584,8450.8628,0.30748237501407005,0.00004543772144975591,0.5840563598772085,1.000005048969457,2835238.24,166648.80000000002,7627177.72,211268.6,((((6)+((5)*(x)))*((x)*((x)*(9))))*(((x)+(9))*((x)-((7)-((7)+(1)))))),((((3)/((6)*(x)))*(((5)+(0))-((1)*(x))))-(((0)*((3)*(1)))-((2)+((8)-((1)+(1)))))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,61,61,62,62,2
62,x*x*x*x*3*x+1,25,-10,-0.038110024477679194,-0.00000014246360836448567,-0.028988405724774256,0.00000006626334378195589,23187.65316,8451.1581,58162.74543999999,8451.114,-0.16785268333410647,0.00000208256223312357,0.3807269244686232,0.000004773279213937441,1618817.8,211278.54,4395364.68,211277.76,((((x)*((7)+(0)))*((x)*((x)*(3))))+(((9)*(7))+((4)-((1)*((x)+(1)))))),((9)-(6)),AddTreeWithDiv|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,62,62,63,63,2
63,x*x*x*x*3*x+1,25,-10,-0.03528749328653439,-0.00000021298499515103863,-0.027203206238808737,0.00000008708896611319158,24902.6202,8451.173,67637.576,8451.1096,0.028918458996583768,0.0000034078291087351373,0.47106585519897515,0.0000030345833194659235,1715327.96,211278.51,5439249.72,211277.48,((((x)*((4)-(5)))+((9)+((4)*(x))))*(((x)*(6))*((x)*((x)+((4)-(6)))))),((8)-(0)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithAdd,DeleteMaliciousR,63,63,64,64,2
64,x*x*x*x*3*x+1,25,-10,-0.033682999224206915,-0.00000002839611961839445,-0.022312521759307567,0.0000005111743663116481,44299.2194,8451.134,137156.88640000002,8451.02,0.5856894602626607,0.0000240441276005584,0.7348445995858233,0.000011475065599655998,3683736.2,211276.74,12748782.6,211273.12,((((3)*((x)-(3)))+((8)*((x)+(4))))*(((x)*(x))*((8)*((8)*((x)+(1)))))),((x)-(5)),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithMult,AddTreeWithAdd,DeleteMaliciousR,64,64,65,65,2
65,x*x*x*x*3*x+1,25,-10,-0.03389186589885782,0.00000008898458157994307,-0.021165529008711013,0.0000009882704415345673,37291.97640000001,8451.109199999999,119599.17599999999,8450.9192,0.4554170155708222,0.000021393593849335266,0.702154680645949,0.000010818961315136339,2634445.3600000003,211277.33,9699081.96,211273.68,((((x)*((x)*(9)))*((9)*((x)*(2))))*(((9)*(x))+((1)*((1)+(1))))),((x)-(7)),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddRandomSubTreeR,DeleteMaliciousR,65,65,66,66,2
66,x*x*x*x*3*x+1,25,-10,-0.03296285697445456,0.00000004402019966535085,-0.023717284384668268,0.000000619088954754698,38770.6406,8451.1187,92407.6424,8450.9972,0.2927982528813576,0.000028019928227393102,0.6166654151228931,0.00001548398710120088,2994057.6,211277.05000000002,7468809.32,211272.28,((((5)+((1)*(x)))*((x)*((9)-(x))))*(((6)*(4))-((0)*((x)*(9))))),((x)-(2)),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddRandomSubTreeR,DeleteMaliciousR,66,66,67,67,2
67,x*x*x*x*3*x+1,25,-10,-0.038467206171625655,0.00000010034166972737924,-0.01880130063527537,0.0000006664199145995424,78122.51000000001,8451.1068,286436.924,8450.9872,0.8042004618177186,0.00003029181429992911,0.8645836134717835,0.00001439276282788175,7053856.82,211276.32,26976340.44,211271.8,((((x)*((6)*(8)))*((x)*((x)*(6))))*(((4)-(7))*((x)+((7)+((5)*(9)))))),((x)-(0)),SkipD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddRandomSubTreeR,DeleteMaliciousR,67,67,68,68,2
68,x*x*x*x*3*x+1,25,-10,-0.03514954677674708,-0.000000169440761562201,-0.026243830509857135,0.00000007951601253669405,25673.8792,8451.163800000002,72875.48240000001,8451.111200000001,0.06193832812486223,0.0000026505337512231347,0.516036989261717,0.000002546501214089843,1526929,211278.33000000002,5630711.88,211277.64,((((x)*((x)*(5)))*((7)*((x)*(9))))*(((3)*(5))+((9)-((4)+(1))))),((4)-(0)),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddRandomSubTreeR,DeleteMaliciousR,68,68,69,69,2
69,x*x*x*x*3*x+1,25,-10,-0.030999249159443232,-0.00000008897781934822543,-0.013346607227033918,0.00000045816403574135404,51272.18240000001,8451.146799999999,155704.5072,8451.0312,0.40434012175608164,0.000025369394476169968,0.638195093397587,0.000017414584649724192,2893339.5,211276.22999999998,8867401,211272.84,((((8)*(6))*((x)*((9)*(8))))*(((5)-(8))+((2)*((x)*(9))))),((x)-(4)),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|DeleteMaliciousR|AddTreeWithSub,AddTreeWithSub,DeleteMaliciousR,69,69,70,70,2
