gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
42,x*x*x*x*3*x+1,25,-10,-0.0384142488340018,0.0000022770924780723262,-0.03839999606206414,0.0000024233451439888188,8375.8663,8450.6469,8451.148799999999,8450.616,-0.959999606206414,0.00006058362859972047,0.00000019271393796060415,0,211279.03,211265.4,211280.28,211265.4,((0)+((0)-(8))),((0)+((x)+(x))),AddTreeWithSub|DeleteTerminalR|FellTreeD|AddRandomSubTreeR|DeleteMaliciousR,MutateTerminalR|FellTreeD|AddXD|AddTreeWithMult|SkipD,DeleteTerminalR,SkipD,42,42,43,43,4
43,x*x*x*x*3*x+1,25,-10,-0.038397339337423356,0.0000022141423014804326,-0.03838935659239808,0.0000024498504815010504,8465.181499999999,8450.6602,8507.346000000001,8450.6104,-0.9589360000227188,0.00006058362859972047,0.0005319999886405635,0,212683.2,211265.4,216898.2,211265.4,((((8)-(3))*((x)*(x)))*((x)*((0)-(2)))),((0)+((x)+(x))),AddTreeWithSub|DeleteNonTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR,MutateTerminalR|AddTreeWithMult|AddXD|AddXD|SkipD,DeleteMaliciousR,AddXD,43,43,44,44,4
44,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000024233451439888188,-0.0384,0.0000024233451439888188,8451.128,8450.616,8451.128,8450.616,-0.96,0.00006058362859972047,0,0,211278.2,211265.4,211278.2,211265.4,((((x)*(5))-((x)+((0)*(x))))*((0)*((3)*((x)+(0))))),((0)+((x)+(x))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR,MutateTerminalR|FellTreeD|AddXD|AddXD|SkipD,DeleteMaliciousR,AddXD,44,44,45,45,4
45,x*x*x*x*3*x+1,25,-10,-0.03842729099358097,0.0014268978058313672,-0.0384,0.010075829877384418,8306.978200000001,8149.655600000001,8451.128,6322.324799999999,-0.96,0.5037309102406212,0,0.24282337876375149,211278.2,181169.36,211278.2,104850.84,((((0)*(0))*((x)*((3)-(8))))*((3)*((5)-((4)+(1))))),((((x)*(x))*((x)*((x)*(3))))*(((9)+(0))*((0)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR,MutateTerminalR|DeleteNonTerminalR|AddXD|AddXD|SkipD,DeleteMaliciousR,AddXD,45,45,46,46,4
46,x*x*x*x*3*x+1,25,-10,-0.03855604360506668,0.000002357081800207896,-0.0384,0.0000024233451439888188,7626.912700000002,8450.63,8451.128,8450.616,-0.96,0.00006058362859972047,0,0,211278.2,211265.4,211278.2,211265.4,((((x)*(0))-((5)*((4)*(1))))+((7)*((0)*((x)+(1))))),((((x)*(5))*((5)*(0)))*((0)*((0)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|AddRandomSubTreeR|DeleteMaliciousR,MutateTerminalR|DeleteNonTerminalR|AddXD|AddXD|SkipD,AddTreeWithSub,AddXD,46,46,47,47,4
47,x*x*x*x*3*x+1,25,-10,-0.03839832828943071,0.000024261591158040444,-0.03831857810223677,0.00019020608846535245,8459.957900000001,8446.047999999999,8881.1948,8410.941599999998,-0.9522464314822826,0.01883431418859115,0.0038540242509254564,0.009467508964836753,221701.5,210298.53,252232.2,207298.92,((((x)*(0))-((x)*(x)))*((x)*((5)+(5)))),((((x)*(x))*((2)-((0)*(9))))*(((0)+(0))+((9)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR,MutateTerminalR|DeleteNonTerminalR|AddXD|AddXD|SkipD,DeleteMaliciousR,AddXD,47,47,48,48,4
48,x*x*x*x*3*x+1,25,-10,-0.03704205503454687,0.000021891319927494823,-0.033033055980219446,0.00011693965586605958,15623.732200000002,8446.509600000001,36799.084800000004,8426.4212,-0.42330559802194456,0.011312099402588625,0.2667234984653729,0.006461840033037068,933171.14,210863.58,3046073.88,208888.2,((((x)*(7))*((6)*((x)*(x))))*(((3)-(0))*((9)*((5)+(1))))),((((0)+(4))*((x)*((6)*(x))))*(((3)+(0))+((1)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,DeleteMaliciousR,AddXD,48,48,49,49,4
49,x*x*x*x*3*x+1,25,-10,-0.04461246345339935,-0.015150626023319857,-0.03204992818000153,0.00039456034744711336,NaN,NaN,41991.9216,8367.766,-0.3268248669290064,0.0007584313005318097,0.31658632711483803,0.0007860736726125254,1047388.66,211291.74,3555680.76,211117.96,((((x)*(x))*((x)*((x)*(2))))-(((x)-(0))*((x)+((5)*(9))))),((((9)+((7)+(8)))*((x)*((0)*(3))))*(((x)+(0))-((9)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddTreeWithSub,AddXD,49,49,50,50,4
50,x*x*x*x*3*x+1,25,-10,-0.03850830400864831,-0.005038600857034625,-0.0384,0.0000024233451439888188,7879.0711,8013.14095,8451.128,8450.616,-0.96,0.00006058362859972047,0,1.0000279726187822,211278.2,166641.535,211278.2,211265.4,((((6)-(6))*((x)*((x)*(x))))*(((0)*(8))-((3)+((6)*(4))))),((((x)*((x)*(2)))-((6)-((x)*(0))))*(((3)+(6))/((9)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|DeleteNonTerminalR|AddXD|AddXD|SkipD,AddTreeWithSub,AddXD,50,50,51,51,4
51,x*x*x*x*3*x+1,25,-10,-0.03750789353563217,0.0006668915461398882,-0.0343844427300119,0.003963521082629445,13163.1942,8310.4732,29661.120800000004,7613.7224,-0.5770642726036098,0.17443919912229472,0.1891156095757264,0.0896436071407265,736610.52,202771.59999999998,2233927.48,174423,((((x)*(x))*((x)*((x)*(x))))+(((0)*(x))+((5)*((5)-(0))))),((((9)*(x))*((x)*(x)))*((x)+((0)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|DeleteNonTerminalR|AddXD|AddXD|AddRandomSubTreeR,DeleteMaliciousR,AddXD,51,51,52,52,4
52,x*x*x*x*3*x+1,25,-10,-0.034152482228227934,0.0008295410771374589,-0.02139884831869994,0.005526393163137517,57695.671800000004,8275.8742,205487.83039999998,7283.521599999999,0.7343695682526875,0.2762590745282761,0.8471480827542532,0.1321994042500281,5129933.66,193790.12,19884600.44,152910.68,((((x)*(3))-((4)*((9)*(x))))*(((x)*(8))*((x)*((x)+(1))))),((((x)*((9)*(6)))*((x)*((x)*(3))))-(((2)*(6))*((1)+((1)+((x)+(x)))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddTreeWithSub,AddXD,52,52,53,53,4
53,x*x*x*x*3*x+1,25,-10,-0.03719142885541433,-0.0013474937766117113,-0.0336806193918729,0.0000031446689720014385,14834.746399999998,9002.8758,33378.684,8450.4636,-0.5007142241840379,0.00013082277300740903,0.22779210650416984,0.00003511957220384428,832933.9,211261.69,2637205,211250.56,((((x)*(x))*((x)*((0)-(5))))*(((3)*(9))*((x)*((3)+(0))))),((((7)*(x))-((4)-(5)))*((x)*((0)+((x)+(x))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|DeleteNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,53,53,54,54,4
54,x*x*x*x*3*x+1,25,-10,-0.033923607996026096,0.0009984200852531271,-0.023595514821803706,0.003935133866153728,38426.226,8240.2216,111971.74,7619.72,0.49301967376472944,0.3241390735059273,0.6897414331831472,0.15944778673306167,3188524.94,193264.68,10418461.48,142794.68,((((x)*(x))*((x)*((x)*(6))))-((0)*((9)*((8)*(4))))),((((x)*((x)*(x)))*((6)*((3)*(3))))*(((8)+(9))+((4)-((2)+((x)+(x)))))),SkipD|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,DeleteMaliciousR,AddXD,54,54,55,55,4
55,x*x*x*x*3*x+1,25,-10,-0.038364160580694084,-0.001257960593689169,-0.03801942348997672,0.002051444966873061,8640.4302,9250.2289,10461.315999999999,8017.7024,-0.9219423489976722,0.07391467742530937,0.01905903376563429,0.036777218334483525,261294.03999999998,207316.45,412297,195661.64,((((0)-(7))*((6)*((9)*(x))))*((x)*((3)*((2)+(2))))),((((x)*((8)*(7)))*((0)-((5)*(0))))-(((2)*(1))*((x)+((1)+((x)+(x)))))),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,AddToLeafR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,55,55,56,56,4
56,x*x*x*x*3*x+1,25,-10,-0.03802385056290711,-0.00042986973103586583,-0.03693510830743541,0.0010612812869477304,10437.9324,8579.18,16188.62,8226.902399999999,-0.8729531395098974,0.006793318004413133,0.04289068593670219,0.00417052601067959,331466.7,211077.15000000002,671055.8,209842.92,((((x)*((0)-(1)))*((3)*((x)*(9))))*(((9)+(6))*((3)*((x)+(1))))),((((5)*((2)*(5)))-((5)*((x)*(0))))*(((8)-(6))-((0)+((1)+((x)+(x)))))),DivXD|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,56,56,57,57,4
57,x*x*x*x*3*x+1,25,-10,-0.03838576061325778,0.00029154640658620167,-0.0382193496158146,0.0023236396372176616,8526.339800000002,8389.5306,9405.315200000001,7960.193600000001,-0.94193496158146,0.11615169004658316,0.009770079745546365,0.058058619745288004,255731.72,205137.66,306696.92,186737.88,((((x)*(2))*((4)*(0)))-((9)*((x)*((6)*(6))))),((((7)+((9)*(2)))*((8)*((x)*(3))))*(((8)*(1))*((1)+((x)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,57,57,58,58,4
58,x*x*x*x*3*x+1,25,-10,-0.03697407266816927,0.0019066283222784026,-0.03425022878839369,0.007622064178888313,15982.812,8048.298999999999,30370.0328,6840.7519999999995,-0.6852708892824722,0.7621155424459315,0.13351693447346205,0.3810290571334579,780733.32,171014.5,1662385,50259.8,((((6)*(7))*((x)*((x)*(2))))-((6)*((x)*((x)+(0))))),((((0)-((9)*(9)))*((x)*((7)*(6))))*(((6)-(x))*((x)+((0)+((x)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,58,58,59,59,4
59,x*x*x*x*3*x+1,25,-10,-0.03668665391006251,-0.0001700639333174753,-0.021313185783312604,0.000022669636526630723,59831.610700000005,8489.141300000001,215206.0248,8446.3384,0.7470076929073245,0.0007353337921281757,0.8509960248519437,0.00033646997114957904,5400626.74,211229.47,20877927.32,211122.84,((((x)*(x))*((x)*((x)*(4))))*(((8)*(9))-((5)*((x)+(1))))),((((4)-((1)+(0)))*((x)*((x)*(7))))*(((2)*(3))*((3)+((x)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,59,59,60,60,4
60,x*x*x*x*3*x+1,25,-10,-0.03833303636626968,-0.00207064443587312,-0.03775207740315849,0.0038171264238336033,8804.8269,12028.611400000002,11873.426000000001,7644.6524,-0.924568800756538,0.19032706639871041,0.02018751418064198,0.09571717402767127,243715.12,194335,398424.2,171066.24,((((x)*(x))*((2)-((3)*(x))))*(((3)*(3))*((9)*((4)+(1))))),((((x)-((0)-(1)))*((x)*((x)*(x))))-(((0)*(3))-((9)*((9)+((x)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,60,60,61,61,4
61,x*x*x*x*3*x+1,25,-10,-0.037851760456118995,-0.0013490896710745403,-0.035967267422762975,0.009335957992826521,11346.9046,62074.708999999995,21300.712000000003,6478.643599999999,-0.7834646830576937,0.4378401557756551,0.08826765847115314,0.2189028209160297,444391.1,188146.21000000002,1143729.8,118772.12,((((x)*((x)*(x)))*((0)-((7)*(9))))+(((6)+(8))*((x)+((x)*(0))))),((((x)*((6)*(5)))*(((x)*(6))*((x)-(4))))-(((9)+(3))*((0)+((1)+((x)+(x)))))),DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,61,61,62,62,4
62,x*x*x*x*3*x+1,25,-10,-0.0358608353157117,0.0030615869470351493,-0.027817217980842315,0.01287058295650001,21862.8816,7825.776400000002,64348.90640000001,5731.854399999999,-0.12011687339252226,0.5794623392285622,0.41998722533563065,0.2694540329198666,1319972.8,171317.47,4647503.08,88850.44,((((x)*(6))*((x)*((x)*(x))))*(((3)-(0))*((x)+((5)*(7))))),((((x)*((3)*(0)))-((6)*((6)*(1))))-(((x)*(3))*((x)*((1)+((x)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,62,62,63,63,4
63,x*x*x*x*3*x+1,25,-10,-0.03665157230608743,0.0005884211763985707,-0.031431441275058196,0.008525055590212337,17686.244400000003,8350.5704,45258.7416,6649.969599999999,-0.5397737769443322,0.4026997579494714,0.21328726820808352,0.20028882693225694,742375.6400000001,189643.87,2430894.2,126196.52,((((x)*((x)*(8)))+((7)*((0)-(6))))*(((7)*(6))+((0)*((x)+(1))))),((((x)*((x)*(x)))*(((x)*(3))*((7)-(4))))-(((3)*(1))*((6)+((x)+((x)+(x)))))),FellTreeD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|SkipD,AddRandomSubTreeR,AddXD,63,63,64,64,4
64,x*x*x*x*3*x+1,25,-10,-0.03677688227181034,-0.0007130940450975149,-0.03225720658354719,0.006890039767472462,17024.3628,21693.4672,40897.08640000001,6995.4128,-0.47373594057503327,0.5258995958882648,0.2385999222989298,0.29861246708625516,892538.64,184897.26,2779703.08,100167.08,((((x)*(x))*((8)*((x)*(x))))*(((3)*(8))*((2)+((7)-(3))))),((((x)+((2)*(x)))+((x)*((x)*(x))))*(((3)*(x))+((2)-((0)+((x)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddXD|AddTreeWithSub,AddRandomSubTreeR,AddXD,64,64,65,65,4
65,x*x*x*x*3*x+1,25,-10,-0.029567332656184525,-0.0014393214611668503,-0.013805327277492625,0.00012570534962907023,87249.63,8912.0289,266938.08479999995,8424.5692,0.7616768745665466,0.012419075891407654,0.8158007256491725,0.015434307527699137,6871662.44,211456.41999999998,22162998.2,208654.32,((((x)*((x)*(1)))-((9)*((7)*(6))))*(((5)*(7))*((3)*((x)+(0))))),((((4)*((5)*(x)))*((x)*((5)-(5))))-(((x)*(x))+((5)*((5)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddXD,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,65,65,66,66,4
66,x*x*x*x*3*x+1,25,-10,-0.03806330542384401,-0.0012726511209332743,-0.036928158910857815,0.0030170154800637284,10229.5336,10507.838500000002,16225.326399999998,7813.698400000001,-0.8151504812138688,0.09039910411959215,0.07173927533714,0.031216350233645312,408929.22,206303.97999999998,976366.84,192178.84,((((1)-((0)*(x)))*((x)*((5)*(x))))*(((3)+(x))*((3)*((x)+(1))))),((((2)-((x)*(0)))-((5)*((9)*(x))))*(((3)*(3))*((1)+((5)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,AddToLeafR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,66,66,67,67,4
67,x*x*x*x*3*x+1,25,-10,-0.03687687581586742,-0.005770263904717435,-0.032015948791687926,0.0024564313781544915,16496.2014,22042.2056,42171.3992,7932.1376,-0.40977073072375664,0.12225321874192416,0.27861931574934523,0.06113529797140689,911371.56,200734.14,3117564.44,185448.76,((((x)*((x)*(6)))+((7)*((0)-(x))))*(((1)*(x))*((3)*((x)+(1))))),((((x)*(x))*((8)+((8)+(7))))*(((3)*(x))-((6)*((1)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,67,67,68,68,4
68,x*x*x*x*3*x+1,25,-10,-0.036346107587058196,-0.00400560289333374,-0.03169599968193595,0.003324496327590828,19299.6953,17569.471999999998,43861.35600000001,7748.7344,-0.6798491846295548,0.16616423275094167,0.12701836750856907,0.08603786107903802,828519.76,203352.8,1691022.2,176171.32,((((x)*((2)*(4)))*((x)*((9)-(0))))*(((5)*(1))-((8)*((x)+(1))))),((((x)*((x)*(7)))*((x)+((9)-(5))))*(((x)-(2))-((0)*((x)+((1)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|DeleteNonTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,68,68,69,69,4
69,x*x*x*x*3*x+1,25,-10,-0.036054598988442724,-0.0021002162662498926,-0.031166497253384398,0.0006413061073030749,20839.4306,12679.687400000003,46658.164000000004,8315.633999999998,-0.7152283425360496,0.0001499444807842083,0.13336096832646363,0.000054433813999160576,818826.3,211262.32,1504151.08,211246.52,((((x)*(x))*((2)*((x)*(0))))-((6)*((x)+((9)*(x))))),((x)*((4)+(x))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,AddTreeWithAdd|MutateNonTerminalR|AddXD|ReplaceBranchXR|SkipD,AddRandomSubTreeR,SkipD,69,69,70,70,4
70,x*x*x*x*3*x+1,25,-10,-0.03710593463973093,-0.0011731348637039618,-0.03272324478341826,0.000017686633074307813,15286.322999999999,8843.8943,38435.4936,8447.391200000002,-0.39649279859445985,0.00164825334558899,0.28180510149801014,0.0007635014020639738,955035.16,211147.96999999997,3187697.88,210929.96,((((x)*((6)*(1)))*((6)*((8)-(0))))*(((x)*(3))*((7)*((x)+(0))))),(((7)*((x)-(3)))*((x)+((8)+(x)))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|ReplaceBranchXR|SkipD,AddRandomSubTreeR,MutateTerminalR,70,70,71,71,4
71,x*x*x*x*3*x+1,25,-10,-0.03719694753173777,-0.00008116351727163032,-0.03341340681622619,0.000021560198827898366,14805.597000000002,8468.7624,34790.088800000005,8446.5728,-0.6654286907025903,0,0.15021408962375438,0,577499.56,211278.2,1767190.6,211278.2,((((x)*((x)*(0)))-((x)+((7)+(8))))*(((9)*(x))*((3)*((x)+(0))))),(0),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|FellTreeD,AddRandomSubTreeR,MutateTerminalR,71,71,72,72,4
72,x*x*x*x*3*x+1,25,-10,-0.036184273474499505,0.002970656279090298,-0.029570730231514655,0.011530272408606284,20154.4958,7823.512,55086.9336,6015.0328,-0.09397073621414802,0.6435344488925029,0.4323553201921711,0.31866192114623015,1360116.04,176206.22,4785605.8,75313.4,((((x)*(x))*((x)*((2)-(9))))*((3)*((6)*((x)*(6))))),((((x)*(x))*((x)*(2)))*((9)*((x)+((8)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|ReplaceBranchXR|SkipD,AddRandomSubTreeR,AddXD,72,72,73,73,4
73,x*x*x*x*3*x+1,25,-10,-0.037811159504388056,-0.010097397836476474,-0.035822211737888715,0.005585433802446254,11561.357,8045.942800000001,22066.8896,7271.0476,-0.7614472292929417,0.000053957294221662637,0.10088835960597506,1.154722290383533,461418.48,122018.62,1260025,211266.8,((((0)-(6))*((5)*((x)*(x))))*((x)*((3)*((x)*(2))))),((x)-((5)+(x))),DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchXR|DivXD|AddXD|ReplaceBranchXR|SkipD,DeleteMaliciousR,ReplaceBranchXR,73,73,74,74,4
74,x*x*x*x*3*x+1,25,-10,-0.036592391832190915,0.0005196107801126247,-0.03141470429036219,0.0020757768667093927,17998.833,8341.4128,45347.1456,8012.5616,-0.6997045450027499,0.16013161793313274,0.1276399210409881,0.07762881120764199,576735.8200000001,201927.8,1586147.08,177445.88,((((x)*((x)*(x)))*((x)*((4)*(5))))-(((5)*(7))*((4)-((9)+(0))))),((((6)*(x))*((4)+((8)*(8))))*((3)*((4)+((2)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|AddRandomSubTreeR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,74,74,75,75,4
75,x*x*x*x*3*x+1,25,-10,-0.038101647533915,-0.0017058793178824849,-0.036932328276178046,0.0020333342483985603,10027.0123,9241.548400000001,16203.303999999998,8021.528799999999,-0.8558051706233772,0.019590094955371735,0.053284568395355815,0.009731860714470715,340176.62,210223.13,761630.6,207139.24,((((x)*((x)*(x)))*((0)-((5)*(3))))*(((x)+(5))*((4)*((3)-(2))))),((((x)*(x))*((4)+((0)*(3))))*(((9)+(8))+((x)+((2)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithMult|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|ReplaceBranchXR|SkipD,AddTreeWithMult,MutateTerminalR,75,75,76,76,4
76,x*x*x*x*3*x+1,25,-10,-0.037901880137184055,-0.0016234523838167772,-0.03639139454993463,0.0000789291086349673,11082.1747,9255.622,19060.4916,8434.452000000001,-0.7761849390992539,0.000209013518668767,0.08940473742030677,0.00008490718638596079,476764.92000000004,211260.59999999998,1182181.08,211234.04,((((8)*(8))*((6)-((4)*(x))))*((9)*((3)*((7)*(9))))),((x)*(7)),AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|FellTreeD|AddXD|ReplaceBranchXR|SkipD,DeleteMaliciousR,MutateTerminalR,76,76,77,77,4
77,x*x*x*x*3*x+1,25,-10,-0.037772827333818634,0.0006349799902244978,-0.03595384087899272,0.003838944103083047,11763.8258,8338.5884,21371.630400000002,7640.0428,-0.8449992171459242,0.3447878673710776,0.05646992875668466,0.16230224749915864,371654.98000000004,189077.25,818707.16,138432.04,((((5)+((5)*(x)))*((x)*((x)*(3))))*(((x)*(6))-((7)+((6)+(0))))),((((5)+((8)*(x)))*((x)*((x)-(3))))*(((x)*(6))-((7)+((6)+((0)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,77,77,78,78,4
78,x*x*x*x*3*x+1,25,-10,-0.03689773983307317,-0.001280227003620993,-0.03259133771491806,0.0016759457435741143,16385.9986,9380.6577,39132.2208,8097.0372,-0.549905116571421,0.16578520642451525,0.20562120534789943,0.08016771910829527,748285.58,197706.75,2377380.92,176251.4,((((x)*((x)-(4)))*((x)-((4)*(7))))*(((x)*(3))*((8)*((8)+(1))))),((((3)*(x))*((x)*(x)))*((7)*((4)-((1)+(x))))),AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|DeleteMaliciousR|SkipD,AddTreeWithSub,DeleteMaliciousR,78,78,79,79,4
79,x*x*x*x*3*x+1,25,-10,-0.04538478669898713,-0.00453166896560431,-0.03842379469620515,0.011256536405554384,NaN,NaN,61315.828400000006,6072.867249999999,0.05527653085658052,0.3396272781574248,0.45798089654973884,0.1813386687870354,1983126.1800000002,196414.12,5591006.44,139522.36,((((x)*((0)+(9)))-((4)*((x)*(x))))*(((x)*(7))*((3)*((x)+(1))))),((((2)*((7)-(6)))+(((4)*(x))+((1)*(x))))*(((6)+(4))*((3)*((x)+((1)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|AddRandomSubTreeR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,79,79,80,80,4
80,x*x*x*x*3*x+1,25,-10,-0.035020217097646605,0.0017246151331041263,-0.025362491274537553,0.011773288488826581,26302.9892,8384.304600000001,77314.6624,5963.6888,-0.2764626052285565,0.4827708679835402,0.34164666830364776,0.20156813790829492,1114849.78,169405.66000000003,3821691.96,109279.24,((((x)*((4)*(6)))*((7)*((6)*(x))))*(((x)+(7))-((9)*((1)-((9)+(1)))))),((((1)-((3)+(4)))+(((4)*(x))*((x)*(3))))*(((5)*(3))*((x)+((2)+((7)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|DivXD|MultXD,MutateTerminalR|AddRandomSubTreeR|AddXD|SkipD|SkipD,MultXD,SkipD,80,80,81,81,4
