gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
31,x*x*x*x*3*x+1,25,-10,-0.0384,0.011665938220656117,-0.0384,0.012032152056252979,8451.128,8380.9174,8451.128,8272.5952,-0.96,0.33693612091951336,0,0.02615953416727859,211278.2,204507.6,211278.2,196127.32,(0),(((x)*((x)*(3)))*((9)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|MultXD|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithMult|MultXD|SkipD,SubXD,MultXD,31,31,32,32,4
32,x*x*x*x*3*x+1,25,-10,-0.0384,0.011630845694715038,-0.0384,0.012197796892573729,8451.128,8391.2974,8451.128,8223.5992,-0.96,0.31451963741239203,0,0.013458769884749845,211278.2,208370.18,211278.2,202757.88,(0),(((5)*((x)*(9)))*((8)*(x))),AddTreeWithDiv|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,32,32,33,33,4
33,x*x*x*x*3*x+1,25,-10,-0.0384,0.01158353096262923,-0.0384,0.011965315331701452,8451.128,8405.2926,8451.128,8292.3648,-0.96,0.31885948073609643,0,0.015817782942358274,211278.2,208395.38,211278.2,201474.2,(0),(((8)*((8)*(5)))*((6)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|AddTreeWithAdd|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,33,33,34,34,4
34,x*x*x*x*3*x+1,25,-10,-0.0384,-0.01137546981048819,-0.0384,-0.011144181327882254,8451.128,6650.3091,8451.128,6581.8964000000005,-0.96,-2,0,0,211278.2,32767,211278.2,32767,(0),(((x)+((7)*(x)))*((7)*((x)/(x)))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|DivXD,SubXD,AddTreeWithMult,34,34,35,35,4
35,x*x*x*x*3*x+1,25,-10,-0.0384,0.011568913809916427,-0.0384,0.011925297681310369,8451.128,8409.6162,8451.128,8304.201599999999,-0.96,0.30295519637818086,0,0.008202580401294528,211278.2,209592.64,211278.2,206178.52,(0),(((x)+((x)*(9)))*((x)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,35,35,36,36,4
36,x*x*x*x*3*x+1,25,-10,-0.0384,-0.011376006678804128,-0.0384,-0.011148845455896539,8451.128,6650.4679,8451.128,6583.276,-0.96,-2,0,0,211278.2,32767,211278.2,32767,(0),(((0)*((5)*(9)))*((0)*((x)/(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|DivXD,SubXD,AddTreeWithMult,36,36,37,37,4
37,x*x*x*x*3*x+1,25,-10,-0.0384,0.011532288437032984,-0.0384,0.011869660814170943,8451.128,8420.4496,8451.128,8320.6584,-0.96,0.30341985117252984,0,0.008403002139888847,211278.2,209759.34,211278.2,206041.08,(0),(((x)*((3)*(8)))*((9)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,37,37,38,38,4
38,x*x*x*x*3*x+1,25,-10,-0.0384,0.011521821533341888,-0.0384,0.011974562448941723,8451.128,8423.545600000001,8451.128,8289.6296,-0.96,0.30758227101247815,0,0.010765236109874758,211278.2,209579.2,211278.2,204809.88,(0),(((9)*((6)*(x)))*((5)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|DivXD|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithMult|MultXD|SkipD,SubXD,SkipD,38,38,39,39,4
39,x*x*x*x*3*x+1,25,-10,-0.0384,0.011774052951443707,-0.0384,0.012802424210624393,8451.128,8348.9382,8451.128,8044.7568,-0.96,0.410273414727258,0,0.06137298948910419,211278.2,201633.64,211278.2,174434.92,(0),(((x)*((9)*(x)))*((x)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,39,39,40,40,4
40,x*x*x*x*3*x+1,25,-10,-0.0384,0.011485935875745139,-0.0384,0.011611799040317457,8451.128,8434.1602,8451.128,8396.931199999999,-0.96,0.2914589119261442,0,0.0013855121976977598,211278.2,210697.53999999998,211278.2,209579,(0),(((6)*((2)*(6)))*((4)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithDiv|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,40,40,41,41,4
41,x*x*x*x*3*x+1,25,-10,-0.0384,0.011547308579061024,-0.0384,0.011837026793515441,8451.128,8416.0068,8451.128,8330.3112,-0.96,0.3010557373440056,0,0.007349251443554439,211278.2,209666.56,211278.2,206740.36,(0),(((x)+((8)*(x)))*((x)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|DivXD|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,41,41,42,42,4
42,x*x*x*x*3*x+1,25,-10,-0.0384,0.011531051746667933,-0.0384,0.01191513910501482,8451.128,8420.8154,8451.128,8307.206400000001,-0.96,0.30526981554584015,0,0.009428679691433284,211278.2,209601.7,211278.2,205493.88,(0),(((x)*((6)*(8)))*((5)*(x))),MutateTerminalR|SubXD|AddToLeafR|SubXD|SubXD|AddTreeWithDiv|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|DivXD|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,42,42,43,43,4
43,x*x*x*x*3*x+1,25,-10,-0.0384,0.01147536957703837,-0.0384,0.01161924758108368,8451.128,8437.285600000001,8451.128,8394.728,-0.96,0.29852123206004477,0,0.007684872084996936,211278.2,210475.26,211278.2,207490.04,(0),(((7)*((8)*(4)))*((3)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|MutateTerminalR|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,43,43,44,44,4
44,x*x*x*x*3*x+1,25,-10,-0.0384,0.011524424736133278,-0.0384,0.011707848433284374,8451.128,8422.7756,8451.128,8368.5208,-0.96,0.295185616472905,0,0.0039048760170842666,211278.2,209630,211278.2,208476.68,(0),(((x)+((9)*(9)))*((6)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|MutateTerminalR|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,44,44,45,45,4
45,x*x*x*x*3*x+1,25,-10,-0.0384,0.01157964509082608,-0.0384,0.011865455120310564,8451.128,8406.442,8451.128,8321.902399999999,-0.96,0.3133972175075327,0,0.01242098818242106,211278.2,208539.36,211278.2,203089.88,(0),(((x)*((x)*(x)))*((2)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|SkipD,SubXD,AddTreeWithMult,45,45,46,46,4
46,x*x*x*x*3*x+1,25,-10,-0.0384,0.011516782138431696,-0.0384,0.011803124303136134,8451.128,8425.036199999999,8451.128,8340.339199999999,-0.96,0.3163090181571028,0,0.015156582536142429,211278.2,208950.4,211278.2,202228.6,(0),(((x)*((8)*(6)))*((8)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,46,46,47,47,4
47,x*x*x*x*3*x+1,25,-10,-0.0384,0.011736838646188496,-0.0384,0.012584490834494855,8451.128,8359.9458,8451.128,8109.2192000000005,-0.96,0.33125099648574374,0,0.022472482667391873,211278.2,207779.47999999998,211278.2,197808.92,(0),(((x)*((x)*(8)))*((3)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,47,47,48,48,4
48,x*x*x*x*3*x+1,25,-10,-0.0384,0.011640968434712415,-0.0384,0.012405428347215053,8451.128,8388.3032,8451.128,8162.183999999999,-0.96,0.3041814739320682,0,0.011461474598046589,211278.2,208915.06,211278.2,205815.8,(0),(((9)*((4)*(7)))*((4)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithSub|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,48,48,49,49,4
49,x*x*x*x*3*x+1,25,-10,-0.0384,0.011434916481816729,-0.0384,0.01151562252991553,8451.128,8449.2512,8451.128,8425.379200000001,-0.96,0.2891791824374551,0,0.001590488721328588,211278.2,210904.63999999998,211278.2,210253.32,(0),(((x)+((x)*(5)))*((8)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,49,49,50,50,4
50,x*x*x*x*3*x+1,25,-10,-0.0384,0.011590023418006617,-0.0384,0.012250880592507887,8451.128,8403.3722,8451.128,8207.897599999998,-0.96,0.3122996801644196,0,0.012683173840308563,211278.2,208964.19999999998,211278.2,203414.52,(0),(((2)*((x)*(x)))*((7)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,50,50,51,51,4
51,x*x*x*x*3*x+1,25,-10,-0.0384,0.01156214886344166,-0.0384,0.011915977539160618,8451.128,8411.6172,8451.128,8306.9584,-0.96,0.3168715804226708,0,0.015330396480313513,211278.2,208821.26,211278.2,202062.2,(0),(((x)*((8)*(7)))*((7)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,51,51,52,52,4
52,x*x*x*x*3*x+1,25,-10,-0.0384,0.01148854719241536,-0.0384,0.011662710925351366,8451.128,8433.3878,8451.128,8381.872000000001,-0.96,0.3062261713973059,0,0.009512945925381483,211278.2,209407.72,211278.2,205211,(0),(((9)*((9)*(2)))*((7)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,52,52,53,53,4
53,x*x*x*x*3*x+1,25,-10,-0.0384,0.011533997084683336,-0.0384,0.012294581943887928,8451.128,8419.9442,8451.128,8194.9712,-0.96,0.3255656015893465,0,0.01934616335214073,211278.2,208064,211278.2,199490.6,(0),(((x)*((7)*(3)))*((x)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,53,53,54,54,4
54,x*x*x*x*3*x+1,25,-10,-0.0384,0.011599765819933825,-0.0384,0.01212829611113958,8451.128,8400.4905,8451.128,8244.156799999999,-0.96,0.33890076144695874,0,0.02600983982696997,211278.2,207080.18,211278.2,195546.2,(0),(((9)*((9)*(7)))*((6)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,54,54,55,55,4
55,x*x*x*x*3*x+1,25,-10,-0.0384,0.011613581389033846,-0.0384,0.013038613814122125,8451.128,8396.403999999999,8451.128,7974.894399999999,-0.96,0.33963101054168654,0,0.026891086335529623,211278.2,207261.26,211278.2,195330.2,(0),(((8)*((6)*(8)))*((9)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|MutateTerminalR|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,55,55,56,56,4
56,x*x*x*x*3*x+1,25,-10,-0.0384,0.011461448865591839,-0.0384,0.011634655836982439,8451.128,8441.403199999999,8451.128,8390.170399999999,-0.96,0.2947312392584077,0,0.004552761131890447,211278.2,210629.32,211278.2,208611.08,(0),(((4)*((x)*(3)))*((9)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,56,56,57,57,4
57,x*x*x*x*3*x+1,25,-10,-0.0384,0.011480199363412113,-0.0384,0.011594440748873152,8451.128,8435.857,8451.128,8402.0656,-0.96,0.29131178025668797,0,0.0022991433712684748,211278.2,210513,211278.2,209622.52,(0),(((2)*((5)*(4)))*((7)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|MutateTerminalR|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|MutateTerminalR|AddTreeWithMult|MultXD|SkipD,SubXD,MutateTerminalR,57,57,58,58,4
58,x*x*x*x*3*x+1,25,-10,-0.0384,0.01147728512859889,-0.0384,0.011590251282770431,8451.128,8436.719000000001,8451.128,8403.3048,-0.96,0.2914037375500981,0,0.0022789056465232823,211278.2,210543.40000000002,211278.2,209595.32,(0),(((5)*((7)*(8)))+((5)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,58,58,59,59,4
59,x*x*x*x*3*x+1,25,-10,-0.0384,0.011544962991922496,-0.0384,0.011778358040319757,8451.128,8416.7006,8451.128,8347.6648,-0.96,0.298079837051676,0,0.006363407366972489,211278.2,209850.68,211278.2,207620.6,(0),(((9)*((8)*(9)))-((0)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,59,59,60,60,4
60,x*x*x*x*3*x+1,25,-10,-0.0384,0.011459685449259384,-0.0384,0.011530522316074255,8451.128,8441.9248,8451.128,8420.972000000002,-0.96,0.2882896308550256,0,0.0013033340343798331,211278.2,210909.44,211278.2,210516.44,(0),(((9)*((8)+(9)))*((6)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,60,60,61,61,4
61,x*x*x*x*3*x+1,25,-10,-0.0384,0.011551005803181368,-0.0384,0.012009717181287176,8451.128,8414.913199999999,8451.128,8279.2312,-0.96,0.30758227101247815,0,0.010126505846237064,211278.2,209301.68,211278.2,204809.88,(0),(((x)*((9)*(6)))*((5)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,61,61,62,62,4
62,x*x*x*x*3*x+1,25,-10,-0.0384,0.011748720745578915,-0.0384,0.013420766688524552,8451.128,8356.431199999999,8451.128,7861.8576,-0.96,0.3454727328368811,0,0.029913107746075904,211278.2,206868.68,211278.2,193602.28,(0),(((6)*((8)*(9)))*((9)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,62,62,63,63,4
63,x*x*x*x*3*x+1,25,-10,-0.0384,0.011479881569824593,-0.0384,0.01178933070912461,8451.128,8435.951,8451.128,8344.419199999998,-0.96,0.2997004491167164,0,0.006785469732219998,211278.2,210140,211278.2,207141.24,(0),(((x)+((x)*(x)))*((x)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,63,63,64,64,4
64,x*x*x*x*3*x+1,25,-10,-0.0384,0.01153594002058491,-0.0384,0.012227334116142328,8451.128,8419.369499999999,8451.128,8214.862400000002,-0.96,0.32470147349391865,0,0.019937592747829795,211278.2,208562.68,211278.2,199746.2,(0),(((8)*((7)*(6)))*((7)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,64,64,65,65,4
65,x*x*x*x*3*x+1,25,-10,-0.0384,0.01170339729458938,-0.0384,0.012643592327894825,8451.128,8369.8374,8451.128,8091.7376,-0.96,0.3236704699572141,0,0.018395275949398413,211278.2,208208.28000000003,211278.2,200051.16,(0),(((x)*((5)*(4)))*((x)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,65,65,66,66,4
66,x*x*x*x*3*x+1,25,-10,-0.0384,0.011643347153522833,-0.0384,0.01192736401578582,8451.128,8387.599600000001,8451.128,8303.590400000001,-0.96,0.3096340005060355,0,0.008389325458966475,211278.2,207457.06,211278.2,204203,(0),(((7)*((4)*(6)))*((8)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,66,66,67,67,4
67,x*x*x*x*3*x+1,25,-10,-0.0384,0.011623376869251736,-0.0384,0.012402891407767442,8451.128,8393.5066,8451.128,8162.934400000001,-0.96,0.3201577013489458,0,0.016309461172286127,211278.2,208163.80000000002,211278.2,201090.2,(0),(((4)*((8)*(7)))*((9)*(x))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|SkipD,SubXD,AddTreeWithMult,67,67,68,68,4
