A,P,AFinal,PFinal,AGen,PGen,count,run
MutateTerminalR,ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,0,0,0,4
SubXD,AddTreeWithMult,SubXD,AddTreeWithMult,0,0,1,4
AddTreeWithSub,AddTreeWithMult,AddTreeWithSub,AddTreeWithMult,0,0,2,4
SubXD,AddToLeafR,SubXD,MutateNonTerminalR,0,0,3,4
SubXD,MultXD,SubXD,MultXD,0,0,4,4
AddTreeWithMult,,AddTreeWithMult,,0,0,5,4
AddTreeWithAdd,,AddTreeWithAdd,,0,0,6,4
SubXD,,SubXD,,0,0,7,4
MultXD,,MultXD,,0,0,8,4
ReplaceBranchXR,,ReplaceBranchXR,,0,0,9,4
AddXD,,AddXD,,0,0,10,4
DeleteNonTerminalR,,AddTreeWithMult,,0,0,11,4
AddXD,,MutateTerminalR,,0,0,12,4
MutateTerminalR,,MutateTerminalR,,0,0,13,4
MutateNonTerminalR,,MutateNonTerminalR,,0,0,14,4
AddRandomSubTreeR,,AddRandomSubTreeR,,0,0,15,4
MultXD,,MultXD,,0,0,16,4
AddToLeafR,,AddToLeafR,,0,0,17,4
AddTreeWithSub,,AddTreeWithSub,,0,0,18,4
DeleteNonTerminalR,,DeleteNonTerminalR,,0,0,19,4
