A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,ReplaceBranchXR,0,0,0,2
SkipD,AddToLeafR,SkipD,AddToLeafR,0,0,1,2
SkipD,AddTreeWithAdd,SkipD,AddTreeWithAdd,0,0,2,2
AddTreeWithDiv,ReplaceBranchXR,AddTreeWithDiv,ReplaceBranchXR,0,0,3,2
ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,0,0,4,2
MutateNonTerminalR,,MutateNonTerminalR,,0,0,5,2
AddTreeWithMult,,AddTreeWithMult,,0,0,6,2
SkipD,,SkipD,,0,0,7,2
ReplaceBranchXR,,ReplaceBranchXR,,0,0,8,2
MutateTerminalR,,MutateTerminalR,,0,0,9,2
AddTreeWithDiv,,AddTreeWithDiv,,0,0,10,2
DeleteMaliciousR,,DeleteMaliciousR,,0,0,11,2
MultXD,,MultXD,,0,0,12,2
MutateNonTerminalR,,MutateNonTerminalR,,0,0,13,2
DeleteMaliciousR,,DeleteMaliciousR,,0,0,14,2
MutateTerminalR,,MutateTerminalR,,0,0,15,2
AddTreeWithMult,,AddTreeWithMult,,0,0,16,2
FellTreeD,,FellTreeD,,0,0,17,2
DeleteMaliciousR,,DeleteMaliciousR,,0,0,18,2
DeleteMaliciousR,,DeleteMaliciousR,,0,0,19,2
