A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,0,0,0,1
MutateTerminalR,AddRandomSubTreeR,DeleteMaliciousR,AddTreeWithSub,0,0,1,1
AddTreeWithMult,ReplaceBranchR,DeleteTerminalR,AddTreeWithDiv,0,0,2,1
MultXD,DeleteMaliciousR,MultXD,MultXD,0,0,3,1
SkipD,AddToLeafR,SkipD,FellTreeD,0,0,4,1
ReplaceBranchXR,,ReplaceBranchXR,,0,0,5,1
AddTreeWithMult,,DeleteTerminalR,,0,0,6,1
SkipD,,SkipD,,0,0,7,1
DeleteMaliciousR,,DeleteMaliciousR,,0,0,8,1
DivXD,,DeleteMaliciousR,,0,0,9,1
AddRandomSubTreeR,,AddRandomSubTreeR,,0,0,10,1
ReplaceBranchXR,,ReplaceBranchXR,,0,0,11,1
DeleteMaliciousR,,DeleteMaliciousR,,0,0,12,1
ReplaceBranchR,,SkipD,,0,0,13,1
SkipD,,SkipD,,0,0,14,1
DeleteTerminalR,,DeleteTerminalR,,0,0,15,1
AddTreeWithDiv,,DeleteTerminalR,,0,0,16,1
MultXD,,MultXD,,0,0,17,1
AddTreeWithSub,,AddTreeWithSub,,0,0,18,1
AddTreeWithDiv,,SubXD,,0,0,19,1
