gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.059200026852571454,-0.03428503948145823,-0.03840002678862207,-0.03428348432134909,NaN,NaN,8450.986503703703,NaN,-0.9600000605836286,-2,0.000002727990320056719,0,211267.73,32767,211277.88,32767,(((0)-((9)-(0)))+((9)+(2))),((((3)+(1))*((0)-((9)/(6))))-(((1)+(x))*((x)/((x)+(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,AddTreeWithMult|AddTreeWithDiv|MultXD|DivXD|AddXD,ReplaceBranchXR,AddTreeWithDiv,0,0,1,1,0
1,x*x*x*x*3*x+1,25,-10,-0.03840075131272417,-0.022851529876200177,-0.03839948284300036,-0.0114053359842277,8447.1596,5771.799739285714,8453.8596,6659.1432,-0.9599494429619335,-2,0.00002650759226337107,0,211336.45,32767,211545.24,32767,(((1)+((6)*(2)))-((6)*(x))),(((3)+(8))*((2)/(x))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddTreeWithAdd|DivXD,ReplaceBranchXR,ReplaceBranchR,1,1,2,2,0
2,x*x*x*x*3*x+1,25,-10,-0.038399805204701674,-0.0057169571122967985,-0.03839919045126284,0.011435368830561518,8452.1569,7113.084171428571,8455.404,8449.1174,-0.9599237252115931,0.2859571611539396,0.00003788324560122858,1.1428940737806994,211381.01,166634.01714285713,211681.08,211206.36,(((9)*((x)-(x)))*((8)+(2))),((((x)-(4))*((9)*(2)))+((8)/((6)-(x)))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,DeleteTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,DeleteTerminalR,2,2,3,3,0
3,x*x*x*x*3*x+1,25,-10,-0.03840003339672527,0.005713311541708648,-0.03839986550434451,0.0114299832434879,8450.951599999999,8005.138150000001,8451.8384,8450.7104,-0.9599962892527483,0.2857168551092486,0.0000018837128984064926,1.1428473160980561,211282.88,166654.76,211297.8,211277.44,(((x)+((4)*(1)))-((x)-(6))),((((4)-(0))*((7)/(5)))+((7)+((x)+((5)-(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,DeleteTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,3,3,4,4,0
4,x*x*x*x*3*x+1,25,-10,-0.0384002511759377,-0.017143371754352682,-0.03839989549324066,0.011434302531651902,8449.8013,6219.890216666666,8451.68,8449.4328,-0.9599927905481966,0.28589441382431846,0.000003484290482590327,1.3197015614371856,211289.27,122011.38,211316.28,211224.92,(((x)+((8)-(6)))-((x)*(7))),((((0)+(x))*((3)/((9)+(9))))+((7)+((7)-((8)-(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,4,4,5,5,0
5,x*x*x*x*3*x+1,25,-10,-0.038400016414376875,-0.005715061020214997,-0.038399910487688746,0.011428352064061622,8451.0413,7112.5233273376625,8451.6008,8451.192885714285,-0.9599965845979377,0.2857178403659637,0.000002185498071792855,1.1428547038794155,211282.3,166651.48214285716,211296.24,211277.14857142858,(((8)+((5)-(0)))*((1)-(6))),((((2)/(7))+((9)+((3)+(6))))-((6)-((x)+((4)-(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,5,5,6,6,0
6,x*x*x*x*3*x+1,25,-10,-0.03840098501407149,-0.005713762650833066,-0.03839989163103434,0.011435258955119022,8445.925200000001,7112.139283333334,8451.7004,8449.1499,-0.9599953653524121,0.28574278571367717,0.0000022428731085008006,1.3196706178982383,211288.08000000002,122019.30583333332,211302.68,211269.77,(((8)-((7)+(8)))-((9)*(9))),((((3)/(4))+((x)+((9)+(9))))*((2)+((2)+((4)-(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|MutateNonTerminalR|DeleteTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,6,6,7,7,0
7,x*x*x*x*3*x+1,25,-10,-0.03840038760269635,0.000028026532023156526,-0.038399917076158356,0.011546303960656222,8449.0807,7550.282046666667,8451.565999999999,8416.303955555555,-0.9599963195445627,0.2956244571120123,0.0000020737590008075026,1.144539393173169,211281.3,165908.1888888889,211297.64,208346.87555555557,(((x)-((8)*(9)))+((x)-(2))),((((x)*(1))+((x)*(5)))*((7)/((9)+((x)-(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithSub|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|SubXD|ReplaceBranchXR,ReplaceBranchXR,SubXD,7,7,8,8,0
8,x*x*x*x*3*x+1,25,-10,-0.038400178683839596,-0.011429066899201422,-0.038399844375804036,0.011429699558242872,8450.1842,6666.162555,8451.95,8450.79431111111,-0.9599878832742801,0.28574638061277,0.000007563157934928543,1.3196546745062212,211285.12,122023.39000000001,211342.2,211268.70666666667,(((x)*((0)-(1)))+((0)-(9))),((((x)+(8))/((9)+((3)-(x))))*((2)-((0)+((9)-(x))))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithSub|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,8,8,9,9,0
9,x*x*x*x*3*x+1,25,-10,-0.03840004242747241,-0.011408152523539425,-0.03839969806634096,0.011544234848572511,8450.9039,6659.976302698413,8452.7228,8416.915977142859,-0.9599942824200508,0.2858973348206974,0.0000030721459107106734,1.319697720633529,211284.07,122012.364,211308.4,211224.056,(((2)-((x)*(5)))+((7)+(8))),(((x)*((7)+(5)))+((8)/((5)-(x)))),ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithSub|AddXD|SkipD|MutateNonTerminalR|MutateTerminalR|DivXD|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR,ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|SubXD|AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,9,9,10,10,0
