gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
44,x*x*x*x,25,-10,-0.04710831118014451,-0.01976245360244083,-0.03949542543458372,0.019680041824598093,191.7959142857143,681.0635000000001,247.072,124.37439999999998,-0.9873856358645929,0.973598222454581,0.000056890322460145804,1.250424012026312,6162.871428571429,11274.289999999999,6176.8,161.6,(((x)*((2)/(5)))*((0)-((x)*(x)))),((((x)*(0))-((1)*(0)))-((x)*((x)-((x)*(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|DeleteTerminalR,AddTreeWithMult,SubXD,44,44,45,45,3
45,x*x*x*x,25,-10,-0.049622777586846724,-0.03889755382050368,-0.03949542543458372,0.00606829172657169,NaN,NaN,247.072,207.68919999999997,-0.9873856358645929,0.6066788655077767,0.00005491652170263788,1.3527012685001698,6162.603571428572,NaN,6176.8,2407.44,(((7)/((7)*(x)))*((0)-((x)*(x)))),((((x)*(9))*((x)-(0)))*((x)-((x)*(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|DeleteTerminalR,AddTreeWithMult,DeleteTerminalR,45,45,46,46,3
46,x*x*x*x,25,-10,-0.04963436677602576,-0.028053631133217367,-0.03949615155607837,-0.0032347262615817084,NaN,NaN,246.71644444444445,289.724,-0.9873856358645929,-0.001344419354417622,0.000055366763966890886,0.024238883812863907,6163.2444444444445,6222.118333333333,6176.8,6129.04,((((x)*(x))/((5)*(x)))*((0)-((x)*(x)))),((((0)/(2))*((x)*((x)*(0))))-((x)+((6)-((4)*(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithAdd|MultXD,SubXD|MultXD|AddTreeWithAdd|MutateTerminalR|DeleteTerminalR,AddTreeWithMult,MultXD,46,46,47,47,3
47,x*x*x*x,25,-10,-0.04709386487468958,-0.02013362302645316,-0.03949542543458372,0.000012939485034636115,198.86975,512.1365000000001,247.072,244.75279999999998,-0.9873856358645929,0,0,0.004533091568449683,6176.8,6134.8,6176.8,6120.8,((((0)*(x))*((6)/(6)))*((x)-((x)*(x)))),((x)+((1)*(0))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|SubXD,MultXD,SubXD,47,47,48,48,3
48,x*x*x*x,25,-10,-0.05215687415248007,-0.039848700267982755,-0.03949654354822899,0.0009993304141492185,NaN,NaN,246.52450000000002,238.83108571428568,-0.9873856358645929,0.05141811527904853,0.5062877554232986,1.009848627001311,4618.329166666666,12694.3,6176.8,5806.08,((((x)*(0))*((1)/(5)))*((x)-((x)*(x)))),((((x)-(6))*((9)/((5)*(x))))-((0)*((x)-((x)*(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SubXD|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|DeleteTerminalR,SubXD,SubXD,48,48,49,49,3
49,x*x*x*x,25,-10,-0.03951137895350462,-0.01476197582874943,-0.039476150176447525,0.0013430924062214117,239.26013611111114,443.2241,256.5104,236.6112,-0.9854581100509737,0.059064174617697106,0.0014614434744439568,0.0292909704326456,6185.696666666667,6028.17,7120.64,5759.28,((((x)*(x))*((8)*(5)))/((2)-((x)*(x)))),((((5)/(2))*((x)*(3)))*((1)-((0)-((x)*(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|DeleteTerminalR,MultXD,SubXD,49,49,50,50,3
50,x*x*x*x,25,-10,-0.0420521445657975,-0.025543165664278437,-0.03949544585675075,0.00010292772186642267,219.29868333333334,582.02995,247.062,244.202,-0.9873856358645929,0.009149130832570905,0.00005718206770355394,1.0015882804771035,6162.8,12767.85,6176.8,6064.8,((((x)/(2))*((x)*(x)))*((0)-((x)*(x)))),(((x)*(1))-((0)*(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|DeleteTerminalR,AddTreeWithMult,DeleteTerminalR,50,50,51,51,3
51,x*x*x*x,25,-10,-0.05469277759851653,-0.025799554592372712,-0.03949546627891779,0.000010521500457457374,NaN,NaN,247.05200000000002,244.7676,-0.9873856358645929,0.00039864070056210124,0.5063069551551432,0.06209141553091243,4632.433333333333,6338.35,6176.8,6118.36,((((0)*(x))*((x)*(x)))/((3)-((x)*(x)))),((3)-(0)),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|ReplaceBranchR|DeleteTerminalR,MultXD,DeleteTerminalR,51,51,52,52,3
52,x*x*x*x,25,-10,-0.047093740923481314,-0.020315701047206765,-0.03949542543458372,0.0001470396026663196,NaN,NaN,247.072,243.93200000000002,-0.9873856358645929,0.0022088615867207613,0.00004531001399385924,0.0009801290709090821,6165.266666666666,6115.976666666667,6176.8,6107.28,((((0)*(9))*((1)*(7)))/((1)-((x)*(x)))),((((x)+(7))/((1)-(5)))*((0)-((x)*(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|DeleteTerminalR,AddTreeWithMult,SubXD,52,52,53,53,3
53,x*x*x*x,25,-10,-0.04963397659755806,-0.005001562697053623,-0.03949653844268723,0.00013671415501241715,179.22848333333334,311.4607,246.52700000000002,243.99519999999995,-0.9873856358645929,0.010090184289635377,0.0018853950679396194,0.005507323966358798,5696.473333333333,6088.41,6176.8,6059.04,(((0)*((x)*(6)))/((6)-((x)*(x)))),(((x)+(4))*((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithMult|MultXD,SubXD|MultXD|DeleteTerminalR|MutateTerminalR|SubXD,AddTreeWithMult,SubXD,53,53,54,54,3
54,x*x*x*x,25,-10,-0.04963637225163014,-0.01003768440658732,-0.039496592929028886,0.0023612599660175148,NaN,NaN,246.50032,230.37919999999997,-0.9873856358645929,0.06324663442687228,0.00000800548947843538,0.05835253304371839,6174.84,6146.53,6176.8,5733.68,(((0)*((6)/(3)))*((x)-((x)*(x)))),(((x)*((7)-(0)))*((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|SubXD,SubXD,SubXD,54,54,55,55,3
55,x*x*x*x,25,-10,-0.049405316327697596,-0.019428223337556096,-0.038622712717291854,0.0001955299960789459,291.19518571428574,10203.867600000001,674.408,243.63519999999997,-0.9001143641354071,0.006378251208992282,0.6108661064244807,0.002997073592820763,13771.800000000001,6108.66,48910.4,6081.76,((((x)*(x))*((9)/(1)))*((x)-((x)*(x)))),(((x)-(7))*((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithDiv,SubXD,55,55,56,56,3
56,x*x*x*x,25,-10,-0.04456389364271555,-0.02218048023633055,-0.03949648575349627,0.0000646984925105837,213.54558333333335,661.0655,246.5528,244.43600000000004,-0.9873856358645929,0.004914390275780931,0.00006125218917298064,0.22509961307389176,6150.865,7346.45,6176.8,6090.72,((((8)/(5))*((9)*(6)))*((0)-((x)*(x)))),(((x)-((4)-(7)))*((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithMult,DeleteNonTerminalR,56,56,57,57,3
57,x*x*x*x,25,-10,-0.049633846672703846,-0.030540200137829786,-0.03949738650721039,0.0005181022088615881,NaN,NaN,246.11173333333332,241.66080000000002,-0.9874771271729186,0.014442556528558448,0.0020312193589891872,1.0012396619637025,5628.440952380953,12771.42750941114,6132,6032.4,(((0)-(x))/((5)*(x))),(((x)*(9))*((6)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|SubXD,SubXD,SubXD,57,57,58,58,3
58,x*x*x*x,25,-10,-0.04709890429644144,-0.025512419495713538,-0.039496532769863056,0.00015906417461769947,196.40212658730158,581.5707333333334,246.52977777777778,243.85839999999996,-0.9873856358645929,0.002091229904587665,0.00006177138070180843,0.020334317732533563,6148.66,6194.673333333333,6176.8,6108,((((x)*(0))*((x)*(7)))/((7)-((x)*(x)))),(((x)+(7))*((2)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|MultXD|ReplaceBranchXR|MutateTerminalR|SubXD,SubXD,SubXD,58,58,59,59,3
59,x*x*x*x,25,-10,-0.04962265285765114,-0.02618976634853709,-0.03949542543458372,0.00012155273820415868,NaN,NaN,247.072,244.088,-0.9873856358645929,0.0018951771010326042,0.00004876813488430276,0.005190140316495296,6164.860000000001,6134.32,6176.8,6109.2,((((x)*(0))*((x)*(7)))/((1)-((x)*(x)))),(((x)*(8))-((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithMult,SubXD,59,59,60,60,3
60,x*x*x*x,25,-10,-0.047086991737645044,-0.03503902692534814,-0.0394787790993189,0.00006169128218533561,NaN,NaN,255.2231111111111,244.45440000000002,-0.9857210023381112,0.0018951771010326042,0.000889498830944413,1.0003123818032043,6338.577777777778,12779.49,6991.91111111111,6109.2,((((x)*(4))*((5)/(9)))*((2)-((9)*(x)))),((x)*((7)-(x))),AddTreeWithMult|DeleteNonTerminalR|AddToLeafR|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithMult,SubXD,60,60,61,61,3
61,x*x*x*x,25,-10,-0.04208749335550208,-0.020072941008975814,-0.03949768718958306,0.00017200365965233409,201.98965357142856,511.7571,245.96450000000002,243.77919999999997,-0.9873856358645929,0.006391321395895943,0.000002450660044395203,0.003445856935929658,6176.200000000001,6111.87,6176.8,6081.68,(((0)*((x)*(4)))/((7)-((x)*(x)))),((8)*((8)-(x))),AddTreeWithMult|ReplaceBranchXR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithMult,SubXD,61,61,62,62,3
62,x*x*x*x,25,-10,-0.04678703536814619,-0.01968650913570596,-0.03826744670268229,0.002830871781466477,349.1131134920635,509.37649999999996,848.3689777777779,227.5048,-0.8645873088485166,0.11491308325709067,0.061417736054054574,1.0190803264788337,21195.655000000002,12621.71,66306.72,5417.44,((((x)/(1))*((x)*(x)))*((x)-((x)*(x)))),((((x)/(1))*((x)+((7)*(x))))-((0)*((x)-((2)-(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,SubXD,SubXD,62,62,63,63,3
63,x*x*x*x,25,-10,-0.04712403062213182,-0.03986834731129013,-0.03949542543458372,0.0005908632747444717,NaN,NaN,247.072,241.21559999999997,-0.9873856358645929,-0.0008162199222958634,0.002702904121410493,0.9992012920133126,5496.7266666666665,NaN,6176.8,6125.8,(((0)*((x)*(0)))/((5)-((x)*(x)))),(((7)-(8))-((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,DeleteNonTerminalR,SubXD,63,63,64,64,3
64,x*x*x*x,25,-10,-0.04965292086779817,-0.03197210006946497,-0.039497430237877405,-0.0005298050048018066,169.9521561904762,671.9447,246.09032,248.3332,-0.9873856358645929,0.0020781597176840042,0.000042886550777665455,0.2933986267792529,6166.3,8769.81,6176.8,6108.08,(((0)/((2)*(x)))*((x)-((x)*(x)))),((5)*((4)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithMult,SubXD,64,64,65,65,3
65,x*x*x*x,25,-10,-0.04455989023587668,-0.019963243094144864,-0.03949542543458372,0.00019932035028100901,NaN,NaN,247.072,243.612,-0.9873856358645929,0.0008168866814795452,0.00005388620962476544,0.0012332253097914372,6163.417142857143,6127.71,6176.8,6115.8,((((0)*(x))*((8)/(9)))*((6)-((x)*(x)))),(((x)*(7))-((7)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,AddTreeWithMult,SubXD,65,65,66,66,3
66,x*x*x*x,25,-10,-0.047090879015451864,-0.03011770368768559,-0.03949542543458372,0.00006260619526859484,NaN,NaN,247.072,244.44879999999998,-0.9873856358645929,0.001581492615344447,0.000056141936697755266,0.0012852073421593248,6162.833333333334,6122.521936070674,6176.8,6111.12,(((0)*((x)*(3)))/((4)-((x)*(x)))),(((x)*(7))-((x)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|DivXD|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,MultXD,SubXD,66,66,67,67,3
67,x*x*x*x,25,-10,-0.054696908719266905,-0.014944973327040097,-0.03949635831917397,0.00032021957913998174,NaN,NaN,246.61520000000002,242.872,-0.9873856358645929,0.008005489478499543,0.0012831356449766733,0.003907319607967851,5624.17,6110.75,6176.8,6071.8,((((9)/(5))*((x)*(0)))*((x)-((x)*(x)))),(((x)*(x))-((5)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,SubXD,SubXD,67,67,68,68,3
68,x*x*x*x,25,-10,-0.04962270647718526,-0.014914549052767269,-0.03949542543458372,0.0006664488302182722,NaN,NaN,247.072,240.75279999999998,-0.9873856358645929,0.007842112142203633,0.00005500674081136819,0.0004817732927141592,6136.605555555556,6121.530000000001,6176.8,6072.8,(((0)*((x)*(4)))/((7)-((x)*(x)))),(((x)*(x))-((6)-(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,SubXD,SubXD,68,68,69,69,3
69,x*x*x*x,25,-10,-0.044575573258332765,-0.02713698148983734,-0.039496558728706485,0.0010922226740311533,207.82649603174602,943.5527408641975,246.51706666666666,238.14672345679014,-0.9873856358645929,0.10390596888004631,0.0001755452965519456,1.0180271767905347,6117.705714285714,12627.993086419752,6176.8,5484.812345679013,(((x)*((5)/(1)))*((0)-((x)*(x)))),((((x)+(x))*((x)*((x)-(1))))/((9)*((9)-((x)-(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|SubXD,MultXD,AddToLeafR,69,69,70,70,3
70,x*x*x*x,25,-10,-0.03928438703287049,-0.02768761626178562,-0.038622712717291854,0.0017488247505160726,350.409907936508,620.611275,674.408,234.12779999999998,-0.9001143641354071,0.08666350803816492,0.043675723151303567,0.0003526637705255404,16830.773333333334,6123.8,48910.4,5590.35,((((9)/(1))*((x)*(x)))*((x)-((x)*(x)))),((((7)/(4))*((x)*((x)*(x))))-((0)*((x)-((1)-(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|SkipD|AddXD,AddTreeWithMult,SkipD,70,70,71,71,3
71,x*x*x*x,25,-10,-0.04709073554227272,-0.025235012744252484,-0.03949542543458372,0.00006110312377467087,NaN,NaN,247.072,244.458,-0.9873856358645929,0.0025356162593125793,0.00002859103385177697,1.000423316780064,6169.8,NaN,6176.8,6105.28,((((0)*(7))/((8)*(x)))*((x)-((x)*(x)))),(((x)*(8))-((2)+(x))),AddTreeWithMult|DivXD|SubXD|AddTreeWithDiv|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddTreeWithAdd,DivXD,MutateTerminalR,71,71,72,72,3
72,x*x*x*x,25,-10,-0.04456042610948771,-0.035110644391175276,-0.039495432241972724,0.000554176191593663,NaN,NaN,247.06866666666664,241.44,-0.9873856358645929,0.05241798457717948,0.000054017954695452726,0.02632143256223383,6162.731428571429,6041.610000000001,6176.8,5799.96,((((3)/(6))*((0)*(x)))*((x)-((x)*(x)))),((((x)*(1))*((x)*(x)))-((x)-((1)-((0)+(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddTreeWithDiv|DeleteTerminalR,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddXD,AddTreeWithMult,SubXD,72,72,73,73,3
73,x*x*x*x,25,-10,-0.04702482605986509,-0.03525203919469146,-0.03918635635864593,0.00006260619526859334,NaN,NaN,398.41200000000003,244.4488,-0.9873856358645929,0.0036727225199321123,0,0.05268347428675989,6176.8,6293.76,6176.8,6098.32,(((0)*((x)*(x)))-((x)*(x))),((((2)*(x))*((6)-(0)))*((x)-((x)+(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddXD|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddXD,AddTreeWithMult,SubXD,73,73,74,74,3
74,x*x*x*x,25,-10,-0.0395056448911907,-0.0007554301984884527,-0.03949544994118417,0.000044961442948634876,242.0679,251.42449999999997,247.06,244.5568,-0.9873856358645929,0.0022088615867207613,0,0.0020635495615901147,6176.8,6121.23,6176.8,6107.28,(((x)*((x)*(x)))*((0)-((x)*(x)))),((x)*((6)+(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|AddXD,AddTreeWithMult,SubXD,74,74,75,75,3
75,x*x*x*x,25,-10,-0.03949542543458372,-0.0023583181430121545,-0.03949542543458372,0.00003934126258005626,247.072,281.24170000000004,247.072,244.5912,-0.9873856358645929,0.0008495621487386972,0,0.00035594768959106704,6176.8,6118.200000000001,6176.8,6115.6,(((x)*((x)*(x)))*((0)-((x)*(x)))),(((2)*(2))-((0)+(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddXD,SkipD,MutateTerminalR,75,75,76,76,3
76,x*x*x*x,25,-10,-0.03949542543458372,-0.0008138430520889728,-0.03949542543458372,0.010806691935694682,247.072,310.7957,247.072,178.6864,-0.9873856358645929,0.5384394196837015,0,0.0011910020367380978,6176.8,6118.98,6176.8,2825.12,((0)-((x)*(x))),((((x)*(9))*((x)*(x)))-((x)-((9)-((x)+(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddXD,SubXD,DeleteMaliciousR,76,76,77,77,3
77,x*x*x*x,25,-10,-0.03949542543458372,0.00043172053109768164,-0.03949542543458372,0.0018189125604496153,247.072,242.19090000000003,247.072,233.6988,-0.9873856358645929,0.15982224545811002,0,0.07891093931609966,6176.8,5866.8099999999995,6176.8,5142.56,(((x)*((0)*(x)))*((x)-((x)*(x)))),((((x)*(2))*((x)*(x)))-((x)-((9)-((x)+(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddXD,MultXD,ReplaceBranchXR,77,77,78,78,3
78,x*x*x*x,25,-10,-0.039495504059926814,-0.0019023062691851684,-0.03949542543458372,0.00028532218010717604,247.03350000000003,259.7693,247.072,243.0856,-0.9873856358645929,0.02751274343223117,0,0.015328670354022389,6176.8,6090.299999999999,6176.8,5952.4,(((x)*((x)*(0)))-((x)*(x))),((((8)*(x))*((7)+(8)))-((x)+((4)-((x)+(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|AddXD,AddTreeWithMult,MutateTerminalR,78,78,79,79,3
79,x*x*x*x,25,-10,-0.03949566131061299,0.0014166227839602222,-0.03949542543458372,0.011076983400862632,246.9565,236.16150000000002,247.072,177.032,-0.9873856358645929,0.5349496797804209,0,0.26824008291922874,6176.8,5309.22,6176.8,2846.48,(((0)*((x)*(x)))-((x)*(x))),((((4)+(1))*((x)*(4)))*((x)*((4)-((0)+(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,DeleteNonTerminalR|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|AddXD,AddTreeWithMult,MutateTerminalR,79,79,80,80,3
80,x*x*x*x,25,-10,-0.03952626392791792,-0.0022693062091358974,-0.039490033982485954,0.00116769049797412,231.97150000000002,307.20099999999996,249.71200000000002,237.68480000000002,-0.9873856358645929,0.05703829564762774,0,0.027229501001992014,6176.8,6019.2300000000005,6176.8,5771.68,(((0)*((x)*(5)))*((6)-((x)*(x)))),(((5)*((x)+(0)))*((x)+((9)-(x)))),AddTreeWithMult|ReplaceBranchXR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,80,80,81,81,3
81,x*x*x*x,25,-10,-0.03950733666350804,0.0011407200201870263,-0.039497569762122604,0.010777153313292384,241.23950000000002,237.9236,246.02200000000002,178.86720000000003,-0.9873856358645929,0.5369624885635865,0,0.26861535122695174,6176.8,5297.3099999999995,6176.8,2834.16,((0)-((x)*(x))),(((x)*((4)+(x)))*((x)+((2)*(6)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,DeleteNonTerminalR,AddTreeWithAdd,81,81,82,82,3
82,x*x*x*x,25,-10,-0.04962320325774408,-0.010419302705241835,-0.04962267187295779,0.0035175794013854412,NaN,NaN,NaN,223.3016,-0.9873856358645929,0.1335380995948243,0,0.07500588318283911,6176.8,5973.71,6176.8,5303.44,(((0)*((x)*(x)))-((x)*(x))),((((x)*(x))+((9)*(x)))-((0)-((x)+(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|AddXD,SkipD,AddXD,82,82,83,83,3
83,x*x*x*x,25,-10,-0.03949652823160372,-0.00018335299799060085,-0.03949652823160372,0.00007626454058293082,246.532,245.99199999999996,246.532,244.36520000000002,-0.9873856358645929,0.0008495621487386972,0,0.0005175536728052201,6176.8,6119.650000000001,6176.8,6115.6,(((x)*((x)*(0)))*((0)-((x)*(x)))),((x)+(4)),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,DeleteNonTerminalR,SubXD,83,83,84,84,3
84,x*x*x*x,25,-10,-0.03949542543458372,-0.0017887410219253252,-0.03949542543458372,0.0006059338648542661,247.072,262.4002,247.072,241.12320000000003,-0.9873856358645929,0.02927721866422687,0,0.014694560972691863,6176.8,6076.389999999999,6176.8,5941.6,(((x)*((0)*(x)))*((x)-((x)*(x)))),((((4)-(7))*((0)-(x)))*((x)-((8)-(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|AddTreeWithAdd,SubXD,AddTreeWithAdd,84,84,85,85,3
85,x*x*x*x,25,-10,-0.03949542543458372,0.0001265973292315032,-0.03949542543458372,0.0019841850738465585,247.072,244.0993,247.072,232.68720000000002,-0.9873856358645929,0.036518102208861654,0,0.018457297476780408,6176.8,6066.67,6176.8,5897.28,(((0)*((x)*(x)))*((x)-((x)*(x)))),(((x)*((x)*(0)))+((x)*((x)*(4)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SkipD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,MultXD,SkipD,85,85,86,86,3
86,x*x*x*x,25,-10,-0.03949542543458372,0.00043017459211694,-0.03949542543458372,0.004217095804470005,247.072,242.25570000000005,247.072,219.02,-0.9873856358645929,0.12384002091229904,0,0.0688836436242145,6176.8,5981.8,6176.8,5362.8,((0)-((x)*(x))),((((x)*(8))*((x)*(0)))+((x)-((4)-((3)+(7))))),AddXD|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,86,86,87,87,3
87,x*x*x*x,25,-10,-0.03949542543458372,-0.0024209674578123948,-0.03949542543458372,0.0004334073977257885,247.072,1793.1685000000004,247.072,242.17919999999998,-0.9873856358645929,0.03182590511044311,0,0.016959834045429063,6176.8,6079.87,6176.8,5926,(((x)*((x)*(0)))-((x)*(x))),((((x)*(0))-((x)*(x)))+((0)-((2)*((x)-(x))))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithMult|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,87,87,88,88,3
88,x*x*x*x,25,-10,-0.039495504059926814,-0.004978859043834133,-0.03949542543458372,0.00009364788916481458,247.03350000000003,338.7565000000001,247.072,244.25879999999998,-0.9873856358645929,0,0,0.00029326393230912957,6176.8,6122.6,6176.8,6120.8,((((9)-(9))*((x)*(x)))*((0)-((x)*(x)))),((0)-(0)),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddToLeafR|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,AddTreeWithMult,MutateTerminalR,88,88,89,89,3
89,x*x*x*x,25,-10,-0.039495652120637825,-0.0015905089922326,-0.03949542543458372,0.001995752189256307,246.961,263.1057,247.072,232.6164,-0.9873856358645929,0.18985099986929813,0,0.09526192941256631,6176.8,5833.280000000001,6176.8,4958.76,(((0)*((x)*(x)))-((x)*(x))),((((x)*(8))*((x)-(1)))-((x)+((x)-(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|DeleteNonTerminalR|MutateTerminalR|MutateNonTerminalR,DeleteNonTerminalR,AddTreeWithAdd,89,89,90,90,3
