gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
90,x*x*x*x,25,-10,-0.03949542543458372,-0.000933780867202296,-0.03949542543458372,0.00025120899228859157,247.072,251.6353,247.072,243.2944,-0.9873856358645929,0.009364788916481607,0,0.00102740315641983,6176.8,6115.5599999999995,6176.8,6063.48,(((0)*((x)*(x)))-((x)*(x))),((((x)*(x))*((1)-(x)))-((4)+((3)-(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|DivXD|MutateNonTerminalR|MutateTerminalR|MutateNonTerminalR,SkipD,MutateNonTerminalR,90,90,91,91,3
91,x*x*x*x,25,-10,-0.03949542543458372,-0.000802944080484268,-0.03949542543458372,0.00006482812704221866,247.072,250.75010000000003,247.072,244.4352,-0.9873856358645929,0.0012220624754934767,0,0.0013155690420360304,6176.8,6121.969999999999,6176.8,6113.32,((0)-((x)*(x))),((x)+(7)),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,AddTreeWithMult,SubXD,91,91,92,92,3
92,x*x*x*x,25,-10,-0.039495504059926814,-0.0020825311586404444,-0.03949542543458372,0.0014624885635864603,247.03350000000003,274.8,247.072,235.88039999999998,-0.9873856358645929,0.009769964710495389,0,0.017789932732365104,6176.8,6161.74,6176.8,6061,(((x)*((x)*(0)))-((x)*(x))),((x)*((x)+(5))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddTreeWithAdd|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,AddTreeWithMult,SubXD,92,92,93,93,3
93,x*x*x*x,25,-10,-0.03949542543458372,-0.0014839625625965448,-0.03949542543458372,0.000848124428179323,247.072,256.43539999999996,247.072,239.6408,-0.9873856358645929,0.008469481113579948,0,0.0039887917799669576,6176.8,6105.4,6176.8,6068.96,((0)-((x)*(x))),((((x)*(x))+((8)-(x)))*((8)-((x)-(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|MultXD,SubXD|AddXD|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,SkipD,SubXD,93,93,94,94,3
94,x*x*x*x,25,-10,-0.03949542543458372,-0.01937624592434363,-0.03949542543458372,-0.01592876748137498,247.072,507.77630000000005,247.072,486.37479999999994,-0.9873856358645929,0.3877532348712587,0,0.20762216581474544,6176.8,5567.629999999999,6176.8,3747.44,(((0)*((x)*(x)))*((x)-((x)*(x)))),((((3)*(9))*((6)*(x)))-((2)*((x)+(x)))),AddTreeWithMult|DeleteNonTerminalR|SubXD|SkipD|AddTreeWithDiv,SubXD|AddXD|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,AddTreeWithDiv,AddXD,94,94,95,95,3
95,x*x*x*x,25,-10,-0.021438913301738242,-0.004792097328658972,-0.020591048867539548,0.0012402998265469219,37010.9696,1694.9949,50693.21599999999,237.24040000000002,0.903052020839824,0.004855574434714458,0.13909441199436948,0.006687581611869825,3682566.56,6124.349999999999,5050791.2,6091.08,((((x)*(x))*((x)*(x)))*((6)*((x)-((x)*(x))))),((5)*(9)),AddTreeWithMult|MultXD|SubXD|SkipD|MultXD,SubXD|AddXD|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,MultXD,SubXD,95,95,96,96,3
96,x*x*x*x,25,-10,-0.0254742339183161,-0.005071976380879436,-0.0254742339183161,0.0000560711018167555,8551.817600000002,23166.138800000008,8551.817600000002,244.4888,0.4147335157621688,0.00216965102600963,0,0.0007672028204419842,836651.36,6119.8099999999995,836651.36,6107.52,((((x)*(x))*((x)*(x)))*((x)-((x)*(x)))),(((x)+(8))+((4)+(x))),SkipD|MultXD|SubXD|SkipD|MultXD,SubXD|AddXD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR,MultXD,SubXD,96,96,97,97,3
97,x*x*x*x,25,-10,0.002568149114219136,-0.004013169603020764,0.002568149114219136,0.013688733498889034,25161.3088,3621.001,25161.3088,161.04600000000002,0.4147335157621688,0.003960266631812799,0,0.0014853075640878417,836651.36,6104.3,836651.36,6096.56,((((x)*(x))*((x)*(x)))*((x)-((x)*(x)))),((6)+((7)*(x))),SkipD|MultXD|SubXD|SkipD|MultXD,SubXD|AddXD|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,SkipD,SubXD,97,97,98,98,3
98,x*x*x*x,25,-10,0.016589340630486754,-0.008206989372468753,0.016589340630486754,0.011841785387531042,33466.0544,904.4004,33466.0544,172.3508,0.4147335157621688,0.9081819370016991,0,0.4532897659109665,836651.36,4723.7,836651.36,562,((((x)*(x))*((x)*(x)))*((x)-((x)*(x)))),((((x)+(1))*((x)*((x)*(x))))-((x)-((x)-((x)+(x))))),MutateTerminalR|MultXD|SubXD|SkipD|MultXD,SubXD|AddXD|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,MultXD,MutateTerminalR,98,98,99,99,3
99,x*x*x*x,25,-10,0.016589340630486754,0.006852682925188156,0.016589340630486754,0.027256894523591688,33466.0544,202.88809999999998,33466.0544,77.998,0.4147335157621688,0.9081819370016991,0,0.4532897659109665,836651.36,4723.7,836651.36,562,((((x)*(x))*((x)*(x)))*((x)-((x)*(x)))),((((x)+(1))*((x)*((x)*(x))))-((x)-((x)-((x)+(x))))),SkipD|MultXD|SubXD|SkipD|MultXD,SubXD|AddXD|ReplaceBranchXR|MutateTerminalR|MutateNonTerminalR,SkipD,SubXD,99,99,99,99,3
