gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.1768408261374465,0.352436972322704,0.3998924720261219,0.4,100844318.64207868,64.44218639001566,1384461833.7399077,0,0.9999976978054372,1,0.6966815399274032,0.055198981046163276,2245683437.5200477,25.223065204317525,29413722109.988888,0,(((((x)*(x))*((x)*(2)))+(((x)*(8))+((x)*((x)-(5)))))-((((5)+(1))-((5)*(x)))-(((x)+(6))*((x)*((x)*(x)))))),((((0)-((5)/(4)))*((0)*((x)/(x))))+(((4)+(9))*((x)*((x)+(x))))),SubXD|MultXD|ReplaceBranchXR|SubXD|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,MultXD,20,21,22,22,9
22,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.1802334074836159,0.3364075528391187,0.3999102786718921,0.4,183274152.94205815,86.124664355474,3121452715.5564113,0,0.9999988824927446,1,0.6313175049041375,0.028229815698716108,3249320369.825034,38.031474608380975,60595679167.52222,0,(((((x)*(x))*((x)+(6)))*(((9)*(4))*((x)*((5)-(2)))))-((((x)*(x))-((3)+(1)))+(((x)+(x))*((x)*((x)*(x)))))),((((9)-(5))/((0)/((3)+(2))))*(((6)+(x))*((x)*((x)+(x))))),SubXD|MultXD|ReplaceBranchXR|SubXD|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddRandomSubTreeR|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,AddXD,22,22,23,23,9
23,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.1763469108283833,0.35490033352126643,0.39970301731679375,0.4,128165605.8771363,61.224958469380844,2037164843.265942,0,0.9999987915439769,1,0.6877787217126219,0.023624738849867793,3257859264.8455353,36.8242600172783,56035229926.611115,0,(((((x)*(x))*((2)+((8)*(6))))+(((2)*(x))+((0)-((1)*(3)))))+((((8)-(2))-((6)*(x)))-(((x)+(x))*((x)*((x)*(x)))))),((((5)-((9)/(2)))-((1)/((8)*(0))))+(((x)*(5))+((2)*((x)+(x))))),SubXD|MultXD|ReplaceBranchR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|AddRandomSubTreeR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,AddTreeWithMult,22,23,24,24,9
24,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.14915309253757125,0.34356601035933915,0.386348611611829,0.4,92506377.85930586,76.42980625900564,1231386749.7482011,0,0.9999981751364956,1,0.5539965120579231,0.13962283200771733,2602310955.6449814,79.1891626620606,37107493765.933334,0,(((((x)*(x))*((x)+((0)+(9))))+(((0)+(x))*((x)-((3)*(x)))))+((((5)*(9))-((x)*(x)))-(((6)-(8))+((x)*((x)*((x)*(x))))))),((((5)*(9))+((5)/((1)/(0))))*(((0)+(x))*((x)*((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|ReplaceBranchXR|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|SubXD|AddXD|AddTreeWithAdd,MultXD,AddTreeWithMult,24,24,25,25,9
25,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.23867619806222454,0.3347665784499398,0.39995319439432764,0.4,818185794.3778728,103.82224272228112,11830160497.797127,0,0.9999995460904477,1,0.4453166283134695,0.1301816226217423,15568502492.12154,67.98812055512761,149184150855.24445,0,(((((x)*(8))+((8)*((x)+(2))))*(((x)*(x))-((x)-((9)*(x)))))+((((9)-(3))+((8)*(x)))-(((x)+(x))*((x)*((x)*((2)+(5))))))),((((2)*((7)+(5)))-((3)/((x)/(x))))*(((0)+(x))*((x)*((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,DivXD,25,25,26,26,9
26,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.20650241448923987,0.34009393601359766,0.39986174607535124,0.4,671213263.7480356,81.13211370265095,12048490671.605982,0,0.9999996154824579,1,0.49006399532087197,0.12553208782978512,9058509038.129124,69.35544161647476,176106688754.64444,0,(((((x)*(6))*((8)*((3)+(1))))+(((6)+(3))-((3)*((x)*(3)))))*((((x)+(7))+((0)-(x)))*(((x)-(x))+((x)*((x)*((x)*(x))))))),((((5)-((3)-(7)))/((2)+((3)*(0))))/(((x)+(x))*((x)*((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|AddTreeWithDiv|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,AddTreeWithAdd,DivXD,26,26,27,27,9
27,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.257739620833873,0.32408685224161055,0.3999605484049327,0.4,709997948.251725,141352.3596601315,8947438543.42228,0,0.99999936054186,1,0.551427572213892,0.13001381660803304,12158243231.183681,68.0157058223317,105896081189.83333,0,(((((x)*(5))*((4)*((2)+(2))))*(((x)*(0))+((5)+((5)*(x)))))+((((9)-(x))*((x)-(9)))-(((0)+(1))+((x)*((x)*((x)*(x))))))),((((0)-((7)/(3)))+((0)*((3)-(9))))/(((x)+(x))*((x)*((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,AddTreeWithMult,27,27,28,28,9
28,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.30748462454646414,0.3389036314540394,0.39999865316676897,0.4,3395966521.5281544,86821.84918113126,55435083852.371544,0,0.9999998901746701,1,0.52684877950755,0.023672048020319705,32847840388.719757,17.84164735958486,616580083256.2556,0,(((((x)*(x))*((x)+((2)*(x))))*(((x)-(5))*((x)+((5)+(9)))))-((((8)-(x))*((9)+(6)))+(((7)-(x))+((x)*((x)*((x)*(x))))))),((((x)/((0)*(9)))-((4)/((x)/(x))))+(((x)*(x))*((x)+((9)+(6))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,AddXD,27,28,29,29,9
29,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.29081508505074677,0.3575848467447959,0.39996752156715004,0.4,2842878702.369723,58.75519875288361,40920631322.726234,0,0.999999910424914,1,0.6188606275692785,0.03672334529642235,60313029047.36775,42.70586204849265,755970371675.3556,0,(((((x)*(x))*((6)+((x)*(6))))*(((x)*(3))*((x)+((9)-(8)))))+((((2)+(x))*((x)-(9)))+(((4)-(0))+((x)*((x)*((x)*(x))))))),((((6)-((6)/(3)))*((0)/((x)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,AddXD,29,29,30,30,9
30,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.2874596962065105,0.34611657430142,0.3996453359618847,0.4,2568209499.4554267,73.9108183454584,44701086164.79939,0,0.9999999583768259,1,0.5145321838821905,0.027910839528177092,81363488593.6042,29.353379629629636,1626884842943.7554,0,(((((8)+(1))-((3)*((x)*(x))))+(((2)*(x))*((4)+((6)+(9)))))*((((8)*(x))+((9)-(x)))*(((x)-(x))+((x)*((x)*((x)*(x))))))),((((2)-((4)*(5)))+((9)/((0)/(x))))+(((0)+(4))*((x)*((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,30,30,31,31,9
31,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.2708768207565779,0.34490731511981404,0.39995928983264856,0.4,1904959059.3375292,78.94320670605335,28603772652.011818,0,0.9999998761572991,1,0.6500503849037961,0.02578782765334231,27852948410.908947,24.938055555555557,546791297195.98895,0,(((((x)*(x))*((x)+((2)+(0))))*(((x)+(x))*((x)+((9)-(x)))))*((((x)-(6))*((9)+(x)))-(((x)+(x))*((5)+((7)*((x)*(x))))))),((((3)/((2)*(0)))-((2)/((4)+(0))))/(((x)+(x))*((x)*((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|DeleteNonTerminalR|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddTreeWithAdd,MultXD,AddTreeWithDiv,31,31,32,32,9
32,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.22449002325787518,0.36531689028481396,0.3955524878476215,0.4,4299392857.00052,60.92253975419565,74440601736.45567,0,0.9999999398451821,1,0.6492410751054953,0.020310729114414307,61623408596.44785,15.459146825396829,1125697217175.5334,0,(((((x)*(x))*((7)+((8)+(2))))*(((x)*(x))+((5)+((x)*(7)))))*((((6)*(2))-((8)+(9)))-(((x)*(9))-((x)*((x)*((x)*(x))))))),((((2)-((1)*(0)))/((5)/((0)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddTreeWithMult|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|ReplaceBranchXR|MultXD|AddXD|AddXD,MultXD,AddXD,32,32,33,33,9
33,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.2891237984796485,0.35035829111591077,0.39997145520925825,0.4,1613721497.605363,71.28531936784515,25548565088.095673,0,0.9999998231691493,1,0.3952770958012114,0.02285960772886146,23940532725.47749,12.061666666666666,382942856316.36664,0,(((((x)*(x))*((9)+((x)*(2))))+(((2)*(x))*((3)*((9)+(9)))))+((((9)-(4))-((x)*(x)))-(((6)+(8))+((x)*((x)*((x)*(x))))))),((((0)-((0)/(7)))/((6)/((4)*(0))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,33,33,34,34,9
34,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.22899261616754266,0.37736699716491523,0.36036999541232634,0.4,3132315288.953595,30.87470912740173,50993440404.3425,0,0.9999999409548322,1,0.7097150527240124,0.017203448767846255,57786024386.92605,9.53938538099471,1146852718360.6333,0,(((((x)*(7))+((7)+((4)*(6))))*(((2)+(9))+((8)*((6)-(2)))))*((((3)*(x))+((9)-(x)))*(((x)*(x))-((x)*((x)*((x)*(x))))))),((((7)-((1)/(0)))*((7)/((0)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddTreeWithMult|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|MultXD|AddXD,MultXD,MultXD,34,34,35,35,9
35,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.30444416112935085,0.37683144550813835,0.39998953848349905,0.4,4489562705.755418,169.55567607653268,73696080610.90756,0,0.999999931963015,1,0.2880134209244214,0.013916227195199317,51521242644.557144,7.585952380952385,995283830837.9667,0,(((((x)*(0))+((9)*((x)+(4))))+(((x)*(x))*((x)*((6)*(4)))))+((((9)-(x))*((x)-(3)))+(((3)+(x))*((x)*((x)*(x)))))),((((3)-((2)*(4)))/((4)/((0)/(0))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,35,35,36,36,9
36,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.2991589332693808,0.3891743071449557,0.3999843325481941,0.4,2054712122.7248495,14.661476404538707,33802953529.673862,0,0.9999998684245829,1,0.30487805479176106,0.017592877689138357,29926377024.140144,10.310370370370375,514656252368.43335,0,(((((x)*(x))*((9)+((3)+(3))))+(((7)*(8))+((7)*((x)*(3)))))*((((x)+(9))-((x)*(8)))-(((x)+(x))*((x)*((x)*(x)))))),((((9)/((0)-(4)))/((5)*((0)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|SkipD|AddTreeWithAdd|MutateTerminalR|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,36,36,37,37,9
37,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3054270108366242,0.3745074260766667,0.3999927787257166,0.4,13594024199.464174,34.823039606310665,257763093073.43958,0,0.9999999873092096,1,0.437811269765326,0.0169115226834,280645066966.0968,9.375138888888893,5335846631694.111,0,(((((x)*(x))*((x)+((2)*(x))))*(((1)+(6))*((1)+((x)*(x)))))+((((6)+(1))-((x)-(6)))*(((x)-(5))+((x)*((x)*((x)*(x))))))),((((6)/((0)-(0)))/((8)*((3)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|SkipD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|MultXD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,37,37,38,38,9
38,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.30649719457193064,0.38011342598741654,0.3999951117494782,0.4,6917809616.2068815,30.02977867260627,58314953615.50664,0,0.9999999513587646,1,0.362067987088419,0.010535600747221896,243672788598.21875,3.190555555555557,1392154425127.1887,0,(((((9)-(3))*((x)*((x)+(2))))*(((2)+(6))*((9)*((5)+(3)))))+((((8)+(x))-((x)*(x)))-(((x)*(x))+((x)*((x)*((x)*(x))))))),((((9)-((1)/(9)))*((2)/((x)/(0))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|MultXD|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|AddXD|MultXD|AddXD|AddXD,MultXD,AddXD,38,37,39,39,9
39,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.24185779613089614,0.3765864423715297,0.3996706602770817,0.4,4324509124.179417,31.70950139751786,80824612067.59258,0,0.9999999775056471,1,0.009111737407908922,0.017010999458859817,150820142181.87042,9.432708333333338,3010360484422.4775,0,(((((x)*(x))*((x)+((2)-(7))))*(((x)*(6))-((x)+((6)*(x)))))+((((9)-(x))*((x)-(x)))*(((x)+(x))*((x)*((0)+((6)*(x))))))),((((1)-((3)/(8)))/((6)/((0)*(0))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|MultXD|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithAdd|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,38,39,40,40,9
40,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.28602051718595495,0.36257252403588736,0.39996305622052847,0.3990630819844284,3896838732.593186,156511.47560009948,56145796552.25411,1.2688888888888896,0.9999999103354003,1,0.10031555986035719,0.012459010809345597,48394369593.01825,5.42853174603175,755215673371.7333,0,(((((x)*(7))-((3)*((7)+(7))))+(((2)*(x))*((3)*((x)+(7)))))+((((7)*(2))-((x)*(x)))-(((x)*(x))+((x)*((x)*((x)*(x))))))),((((0)-((7)/(5)))*((0)/((x)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|MultXD|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithAdd|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,40,40,41,41,9
41,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3634158925395654,0.3779544500522892,0.3999991935279008,0.3980597100640747,20579202693.69529,32.80304129308264,288620208444.89813,2.6277777777777795,0.9999999817544634,1,0.006577485205605563,0.016971680198130876,223080168316.51337,9.337604166666669,3711379538813.4,0,(((((x)+(8))+((5)*((x)*(x))))+(((2)*(x))*((3)*((x)+(9)))))-((((x)*(4))*((4)-(x)))*(((x)+(x))+((x)*((x)*((x)*(x))))))),((((4)-((9)/(0)))/((x)/((4)*(3))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|MultXD|AddTreeWithAdd|AddXD|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,41,41,42,42,9
42,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.35560452862464376,0.3695147309205671,0.3999996577342615,0.4,67528280485.54939,1133599166.5798218,1154144208926.0952,0,0.9999999968444597,1,0.01546880663080664,0.02064301808603029,1143631226965.0498,15.6684126984127,21459434124740.88,0,(((((x)*(x))*((x)+((2)*(x))))*(((2)-(1))+((x)*((5)*(7)))))+((((9)-(x))*((x)-(4)))+(((8)*(x))+((x)*((x)*((x)*(x))))))),((((8)-((5)/(3)))/((4)*((0)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|MultXD|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,42,42,43,43,9
43,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3648995165891426,0.38476824435047113,0.3999976276178679,0.4,55409484633.94897,27.23702072811232,826924774883.24,0,0.9999999972097441,1,0.32150217231945505,0.010311528245570864,1512484642535.646,3.1226984126984183,24268780769650.2,0,(((((6)+(4))*((x)*((x)+(2))))*(((x)*(3))*((x)+((6)+(4)))))-((((x)*(x))-((x)*(x)))*(((x)+(x))+((2)*((x)*((x)*(x))))))),((((3)/((0)-(7)))/((2)*((6)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithAdd|AddXD|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithAdd|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,43,43,44,44,9
44,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.35917056672187136,0.38508363703657084,0.3999998218147243,0.4,68169370040.837135,20.729735631416712,845828559442.8862,0,0.9999999941011383,1,0.3860484186791295,0.016080101738230927,1516334971037.703,10.446111111111117,11479521660191.322,0,(((((x)*(x))*((9)+((9)+(2))))*(((6)*(3))*((6)-((1)+(9)))))-((((x)*(9))+((x)-(x)))*(((x)*(x))+((x)*((x)*((x)*(x))))))),((((1)-((3)/(8)))*((0)/((8)/(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithAdd|AddTreeWithSub|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|SkipD|AddTreeWithAdd,AddTreeWithAdd|AddTreeWithDiv|FellTreeD|AddTreeWithSub|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,44,44,45,45,9
45,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.36163414001716815,0.3916845616322371,0.3999999062849184,0.4,462602483883.00885,11.292537190041601,6438179133494.642,0,0.9999999995112189,1,0.024290214391117393,0.014350683757106688,11247891254243.006,6.314444444444448,138540747871196,0,(((((x)*(x))*((x)+((2)*(x))))*(((5)+((5)*(x)))+((9)-((6)*(x)))))-((((6)+(7))*((2)*(x)))+(((x)+(x))*((x)*((x)*((x)*(x))))))),((((0)+((x)/(0)))/((2)/((3)*(x))))+(((x)*(x))*((x)+((x)+(x))))),SubXD|MultXD|MutateNonTerminalR|SubXD|AddToLeafR|MultXD|AddTreeWithAdd|AddXD|AddXD|MultXD|MutateTerminalR|MultXD|MultXD|MultXD|AddTreeWithAdd,AddTreeWithMult|AddTreeWithDiv|FellTreeD|DeleteNonTerminalR|DivXD|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithMult|DeleteMaliciousR|AddXD|MultXD|MultXD|AddXD|AddXD,MultXD,AddXD,44,45,46,46,9
