gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.13698145897825284,0.266676685641699,0.38144895723225614,0.4,142720909.29380482,211.09278361460332,2780678257.942294,0,0.9999993008944997,1,0.6467173032044202,0.30836241706743606,4843084726.453889,135.6832690942541,96861076180.65555,0,(((((0)-(1))-((8)*(x)))*(((x)+(0))*((x)*((x)*(8)))))*(((6)+((2)-(x)))+(((4)*(7))*((6)*((x)*(x)))))),((7)/((0)/(x))),AddTreeWithSub|DeleteNonTerminalR|SubXD|AddTreeWithMult|MultXD|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,AddTreeWithDiv|ReplaceBranchR|AddTreeWithAdd|MutateTerminalR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|SkipD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DeleteTerminalR,21,21,22,22,0
22,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.08252235148319441,0.2757227360559575,0.39409642484724877,0.4,627547122.296626,168.652232567501,8658703185.922829,0,0.9999998013207351,1,0.7419843539616989,0.3076714515482294,26197638122.084312,135.37851625553427,340831294578.1,0,(((((x)*(x))*((3)+((7)+(5))))-(((0)*((x)+(7)))*((9)*((6)*(x)))))*((((2)+(1))+((0)+(x)))+(((0)-(x))*((7)*((9)*((x)*(x))))))),(((((9)-(0))*((0)*(9)))+(((3)/(8))/((6)*(9))))+(((6)-((x)*(0)))/((0)/((x)/((x)/(4)))))),AddTreeWithSub|AddTreeWithAdd|SubXD|AddTreeWithMult|MultXD|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|MutateTerminalR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,22,20,23,23,0
23,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.05429113196413212,0.2767455657095324,0.398912040881578,0.4,31897574.053321198,177.66338569538286,603827234.0600244,0,0.9999951414861564,1,0.9119662557066418,0.3662266895616817,729149857.84285,203.0813141832296,13937618228.8,0,(((((x)*(x))*((x)+((4)*(4))))+(((5)+(1))-((1)*((9)*(2)))))-((((4)*(3))*((6)*(x)))+(((9)-(x))*((4)+((7)*((x)*(x))))))),(((((6)*(0))*((9)+((6)/(0))))*(((0)+((0)*(0)))+((9)*((4)-(0)))))*((((2)-(7))+((0)*(x)))*(((x)*(0))*((x)/((0)/((x)/(x))))))),AddRandomSubTreeR|AddTreeWithAdd|SubXD|AddTreeWithMult|MultXD|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,23,23,24,24,0
24,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.015950872418280762,0.2787678711376197,0.39924493100440034,0.4,4455473032.407198,171.1027032183235,88954831790.06639,0,0.9999999844680577,1,0.8726879327930243,0.41024930571166945,217993834101.96466,270.7706923659733,4359796731111.2,0,(((((x)*(x))*((3)+((7)+(1))))+(((1)*((x)*(3)))*((8)*((4)*(3)))))*((((5)-(x))*((x)*(3)))+(((0)+(9))-((x)*((x)*((x)*(x))))))),(((5)/(0))/((0)/(x))),AddRandomSubTreeR|AddTreeWithAdd|SubXD|AddTreeWithMult|MultXD|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteMaliciousR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,23,24,25,25,0
25,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.027379049280965302,0.28230622182591786,0.399216308998811,0.4,36174152.53043237,159.77830498524338,674120544.1325421,0,0.9999966844447343,1,0.7554710997144227,0.2235572659338246,1035543554.5552727,67.7011111111111,20423761839.511112,0,(((((x)*(8))+((0)*((x)*(2))))*(((3)+((x)+(0)))*((7)-((7)-(2)))))+((((7)-(3))+((5)*(x)))+(((9)-(9))*((3)*((x)*((x)*(x))))))),((2)/((0)/(x))),AddRandomSubTreeR|AddTreeWithAdd|SubXD|AddTreeWithMult|MultXD|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|SubXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DeleteTerminalR,23,24,26,26,0
26,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.012968246992370614,0.26971194871465315,0.39910174566941903,0.4,24927590.199565474,176.66751242277147,374723069.2740715,0,0.9999949088968277,1,0.7565936566737088,0.36721482183993476,910136155.8441623,203.6318404832394,13300871897.322224,0,(((((6)+(8))*((8)+(3)))*(((x)+(0))-((8)*((1)+(9)))))*((((3)-(7))-((x)*(7)))*(((6)*(9))*((x)*((x)*(x)))))),((7)/((0)/(x))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|AddXD|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,26,26,27,27,0
27,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.01905582861212345,0.2598813675819816,0.39936122737299135,0.4,321167493.0761282,190.5230734368787,6266421751.492092,0,0.9999996931947028,1,0.8814865792165121,0.4102544776311024,11136853615.14165,270.77410666422844,220713630914.17776,0,(((((x)*(x))*((x)+(2)))*(((8)*(5))*((5)+(x))))*(((0)+((4)-(x)))*(((6)+(5))*((x)*((x)*(x)))))),((((7)+((2)+(0)))*((7)*((2)/(6))))+(((0)*(0))/((x)/((0)/((x)/(5)))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,27,27,28,28,0
28,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.00967180665258606,0.2649158802717211,0.3997841775888684,0.4,74716009.87582794,194.80640709228408,1399582831.3074043,0,0.9999976004477155,1,0.8882090700718057,0.3845876025031487,1489333517.8422024,214.30471872401262,28220310741.9,0,(((((x)*(8))-((x)*((5)*(x))))+(((3)-(5))+((4)*((7)+(0)))))+((((3)*(8))+((2)+(9)))-(((x)*(x))*((x)+((x)*((x)*(x))))))),(((((6)-(0))-((2)+((6)-(2))))*(((4)+((0)*(x)))+((9)/((6)/(0)))))+((((0)+(0))*((8)*((4)+(5))))*(((x)*(x))/((x)/((0)/((x)/(x))))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|MutateNonTerminalR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,28,28,29,29,0
29,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.02295963707140614,0.2823825849389221,0.3996608007512969,0.4,63102319.51218762,165.96727957228552,1203710073.6164956,0,0.9999983094501492,1,0.931237673048365,0.36622952868545183,2052783807.9872584,203.08288783818935,40055672469.63333,0,(((((x)*(4))+((x)*((4)+(1))))+(((2)*(3))-((8)*((0)-(8)))))*((((4)*(x))+((4)-(5)))-(((x)*(4))+((2)*((x)*((x)*(x))))))),(((0)/(0))/((9)/(x))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,29,29,30,30,0
30,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.050880954469075396,0.29285173136246656,0.3979511069333507,0.4,43996611.58316001,145.12957217508614,822858014.1066502,0,0.9999964004241472,1,0.9082725213994328,0.30772425472115006,1001949047.985583,135.4017511304606,18812247297.7,0,(((((x)*(x))*((2)+((2)+(1))))+(((4)*(3))*((3)+((0)-(7)))))*((((3)*(x))+((x)*(x)))-(((x)*(x))*((7)-((6)*((x)*(x))))))),(((0)/((x)/(3)))/((8)/((0)/(x)))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,30,30,31,31,0
31,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.0036281613561387014,0.2735874891460178,0.3994734386836189,0.4,45787012.13339519,460.4778657708897,876427586.9204448,0,0.9999977625181211,1,0.9125996605106002,0.22353706146893768,1521303594.0565574,67.69499247874846,30264428842.95556,0,(((((x)*(x))*((x)+(7)))+(((5)*(9))*((6)*((4)+(0)))))-(((x)-((6)-(5)))+(((3)*(x))*((x)*((x)*(x)))))),(((((x)*(0))*((0)+((2)*(8))))/(((0)-((0)/(0)))+((x)+((2)-(7)))))+((((5)*(x))+((0)*((x)/(0))))+(((7)*(8))/((x)/((x)/((x)/(x))))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddTreeWithMult|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,31,31,32,32,0
32,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.004075380792500329,0.2792154212436696,0.39976038154436466,0.4,86449527.86740185,163.93630716155073,1591233878.3797665,0,0.9999975665916917,1,0.8586190218039083,0.3663946856480429,1392949667.5077834,203.17448922367763,27827681396.944443,0,(((((2)+(x))*((8)-(8)))*(((x)*(7))*((x)+((2)*(1)))))*((((5)-(0))+((8)-(0)))*(((x)*(x))*((3)+((x)*(x)))))),((((x)*((7)-(0)))*((4)*((4)+(0))))+(((0)/(x))/((x)/((0)/((7)/(x)))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|DeleteMaliciousR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,32,31,33,33,0
33,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.04196894638596118,0.2758602946242068,0.39824893365760855,0.4,270196281.3732567,169.05776083635104,5061919234.760077,0,0.999999179829247,1,0.7842706775165738,0.36576754257835187,4128900074.233159,202.8262749652396,82563430684.94444,0,(((((x)*(0))-((3)*((x)+(5))))+(((8)*(x))*((9)+((9)*(x)))))+((((0)-(6))+((1)-(3)))-(((6)*(x))*((2)+((8)*((x)*(x))))))),((((0)*((7)/(6)))/(((9)+(0))-((0)+(1))))+(((0)*(8))/((x)/((0)/((x)/(x)))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|MutateNonTerminalR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|MutateTerminalR,MultXD,DivXD,32,33,34,34,0
34,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.02580702073413921,0.27784776727865323,0.3985329375298594,0.4,287646091.3449924,166.04964752647305,5370778762.627671,0,0.9999996736778152,1,0.9849364795434272,0.3022633187827238,10394370219.676851,132.98842905407227,207513047724.72223,0,(((((8)-(0))*((x)*((4)*(5))))+(((6)-(0))+((0)*((6)*(4)))))+((((x)*(3))*((x)+(8)))+(((2)-(0))*((x)*((x)*((x)*(x))))))),(((((0)+(x))-((6)*((0)+(5))))-(((2)-((6)/(0)))+((0)*((0)+(9)))))-((((0)*(9))-((2)*(x)))*(((0)/(4))*((7)/((x)/((x)/(0))))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,33,34,35,35,0
35,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,-0.036403216446162186,0.28301876737793685,0.39366218490286486,0.4,240461739.08105972,159.06115281438258,4293444460.85057,0,0.9999992729041478,1,0.8954655272193282,0.2235572659338246,5374681649.835768,67.7011111111111,93132302866.03334,0,(((((x)*(x))*((0)+((2)*(x))))*(((x)+(3))-((6)-((x)+(x)))))*((((0)+(x))-((0)+(9)))-(((7)+(5))*((x)*((x)*((x)*(x))))))),((((7)+((0)+(0)))*((6)-((9)/(0))))*(((0)/(0))/((x)/((0)/(x))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|MutateTerminalR|DeleteTerminalR|FellTreeD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,34,35,36,36,0
36,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.030560295515453362,0.2879560873514308,0.3996027522352989,0.4,267693694.2339031,158.5876470635353,3261727297.035782,0,0.9999993867522442,1,0.9279747354569623,0.22362880972340823,9335399251.00384,67.72277777777778,110422109948.05557,0,(((((x)*(x))*((9)-((x)+(0))))*(((4)+(x))*((1)-((x)-(6)))))*((((x)+(7))+((2)-(x)))*(((4)-(x))*((2)*((5)*((x)*(x))))))),(((3)/(0))/((0)/(0))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|AddToLeafR|DivXD|DeleteMaliciousR,MultXD,DivXD,36,36,37,37,0
37,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.012144285099821097,0.2990528005203244,0.3984038096142505,0.4,182019033.76242393,146.87961003325302,3084131513.076117,0,0.9999985941975907,1,0.8306601163410422,0.22334074710248183,2514650911.7328424,67.6355414889512,48169010571.34445,0,(((((1)*(6))+((x)*((x)*(x))))+(((0)*(0))-((0)+((8)+(4)))))*((((8)-(7))*((x)+(9)))-(((x)*(9))-((x)*((x)*((x)*(x))))))),(((((4)+(2))*((7)+((2)*(0))))+(((x)+((4)-(3)))*((0)*((x)/(3)))))/((((0)*(8))-((9)-((8)-(x))))*(((0)/(9))+((9)/((x)/((x)/(x))))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddRandomSubTreeR|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DeleteTerminalR,36,37,38,38,0
38,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.0027711212425689446,0.3178276169185623,0.3986233686218183,0.4,590138070.1806991,111.70526144675188,11636469404.971628,0,0.9999998290451659,1,0.833981948178675,0.2235572659338246,19828154609.809284,67.7011111111111,396105272328.61115,0,(((((x)*(x))+((8)*((0)+(3))))*(((x)*(x))*((6)+((0)-(0)))))*((((0)+(9))-((1)+(x)))*(((2)+(x))*((x)*((x)*(x)))))),(((((0)+((3)+(9)))*((x)+((2)*(6))))-(((4)/((3)*(2)))/(((6)+(0))+((1)+(x)))))-((((4)+((8)*(0)))+((3)+((0)*(1))))*(((4)*((x)*(x)))/((0)/((x)/((x)/(x))))))),AddTreeWithSub|DeleteMaliciousR|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddRandomSubTreeR|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,38,38,39,39,0
39,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.010898329043602604,0.35432302315359065,0.3987973875995867,0.4,943072703.3654468,63.408143409406186,17212030715.847256,0,0.9999996423296992,1,0.7967968622425748,0,9466363410.802649,0,189325507219.62222,0,(((((x)*(x))*((x)+((2)*(x))))-(((7)*(6))+((3)*((8)-(0)))))*((((1)+(3))+((1)-(8)))+(((9)-(x))*((x)*((x)*((x)*(x))))))),(((((2)+(0))+((9)+(0)))+(((0)*(0))/((3)*((9)*(7)))))+((((0)+(1))/((x)-(0)))*(((0)/(0))/((x)/((x)/(x)))))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|DeleteMaliciousR|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddRandomSubTreeR|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,38,39,40,40,0
40,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.04429156163203705,0.324884787314349,0.3993005134255785,0.38,393447638.68044835,108.6951184943872,6595558174.62661,27.086444444444442,0.9999995554117667,1,0.8861149762002078,0,8398705049.238788,0,152311973269.3111,0,(((((x)*(0))-((5)+(3)))+(((1)+(x))*((x)+((4)*(4)))))*(((x)*((8)*(7)))-(((x)*(x))*((x)*((x)*(x)))))),(((0)/((7)/(4)))/((0)/(x))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD|AddRandomSubTreeR|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,40,40,41,41,0
41,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.05260540858842683,0.3406658283195854,0.39991384505005156,0.4,1698374470.5409055,80.48132004300447,32230234239.285557,0,0.999999926088963,1,0.8653925186333233,0,49151595212.694405,0,916184021531.9,0,(((((8)+(8))*((x)*((4)+(x))))+(((2)*((x)*(3)))-((7)-((5)*(5)))))*((((9)+(9))-((x)*(x)))*(((9)+(8))+((2)+((9)*((x)*(x))))))),(((0)/((x)/(0)))/((2)/(x))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|AddXD|DeleteTerminalR|MultXD|AddRandomSubTreeR|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,41,41,42,42,0
42,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.07434521005124205,0.3395827798406772,0.3997807364488737,0.4,310974542.725739,81.98833965004232,5363884768.004328,0,0.9999993424900342,1,0.9231544029161306,0.22353855178558132,5576932892.931703,67.69544379976574,102988722054.16667,0,(((((x)*(8))*((6)*((3)-(4))))+(((8)+(2))*((2)+((4)+(5)))))-((((x)+(8))*((x)+(6)))+(((x)+(x))*((x)*((x)*((x)*(x))))))),(((((0)+((1)*(3)))*((x)*((x)+(3))))/(((0)*((0)+(1)))*((0)*((0)-(3)))))/((((3)*(x))+((9)-((x)-(0))))*(((x)+(0))/((x)/((x)/((x)/(x))))))),AddTreeWithSub|AddTreeWithAdd|AddXD|MultXD|MultXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|MutateTerminalR|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DivXD,42,42,43,43,0
43,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.12862124089101676,0.33525440539420714,0.3999398257269056,0.4,1045112490.4634869,95.775787673369,18116788964.414562,0,0.9999998386584396,1,0.8345991679297846,0.2235572659338246,24705722065.810966,67.7011111111111,419706558518.9,0,(((((x)*(x))*((x)+((2)*(x))))-(((0)-((x)+(9)))*((9)*((7)-(6)))))/((((x)+(9))-((3)+((0)+(4))))*(((x)*(9))*((9)+((x)*((x)*(x))))))),(((9)/((0)/(0)))/((x)/(x))),AddTreeWithSub|AddTreeWithAdd|SubXD|MultXD|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|AddTreeWithDiv|MultXD|AddRandomSubTreeR|AddToLeafR|MultXD|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithAdd|AddRandomSubTreeR|DeleteMaliciousR|DeleteNonTerminalR|AddTreeWithDiv|DivXD|DeleteTerminalR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|DeleteMaliciousR,MultXD,DeleteTerminalR,43,42,44,44,0
