A,P,AFinal,PFinal,AGen,PGen,count,run
AddXD,DeleteTerminalR,AddXD,DeleteTerminalR,0,0,0,1
AddRandomSubTreeR,DeleteNonTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,0,0,1,1
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,2,1
MutateNonTerminalR,AddTreeWithAdd,AddToLeafR,AddTreeWithAdd,0,0,3,1
AddTreeWithAdd,DivXD,AddTreeWithAdd,DivXD,0,0,4,1
AddXD,DivXD,AddTreeWithAdd,DivXD,0,0,5,1
MultXD,AddToLeafR,MultXD,AddToLeafR,0,0,6,1
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,7,1
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,8,1
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,9,1
SubXD,AddTreeWithDiv,SubXD,AddTreeWithDiv,0,0,10,1
MultXD,DeleteTerminalR,MultXD,DeleteTerminalR,0,0,11,1
MutateTerminalR,MultXD,SubXD,MultXD,0,0,12,1
MultXD,SubXD,MultXD,SubXD,0,0,13,1
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,14,1
