gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.32685323168649383,0.23536129411098405,0.3989048057437257,0.4,124518015347.2495,5759.57934397405,2234250164195.881,0,0.9999999989526804,1,0.008817981939181976,0.33356722080414014,3377750131633.0166,133.2359505718095,64656588987576.03,0,(((((x)*(x))*((2)+((x)+(2))))*(((x)*(9))*((5)+((x)*(8)))))*((((4)+(x))*((x)*(x)))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((1)/((0)*(9)))-(((0)+(0))+((2)*(x))))/((((0)*(4))*((x)*(0)))-(((0)+(4))*((7)+(2)))))/((((3)+((x)*(x)))*((x)+((7)-(x))))*(((x)-((x)*(x)))*(((x)/(x))/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|SkipD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,21,20,22,22,1
22,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3580214134954495,0.2288368050912872,0.39999956188347774,0.4,47724935794.96781,29665.4257972778,872034397893.7239,0,0.9999999957014402,1,0.607908304367663,0.36881317110164746,790146704837.2781,204.52597563142157,15753208871646.133,0,(((((x)*(x))*((9)+((2)+(7))))+(((1)+((2)*(x)))*((3)*((x)*(9)))))+((((9)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((1)/((3)+(4)))*(((x)*(0))-((9)*(0))))+((((x)-(0))*((x)/(9)))-(((8)*(0))+((9)+(x)))))+((((x)*((x)*(x)))+((x)-((4)/(7))))*(((2)*((1)-(x)))*(((0)/(x))/((0)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR|DivXD|SubXD|DeleteMaliciousR,MultXD,DivXD,22,22,23,23,1
23,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3611455674761135,0.20427016724513616,0.3999939818085958,0.4,570817426949.5944,16334.471370478343,9311103576188.557,0,0.9999999992985137,1,0.4381038658106155,0.4454973313469666,8516725205463.383,339.5084853915652,96532337928501.86,0,(((((0)+(9))*((x)*((9)*(6))))+(((4)*((x)*(x)))*((3)*((x)+(9)))))+((((x)+(x))*((x)*(x)))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)+((1)*(1)))*(((x)+(5))+((2)*(x))))/((((3)*(0))-((5)*(0)))+(((1)*(0))+((5)/(3)))))*((((1)*((x)*(x)))+((x)-((x)*(x))))-(((x)*((5)/(5)))*(((x)/(x))/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,23,23,24,24,1
24,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3803579659112829,0.20485013469822996,0.3999985384092568,0.4,121394728415.90173,3586.8486138344183,2128130444661.0413,0,0.9999999984029799,1,0.00568603309539668,0.4353541298281812,2187018010430.511,340.60530859200776,42401538558963.37,0,(((((x)*(x))*((x)*((9)+(2))))*(((x)*((2)+(3)))+((4)*((x)+(9)))))-((((7)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((0)*(6))+((0)-(x)))*(((x)+(3))/((0)-((x)*(0)))))-((((0)*(9))*((x)/(9)))+(((x)/(2))/((x)*((x)-(x)))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|AddTreeWithAdd|DeleteMaliciousR,MultXD,AddTreeWithDiv,24,24,25,25,1
25,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3543383089568892,0.23467593476721293,0.399998928148667,0.4,623012477130.1885,3546.1133759412346,12272149913680.727,0,0.9999999998036905,1,0.0034367313436483465,0.4093208789246655,17265346590663.334,270.1533333333333,344945728648152.8,0,(((((x)*(3))+((x)*((x)+(2))))*(((x)*((2)*(9)))*((7)*((3)*(x)))))+((((9)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((8)-((3)*(0)))*(((x)+(3))-((0)-(6))))-(((2)*((7)+(7)))/(((x)*(x))*((0)+(x)))))+((((x)+((x)*(9)))/((8)*((x)+(x))))-(((x)*((0)/(5)))/((2)/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|ReplaceBranchR|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,25,25,26,26,1
26,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3734853662691821,0.21271548701850138,0.3999980947210904,0.4,121522828280.53113,1267.0906378088591,1613581933253.6875,0,0.9999999974783864,1,0.005190517441416798,0.45627453310300636,2452080167827.8125,348.6492650590526,26854277431476.99,0,(((((x)*(2))*((9)*((x)+(3))))+(((x)*((x)*(3)))*((9)*((x)-(5)))))+((((x)-(x))*((x)*(x)))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)*(5))+((0)/((1)/(0))))*(((x)-((0)*(7)))+((6)/((7)+(6)))))*((((x)+(0))+((4)-((0)-(6))))/(((4)/(x))-((x)/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|SubXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,SubXD|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,26,26,27,27,1
27,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.35941893655300045,0.2516614063000995,0.39999683184912255,0.4,80549488263.36256,4037.163921173042,1339342035168.4778,0,0.9999999939408037,1,0.03670791404593618,0.37310241591781296,559550475060.7312,207.00448687008878,11175758096019.467,0,(((((x)*(1))+((8)*((x)+(x))))-(((4)*((x)*(x)))*((1)*((x)+(9)))))+((((1)*(9))+((x)*((x)*(x))))+(((x)-(x))*((x)+((x)*((x)*(x))))))),(((((9)*((8)-(4)))/(((2)-(5))/((8)/(0))))*(((9)+((1)*(x)))/(((3)*(0))+((9)+(0)))))+((((x)*((x)*(x)))+((x)-((1)*(8))))/(((1)*((x)-(0)))*(((0)-(x))/((x)/((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|AddXD|MultXD|MultXD,SubXD|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,27,26,28,28,1
28,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.37587683079411216,0.22871775521413665,0.3999995107312727,0.4,319981318010.2279,232255.59317012233,6136578401263.218,0,0.9999999994548469,1,0.0024729028525346227,0.40890102354736146,6217396706441.279,272.8370240783097,124214826553041.23,0,(((((x)*(x))*((x)+((2)*(8))))*(((9)*((x)*(3)))*((x)+((2)+(0)))))+((((x)+(5))-((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)*((9)+(1)))*((x)+((6)*(7))))/(((4)*((0)*(5)))/(((0)+(0))+((2)+(3)))))+((((7)+((x)+(0)))-((1)*((4)/(4))))*(((5)+((0)+(0)))/((x)/((0)/((x)*(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|AddTreeWithAdd|DeleteMaliciousR,MultXD,DeleteMaliciousR,28,28,29,29,1
29,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3733932375546999,0.23983734918467495,0.39999954650411135,0.4,449078841557.991,14154.988858504243,8669658299530.716,0,0.9999999997262706,1,0.44653627553245223,0.4065741238712187,12443635607505.096,268.09168173561903,247383502320526.4,0,(((((x)*(x))*((9)*((9)*(x))))+(((2)+((6)*(x)))*((3)*((x)+(9)))))+((((9)+(8))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)*((0)+(1)))+((7)*((3)*(1))))+(((0)*((0)*(8)))/(((9)/(0))*((8)+(0)))))*((((0)*(9))+((1)-((3)*(x))))*(((0)/((9)+(0)))/((x)/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,28,29,30,30,1
30,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3685968092100299,0.22819030325152986,0.3999999109216026,0.4,139879170314.01102,53505.535791905044,2471449645884.7173,0,0.9999999986724689,1,0.44615372112541574,0.4147571083031932,2627020837084.852,273.43206481286745,51009055813601.32,0,(((((9)+(3))*((x)*((x)+(2))))*(((x)*((5)+(3)))*((3)*((x)+(9)))))+((((x)+(x))*((x)*((4)*(x))))+(((x)-(x))*((x)+((x)*((x)*(x))))))),(((((2)+((1)*(2)))+(((5)*(x))-((0)*(0))))+(((7)/((3)/(0)))*(((4)/(6))*((0)*(2)))))+((((6)/((5)+(x)))*((x)*((x)+(0))))*(((x)-((0)*(x)))*(((x)/(x))/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|AddXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,30,29,31,31,1
31,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.37267648259067265,0.23971969468273147,0.39999964069925503,0.4,74833777879.69995,180156.47424868733,1391939853974.4746,0,0.9999999965478988,1,0.007448398073355297,0.45418405218570645,989014051837.1687,346.617334521679,19615911347099.055,0,(((((x)*(x))+((5)*((5)*(8))))+(((x)*((x)*(3)))*((x)+((9)+(4)))))-((((2)+(x))*((x)*(x)))+(((x)-(x))*((x)-((x)*((x)*(x))))))),((((x)/(2))/((3)+((0)/(0))))/(((0)/(9))*((2)*((0)-(x))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|DivXD|MultXD,SubXD|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,31,30,32,32,1
32,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3408398982860968,0.258913600614496,0.39996590060134,0.4,774347522842.8181,12641.069960416056,15431393184306.445,0,0.9999999998202769,1,0.8196265625877371,0.30394158664840143,18847152519574.9,154.44036606602927,376780235390575.3,0,(((((9)+(4))*((x)*((x)+(2))))*(((x)*((5)*(9)))*((x)+((3)*(x)))))*((((7)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),((((8)-(0))/((0)/((7)/(4))))/((2)/((x)*((x)-(x))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|MutateTerminalR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,32,32,33,33,1
33,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3718222159434518,0.2722977819477247,0.39999820828043975,0.4,64525057968.64902,170673.1257126745,1234108029883.1882,0,0.9999999972858585,1,0.44337811204164435,0.3575255607949588,1265836982555.4346,228.30110480597273,24949366045600.867,0,(((((x)+(3))+((7)*((7)*(x))))*(((x)+((2)*(x)))*((3)*((x)+(9)))))+((((0)*(6))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)*((8)-(0)))*(((8)+(1))/((5)/(7))))+(((x)+((0)+(0)))*(((2)*(8))*((0)+(0)))))-((((x)*((9)/(2)))-((x)*((x)/(2))))*(((2)*((x)/(0)))/((0)-((1)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,33,31,34,34,1
34,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.37254855580335017,0.25231354343996376,0.3999993742434906,0.4,57846823269.83347,1838.7142792680027,1018899548629.1147,0,0.9999999956389032,1,0.6030822379810225,0.3670464779554011,778375497887.2019,203.4988705185185,15527312270739.488,0,(((((x)*(x))*((9)*((3)+(7))))+(((2)*((x)*(3)))*((x)+((7)+(4)))))+((((9)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)+((3)*(x)))*((6)/((x)*(7))))*(((1)*((6)/(3)))+((0)+((x)*(x)))))*((((8)+(5))+((0)-((x)*(2))))-(((3)/(7))/((x)/((0)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,34,33,35,35,1
35,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.31114054609432584,0.24763252531364477,0.36076555056253773,0.4,135015720543.8656,3522.2911895537377,2515296156353.6084,0,0.9999999987768384,1,0.007141224367448919,0.3668047299847144,2769436659341.1523,208.57966319444444,55361541076327.15,0,(((((x)*(x))*((x)+((9)-(7))))*(((x)*((8)+(9)))*((7)*((x)+(9)))))+((((7)+(5))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),((((0)*((4)+(0)))*(((6)/(4))-((8)/(0))))*(((0)/(1))/((4)/((0)*((x)-(x)))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,34,35,36,36,1
36,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.359842102614787,0.2399762547839815,0.3999997375628208,0.4,97299645904.76012,9342.49232178814,1669947180685.6963,0,0.9999999980235809,1,0.0070182541158330955,0.41011215368405485,1915301800846.3757,276.34136206316106,34262018110936.89,0,(((((x)*(x))+((7)*((8)*(x))))+(((2)*((5)-(7)))*((4)*((3)*(x)))))+((((9)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((0)+((7)*(4)))/(((6)*(2))*((0)+(9))))/((((3)*(4))-((5)+(7)))+(((9)+(x))+((x)*(x)))))-((((3)*((x)+(x)))-(((x)*(x))-((x)*(x))))*(((9)/((x)/(x)))/(((5)/(0))/((0)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|DivXD|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,36,35,37,37,1
37,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.337283206044429,0.25885289574184367,0.39992289864189223,0.4,87338677108.51068,7920.7360664603,1559172025795.2368,0,0.9999999988803393,1,0.437879926175456,0.42121037866587974,3254940845284.458,278.3191151774603,60479134390004.625,0,(((((x)*(x))*((x)+((2)*(4))))+(((2)*((x)-(1)))*((8)*((x)+(4)))))*((((7)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((0)+(9))+((x)+((x)*(9))))/(((3)*((4)+(6)))+((x)-((0)*(4)))))+((((5)/(0))+((x)*(x)))*(((4)/(4))/((x)/((0)*((0)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,37,37,38,38,1
38,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.35048534105136125,0.2575758380077544,0.3999428997713871,0.4,62570521629.39564,99253.96681027515,1009537882376.0983,0,0.9999999955609096,1,0.002608227660966249,0.22485769349758516,1164265854254.968,68.09705802851028,15254501461584.666,0,(((((x)*(x))*((6)*((2)*(1))))*(((x)*((4)*(8)))*((x)+((9)+(0)))))+((((x)+(x))*((x)*(x)))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)*((0)*(9)))-(((6)+(x))+((4)/(4))))-((((x)/(0))+((x)+(9)))+(((5)/(0))*((5)+(0)))))+((((x)*((4)*(x)))+((x)-((x)*(5))))/(((6)-((x)*(x)))*(((x)/(x))/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|MultXD|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,38,38,39,39,1
39,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3498865422437717,0.27375231980048803,0.39996089404351104,0.4,26759456995.07125,1175.643795106321,479199637771.74725,0,0.9999999958352671,1,0.4374444143463205,0.3091759264333573,817052175188.6443,136.0552397033651,16259412849502.732,0,(((((x)*(x))*((9)+((1)+(4))))+(((4)*((x)*(7)))*((4)*((x)+(0)))))+((((4)+(x))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)*((x)*(x)))+(((1)+(9))+((9)/(8))))*((((5)+(6))-((6)+(3)))*(((6)/(3))*((0)/(x)))))+((((0)-((0)+(0)))+((x)-((x)*(x))))-(((x)*((0)*(0)))/(((1)/(x))/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,39,39,40,40,1
40,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.37124424448838667,0.23856947205733894,0.39999677147641755,0.4,15555055621.582884,7434.58176056487,243531163027.96817,0,0.999999992025587,1,0.4465101214348017,0.3736257464523919,495330539574.0628,207.47964921371414,8491673413065.8,0,(((((x)*(x))*((x)+((6)*(3))))*(((x)*((4)+(2)))*((x)+((9)+(6)))))-((((4)+(3))+((x)*((x)*(x))))+(((x)-(x))*((x)-((x)*((x)*(x))))))),(((((x)+((x)*(4)))*(((0)*(x))-((3)/(0))))*(((3)*((0)+(9)))+(((4)/(0))+((x)-(5)))))*((((x)*((x)+(x)))-((0)*((x)-(x))))*(((x)*((4)/(7)))/(((6)/(0))/((x)*((x)-(x))))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddToLeafR|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,DeleteMaliciousR,40,40,41,41,1
41,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3619238433470215,0.2539134332121869,0.3999989178198821,0.4,8443001333.854698,3715.903677237744,106210357771.00458,0,0.9999999618403566,1,0.7277442263708669,0,129361637038.83125,0,1774547791358.9443,0,(((((x)*(x))*((x)-((9)+(5))))-(((3)*(5))+((9)*((8)*(x)))))+((((x)*(x))*((x)+(x)))-(((x)*(x))-((x)*((x)*(x)))))),((((1)/(0))+((8)/((4)+(0))))/(((8)/(0))/((x)*((x)-(x))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|AddXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|FellTreeD|AddTreeWithAdd|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,40,41,42,42,1
42,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.352849391573838,0.24338313985713314,0.39999651640265904,0.4,56671730191.986435,5188.769187938108,755485375264.7589,0,0.9999999924690354,1,0.0012234772123107815,0,1159466213329.2327,0,8991691605385.166,0,(((((x)*(x))*((8)-((1)-(3))))+(((2)*((x)*(3)))*((3)+((2)+(6)))))+((((8)+(x))+((x)*((x)*(x))))*(((x)-(x))*((x)-((x)*((x)*(x))))))),((((2)/(0))/((0)+((5)*(0))))/(((2)/(x))/((0)*((x)-(x))))),AddXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MultXD|MultXD|AddToLeafR|MultXD|SubXD|MultXD|SubXD|MultXD|MultXD,DeleteTerminalR|DeleteNonTerminalR|FellTreeD|AddTreeWithAdd|DivXD|DivXD|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|MultXD|SubXD|DeleteMaliciousR,MultXD,AddTreeWithDiv,42,42,43,43,1
