A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,DeleteNonTerminalR,AddTreeWithSub,DeleteNonTerminalR,0,0,0,2
AddTreeWithMult,MultXD,AddTreeWithMult,MultXD,0,0,1,2
MultXD,DivXD,MultXD,DivXD,0,0,2,2
SubXD,MultXD,SubXD,MultXD,0,0,3,2
AddTreeWithAdd,AddTreeWithMult,AddTreeWithAdd,AddTreeWithMult,0,0,4,2
MultXD,AddXD,MultXD,AddXD,0,0,5,2
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,6,2
MultXD,DivXD,MultXD,DivXD,0,0,7,2
AddTreeWithMult,AddTreeWithSub,AddTreeWithMult,AddTreeWithSub,0,0,8,2
SubXD,FellTreeD,SubXD,FellTreeD,0,0,9,2
MutateNonTerminalR,AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,10,2
AddXD,DeleteNonTerminalR,AddXD,DeleteNonTerminalR,0,0,11,2
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,12,2
MutateTerminalR,AddTreeWithDiv,MutateTerminalR,AddTreeWithDiv,0,0,13,2
MultXD,DeleteTerminalR,MultXD,DeleteTerminalR,0,0,14,2
