A,P,AFinal,PFinal,AGen,PGen,count,run
SubXD,AddTreeWithAdd,SubXD,AddTreeWithMult,0,0,0,9
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,1,9
MutateNonTerminalR,FellTreeD,MutateNonTerminalR,FellTreeD,0,0,2,9
SubXD,AddTreeWithSub,SubXD,MutateNonTerminalR,0,0,3,9
AddToLeafR,DivXD,MultXD,DivXD,0,0,4,9
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,5,9
AddTreeWithAdd,MutateTerminalR,AddTreeWithAdd,MutateTerminalR,0,0,6,9
AddXD,DivXD,AddXD,DivXD,0,0,7,9
AddXD,AddTreeWithMult,AddXD,AddTreeWithMult,0,0,8,9
MultXD,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,9,9
MutateTerminalR,AddXD,MutateTerminalR,AddXD,0,0,10,9
MultXD,MultXD,MultXD,MultXD,0,0,11,9
MultXD,MultXD,MultXD,MultXD,0,0,12,9
SkipD,AddXD,SkipD,AddXD,0,0,13,9
AddTreeWithAdd,AddXD,AddTreeWithAdd,AddXD,0,0,14,9
