gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.22969322935184028,0.3700334114235655,0.39999962159889013,0.4,1788367586753.57,40.58465555555556,31154637816654.77,0,0.9999999999156453,1,0.7830753377341717,0,45365582424344.17,0,802753857025827.9,0,(((((x)-(5))*((3)*((x)*(x))))-(((8)*(x))*((3)*((x)+(9)))))*((((x)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((0)-(x))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|SubXD|DeleteTerminalR,MultXD,DeleteMaliciousR,20,21,22,22,7
22,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.20282793351565293,0.370013657738937,0.3999983203787675,0.38035294407206555,2442421716891.1816,40.61138888888889,47152795511968.47,26.608444444444444,0.9999999999652002,1,0.6397326211463993,0,98735841935207.72,0,1945873101527489.5,0,(((((7)*(3))*((x)*((x)+(2))))*(((x)*(3))+((2)*((x)+(9)))))*((((x)-(0))*((x)*(x)))+(((6)+(x))*((x)*((x)*((x)*(x))))))),((0)/((0)+(0))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SkipD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,22,21,23,23,7
23,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.20035459858522245,0.38600025591330345,0.39999884330667984,0.4,502466049862.12946,18.960211111111107,9281461018507.195,0,0.999999999546878,1,0.6873827836101363,0,7520703289560.106,0,149443484461844.03,0,(((((x)*(x))*((x)*(4)))*(((0)+(3))*((x)+((9)*(x)))))-(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((x)-(x))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,23,23,24,24,7
24,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.21246968685453727,0.36504326044242397,0.39999892785017943,0.4,2230470102256.9697,47.342875555555544,37406861149558.02,0,0.9999999999165574,1,0.4059719715467349,0,57458088408079.86,0,811529032479755.5,0,(((((7)+(7))*((6)*(x)))*(((x)*(2))*((x)*((x)*(x)))))-(((x)*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((x)-(x))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MutateNonTerminalR|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|AddTreeWithMult|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,24,24,25,25,7
25,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.21652521255464557,0.38299339410823935,0.3999983262038623,0.4,965182677058.147,23.03261222222222,18591017130192.35,0,0.9999999998007529,1,0.8617873285972623,0,17293897517944.848,0,339860048470419.1,0,(((((x)*(x))*((x)-((3)*(x))))-(((x)+(9))*((9)*((x)+(0)))))*((((4)+(5))-((x)*(x)))*(((x)+(x))*((x)*((x)*((x)*(x))))))),(((0)/(0))+((x)-(0))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,25,25,26,26,7
26,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.20480549621349783,0.39200632542723296,0.3999861501921174,0.4,1242740742409.2725,10.82601111111111,23151155217576.566,0,0.9999999998767519,1,0.6380674988807572,0,30939084828372.02,0,549429299407633.4,0,(((((x)*(x))*((x)*((9)*(3))))+(((8)-(1))+((5)*((0)+(9)))))*((((x)-(x))*((9)*(6)))*(((x)+(x))*((x)*((x)*((x)*(x))))))),(((0)/(0))+((0)-(x))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,26,25,27,27,7
27,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.18315316666275114,0.32900754509908525,0.3626808754561403,0.36011764802402185,154281922731.4404,96.14707222222219,2715517205820.734,54.01355555555555,0.9999999992251121,1,0.42015040104916523,0,4583939607351.247,0,87388256362095.9,0,(((((9)+(1))*((8)*(2)))*(((x)+(2))*((x)+((x)*(x)))))*((((x)-(x))*((x)*(x)))+(((0)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((0)-(0))),AddToLeafR|MultXD|DeleteTerminalR|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,27,27,28,28,7
28,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.25540573031269553,0.37904837294596744,0.3999978742554213,0.4,651641102135.7444,28.37531111111111,11103848499281.73,0,0.9999999995777624,1,0.9037653501678352,0,8052828408370.019,0,160374443206290.72,0,(((((x)*(8))*((8)*((x)+(2))))*(((x)-(6))+((3)*((x)+(7)))))*((((x)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((9)/(0))+((0)-(0))),AddToLeafR|MultXD|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|ReplaceBranchXR|MultXD,AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,28,28,29,29,7
29,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3113967291786286,0.38300630615449727,0.3999990499933005,0.4,743937482138.8416,23.01498444444444,13512356612711.568,0,0.9999999998010394,1,0.09620622242598292,0,17892083200808.95,0,340349336479231.1,0,(((((x)*(x))*((3)*(9)))*(((3)*(2))*((x)*((3)*(x)))))+((((9)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((0)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,29,29,30,30,7
30,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.23751468890652425,0.3721919631029263,0.39989728687125525,0.4,997158387303.9045,37.8914862112237,19105966454563.574,0,0.9999999999059813,1,0.44462607048351543,0,36752857352691.02,0,720241288607903.2,0,(((((x)+(x))*((x)+(2)))*(((3)*(x))*((8)+((x)*(x)))))*((((9)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((8)/(0))+((0)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|DeleteNonTerminalR|DivXD|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,30,30,31,31,7
31,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3078109598006642,0.37000017605550645,0.39999941110796455,0.4,269275902549.58682,40.62985555555555,4258611439379.4175,0,0.9999999991718959,1,0.44068493703646994,0,4259674389409.468,0,81772451037705.78,0,(((((x)*(x))*((7)+(4)))*(((2)*(x))-((3)*((x)+(0)))))*((((x)*(4))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((0)-(x))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,31,31,32,32,7
32,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3184996889993961,0.38400010320086264,0.3999636480892499,0.4,895540086887.5328,21.66915555555555,16756575221399.775,0,0.9999999999073867,1,0.0892813838327244,0,38358337118302.37,0,731171254639360.2,0,(((((9)*(x))*((x)*((x)+(2))))*(((x)-(3))*((0)+((7)-(x)))))*((((3)*(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((x)-(0))),AddTreeWithSub|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR,MultXD,AddTreeWithAdd,32,32,33,33,7
33,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3479631779855162,0.3781838440167947,0.39999973061627203,0.4,1641345022659.0205,29.546222222222223,24152231719916.29,0,0.999999999927243,1,0.07935348503291717,0,66660480578831,0,930716385794124.2,0,(((((x)*(x))*((x)+(7)))-(((0)*(x))*((3)*((x)+(9)))))-((((x)*(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((x)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|AddTreeWithAdd|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,33,33,34,34,7
34,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3274333405048406,0.3879946587556569,0.39999970087297426,0.4,168990580190.36066,16.25923333333333,3112668665795.649,0,0.9999999989878714,1,0.6104252206569409,0,3540786385938.6313,0,66904647231685.65,0,(((((x)*(x))*((x)+(0)))*(((x)*(3))*((5)*((8)+(1)))))*((((8)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((0)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,34,34,35,35,7
35,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.33292270227621384,0.3909834628189985,0.39999941544302275,0.4,310015917870.0144,12.211436438945183,5784580833485.665,0,0.99999999968061,1,0.1022195296105722,0,10827723708772.225,0,212017085847623.84,0,(((((x)*(x))-((x)-(2)))*(((x)*(x))*((x)*((x)+(6)))))+((((3)-(x))*((x)*(x)))+(((0)*(x))*((x)*((x)*(x)))))),(((0)/((0)+(x)))-((5)/(1))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,35,35,36,36,7
36,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.31685197979255386,0.3550069996560833,0.3999994529460629,0.3801176480240218,3534382480907.266,60.935419047619035,69703101986475.93,26.927111111111106,0.9999999999800074,1,0.6082104075137476,0,169380508044437.53,0,3387052103830233.5,0,(((((x)*(x))*((4)*(8)))-(((2)*(x))*((3)*((x)*(9)))))-((((0)*(9))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((1)/(0))+((x)*(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|DeleteNonTerminalR|MutateTerminalR|FellTreeD|SkipD|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,36,36,37,37,7
37,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.31609352065054636,0.38000665014111157,0.39999975710810515,0.4,1279128677090.8682,27.07757777777778,22984682935240.746,0,0.9999999999093055,1,0.44614586871329626,0,37480927941178.32,0,746639909950999.5,0,(((((x)*(x))+((x)+(2)))*(((x)*(3))*((x)*((9)-(0)))))*((((x)*(7))*((x)*(8)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((x)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,36,37,38,38,7
38,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3008680573186729,0.3770223743981544,0.360399760213395,0.4,508276533145.64923,31.119155555555555,8945674110694.533,0,0.9999999996582819,1,0.8028069898508692,0,10653605901135.24,0,198163717523092.8,0,(((((x)*(x))*((x)-(2)))*(((x)*(0))+((x)*((x)+(9)))))-((((2)*(0))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)+(x))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|DeleteMaliciousR|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteMaliciousR,38,38,39,39,7
39,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.32767610109058637,0.39201198631541806,0.39999990379304606,0.4,594349336350.9845,10.818344444444442,11574953177036.777,0,0.9999999998485671,1,0.43068490278190225,0,22358483227958.242,0,447169111905989.75,0,(((((x)*(x))*((x)*(2)))*(((x)*(3))*((x)*((9)*(x)))))+(((0)+((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((2)/(0))+((0)-(x))),MutateNonTerminalR|MutateNonTerminalR|SubXD|AddTreeWithSub|MultXD|ReplaceBranchXR|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,38,39,40,40,7
40,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.32849869662048603,0.39300689720168885,0.3999980364896987,0.4,127076282899.99002,9.47096111111111,2251839734911.0845,0,0.9999999989693318,1,0.43881475794926156,0,3372432924903.12,0,65701174734703.766,0,(((((x)*(x))*((x)+((x)*(6))))*(((7)*(1))*((3)*((3)+(5)))))+((((9)-(0))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)+(0))),AddTreeWithSub|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|SkipD|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,40,40,41,41,7
41,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.28358097149276307,0.38600595897360157,0.360399711099666,0.4,2385298568376.3765,18.95244074074074,43957422962413.19,0,0.999999999931908,1,0.6035563058928249,0,51806991093296.734,0,994480459131069.9,0,(((((x)*(x))*((x)+(2)))*(((x)*(9))*((x)*((9)-(6)))))+((((9)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((5)/((0)+(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,41,41,42,42,7
42,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3222566923424116,0.387992867730185,0.39999976904110357,0.4,4364590991993.5967,16.261644444444443,84953489045888.7,0,0.9999999999833395,1,0.44612350622776314,0,208338421482235.9,0,4064462438563555,0,(((((x)*(x))*((x)+(x)))*(((8)*(9))*((4)*((3)*(x)))))*((((9)-(x))*((x)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),(((0)/(0))+((0)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,42,42,43,43,7
43,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.32633272816440567,0.3740022971720171,0.3999998426494444,0.4,376793804411.3533,35.209266666666664,7206638237887.293,0,0.9999999995976186,1,0.09075957518193051,0,8521885149492.933,0,168288448906307.28,0,(((((x)*(x))*((x)*(9)))*(((x)*(x))+((3)+((0)+(9)))))-((((x)*(8))*((3)*(x)))+(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)+(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|DeleteTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|DeleteMaliciousR|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteMaliciousR,43,43,44,44,7
44,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.35339440461265137,0.3870180779233564,0.3999996948282747,0.4,5204239389365.621,17.581705555555555,72080616197941.27,0,0.9999999999769476,1,0.4469995248071786,0,216677456432588.25,0,2937471201128218.5,0,(((((x)*(x))*((8)*((7)+(2))))*(((x)-(3))*((8)*((9)*(9)))))*((((x)*(x))*((x)+(x)))-(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)+(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|FellTreeD|DeleteNonTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|DeleteMaliciousR|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,44,44,45,45,7
45,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3327700513189982,0.380535275471857,0.3999998178522578,0.4,2075896629900.6094,317.1582957936508,39797908312482.23,0,0.9999999999106538,1,0.0002510172114302609,0,41251117104983.39,0,757906992085783.8,0,(((((x)*(x))*((9)*((x)+(2))))*(((x)*(3))*((x)+((9)-(x)))))*((((x)*(4))*((9)+(x)))-(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)-(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|DeleteNonTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|SkipD|SubXD|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,45,45,46,46,7
46,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.3664797903742374,0.39899999999999997,0.39999999007316794,0.4,1927385693979.674,1.354322222222222,34123291559459.15,0,0.9999999997957205,1,0.44267418780694445,0,19942894156014.18,0,331487563999225.2,0,(((((x)*(x))*((x)+((4)*(7))))*(((5)*(x))*((3)*((x)+(9)))))-((((x)*(x))*((x)+(x)))-(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)+(0))),MutateNonTerminalR|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddXD|DeleteMaliciousR|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteMaliciousR,45,45,47,47,7
47,((((x)*(x))*((x)+(2)))*((x)/((3)*((x)+(9))))),30,-10,0.35400077399373187,0.38901190029015903,0.39999995423216617,0.4,3120662631902.469,14.881427777777777,50147301717761.11,0,0.9999999999333841,1,0.6091827716232006,0,57543825203800.516,0,1016514818343163.5,0,(((((x)*(x))*((x)+((2)*(x))))+(((9)*(8))*((x)-((9)*(x)))))*((((9)*(6))*((x)+(x)))-(((x)*(x))*((x)*((x)*(x)))))),((0)/((0)+(0))),FellTreeD|MutateNonTerminalR|SubXD|MultXD|MultXD|AddTreeWithMult|MutateNonTerminalR|AddXD|SubXD|AddToLeafR|MultXD|MultXD|MultXD|SkipD|MultXD,AddXD|SubXD|DeleteNonTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteMaliciousR|AddTreeWithMult|DeleteMaliciousR|DeleteTerminalR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,47,45,48,48,7
