gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
39,x*x*x*x,25,-10,-0.03841143576003137,0.011451304217936033,-0.03839830087570253,0.011502698060010832,243.0821,244.63719999999998,245.092,244.1968,-0.9599542543458373,0.28751610433743496,0.000038795050800269045,0.0010400456730268405,6123.860000000001,6114.629999999999,6127.8,6105.36,((0)-((1)+(6))),((x)*(8)),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|AddTreeWithAdd,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,DeleteMaliciousR,AddTreeWithMult,39,39,40,40,2
40,x*x*x*x,25,-10,-0.0384335622794406,0.011445317605541763,-0.03839705920794668,0.011468482177866574,239.69629999999998,244.68849999999998,245.282,244.49,-0.9598889034113188,0.2872920439905149,0.00007967837930951006,0.0008248984503261812,6129.43,6113.879999999999,6137.8,6107.28,((0)-((8)+(9))),((x)*(7)),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|AddTreeWithAdd,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,SkipD,AddTreeWithMult,40,40,41,41,2
41,x*x*x*x,25,-10,-0.0383999869298131,0.011432119050731,-0.03839830087570253,0.011476651044681369,244.834,244.8016,245.092,244.42,-0.9599281139720299,0.28706798364359476,0.00004966143601879232,0.0007726788915196554,6124.860000000001,6118.4,6131.8,6109.2,((0)-((7)+(4))),((x)*(6)),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|AddTreeWithAdd,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,DeleteNonTerminalR,AddToLeafR,41,41,42,42,2
42,x*x*x*x,25,-10,-0.038403816494575874,0.011457419198237393,-0.03839379166122076,0.011496162966558999,244.24800000000002,244.58480000000003,245.782,244.25279999999998,-0.9596340347666973,0.2872920439905149,0,0.0006336280426645182,6176.8,6113.450000000001,6176.8,6107.28,(((0)*((x)*(x)))-((x)*(x))),((x)*(7)),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|ReplaceBranchXR,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,DeleteMaliciousR,AddTreeWithMult,42,42,43,43,2
43,x*x*x*x,25,-10,-0.03837115801855967,0.01146033665067125,-0.03832606979479807,0.011522536736561052,249.24540000000002,244.55980000000002,256.1448,244.0268,-0.9537048751797151,0.29224937916612215,0.0029545782724554135,0.0032664315130723144,6436.14,6106.57,7084.08,6064.8,((((x)*(0))-((3)*(x)))+((0)*((x)-(x)))),((x)*(x)),DeleteMaliciousR|SkipD|SubXD|AddRandomSubTreeR|AddTreeWithAdd,ReplaceBranchR|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd,AddToLeafR,43,43,44,44,2
44,x*x*x*x,25,-10,-0.03839881192001046,0.011470466045521597,-0.038392419291595876,0.011550030808297704,245.0138,244.47300000000004,245.99200000000002,243.79120000000003,-0.9596340347666973,0.29224937916612215,0,0.0029361241294321963,6176.8,6098.38,6176.8,6064.8,(((x)*((x)*(0)))-((x)*(x))),((0)+((x)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,MultXD,FellTreeD,44,44,45,45,2
45,x*x*x*x,25,-10,-0.038389021043000925,0.01146872724387102,-0.038385361390667894,0.01154984409134194,246.512,244.4879,247.072,243.7928,-0.9596340347666973,0.29224937916612215,0.00018298261665139481,0.0030158726208380448,6162.8,6101.700000000001,6176.8,6064.8,((0)-((x)*(x))),((x)*(x)),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|DivXD|AddToLeafR|ReplaceBranchXR,DeleteMaliciousR,DivXD,45,45,46,46,2
46,x*x*x*x,25,-10,-0.03839176578225069,0.011456835707750624,-0.038385361390667894,0.011486827118770658,246.092,244.5898,247.072,244.33280000000002,-0.9596340347666973,0.28706798364359476,0,0.0002545730945585219,6176.8,6111.07,6176.8,6109.2,((0)-((x)*(x))),((x)*(6)),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,SkipD,AddTreeWithMult,46,46,47,47,2
47,x*x*x*x,25,-10,-0.0383935956084172,0.01146931073435779,-0.03838902104300092,0.011605579102638312,245.812,244.4829,246.512,243.31519999999998,-0.9596340347666973,0.29224937916612215,0,0.0031843667088420494,6176.8,6105.35,6176.8,6064.8,(((0)*((0)*(x)))-((x)*(x))),((x)*(x)),DeleteMaliciousR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|ReplaceBranchXR,MultXD,AddToLeafR,47,47,48,48,2
48,x*x*x*x,25,-10,-0.03839176578225069,0.011628498608958681,-0.038385361390667894,0.011923091285919675,246.092,243.11880000000002,247.072,240.59439999999998,-0.9596340347666973,0.32468211438280714,0,0.017322133906989393,6176.8,5994.74,6176.8,5786.88,(((0)*((x)*(x)))-((x)*(x))),((x)*((6)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,MultXD,MutateTerminalR,48,48,49,49,2
49,x*x*x*x,25,-10,-0.03838902104300092,0.01156319435367926,-0.038385361390667894,0.011859514162481098,246.512,243.6784,247.072,241.1392,-0.9596340347666973,0.2987658009223818,0,0.007151188310066626,6176.8,6061.96,6176.8,6008.96,(((x)*((x)*(0)))-((x)*(x))),((2)*((x)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,DeleteMaliciousR,AddToLeafR,49,49,50,50,2
50,x*x*x*x,25,-10,-0.03838902104300092,0.011512547379427529,-0.038385361390667894,0.011661594189368341,246.512,244.11239999999998,247.072,242.83520000000004,-0.9596340347666973,0.29620777862837727,0,0.00495210994386328,6176.8,6091.82,6176.8,6030.88,(((x)*((x)*(0)))-((x)*(x))),((6)*((9)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,DeleteMaliciousR,FellTreeD,50,50,51,51,2
51,x*x*x*x,25,-10,-0.03839085086916743,0.011564337995033331,-0.03838902104300092,0.011807793565733707,246.232,243.6686,246.512,241.5824,-0.9596340347666973,0.2978042086001831,0,0.005181075206136919,6176.8,6078.82,6176.8,6017.2,(((0)*((x)*(0)))-((x)*(x))),((9)*((7)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|MultXD,SkipD,MutateTerminalR,51,51,52,52,2
52,x*x*x*x,25,-10,-0.03838993595608418,0.01158646395429169,-0.038385361390667894,0.01455944134286835,246.372,243.479,247.072,218.0032,-0.9596340347666973,0.4357226879772953,0,0.10472075392005653,6176.8,6021.5,6176.8,4835.36,(((x)*((x)*(0)))-((x)*(x))),(((6)*((9)-(5)))*((x)*(x))),ReplaceBranchXR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,SubXD,AddToLeafR,52,52,53,53,2
53,x*x*x*x,25,-10,-0.038388106129917665,0.00815223454459472,-0.038385361390667894,0.015181582239483168,246.65200000000002,286.4257,247.072,212.672,-0.9596340347666973,0.2895699908508692,0,0.01161294056670211,6176.8,6171.21,6176.8,6087.76,(((0)*((0)*(x)))-((x)*(x))),(((3)+((6)*(0)))+((2)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,AddTreeWithMult,53,53,54,54,2
54,x*x*x*x,25,-10,-0.038388106129917665,0.01161573183710813,-0.038385361390667894,0.013861306645256456,246.65200000000002,243.2282,247.072,223.98559999999998,-0.9596340347666973,0.4576152510409471,0,0.11772437009624909,6176.8,5736.639999999999,6176.8,4647.76,(((x)*((0)*(0)))-((x)*(x))),((((7)*(6))+((7)*(6)))*((3)-((x)*((x)*(x))))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,ReplaceBranchR,54,54,55,55,2
55,x*x*x*x,25,-10,-0.038387191216834406,0.008252189846011535,-0.038385361390667894,0.011684373657971885,246.792,1580.9274000000003,247.072,242.64,-0.9596340347666973,0.3082977015142746,0,0.012359833628933234,6176.8,6084.66,6176.8,5927.28,((0)-((x)*(x))),(((2)*(9))*((8)*(x))),DeleteMaliciousR|SkipD|SubXD|DeleteNonTerminalR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteNonTerminalR,AddToLeafR,55,55,56,56,2
56,x*x*x*x,25,-10,-0.03749021696510261,0.0011823657527227304,-0.03479268069533395,0.014257706742349276,384.047,2277.1228,796.8240000000001,220.58879999999996,-0.6003659652333029,0.4118229176391509,0.1797139043889915,0.25375647115424366,19902.300000000003,6894.18,61152,5040.16,((((2)+(9))*((x)*(x)))*((x)-((x)*(x)))),((((6)*(3))+((2)*(x)))-((6)*((0)*((x)*(x))))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,AddToLeafR,ReplaceBranchR,56,56,57,57,2
57,x*x*x*x,25,-10,-0.03481632244771252,-0.009961560157390841,-0.024109205618846406,0.01840823795208843,950.684,24749.336,3061.5199999999995,185.0224,0.46798154241545137,0.28571428571428575,0.7138077885910743,0.6669852582732744,76537.99999999999,45102.58,287621.6,6120.8,((((x)*(x))*((6)*(8)))*((x)-((x)*(x)))),((((0)*(1))*((4)*((2)*(2))))-((2)-((x)*((x)*(x))))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,AddTreeWithMult,57,57,58,58,2
58,x*x*x*x,25,-10,-0.03769078290419553,0.004983743221954167,-0.03559268069533395,0.02559478686259499,353.3564,5185.4166000000005,674.408,123.44,-0.6803659652333028,0.9940250574154638,0.13963403476669722,0.01497989846634336,16860.2,6038.24,48910.4,51.2,((((7)+(2))*((x)*(x)))*((x)-((x)*(x)))),((((x)*(x))*((x)+(0)))-((7)-((5)*((4)*(x))))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,AddTreeWithMult|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,MutateTerminalR,58,58,59,59,2
59,x*x*x*x,25,-10,-0.03740403345967848,0.0033028141666470545,-0.03445581492615345,0.025696360886532106,397.2348,751.9031,848.3712,122.5696,-0.5666793883152529,0.9940250574154638,0.1964958899032046,0.3656181679191341,21205.02,4697.92,66306.72,51.2,((((x)*(x))-((0)*(x)))*((x)-((x)*(x)))),((((x)+(0))*((x)*((x)-(3))))-((0)*((4)-((5)*(x))))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,MutateTerminalR,59,59,60,60,2
60,x*x*x*x,25,-10,-0.04315137890471834,-0.016455471799646213,-0.03638536139066789,0.013033403663386676,NaN,NaN,553.1120000000001,231.08,-0.7603659652333028,0.2859476819089942,0.09963403476669724,0.4090089167295432,13799.800000000001,9407.84,36668.8,6118.8,((((x)*(8))-((1)*(x)))*((x)-((x)*(x)))),(((1)*(2))-((1)*(x))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,MutateTerminalR,60,60,61,61,2
61,x*x*x*x,25,-10,-0.03469274866030585,-0.0004936513277601412,-0.02959268069533395,0.016759527232668,812.1156,1973.2722000000003,1592.5279999999996,199.15040000000002,-0.08036596523330287,0.31954739809922145,0.3769433084016604,0.017254337952486605,62710.2,5987.98,140722.4,5830.88,((((x)*(3))*((8)*(x)))*((x)-((x)*(x)))),(((6)+(x))*((5)*(x))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,AddToLeafR,61,61,62,62,2
62,x*x*x*x,25,-10,-0.036096340347666976,-0.00019434814010946432,-0.030007319304666057,0.01625525141438094,597.3380000000001,2416.0672999999997,1529.08,203.4716,-0.6396340347666972,0.2946113486565715,0.16000000000000003,0.13598374644213204,18418.4,6677.74,55143.2,6044.56,((((x)*(x))*((x)*(1)))-((9)-((x)*(x)))),(((5)*(9))-((0)*(x))),DeleteMaliciousR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,DeleteMaliciousR,AddToLeafR,62,62,63,63,2
63,x*x*x*x,25,-10,-0.03450335380995948,0.008055141077728568,-0.029178042086001832,0.020160669940437293,841.0968,1106.4079000000002,1655.9759999999997,170.00560000000002,-0.5203659652333028,0.4118229176391509,0.15281283635119355,0.05812291099446077,47172.3,5748.719999999999,73393.6,5040.16,((((x)*(x))*((6)+(7)))*((x)-((x)*(x)))),((((x)-(x))*((3)*(0)))-((9)+((6)-((5)*(x))))),MutateTerminalR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,AddToLeafR,MutateNonTerminalR,63,63,64,64,2
64,x*x*x*x,25,-10,-0.0280973319106036,-0.008342097253694992,-0.0056137741199990265,0.008992855343860122,2094.4798000000005,4314.1776,6354.3144,266.8072,0.5603007999985288,0.28571428571428575,0.7369811832908018,0.1444280794419662,97882.98000000001,7134.799999999999,348010.64,6120.8,((((x)*(x))*((x)*(5)))*((x)-((x)*(x)))),(((0)*(9))*((6)*(x))),MutateTerminalR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateTerminalR,64,64,65,65,2
65,x*x*x*x,25,-10,-0.0338297555875049,-0.00008713239254814986,-0.024574784995425435,0.026419048863827323,944.1707999999999,966.60505,2360.3664000000003,116.3768,-0.5666793883152529,0.9803947196444909,0.20313165587090296,0.2744001978156615,34279.28,3254.965,66306.72,168,((((x)*(x))*((x)*(1)))*((x)-((x)*(x)))),((((x)*(x))-((3)*((1)*(x))))-(((1)-(1))*((5)/((4)*(x))))),MutateTerminalR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|AddTreeWithDiv|AddToLeafR|MultXD,MutateTerminalR,MutateNonTerminalR,65,65,66,66,2
66,x*x*x*x,25,-10,-0.04543404260880931,-0.00923455231939827,-0.04132533786433146,0.011939793038527935,NaN,NaN,1327.3968,241.41017142857146,-0.7199869298130963,0.28523815747708053,0.09375995201810326,0.11793053306983697,27821.22,6992.18,42847.6,6124.88,((((8)*(x))*((x)*(x)))-((8)-((9)*(x)))),((((3)-(1))-((5)-(5)))-((3)-((1)*(x)))),MutateTerminalR|SkipD|SubXD|AddToLeafR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MutateTerminalR,ReplaceBranchR,66,66,67,67,2
67,x*x*x*x,25,-10,-0.015035483287810014,0.0008879069350195382,0.005969812248211321,0.015996088279776687,5745.798199999999,1928.3123,10755.952800000001,205.69240000000002,0.7261396043009004,0.31326904046156434,0.39787780698165975,0.0935900858445455,400293.33999999997,6432.45,558751.84,5884.68,((((x)*(x))*((8)*(x)))-((x)*((x)*(x)))),((((7)-(4))+((x)-(5)))-((8)*((x)*(x)))),MutateTerminalR|AddXD|SubXD|MultXD|MultXD,AddRandomSubTreeR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,AddToLeafR,67,67,68,68,2
68,x*x*x*x,25,-10,0.003993774384830291,-0.0021182768013848605,0.023983428753761298,0.02664114868271188,9932.685999999998,1904.2216999999998,18124.513600000002,114.4736,0.6866436558016262,0.9880501148309279,0.19422856724231125,0.31501394580385084,347473.84,7301.160000000001,488325.84,102.4,((((7)*(x))*((x)*(x)))-((x)*((x)*(x)))),((((x)+(0))*((x)*(x)))-((5)-((3)*((7)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,ReplaceBranchR,68,68,69,69,2
69,x*x*x*x,25,-10,0.02019492314123274,0.006857399775022765,0.028957165874627135,0.01831086505965607,15307.473600000001,104095.521,22350.0736,185.8568,0.7261396043009004,0.6539574658774763,0.07890449063505253,0.1748213897751798,488325.83999999997,5203.04,558751.84,2965.28,((((x)*(x))*((8)*(x)))-((x)*((x)*(x)))),((((5)+(5))+((7)*((4)*(x))))-((x)-((x)*((8)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,ReplaceBranchR,69,69,70,70,2
70,x*x*x*x,25,-10,0.00785511207251154,0.0028979775005788405,0.026172536010340187,0.022830255615512444,11813.916600000002,2726.1485000000002,19533.033600000002,147.12959999999998,0.7261396043009004,0.4942677894579607,0.6273375262565138,0.4098142541080149,382686.86,8097.42,558751.84,4333.68,((((x)*(8))*((x)*(x)))-((x)*((x)*(x)))),((((x)*(x))*((9)-((3)-(x))))*((1)+((7)-((6)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteMaliciousR|MultXD,MultXD,DeleteMaliciousR,70,70,71,71,2
71,x*x*x*x,25,-10,0.004653242374048014,0.0010697365358757792,0.026368946088788276,0.015436264167149024,10460.881000000001,442.2672,18828.7736,210.4896,0.7567937230592864,0.3080829770151428,0.8835927523750368,0.16171084984163595,315035.1,7151.78,629177.84,5929.12,((((9)*(x))*((x)*(x)))-((x)*((x)*(x)))),((((x)*(x))-((x)*(2)))-((1)+((8)-((1)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchXR,MultXD,MutateNonTerminalR,71,71,72,72,2
72,x*x*x*x,25,-10,-0.003290285849942269,0.002079524953738534,0.013604225187521938,0.021630785891666823,9432.233999999999,1427.0711999999999,15307.4744,157.408,0.7567937230592864,0.6876412046977987,0.08976415875552067,0.21257464598774453,488325.83999999997,4384.14,629177.84,2676.64,((((x)*(x))*((x)*(9)))-((x)*((x)*(x)))),((((x)*(8))*((2)*((1)+(x))))-((x)*((x)+((x)*(x))))),MutateTerminalR|SkipD|SubXD|ReplaceBranchR|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,SubXD,MutateNonTerminalR,72,72,73,73,2
73,x*x*x*x,25,-10,0.01467012507075259,0.008934621565247965,0.028735627561235003,0.02908009223817615,14454.891199999998,652.2169,22350.0736,93.574,0.7261396043009004,0.7818912560449615,0.22754015400025218,0.30522550966255696,453112.83999999997,5538.33,558751.84,1869,((((x)*(x))*((x)*(8)))-((x)*((x)*(x)))),((((3)+(1))*((x)*((x)*(x))))-((x)+((x)*((x)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,73,73,74,74,2
74,x*x*x*x,25,-10,-0.006584152815683206,0.0025834076178360525,0.011001069829283333,0.023503930391918892,7287.4854000000005,509.90130000000005,13607.9632,141.3568,0.6866436558016262,0.8197527867505648,0.5651781981642489,0.30258312718991087,277047.86,4641.6,488325.84,1544.56,((((x)*(x))*((7)*(x)))-((x)*((x)*(x)))),((((8)*(5))-((x)*(3)))-((x)*((x)*(x)))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,74,74,75,75,2
75,x*x*x*x,25,-10,0.008145293799216104,0.0017599377046988156,0.012797270504194734,0.017835203614840266,14337.392,13904.5447,18232.2832,189.9328,0.7567937230592864,0.43769255186063455,0.14506205693154275,0.16849402766976831,505932.33999999997,6610.71,629177.84,4818.48,((((x)*(x))*((x)*(9)))-((x)*((x)*(x)))),((((9)*(x))*((4)+((8)-(8))))-((x)*((0)*((x)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|DeleteNonTerminalR,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MutateTerminalR,MutateTerminalR,75,75,76,76,2
76,x*x*x*x,25,-10,-0.0019986435507568477,0.009269504115355383,0.008256851910882167,0.03271878559291969,7484.5756,292.367,10913.8792,62.393600000000006,0.5596215243138879,0.9934649065481637,0.15010075667059267,0.5665045568396309,312260.84,6421.56,347473.84,56,((((x)*(x))*((5)*(x)))-((x)*((x)*(x)))),((((x)*(x))*((x)*(1)))-((x)*((1)-((0)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,76,76,77,77,2
77,x*x*x*x,25,-10,0.003052970398474323,-0.0034437598408857393,0.022211833633408534,0.012922120357749691,10483.127999999999,469.76160000000004,18414.6112,232.0336,0.7567937230592864,0.34400731930466616,0.14525021615754835,0.3865786369814676,453112.83999999997,8698.92,629177.84,5621.28,((((x)*(9))*((x)*(x)))-((x)*((x)*(x)))),((((x)*(1))+((1)*(3)))-((3)*((0)+((9)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,77,77,78,78,2
78,x*x*x*x,25,-10,0.014806669506379133,0.004200921706254435,0.02698544388717315,0.015994547864891615,13398.5012,665.6709,19533.033600000002,205.7056,0.7261396043009004,0.29369643557331454,0.04488625302476813,0.0041517946765159755,470719.33999999997,6101.21,558751.84,6052.4,((((x)*(x))*((x)*(8)))-((x)*((x)*(x)))),((((5)*(x))*((7)*((4)*(0))))+((x)*((7)-((x)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,AddToLeafR,78,78,79,79,2
79,x*x*x*x,25,-10,0.015570681615270122,0.0010149041473758208,0.029965207734787596,0.025633810706350246,15307.473999999998,1356.7284,24462.8536,123.1056,0.7567937230592864,0.7766118341206566,0.13914278764317822,0.22652398765366122,470719.33999999997,3663.6,629177.84,1914.24,((((x)*(x))*((9)*(x)))-((x)*((x)*(x)))),((((x)*(x))*((x)-((3)-(x))))*((9)-((2)*((0)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,79,79,80,80,2
80,x*x*x*x,25,-10,0.0160593378870335,0.003273408176629058,0.028957165874627135,0.015818473775603567,14075.019000000002,342.7672,22350.0736,207.21439999999998,0.7567937230592864,0.3555464271710515,0.6473270520788765,0.0320715676644186,435506.36,5908.7,629177.84,5522.4,((((9)*(x))*((x)*(x)))-((x)*((x)*(x)))),((((x)*(x))+((7)*((x)-(x))))*((2)+((1)-((1)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|MutateTerminalR|ReplaceBranchR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,80,80,81,81,2
81,x*x*x*x,25,-10,0.011797457692046775,-0.01276718006858931,0.030940529050349167,0.011392747406840377,28842.079799999996,114274.7046,83420.1272,245.62720000000002,0.977283871970703,0.5961498963720897,0.8844085469017527,0.6034525797863204,1876999.42,12780.119999999999,6736183.2,3460.64,((((x)*(8))*((x)*(x)))*((x)-((x)*((x)*(x))))),((((x)+(x))*((6)*((x)-(6))))-(((3)*(x))*((2)*((2)*(x))))),AddTreeWithMult|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|MultXD,MultXD,AddTreeWithAdd,81,81,82,82,2
82,x*x*x*x,25,-10,0.010576451403528976,0.0016808206345948129,0.028957165874627135,0.028358944675766006,13453.9858,171741.693,22350.0736,99.7536,0.7567937230592864,0.7812050712325186,0.10573156609947242,0.24770247609477056,470719.33999999997,5058.139999999999,629177.84,1874.88,((((x)*(9))*((x)*(x)))-((x)*((x)*(x)))),((((x)-(0))*((x)*((x)-(4))))*((9)*((x)-((2)*(x))))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,82,82,83,83,2
83,x*x*x*x,25,-10,0.011511986607076951,0.007537034076186341,0.028868747577218256,0.01698265399480927,14454.8914,286.61480000000006,22350.0736,197.2384,0.6866436558016262,0.2987658009223818,0,0.006775863632188377,488325.84,6093.700000000001,488325.84,6008.96,((((x)*(x))*((x)*(7)))-((x)*((x)*(x)))),((x)+((x)*(x))),MutateTerminalR|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MultXD,83,83,84,84,2
84,x*x*x*x,25,-10,0.011321724681219867,0.01097977428717375,0.028873953426071516,0.015588811920010461,13778.3736,250.361,23054.333599999998,209.18240000000003,0.801280428301324,0.3375655843307132,0.16642707870747903,0.025775638777987643,505932.33999999997,6007.1,770029.84,5676.48,((((x)*(x))*((x)*(7)))+((4)-((x)*((x)*(x))))),((x)*((8)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,AddTreeWithAdd,84,84,85,85,2
85,x*x*x*x,25,-10,0.010219326053151359,0.011801608566573933,0.028785535128662637,0.01334129992344605,13926.696600000001,241.6354,23054.333599999998,228.4416,0.801280428301324,0.34400731930466616,0.44450406666226316,0.028035009835388282,558751.84,5981.1,770029.84,5621.28,((((2)+(9))*((x)*(x)))*((x)-((x)*((x)*(x))))),((9)*((x)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,AddToLeafR,85,85,86,86,2
